framework,version,device,op_name,kernel_source,model,task,attn_kind,backend,requested_backend,batch_size,q_seq_len,kv_seq_len,num_heads,head_dim,tp_size,sp_size,sp_algorithm,latency
SGLang,0.5.10.post1,NVIDIA H100 80GB HBM3,wan_attention,sglang_fa,Wan2.2-T2V-A14B,t2v,self_attn,fa,auto,1,11798,11798,10,128,4,4,ring,1.0349696159362793
SGLang,0.5.10.post1,NVIDIA H100 80GB HBM3,wan_attention,sglang_fa,Wan2.2-T2V-A14B,t2v,cross_attn_text,fa,auto,1,11798,512,10,128,4,4,ring,0.06587200164794922
SGLang,0.5.10.post1,NVIDIA H100 80GB HBM3,wan_attention,sglang_fa,Wan2.2-T2V-A14B,t2v,self_attn,fa,auto,1,5899,5899,10,128,4,8,ring,0.26703999042510984
SGLang,0.5.10.post1,NVIDIA H100 80GB HBM3,wan_attention,sglang_fa,Wan2.2-T2V-A14B,t2v,cross_attn_text,fa,auto,1,5899,512,10,128,4,8,ring,0.03573119938373566
SGLang,0.5.10.post1,NVIDIA H100 80GB HBM3,wan_attention,sglang_fa,Wan2.2-T2V-A14B,t2v,cross_attn_text,fa,auto,1,47190,512,5,128,8,1,none,0.10850239992141723
SGLang,0.5.10.post1,NVIDIA H100 80GB HBM3,wan_attention,sglang_fa,Wan2.2-T2V-A14B,t2v,cross_attn_text,fa,auto,1,23595,512,5,128,8,2,ring,0.06475840210914612
SGLang,0.5.10.post1,NVIDIA H100 80GB HBM3,wan_attention,sglang_fa,Wan2.2-T2V-A14B,t2v,self_attn,fa,auto,1,11798,11798,5,128,8,4,ring,0.5186048030853272
SGLang,0.5.10.post1,NVIDIA H100 80GB HBM3,wan_attention,sglang_fa,Wan2.2-T2V-A14B,t2v,cross_attn_text,fa,auto,1,11798,512,5,128,8,4,ring,0.03500480055809021
SGLang,0.5.10.post1,NVIDIA H100 80GB HBM3,wan_attention,sglang_fa,Wan2.2-T2V-A14B,t2v,self_attn,fa,auto,1,5899,5899,5,128,8,8,ring,0.13378239870071412
SGLang,0.5.10.post1,NVIDIA H100 80GB HBM3,wan_attention,sglang_fa,Wan2.2-T2V-A14B,t2v,cross_attn_text,fa,auto,1,5899,512,5,128,8,8,ring,0.02104640007019043
SGLang,0.5.10.post1,NVIDIA H100 80GB HBM3,wan_attention,sglang_fa,Wan2.2-T2V-A14B,t2v,cross_attn_text,fa,auto,1,71280,512,5,128,1,8,ulysses,0.16437439918518065
SGLang,0.5.10.post1,NVIDIA H100 80GB HBM3,wan_attention,sglang_fa,Wan2.2-T2V-A14B,t2v,cross_attn_text,fa,auto,1,8910,512,40,128,1,8,ring,0.16637120246887208
SGLang,0.5.10.post1,NVIDIA H100 80GB HBM3,wan_attention,sglang_fa,Wan2.2-T2V-A14B,t2v,cross_attn_text,fa,auto,1,71280,512,5,128,2,4,ulysses,0.16471999883651733
SGLang,0.5.10.post1,NVIDIA H100 80GB HBM3,wan_attention,sglang_fa,Wan2.2-T2V-A14B,t2v,cross_attn_text,fa,auto,1,17820,512,20,128,2,4,ring,0.1649824023246765
SGLang,0.5.10.post1,NVIDIA H100 80GB HBM3,wan_attention,sglang_fa,Wan2.2-T2V-A14B,t2v,self_attn,fa,auto,1,8910,8910,20,128,2,8,ring,1.0831616401672364
SGLang,0.5.10.post1,NVIDIA H100 80GB HBM3,wan_attention,sglang_fa,Wan2.2-T2V-A14B,t2v,cross_attn_text,fa,auto,1,8910,512,20,128,2,8,ring,0.09060800075531006
SGLang,0.5.10.post1,NVIDIA H100 80GB HBM3,wan_attention,sglang_fa,Wan2.2-T2V-A14B,t2v,cross_attn_text,fa,auto,1,71280,512,5,128,4,2,ulysses,0.16741759777069093
SGLang,0.5.10.post1,NVIDIA H100 80GB HBM3,wan_attention,sglang_fa,Wan2.2-T2V-A14B,t2v,cross_attn_text,fa,auto,1,35640,512,10,128,4,2,ring,0.16814719438552855
SGLang,0.5.10.post1,NVIDIA H100 80GB HBM3,wan_attention,sglang_fa,Wan2.2-T2V-A14B,t2v,cross_attn_text,fa,auto,1,17820,512,10,128,4,4,ring,0.09086719751358033
SGLang,0.5.10.post1,NVIDIA H100 80GB HBM3,wan_attention,sglang_fa,Wan2.2-T2V-A14B,t2v,self_attn,fa,auto,1,8910,8910,10,128,4,8,ring,0.59552001953125
SGLang,0.5.10.post1,NVIDIA H100 80GB HBM3,wan_attention,sglang_fa,Wan2.2-T2V-A14B,t2v,cross_attn_text,fa,auto,1,8910,512,10,128,4,8,ring,0.051907199621200564
SGLang,0.5.10.post1,NVIDIA H100 80GB HBM3,wan_attention,sglang_fa,Wan2.2-T2V-A14B,t2v,cross_attn_text,fa,auto,1,71280,512,5,128,8,1,none,0.16500480175018312
SGLang,0.5.10.post1,NVIDIA H100 80GB HBM3,wan_attention,sglang_fa,Wan2.2-T2V-A14B,t2v,cross_attn_text,fa,auto,1,35640,512,5,128,8,2,ring,0.08587520122528076
SGLang,0.5.10.post1,NVIDIA H100 80GB HBM3,wan_attention,sglang_fa,Wan2.2-T2V-A14B,t2v,self_attn,fa,auto,1,17820,17820,5,128,8,4,ring,1.1671008110046386
SGLang,0.5.10.post1,NVIDIA H100 80GB HBM3,wan_attention,sglang_fa,Wan2.2-T2V-A14B,t2v,cross_attn_text,fa,auto,1,17820,512,5,128,8,4,ring,0.05115519762039185
SGLang,0.5.10.post1,NVIDIA H100 80GB HBM3,wan_attention,sglang_fa,Wan2.2-T2V-A14B,t2v,self_attn,fa,auto,1,8910,8910,5,128,8,8,ring,0.29826879501342773
SGLang,0.5.10.post1,NVIDIA H100 80GB HBM3,wan_attention,sglang_fa,Wan2.2-T2V-A14B,t2v,cross_attn_text,fa,auto,1,8910,512,5,128,8,8,ring,0.028748801350593566
SGLang,0.5.10.post1,NVIDIA H100 80GB HBM3,wan_attention,sglang_fa,Wan2.2-T2V-A14B,t2v,cross_attn_text,fa,auto,1,31590,512,10,128,1,4,ulysses,0.14287680387496948
SGLang,0.5.10.post1,NVIDIA H100 80GB HBM3,wan_attention,sglang_fa,Wan2.2-T2V-A14B,t2v,cross_attn_text,fa,auto,1,7898,512,40,128,1,4,ring,0.14515520334243776
SGLang,0.5.10.post1,NVIDIA H100 80GB HBM3,wan_attention,sglang_fa,Wan2.2-T2V-A14B,t2v,cross_attn_text,fa,auto,1,31590,512,5,128,1,8,ulysses,0.0790719985961914
SGLang,0.5.10.post1,NVIDIA H100 80GB HBM3,wan_attention,sglang_fa,Wan2.2-T2V-A14B,t2v,self_attn,fa,auto,1,3949,3949,40,128,1,8,ring,0.45097599029541013
SGLang,0.5.10.post1,NVIDIA H100 80GB HBM3,wan_attention,sglang_fa,Wan2.2-T2V-A14B,t2v,cross_attn_text,fa,auto,1,3949,512,40,128,1,8,ring,0.0806111991405487
SGLang,0.5.10.post1,NVIDIA H100 80GB HBM3,wan_attention,sglang_fa,Wan2.2-T2V-A14B,t2v,cross_attn_text,fa,auto,1,31590,512,10,128,2,2,ulysses,0.1434208035469055
SGLang,0.5.10.post1,NVIDIA H100 80GB HBM3,wan_attention,sglang_fa,Wan2.2-T2V-A14B,t2v,cross_attn_text,fa,auto,1,15795,512,20,128,2,2,ring,0.14499520063400267
SGLang,0.5.10.post1,NVIDIA H100 80GB HBM3,wan_attention,sglang_fa,Wan2.2-T2V-A14B,t2v,cross_attn_text,fa,auto,1,31590,512,5,128,2,4,ulysses,0.07871999740600585
SGLang,0.5.10.post1,NVIDIA H100 80GB HBM3,wan_attention,sglang_fa,Wan2.2-T2V-A14B,t2v,self_attn,fa,auto,1,7898,7898,20,128,2,4,ring,0.8709919929504395
SGLang,0.5.10.post1,NVIDIA H100 80GB HBM3,wan_attention,sglang_fa,Wan2.2-T2V-A14B,t2v,cross_attn_text,fa,auto,1,7898,512,20,128,2,4,ring,0.08001599907875061
SGLang,0.5.10.post1,NVIDIA H100 80GB HBM3,wan_attention,sglang_fa,Wan2.2-T2V-A14B,t2v,self_attn,fa,auto,1,3949,3949,20,128,2,8,ring,0.22825279235839843
SGLang,0.5.10.post1,NVIDIA H100 80GB HBM3,wan_attention,sglang_fa,Wan2.2-T2V-A14B,t2v,cross_attn_text,fa,auto,1,3949,512,20,128,2,8,ring,0.043593600392341614
SGLang,0.5.10.post1,NVIDIA H100 80GB HBM3,wan_attention,sglang_fa,Wan2.2-T2V-A14B,t2v,cross_attn_text,fa,auto,1,31590,512,10,128,4,1,none,0.14359040260314943
SGLang,0.5.10.post1,NVIDIA H100 80GB HBM3,wan_attention,sglang_fa,Wan2.2-T2V-A14B,t2v,cross_attn_text,fa,auto,1,31590,512,5,128,4,2,ulysses,0.07934079766273498
SGLang,0.5.10.post1,NVIDIA H100 80GB HBM3,wan_attention,sglang_fa,Wan2.2-T2V-A14B,t2v,cross_attn_text,fa,auto,1,15795,512,10,128,4,2,ring,0.081004798412323
SGLang,0.5.10.post1,NVIDIA H100 80GB HBM3,wan_attention,sglang_fa,Wan2.2-T2V-A14B,t2v,self_attn,fa,auto,1,7898,7898,10,128,4,4,ring,0.43911042213439944
SGLang,0.5.10.post1,NVIDIA H100 80GB HBM3,wan_attention,sglang_fa,Wan2.2-T2V-A14B,t2v,cross_attn_text,fa,auto,1,7898,512,10,128,4,4,ring,0.04455040097236633
SGLang,0.5.10.post1,NVIDIA H100 80GB HBM3,wan_attention,sglang_fa,Wan2.2-T2V-A14B,t2v,self_attn,fa,auto,1,3949,3949,10,128,4,8,ring,0.14024640321731568
SGLang,0.5.10.post1,NVIDIA H100 80GB HBM3,wan_attention,sglang_fa,Wan2.2-T2V-A14B,t2v,cross_attn_text,fa,auto,1,3949,512,10,128,4,8,ring,0.027692800760269164
SGLang,0.5.10.post1,NVIDIA H100 80GB HBM3,wan_attention,sglang_fa,Wan2.2-T2V-A14B,t2v,cross_attn_text,fa,auto,1,31590,512,5,128,8,1,none,0.07878080010414124
SGLang,0.5.10.post1,NVIDIA H100 80GB HBM3,wan_attention,sglang_fa,Wan2.2-T2V-A14B,t2v,self_attn,fa,auto,1,15795,15795,5,128,8,2,ring,0.8590559959411621
SGLang,0.5.10.post1,NVIDIA H100 80GB HBM3,wan_attention,sglang_fa,Wan2.2-T2V-A14B,t2v,cross_attn_text,fa,auto,1,15795,512,5,128,8,2,ring,0.04336000084877014
SGLang,0.5.10.post1,NVIDIA H100 80GB HBM3,wan_attention,sglang_fa,Wan2.2-T2V-A14B,t2v,self_attn,fa,auto,1,7898,7898,5,128,8,4,ring,0.2627648115158081
SGLang,0.5.10.post1,NVIDIA H100 80GB HBM3,wan_attention,sglang_fa,Wan2.2-T2V-A14B,t2v,cross_attn_text,fa,auto,1,7898,512,5,128,8,4,ring,0.028035199642181395
SGLang,0.5.10.post1,NVIDIA H100 80GB HBM3,wan_attention,sglang_fa,Wan2.2-T2V-A14B,t2v,self_attn,fa,auto,1,3949,3949,5,128,8,8,ring,0.09311680197715759
SGLang,0.5.10.post1,NVIDIA H100 80GB HBM3,wan_attention,sglang_fa,Wan2.2-T2V-A14B,t2v,cross_attn_text,fa,auto,1,3949,512,5,128,8,8,ring,0.020614400506019592
SGLang,0.5.10.post1,NVIDIA H100 80GB HBM3,wan_attention,sglang_fa,Wan2.2-T2V-A14B,t2v,cross_attn_text,fa,auto,1,43120,512,10,128,1,4,ulysses,0.1926751971244812
SGLang,0.5.10.post1,NVIDIA H100 80GB HBM3,wan_attention,sglang_fa,Wan2.2-T2V-A14B,t2v,cross_attn_text,fa,auto,1,10780,512,40,128,1,4,ring,0.1928671956062317
SGLang,0.5.10.post1,NVIDIA H100 80GB HBM3,wan_attention,sglang_fa,Wan2.2-T2V-A14B,t2v,cross_attn_text,fa,auto,1,43120,512,5,128,1,8,ulysses,0.10007359981536865
SGLang,0.5.10.post1,NVIDIA H100 80GB HBM3,wan_attention,sglang_fa,Wan2.2-T2V-A14B,t2v,self_attn,fa,auto,1,5390,5390,40,128,1,8,ring,0.8283743858337402
SGLang,0.5.10.post1,NVIDIA H100 80GB HBM3,wan_attention,sglang_fa,Wan2.2-T2V-A14B,t2v,cross_attn_text,fa,auto,1,5390,512,40,128,1,8,ring,0.10797439813613892
SGLang,0.5.10.post1,NVIDIA H100 80GB HBM3,wan_attention,sglang_fa,Wan2.2-T2V-A14B,t2v,cross_attn_text,fa,auto,1,43120,512,10,128,2,2,ulysses,0.1929152011871338
SGLang,0.5.10.post1,NVIDIA H100 80GB HBM3,wan_attention,sglang_fa,Wan2.2-T2V-A14B,t2v,cross_attn_text,fa,auto,1,21560,512,20,128,2,2,ring,0.19300800561904907
SGLang,0.5.10.post1,NVIDIA H100 80GB HBM3,wan_attention,sglang_fa,Wan2.2-T2V-A14B,t2v,cross_attn_text,fa,auto,1,43120,512,5,128,2,4,ulysses,0.10063680410385131
SGLang,0.5.10.post1,NVIDIA H100 80GB HBM3,wan_attention,sglang_fa,Wan2.2-T2V-A14B,t2v,cross_attn_text,fa,auto,1,10780,512,20,128,2,4,ring,0.10062719583511352
SGLang,0.5.10.post1,NVIDIA H100 80GB HBM3,wan_attention,sglang_fa,Wan2.2-T2V-A14B,t2v,self_attn,fa,auto,1,5390,5390,20,128,2,8,ring,0.4202688217163086
SGLang,0.5.10.post1,NVIDIA H100 80GB HBM3,wan_attention,sglang_fa,Wan2.2-T2V-A14B,t2v,cross_attn_text,fa,auto,1,5390,512,20,128,2,8,ring,0.05795199871063232
SGLang,0.5.10.post1,NVIDIA H100 80GB HBM3,wan_attention,sglang_fa,Wan2.2-T2V-A14B,t2v,cross_attn_text,fa,auto,1,43120,512,10,128,4,1,none,0.19242240190505983
SGLang,0.5.10.post1,NVIDIA H100 80GB HBM3,wan_attention,sglang_fa,Wan2.2-T2V-A14B,t2v,cross_attn_text,fa,auto,1,43120,512,5,128,4,2,ulysses,0.10019520521163941
SGLang,0.5.10.post1,NVIDIA H100 80GB HBM3,wan_attention,sglang_fa,Wan2.2-T2V-A14B,t2v,cross_attn_text,fa,auto,1,21560,512,10,128,4,2,ring,0.10029120445251465
SGLang,0.5.10.post1,NVIDIA H100 80GB HBM3,wan_attention,sglang_fa,Wan2.2-T2V-A14B,t2v,self_attn,fa,auto,1,10780,10780,10,128,4,4,ring,0.8241567611694336
SGLang,0.5.10.post1,NVIDIA H100 80GB HBM3,wan_attention,sglang_fa,Wan2.2-T2V-A14B,t2v,cross_attn_text,fa,auto,1,10780,512,10,128,4,4,ring,0.05766080021858215
SGLang,0.5.10.post1,NVIDIA H100 80GB HBM3,wan_attention,sglang_fa,Wan2.2-T2V-A14B,t2v,self_attn,fa,auto,1,5390,5390,10,128,4,8,ring,0.24262080192565919
SGLang,0.5.10.post1,NVIDIA H100 80GB HBM3,wan_attention,sglang_fa,Wan2.2-T2V-A14B,t2v,cross_attn_text,fa,auto,1,5390,512,10,128,4,8,ring,0.03457599878311157
SGLang,0.5.10.post1,NVIDIA H100 80GB HBM3,wan_attention,sglang_fa,Wan2.2-T2V-A14B,t2v,cross_attn_text,fa,auto,1,43120,512,5,128,8,1,none,0.10017280578613282
SGLang,0.5.10.post1,NVIDIA H100 80GB HBM3,wan_attention,sglang_fa,Wan2.2-T2V-A14B,t2v,cross_attn_text,fa,auto,1,21560,512,5,128,8,2,ring,0.057385599613189696
SGLang,0.5.10.post1,NVIDIA H100 80GB HBM3,wan_attention,sglang_fa,Wan2.2-T2V-A14B,t2v,self_attn,fa,auto,1,10780,10780,5,128,8,4,ring,0.47235841751098634
SGLang,0.5.10.post1,NVIDIA H100 80GB HBM3,wan_attention,sglang_fa,Wan2.2-T2V-A14B,t2v,cross_attn_text,fa,auto,1,10780,512,5,128,8,4,ring,0.034544000029563905
SGLang,0.5.10.post1,NVIDIA H100 80GB HBM3,wan_attention,sglang_fa,Wan2.2-T2V-A14B,t2v,self_attn,fa,auto,1,5390,5390,5,128,8,8,ring,0.1208575963973999
SGLang,0.5.10.post1,NVIDIA H100 80GB HBM3,wan_attention,sglang_fa,Wan2.2-T2V-A14B,t2v,cross_attn_text,fa,auto,1,5390,512,5,128,8,8,ring,0.020771199464797975
SGLang,0.5.10.post1,NVIDIA H100 80GB HBM3,wan_attention,sglang_fa,Wan2.2-T2V-A14B,t2v,cross_attn_text,fa,auto,1,19110,512,20,128,1,2,ulysses,0.17185920476913452
SGLang,0.5.10.post1,NVIDIA H100 80GB HBM3,wan_attention,sglang_fa,Wan2.2-T2V-A14B,t2v,cross_attn_text,fa,auto,1,9555,512,40,128,1,2,ring,0.1710528016090393
SGLang,0.5.10.post1,NVIDIA H100 80GB HBM3,wan_attention,sglang_fa,Wan2.2-T2V-A14B,t2v,cross_attn_text,fa,auto,1,19110,512,10,128,1,4,ulysses,0.09232640266418457
SGLang,0.5.10.post1,NVIDIA H100 80GB HBM3,wan_attention,sglang_fa,Wan2.2-T2V-A14B,t2v,self_attn,fa,auto,1,4778,4778,40,128,1,4,ring,0.6503456115722657
SGLang,0.5.10.post1,NVIDIA H100 80GB HBM3,wan_attention,sglang_fa,Wan2.2-T2V-A14B,t2v,cross_attn_text,fa,auto,1,4778,512,40,128,1,4,ring,0.09405760169029236
SGLang,0.5.10.post1,NVIDIA H100 80GB HBM3,wan_attention,sglang_fa,Wan2.2-T2V-A14B,t2v,self_attn,fa,auto,1,19110,19110,5,128,1,8,ulysses,1.2449919700622558
SGLang,0.5.10.post1,NVIDIA H100 80GB HBM3,wan_attention,sglang_fa,Wan2.2-T2V-A14B,t2v,cross_attn_text,fa,auto,1,19110,512,5,128,1,8,ulysses,0.05231680274009705
SGLang,0.5.10.post1,NVIDIA H100 80GB HBM3,wan_attention,sglang_fa,Wan2.2-T2V-A14B,t2v,self_attn,fa,auto,1,2389,2389,40,128,1,8,ring,0.17391040325164794
SGLang,0.5.10.post1,NVIDIA H100 80GB HBM3,wan_attention,sglang_fa,Wan2.2-T2V-A14B,t2v,cross_attn_text,fa,auto,1,2389,512,40,128,1,8,ring,0.052665597200393675
SGLang,0.5.10.post1,NVIDIA H100 80GB HBM3,wan_attention,sglang_fa,Wan2.2-T2V-A14B,t2v,cross_attn_text,fa,auto,1,19110,512,20,128,2,1,none,0.17408959865570067
SGLang,0.5.10.post1,NVIDIA H100 80GB HBM3,wan_attention,sglang_fa,Wan2.2-T2V-A14B,t2v,cross_attn_text,fa,auto,1,19110,512,10,128,2,2,ulysses,0.0961247980594635
SGLang,0.5.10.post1,NVIDIA H100 80GB HBM3,wan_attention,sglang_fa,Wan2.2-T2V-A14B,t2v,self_attn,fa,auto,1,9555,9555,20,128,2,2,ring,1.256937599182129
SGLang,0.5.10.post1,NVIDIA H100 80GB HBM3,wan_attention,sglang_fa,Wan2.2-T2V-A14B,t2v,cross_attn_text,fa,auto,1,9555,512,20,128,2,2,ring,0.0932703971862793
SGLang,0.5.10.post1,NVIDIA H100 80GB HBM3,wan_attention,sglang_fa,Wan2.2-T2V-A14B,t2v,self_attn,fa,auto,1,19110,19110,5,128,2,4,ulysses,1.2514559745788574
SGLang,0.5.10.post1,NVIDIA H100 80GB HBM3,wan_attention,sglang_fa,Wan2.2-T2V-A14B,t2v,cross_attn_text,fa,auto,1,19110,512,5,128,2,4,ulysses,0.053225600719451906
SGLang,0.5.10.post1,NVIDIA H100 80GB HBM3,wan_attention,sglang_fa,Wan2.2-T2V-A14B,t2v,self_attn,fa,auto,1,4778,4778,20,128,2,4,ring,0.3533184051513672
SGLang,0.5.10.post1,NVIDIA H100 80GB HBM3,wan_attention,sglang_fa,Wan2.2-T2V-A14B,t2v,cross_attn_text,fa,auto,1,4778,512,20,128,2,4,ring,0.05629760026931763
SGLang,0.5.10.post1,NVIDIA H100 80GB HBM3,wan_attention,sglang_fa,Wan2.2-T2V-A14B,t2v,self_attn,fa,auto,1,2389,2389,20,128,2,8,ring,0.09671679735183716
SGLang,0.5.10.post1,NVIDIA H100 80GB HBM3,wan_attention,sglang_fa,Wan2.2-T2V-A14B,t2v,cross_attn_text,fa,auto,1,2389,512,20,128,2,8,ring,0.030403199791908263
SGLang,0.5.10.post1,NVIDIA H100 80GB HBM3,wan_attention,sglang_fa,Wan2.2-T2V-A14B,t2v,cross_attn_text,fa,auto,1,19110,512,10,128,4,1,none,0.09656959772109985
SGLang,0.5.10.post1,NVIDIA H100 80GB HBM3,wan_attention,sglang_fa,Wan2.2-T2V-A14B,t2v,self_attn,fa,auto,1,19110,19110,5,128,4,2,ulysses,1.2606335639953614
SGLang,0.5.10.post1,NVIDIA H100 80GB HBM3,wan_attention,sglang_fa,Wan2.2-T2V-A14B,t2v,cross_attn_text,fa,auto,1,19110,512,5,128,4,2,ulysses,0.05281599760055542
SGLang,0.5.10.post1,NVIDIA H100 80GB HBM3,wan_attention,sglang_fa,Wan2.2-T2V-A14B,t2v,self_attn,fa,auto,1,9555,9555,10,128,4,2,ring,0.6345888137817383
SGLang,0.5.10.post1,NVIDIA H100 80GB HBM3,wan_attention,sglang_fa,Wan2.2-T2V-A14B,t2v,cross_attn_text,fa,auto,1,9555,512,10,128,4,2,ring,0.050588798522949216
SGLang,0.5.10.post1,NVIDIA H100 80GB HBM3,wan_attention,sglang_fa,Wan2.2-T2V-A14B,t2v,self_attn,fa,auto,1,4778,4778,10,128,4,4,ring,0.16769280433654785
SGLang,0.5.10.post1,NVIDIA H100 80GB HBM3,wan_attention,sglang_fa,Wan2.2-T2V-A14B,t2v,cross_attn_text,fa,auto,1,4778,512,10,128,4,4,ring,0.02898559868335724
SGLang,0.5.10.post1,NVIDIA H100 80GB HBM3,wan_attention,sglang_fa,Wan2.2-T2V-A14B,t2v,self_attn,fa,auto,1,2389,2389,10,128,4,8,ring,0.06075199842453003
SGLang,0.5.10.post1,NVIDIA H100 80GB HBM3,wan_attention,sglang_fa,Wan2.2-T2V-A14B,t2v,cross_attn_text,fa,auto,1,2389,512,10,128,4,8,ring,0.021030400693416596
SGLang,0.5.10.post1,NVIDIA H100 80GB HBM3,wan_attention,sglang_fa,Wan2.2-T2V-A14B,t2v,self_attn,fa,auto,1,19110,19110,5,128,8,1,none,1.2475680351257323
SGLang,0.5.10.post1,NVIDIA H100 80GB HBM3,wan_attention,sglang_fa,Wan2.2-T2V-A14B,t2v,cross_attn_text,fa,auto,1,19110,512,5,128,8,1,none,0.05141760110855102
SGLang,0.5.10.post1,NVIDIA H100 80GB HBM3,wan_attention,sglang_fa,Wan2.2-T2V-A14B,t2v,self_attn,fa,auto,1,9555,9555,5,128,8,2,ring,0.3155936002731323
SGLang,0.5.10.post1,NVIDIA H100 80GB HBM3,wan_attention,sglang_fa,Wan2.2-T2V-A14B,t2v,cross_attn_text,fa,auto,1,9555,512,5,128,8,2,ring,0.027795198559761047
SGLang,0.5.10.post1,NVIDIA H100 80GB HBM3,wan_attention,sglang_fa,Wan2.2-T2V-A14B,t2v,self_attn,fa,auto,1,4778,4778,5,128,8,4,ring,0.11363840103149414
SGLang,0.5.10.post1,NVIDIA H100 80GB HBM3,wan_attention,sglang_fa,Wan2.2-T2V-A14B,t2v,cross_attn_text,fa,auto,1,4778,512,5,128,8,4,ring,0.02131839990615845
SGLang,0.5.10.post1,NVIDIA H100 80GB HBM3,wan_attention,sglang_fa,Wan2.2-T2V-A14B,t2v,self_attn,fa,auto,1,2389,2389,5,128,8,8,ring,0.0336896002292633
SGLang,0.5.10.post1,NVIDIA H100 80GB HBM3,wan_attention,sglang_fa,Wan2.2-T2V-A14B,t2v,cross_attn_text,fa,auto,1,2389,512,5,128,8,8,ring,0.013808000087738036
SGLang,0.5.10.post1,NVIDIA H100 80GB HBM3,wan_attention,sglang_fa,Wan2.2-I2V-A14B,i2v,cross_attn_text,fa,auto,1,106480,512,5,128,1,8,ulysses,0.2373568058013916
SGLang,0.5.10.post1,NVIDIA H100 80GB HBM3,wan_attention,sglang_fa,Wan2.2-I2V-A14B,i2v,cross_attn_image,fa,auto,1,106480,257,5,128,1,8,ulysses,0.17552640438079833
SGLang,0.5.10.post1,NVIDIA H100 80GB HBM3,wan_attention,sglang_fa,Wan2.2-I2V-A14B,i2v,cross_attn_text,fa,auto,1,13310,512,40,128,1,8,ring,0.238700795173645
SGLang,0.5.10.post1,NVIDIA H100 80GB HBM3,wan_attention,sglang_fa,Wan2.2-I2V-A14B,i2v,cross_attn_image,fa,auto,1,13310,257,40,128,1,8,ring,0.1764672040939331
SGLang,0.5.10.post1,NVIDIA H100 80GB HBM3,wan_attention,sglang_fa,Wan2.2-I2V-A14B,i2v,cross_attn_text,fa,auto,1,106480,512,5,128,2,4,ulysses,0.2377919912338257
SGLang,0.5.10.post1,NVIDIA H100 80GB HBM3,wan_attention,sglang_fa,Wan2.2-I2V-A14B,i2v,cross_attn_image,fa,auto,1,106480,257,5,128,2,4,ulysses,0.17451839447021483
SGLang,0.5.10.post1,NVIDIA H100 80GB HBM3,wan_attention,sglang_fa,Wan2.2-I2V-A14B,i2v,cross_attn_text,fa,auto,1,26620,512,20,128,2,4,ring,0.23718080520629883
SGLang,0.5.10.post1,NVIDIA H100 80GB HBM3,wan_attention,sglang_fa,Wan2.2-I2V-A14B,i2v,cross_attn_image,fa,auto,1,26620,257,20,128,2,4,ring,0.17329599857330322
SGLang,0.5.10.post1,NVIDIA H100 80GB HBM3,wan_attention,sglang_fa,Wan2.2-I2V-A14B,i2v,cross_attn_text,fa,auto,1,13310,512,20,128,2,8,ring,0.12348480224609375
SGLang,0.5.10.post1,NVIDIA H100 80GB HBM3,wan_attention,sglang_fa,Wan2.2-I2V-A14B,i2v,cross_attn_image,fa,auto,1,13310,257,20,128,2,8,ring,0.09247999787330627
SGLang,0.5.10.post1,NVIDIA H100 80GB HBM3,wan_attention,sglang_fa,Wan2.2-I2V-A14B,i2v,cross_attn_text,fa,auto,1,106480,512,5,128,4,2,ulysses,0.237555193901062
SGLang,0.5.10.post1,NVIDIA H100 80GB HBM3,wan_attention,sglang_fa,Wan2.2-I2V-A14B,i2v,cross_attn_image,fa,auto,1,106480,257,5,128,4,2,ulysses,0.17291200160980225
SGLang,0.5.10.post1,NVIDIA H100 80GB HBM3,wan_attention,sglang_fa,Wan2.2-I2V-A14B,i2v,cross_attn_text,fa,auto,1,53240,512,10,128,4,2,ring,0.2371488094329834
SGLang,0.5.10.post1,NVIDIA H100 80GB HBM3,wan_attention,sglang_fa,Wan2.2-I2V-A14B,i2v,cross_attn_image,fa,auto,1,53240,257,10,128,4,2,ring,0.17344319820404053
SGLang,0.5.10.post1,NVIDIA H100 80GB HBM3,wan_attention,sglang_fa,Wan2.2-I2V-A14B,i2v,cross_attn_text,fa,auto,1,26620,512,10,128,4,4,ring,0.12319359779357911
SGLang,0.5.10.post1,NVIDIA H100 80GB HBM3,wan_attention,sglang_fa,Wan2.2-I2V-A14B,i2v,cross_attn_image,fa,auto,1,26620,257,10,128,4,4,ring,0.09245759844779969
SGLang,0.5.10.post1,NVIDIA H100 80GB HBM3,wan_attention,sglang_fa,Wan2.2-I2V-A14B,i2v,self_attn,fa,auto,1,13310,13310,10,128,4,8,ring,1.1696160316467286
SGLang,0.5.10.post1,NVIDIA H100 80GB HBM3,wan_attention,sglang_fa,Wan2.2-I2V-A14B,i2v,cross_attn_text,fa,auto,1,13310,512,10,128,4,8,ring,0.0659168004989624
SGLang,0.5.10.post1,NVIDIA H100 80GB HBM3,wan_attention,sglang_fa,Wan2.2-I2V-A14B,i2v,cross_attn_image,fa,auto,1,13310,257,10,128,4,8,ring,0.05175039768218994
SGLang,0.5.10.post1,NVIDIA H100 80GB HBM3,wan_attention,sglang_fa,Wan2.2-I2V-A14B,i2v,cross_attn_text,fa,auto,1,106480,512,5,128,8,1,none,0.23709120750427246
SGLang,0.5.10.post1,NVIDIA H100 80GB HBM3,wan_attention,sglang_fa,Wan2.2-I2V-A14B,i2v,cross_attn_image,fa,auto,1,106480,257,5,128,8,1,none,0.17326719760894777
