framework,version,device,op_name,kernel_source,batch_size,seq_len,num_heads,head_dim,tp_size,sp_size,sp_algorithm,latency
SGLang,0.5.10,NVIDIA H100 80GB HBM3,wan_rope,flashinfer_rope,1,5899,10,128,4,8,ring,0.019462400674819948
SGLang,0.5.10,NVIDIA H100 80GB HBM3,wan_rope,flashinfer_rope,1,23595,5,128,8,2,ring,0.051823997497558595
SGLang,0.5.10,NVIDIA H100 80GB HBM3,wan_rope,flashinfer_rope,1,47190,5,128,8,1,none,0.09643200039863586
SGLang,0.5.10,NVIDIA H100 80GB HBM3,wan_rope,flashinfer_rope,1,11798,5,128,8,4,ring,0.021875199675559998
SGLang,0.5.10,NVIDIA H100 80GB HBM3,wan_rope,flashinfer_rope,1,5899,5,128,8,8,ring,0.01117440015077591
SGLang,0.5.10,NVIDIA H100 80GB HBM3,wan_rope,flashinfer_rope,1,31590,20,128,1,2,ulysses,0.23754560947418213
SGLang,0.5.10,NVIDIA H100 80GB HBM3,wan_rope,flashinfer_rope,1,31590,40,128,1,1,none,0.46675519943237304
SGLang,0.5.10,NVIDIA H100 80GB HBM3,wan_rope,flashinfer_rope,1,15795,40,128,1,2,ring,0.24492158889770507
SGLang,0.5.10,NVIDIA H100 80GB HBM3,wan_rope,flashinfer_rope,1,31590,10,128,1,4,ulysses,0.12384639978408814
SGLang,0.5.10,NVIDIA H100 80GB HBM3,wan_rope,flashinfer_rope,1,7898,40,128,1,4,ring,0.12053439617156983
SGLang,0.5.10,NVIDIA H100 80GB HBM3,wan_rope,flashinfer_rope,1,3949,40,128,1,8,ring,0.0627295970916748
SGLang,0.5.10,NVIDIA H100 80GB HBM3,wan_rope,flashinfer_rope,1,31590,20,128,2,1,none,0.23813118934631347
SGLang,0.5.10,NVIDIA H100 80GB HBM3,wan_rope,flashinfer_rope,1,31590,10,128,2,2,ulysses,0.1238144040107727
SGLang,0.5.10,NVIDIA H100 80GB HBM3,wan_rope,flashinfer_rope,1,15795,20,128,2,2,ring,0.12538880109786987
SGLang,0.5.10,NVIDIA H100 80GB HBM3,wan_rope,flashinfer_rope,1,31590,5,128,2,4,ulysses,0.06698240041732788
SGLang,0.5.10,NVIDIA H100 80GB HBM3,wan_rope,flashinfer_rope,1,7898,20,128,2,4,ring,0.06293119788169861
SGLang,0.5.10,NVIDIA H100 80GB HBM3,wan_rope,flashinfer_rope,1,3949,20,128,2,8,ring,0.033081600069999696
SGLang,0.5.10,NVIDIA H100 80GB HBM3,wan_rope,flashinfer_rope,1,31590,5,128,1,8,ulysses,0.06676160097122193
SGLang,0.5.10,NVIDIA H100 80GB HBM3,wan_rope,flashinfer_rope,1,31590,10,128,4,1,none,0.12396160364151002
SGLang,0.5.10,NVIDIA H100 80GB HBM3,wan_rope,flashinfer_rope,1,31590,5,128,4,2,ulysses,0.06685439944267273
SGLang,0.5.10,NVIDIA H100 80GB HBM3,wan_rope,flashinfer_rope,1,15795,10,128,4,2,ring,0.06555520296096802
SGLang,0.5.10,NVIDIA H100 80GB HBM3,wan_rope,flashinfer_rope,1,7898,10,128,4,4,ring,0.033657601475715636
SGLang,0.5.10,NVIDIA H100 80GB HBM3,wan_rope,flashinfer_rope,1,3949,10,128,4,8,ring,0.01308799982070923
SGLang,0.5.10,NVIDIA H100 80GB HBM3,wan_rope,flashinfer_rope,1,31590,5,128,8,1,none,0.06666880249977111
SGLang,0.5.10,NVIDIA H100 80GB HBM3,wan_rope,flashinfer_rope,1,15795,5,128,8,2,ring,0.035523200035095216
SGLang,0.5.10,NVIDIA H100 80GB HBM3,wan_rope,flashinfer_rope,1,7898,5,128,8,4,ring,0.013120000064373017
