framework,version,device,op_name,kernel_source,model,task,attn_kind,backend,batch_size,q_seq_len,kv_seq_len,num_heads,head_dim,tp_size,sp_size,sp_algorithm,latency
SGLang,0.5.10,NVIDIA H100 80GB HBM3,wan_attention,sdpa,Wan2.2-T2V-A14B,t2v,cross_attn_text,sdpa,1,47190,512,5,128,8,1,none,0.19664640426635743
SGLang,0.5.10,NVIDIA H100 80GB HBM3,wan_attention,sdpa,Wan2.2-T2V-A14B,t2v,cross_attn_text,sdpa,1,23595,512,5,128,8,2,ring,0.11421120166778564
SGLang,0.5.10,NVIDIA H100 80GB HBM3,wan_attention,sdpa,Wan2.2-T2V-A14B,t2v,self_attn,sdpa,1,11798,11798,10,128,4,4,ring,2.2106847763061523
SGLang,0.5.10,NVIDIA H100 80GB HBM3,wan_attention,sdpa,Wan2.2-T2V-A14B,t2v,cross_attn_text,sdpa,1,11798,512,5,128,8,4,ring,0.059628802537918094
SGLang,0.5.10,NVIDIA H100 80GB HBM3,wan_attention,sdpa,Wan2.2-T2V-A14B,t2v,self_attn,sdpa,1,11798,11798,5,128,8,4,ring,1.113049602508545
SGLang,0.5.10,NVIDIA H100 80GB HBM3,wan_attention,sdpa,Wan2.2-T2V-A14B,t2v,self_attn,sdpa,1,5899,5899,5,128,8,8,ring,0.286300802230835
SGLang,0.5.10,NVIDIA H100 80GB HBM3,wan_attention,sdpa,Wan2.2-T2V-A14B,t2v,cross_attn_text,sdpa,1,5899,512,5,128,8,8,ring,0.030937600135803222
SGLang,0.5.10,NVIDIA H100 80GB HBM3,wan_attention,sdpa,Wan2.2-T2V-A14B,t2v,cross_attn_text,sdpa,1,71280,512,5,128,1,8,ulysses,0.3038880109786987
SGLang,0.5.10,NVIDIA H100 80GB HBM3,wan_attention,sdpa,Wan2.2-T2V-A14B,t2v,cross_attn_text,sdpa,1,8910,512,40,128,1,8,ring,0.3033983945846558
SGLang,0.5.10,NVIDIA H100 80GB HBM3,wan_attention,sdpa,Wan2.2-T2V-A14B,t2v,cross_attn_text,sdpa,1,71280,512,5,128,2,4,ulysses,0.3045248031616211
SGLang,0.5.10,NVIDIA H100 80GB HBM3,wan_attention,sdpa,Wan2.2-T2V-A14B,t2v,cross_attn_text,sdpa,1,17820,512,20,128,2,4,ring,0.30382080078125
SGLang,0.5.10,NVIDIA H100 80GB HBM3,wan_attention,sdpa,Wan2.2-T2V-A14B,t2v,cross_attn_text,sdpa,1,8910,512,20,128,2,8,ring,0.15970239639282227
SGLang,0.5.10,NVIDIA H100 80GB HBM3,wan_attention,sdpa,Wan2.2-T2V-A14B,t2v,cross_attn_text,sdpa,1,71280,512,5,128,4,2,ulysses,0.30148160457611084
SGLang,0.5.10,NVIDIA H100 80GB HBM3,wan_attention,sdpa,Wan2.2-T2V-A14B,t2v,cross_attn_text,sdpa,1,35640,512,10,128,4,2,ring,0.3038111925125122
SGLang,0.5.10,NVIDIA H100 80GB HBM3,wan_attention,sdpa,Wan2.2-T2V-A14B,t2v,cross_attn_text,sdpa,1,17820,512,10,128,4,4,ring,0.16051520109176637
SGLang,0.5.10,NVIDIA H100 80GB HBM3,wan_attention,sdpa,Wan2.2-T2V-A14B,t2v,self_attn,sdpa,1,8910,8910,20,128,2,8,ring,2.3125919342041015
SGLang,0.5.10,NVIDIA H100 80GB HBM3,wan_attention,sdpa,Wan2.2-T2V-A14B,t2v,cross_attn_text,sdpa,1,8910,512,10,128,4,8,ring,0.09113280177116394
SGLang,0.5.10,NVIDIA H100 80GB HBM3,wan_attention,sdpa,Wan2.2-T2V-A14B,t2v,self_attn,sdpa,1,8910,8910,10,128,4,8,ring,1.2628255844116212
SGLang,0.5.10,NVIDIA H100 80GB HBM3,wan_attention,sdpa,Wan2.2-T2V-A14B,t2v,cross_attn_text,sdpa,1,35640,512,5,128,8,2,ring,0.16026560068130494
SGLang,0.5.10,NVIDIA H100 80GB HBM3,wan_attention,sdpa,Wan2.2-T2V-A14B,t2v,cross_attn_text,sdpa,1,71280,512,5,128,8,1,none,0.3034879922866821
SGLang,0.5.10,NVIDIA H100 80GB HBM3,wan_attention,sdpa,Wan2.2-T2V-A14B,t2v,cross_attn_text,sdpa,1,17820,512,5,128,8,4,ring,0.09117439985275269
SGLang,0.5.10,NVIDIA H100 80GB HBM3,wan_attention,sdpa,Wan2.2-T2V-A14B,t2v,self_attn,sdpa,1,8910,8910,5,128,8,8,ring,0.6721504211425782
SGLang,0.5.10,NVIDIA H100 80GB HBM3,wan_attention,sdpa,Wan2.2-T2V-A14B,t2v,cross_attn_text,sdpa,1,8910,512,5,128,8,8,ring,0.047177600860595706
SGLang,0.5.10,NVIDIA H100 80GB HBM3,wan_attention,sdpa,Wan2.2-T2V-A14B,t2v,cross_attn_text,sdpa,1,31590,512,10,128,1,4,ulysses,0.2667167901992798
SGLang,0.5.10,NVIDIA H100 80GB HBM3,wan_attention,sdpa,Wan2.2-T2V-A14B,t2v,cross_attn_text,sdpa,1,7898,512,40,128,1,4,ring,0.26774399280548095
SGLang,0.5.10,NVIDIA H100 80GB HBM3,wan_attention,sdpa,Wan2.2-T2V-A14B,t2v,cross_attn_text,sdpa,1,31590,512,5,128,1,8,ulysses,0.14651839733123778
SGLang,0.5.10,NVIDIA H100 80GB HBM3,wan_attention,sdpa,Wan2.2-T2V-A14B,t2v,self_attn,sdpa,1,17820,17820,5,128,8,4,ring,2.4949888229370116
SGLang,0.5.10,NVIDIA H100 80GB HBM3,wan_attention,sdpa,Wan2.2-T2V-A14B,t2v,cross_attn_text,sdpa,1,3949,512,40,128,1,8,ring,0.14553920030593873
SGLang,0.5.10,NVIDIA H100 80GB HBM3,wan_attention,sdpa,Wan2.2-T2V-A14B,t2v,cross_attn_text,sdpa,1,31590,512,10,128,2,2,ulysses,0.26569280624389646
SGLang,0.5.10,NVIDIA H100 80GB HBM3,wan_attention,sdpa,Wan2.2-T2V-A14B,t2v,self_attn,sdpa,1,3949,3949,40,128,1,8,ring,0.9480704307556153
SGLang,0.5.10,NVIDIA H100 80GB HBM3,wan_attention,sdpa,Wan2.2-T2V-A14B,t2v,cross_attn_text,sdpa,1,15795,512,20,128,2,2,ring,0.2656064033508301
SGLang,0.5.10,NVIDIA H100 80GB HBM3,wan_attention,sdpa,Wan2.2-T2V-A14B,t2v,cross_attn_text,sdpa,1,31590,512,5,128,2,4,ulysses,0.14620159864425658
SGLang,0.5.10,NVIDIA H100 80GB HBM3,wan_attention,sdpa,Wan2.2-T2V-A14B,t2v,cross_attn_text,sdpa,1,7898,512,20,128,2,4,ring,0.14652160406112671
SGLang,0.5.10,NVIDIA H100 80GB HBM3,wan_attention,sdpa,Wan2.2-T2V-A14B,t2v,self_attn,sdpa,1,3949,3949,20,128,2,8,ring,0.4903679847717285
SGLang,0.5.10,NVIDIA H100 80GB HBM3,wan_attention,sdpa,Wan2.2-T2V-A14B,t2v,cross_attn_text,sdpa,1,3949,512,20,128,2,8,ring,0.0800000011920929
SGLang,0.5.10,NVIDIA H100 80GB HBM3,wan_attention,sdpa,Wan2.2-T2V-A14B,t2v,cross_attn_text,sdpa,1,31590,512,10,128,4,1,none,0.2676095962524414
SGLang,0.5.10,NVIDIA H100 80GB HBM3,wan_attention,sdpa,Wan2.2-T2V-A14B,t2v,self_attn,sdpa,1,7898,7898,20,128,2,4,ring,1.8558496475219726
SGLang,0.5.10,NVIDIA H100 80GB HBM3,wan_attention,sdpa,Wan2.2-T2V-A14B,t2v,cross_attn_text,sdpa,1,31590,512,5,128,4,2,ulysses,0.1460576057434082
SGLang,0.5.10,NVIDIA H100 80GB HBM3,wan_attention,sdpa,Wan2.2-T2V-A14B,t2v,self_attn,sdpa,1,7898,7898,10,128,4,4,ring,0.9635487556457519
SGLang,0.5.10,NVIDIA H100 80GB HBM3,wan_attention,sdpa,Wan2.2-T2V-A14B,t2v,cross_attn_text,sdpa,1,7898,512,10,128,4,4,ring,0.07948799729347229
SGLang,0.5.10,NVIDIA H100 80GB HBM3,wan_attention,sdpa,Wan2.2-T2V-A14B,t2v,self_attn,sdpa,1,3949,3949,10,128,4,8,ring,0.30422399044036863
SGLang,0.5.10,NVIDIA H100 80GB HBM3,wan_attention,sdpa,Wan2.2-T2V-A14B,t2v,cross_attn_text,sdpa,1,3949,512,10,128,4,8,ring,0.04689280092716217
SGLang,0.5.10,NVIDIA H100 80GB HBM3,wan_attention,sdpa,Wan2.2-T2V-A14B,t2v,cross_attn_text,sdpa,1,31590,512,5,128,8,1,none,0.144652795791626
SGLang,0.5.10,NVIDIA H100 80GB HBM3,wan_attention,sdpa,Wan2.2-T2V-A14B,t2v,self_attn,sdpa,1,15795,15795,5,128,8,2,ring,1.8739295959472657
SGLang,0.5.10,NVIDIA H100 80GB HBM3,wan_attention,sdpa,Wan2.2-T2V-A14B,t2v,cross_attn_text,sdpa,1,15795,512,5,128,8,2,ring,0.0781599998474121
SGLang,0.5.10,NVIDIA H100 80GB HBM3,wan_attention,sdpa,Wan2.2-T2V-A14B,t2v,self_attn,sdpa,1,7898,7898,5,128,8,4,ring,0.590880012512207
SGLang,0.5.10,NVIDIA H100 80GB HBM3,wan_attention,sdpa,Wan2.2-T2V-A14B,t2v,cross_attn_text,sdpa,1,7898,512,5,128,8,4,ring,0.046649599075317384
SGLang,0.5.10,NVIDIA H100 80GB HBM3,wan_attention,sdpa,Wan2.2-T2V-A14B,t2v,self_attn,sdpa,1,3949,3949,5,128,8,8,ring,0.19132800102233888
SGLang,0.5.10,NVIDIA H100 80GB HBM3,wan_attention,sdpa,Wan2.2-T2V-A14B,t2v,cross_attn_text,sdpa,1,3949,512,5,128,8,8,ring,0.030707201361656188
SGLang,0.5.10,NVIDIA H100 80GB HBM3,wan_attention,sdpa,Wan2.2-T2V-A14B,t2v,cross_attn_text,sdpa,1,15795,512,10,128,4,2,ring,0.14477119445800782
SGLang,0.5.10,NVIDIA H100 80GB HBM3,wan_attention,sdpa,Wan2.2-T2V-A14B,t2v,cross_attn_text,sdpa,1,43120,512,10,128,1,4,ulysses,0.3563584089279175
SGLang,0.5.10,NVIDIA H100 80GB HBM3,wan_attention,sdpa,Wan2.2-T2V-A14B,t2v,cross_attn_text,sdpa,1,10780,512,40,128,1,4,ring,0.3564800024032593
SGLang,0.5.10,NVIDIA H100 80GB HBM3,wan_attention,sdpa,Wan2.2-T2V-A14B,t2v,cross_attn_text,sdpa,1,43120,512,5,128,1,8,ulysses,0.18562560081481932
SGLang,0.5.10,NVIDIA H100 80GB HBM3,wan_attention,sdpa,Wan2.2-T2V-A14B,t2v,cross_attn_text,sdpa,1,5390,512,40,128,1,8,ring,0.19498879909515382
SGLang,0.5.10,NVIDIA H100 80GB HBM3,wan_attention,sdpa,Wan2.2-T2V-A14B,t2v,cross_attn_text,sdpa,1,43120,512,10,128,2,2,ulysses,0.3560352087020874
SGLang,0.5.10,NVIDIA H100 80GB HBM3,wan_attention,sdpa,Wan2.2-T2V-A14B,t2v,cross_attn_text,sdpa,1,21560,512,20,128,2,2,ring,0.35612480640411376
SGLang,0.5.10,NVIDIA H100 80GB HBM3,wan_attention,sdpa,Wan2.2-T2V-A14B,t2v,self_attn,sdpa,1,5390,5390,40,128,1,8,ring,1.7562015533447266
SGLang,0.5.10,NVIDIA H100 80GB HBM3,wan_attention,sdpa,Wan2.2-T2V-A14B,t2v,cross_attn_text,sdpa,1,43120,512,5,128,2,4,ulysses,0.18578239679336547
SGLang,0.5.10,NVIDIA H100 80GB HBM3,wan_attention,sdpa,Wan2.2-T2V-A14B,t2v,cross_attn_text,sdpa,1,10780,512,20,128,2,4,ring,0.1842687964439392
SGLang,0.5.10,NVIDIA H100 80GB HBM3,wan_attention,sdpa,Wan2.2-T2V-A14B,t2v,cross_attn_text,sdpa,1,5390,512,20,128,2,8,ring,0.10416640043258667
SGLang,0.5.10,NVIDIA H100 80GB HBM3,wan_attention,sdpa,Wan2.2-T2V-A14B,t2v,cross_attn_text,sdpa,1,43120,512,10,128,4,1,none,0.35250558853149416
SGLang,0.5.10,NVIDIA H100 80GB HBM3,wan_attention,sdpa,Wan2.2-T2V-A14B,t2v,self_attn,sdpa,1,5390,5390,20,128,2,8,ring,0.9085408210754394
SGLang,0.5.10,NVIDIA H100 80GB HBM3,wan_attention,sdpa,Wan2.2-T2V-A14B,t2v,cross_attn_text,sdpa,1,43120,512,5,128,4,2,ulysses,0.1835487961769104
SGLang,0.5.10,NVIDIA H100 80GB HBM3,wan_attention,sdpa,Wan2.2-T2V-A14B,t2v,cross_attn_text,sdpa,1,21560,512,10,128,4,2,ring,0.1866335988044739
SGLang,0.5.10,NVIDIA H100 80GB HBM3,wan_attention,sdpa,Wan2.2-T2V-A14B,t2v,cross_attn_text,sdpa,1,10780,512,10,128,4,4,ring,0.10567679405212402
SGLang,0.5.10,NVIDIA H100 80GB HBM3,wan_attention,sdpa,Wan2.2-T2V-A14B,t2v,self_attn,sdpa,1,5390,5390,10,128,4,8,ring,0.5192224025726319
SGLang,0.5.10,NVIDIA H100 80GB HBM3,wan_attention,sdpa,Wan2.2-T2V-A14B,t2v,cross_attn_text,sdpa,1,5390,512,10,128,4,8,ring,0.0585919976234436
SGLang,0.5.10,NVIDIA H100 80GB HBM3,wan_attention,sdpa,Wan2.2-T2V-A14B,t2v,cross_attn_text,sdpa,1,43120,512,5,128,8,1,none,0.185862398147583
SGLang,0.5.10,NVIDIA H100 80GB HBM3,wan_attention,sdpa,Wan2.2-T2V-A14B,t2v,self_attn,sdpa,1,10780,10780,10,128,4,4,ring,1.767033576965332
SGLang,0.5.10,NVIDIA H100 80GB HBM3,wan_attention,sdpa,Wan2.2-T2V-A14B,t2v,cross_attn_text,sdpa,1,21560,512,5,128,8,2,ring,0.10369600057601928
SGLang,0.5.10,NVIDIA H100 80GB HBM3,wan_attention,sdpa,Wan2.2-T2V-A14B,t2v,self_attn,sdpa,1,10780,10780,5,128,8,4,ring,1.0042176246643066
SGLang,0.5.10,NVIDIA H100 80GB HBM3,wan_attention,sdpa,Wan2.2-T2V-A14B,t2v,cross_attn_text,sdpa,1,10780,512,5,128,8,4,ring,0.05762879848480225
SGLang,0.5.10,NVIDIA H100 80GB HBM3,wan_attention,sdpa,Wan2.2-T2V-A14B,t2v,self_attn,sdpa,1,5390,5390,5,128,8,8,ring,0.25709118843078616
SGLang,0.5.10,NVIDIA H100 80GB HBM3,wan_attention,sdpa,Wan2.2-T2V-A14B,t2v,cross_attn_text,sdpa,1,5390,512,5,128,8,8,ring,0.030316799879074097
SGLang,0.5.10,NVIDIA H100 80GB HBM3,wan_attention,sdpa,Wan2.2-T2V-A14B,t2v,cross_attn_text,sdpa,1,19110,512,20,128,1,2,ulysses,0.31642239093780516
SGLang,0.5.10,NVIDIA H100 80GB HBM3,wan_attention,sdpa,Wan2.2-T2V-A14B,t2v,cross_attn_text,sdpa,1,9555,512,40,128,1,2,ring,0.3164544105529785
SGLang,0.5.10,NVIDIA H100 80GB HBM3,wan_attention,sdpa,Wan2.2-T2V-A14B,t2v,cross_attn_text,sdpa,1,19110,512,10,128,1,4,ulysses,0.17021440267562865
SGLang,0.5.10,NVIDIA H100 80GB HBM3,wan_attention,sdpa,Wan2.2-T2V-A14B,t2v,cross_attn_text,sdpa,1,4778,512,40,128,1,4,ring,0.1713919997215271
SGLang,0.5.10,NVIDIA H100 80GB HBM3,wan_attention,sdpa,Wan2.2-T2V-A14B,t2v,self_attn,sdpa,1,4778,4778,40,128,1,4,ring,1.3476256370544433
SGLang,0.5.10,NVIDIA H100 80GB HBM3,wan_attention,sdpa,Wan2.2-T2V-A14B,t2v,cross_attn_text,sdpa,1,19110,512,5,128,1,8,ulysses,0.09174399971961975
SGLang,0.5.10,NVIDIA H100 80GB HBM3,wan_attention,sdpa,Wan2.2-T2V-A14B,t2v,self_attn,sdpa,1,2389,2389,40,128,1,8,ring,0.3526815891265869
SGLang,0.5.10,NVIDIA H100 80GB HBM3,wan_attention,sdpa,Wan2.2-T2V-A14B,t2v,cross_attn_text,sdpa,1,2389,512,40,128,1,8,ring,0.09127039909362793
SGLang,0.5.10,NVIDIA H100 80GB HBM3,wan_attention,sdpa,Wan2.2-T2V-A14B,t2v,self_attn,sdpa,1,19110,19110,5,128,1,8,ulysses,2.649068832397461
SGLang,0.5.10,NVIDIA H100 80GB HBM3,wan_attention,sdpa,Wan2.2-T2V-A14B,t2v,cross_attn_text,sdpa,1,19110,512,20,128,2,1,none,0.31841919422149656
SGLang,0.5.10,NVIDIA H100 80GB HBM3,wan_attention,sdpa,Wan2.2-T2V-A14B,t2v,cross_attn_text,sdpa,1,19110,512,10,128,2,2,ulysses,0.17005759477615356
SGLang,0.5.10,NVIDIA H100 80GB HBM3,wan_attention,sdpa,Wan2.2-T2V-A14B,t2v,cross_attn_text,sdpa,1,9555,512,20,128,2,2,ring,0.17039040327072144
SGLang,0.5.10,NVIDIA H100 80GB HBM3,wan_attention,sdpa,Wan2.2-T2V-A14B,t2v,self_attn,sdpa,1,9555,9555,20,128,2,2,ring,2.6649471282958985
SGLang,0.5.10,NVIDIA H100 80GB HBM3,wan_attention,sdpa,Wan2.2-T2V-A14B,t2v,cross_attn_text,sdpa,1,19110,512,5,128,2,4,ulysses,0.09114879965782166
SGLang,0.5.10,NVIDIA H100 80GB HBM3,wan_attention,sdpa,Wan2.2-T2V-A14B,t2v,self_attn,sdpa,1,19110,19110,5,128,2,4,ulysses,2.6519744873046873
SGLang,0.5.10,NVIDIA H100 80GB HBM3,wan_attention,sdpa,Wan2.2-T2V-A14B,t2v,cross_attn_text,sdpa,1,4778,512,20,128,2,4,ring,0.09094079732894897
SGLang,0.5.10,NVIDIA H100 80GB HBM3,wan_attention,sdpa,Wan2.2-T2V-A14B,t2v,self_attn,sdpa,1,2389,2389,20,128,2,8,ring,0.190447998046875
SGLang,0.5.10,NVIDIA H100 80GB HBM3,wan_attention,sdpa,Wan2.2-T2V-A14B,t2v,self_attn,sdpa,1,4778,4778,20,128,2,4,ring,0.6886079788208008
SGLang,0.5.10,NVIDIA H100 80GB HBM3,wan_attention,sdpa,Wan2.2-T2V-A14B,t2v,cross_attn_text,sdpa,1,2389,512,20,128,2,8,ring,0.047443199157714847
SGLang,0.5.10,NVIDIA H100 80GB HBM3,wan_attention,sdpa,Wan2.2-T2V-A14B,t2v,cross_attn_text,sdpa,1,19110,512,10,128,4,1,none,0.17159359455108641
SGLang,0.5.10,NVIDIA H100 80GB HBM3,wan_attention,sdpa,Wan2.2-T2V-A14B,t2v,cross_attn_text,sdpa,1,19110,512,5,128,4,2,ulysses,0.09134399890899658
SGLang,0.5.10,NVIDIA H100 80GB HBM3,wan_attention,sdpa,Wan2.2-T2V-A14B,t2v,self_attn,sdpa,1,9555,9555,10,128,4,2,ring,1.3381792068481446
SGLang,0.5.10,NVIDIA H100 80GB HBM3,wan_attention,sdpa,Wan2.2-T2V-A14B,t2v,cross_attn_text,sdpa,1,9555,512,10,128,4,2,ring,0.09102720022201538
SGLang,0.5.10,NVIDIA H100 80GB HBM3,wan_attention,sdpa,Wan2.2-T2V-A14B,t2v,self_attn,sdpa,1,19110,19110,5,128,4,2,ulysses,2.653011131286621
SGLang,0.5.10,NVIDIA H100 80GB HBM3,wan_attention,sdpa,Wan2.2-T2V-A14B,t2v,self_attn,sdpa,1,4778,4778,10,128,4,4,ring,0.36261439323425293
SGLang,0.5.10,NVIDIA H100 80GB HBM3,wan_attention,sdpa,Wan2.2-T2V-A14B,t2v,cross_attn_text,sdpa,1,4778,512,10,128,4,4,ring,0.047600001096725464
SGLang,0.5.10,NVIDIA H100 80GB HBM3,wan_attention,sdpa,Wan2.2-T2V-A14B,t2v,cross_attn_text,sdpa,1,2389,512,10,128,4,8,ring,0.030819201469421388
SGLang,0.5.10,NVIDIA H100 80GB HBM3,wan_attention,sdpa,Wan2.2-T2V-A14B,t2v,self_attn,sdpa,1,19110,19110,5,128,8,1,none,2.6736223220825197
SGLang,0.5.10,NVIDIA H100 80GB HBM3,wan_attention,sdpa,Wan2.2-T2V-A14B,t2v,cross_attn_text,sdpa,1,19110,512,5,128,8,1,none,0.09128000140190125
SGLang,0.5.10,NVIDIA H100 80GB HBM3,wan_attention,sdpa,Wan2.2-T2V-A14B,t2v,self_attn,sdpa,1,9555,9555,5,128,8,2,ring,0.7242752075195312
SGLang,0.5.10,NVIDIA H100 80GB HBM3,wan_attention,sdpa,Wan2.2-T2V-A14B,t2v,cross_attn_text,sdpa,1,9555,512,5,128,8,2,ring,0.04775680005550385
SGLang,0.5.10,NVIDIA H100 80GB HBM3,wan_attention,sdpa,Wan2.2-T2V-A14B,t2v,self_attn,sdpa,1,4778,4778,5,128,8,4,ring,0.23415679931640626
SGLang,0.5.10,NVIDIA H100 80GB HBM3,wan_attention,sdpa,Wan2.2-T2V-A14B,t2v,cross_attn_text,sdpa,1,4778,512,5,128,8,4,ring,0.03128319978713989
SGLang,0.5.10,NVIDIA H100 80GB HBM3,wan_attention,sdpa,Wan2.2-T2V-A14B,t2v,self_attn,sdpa,1,2389,2389,5,128,8,8,ring,0.07690879702568054
SGLang,0.5.10,NVIDIA H100 80GB HBM3,wan_attention,sdpa,Wan2.2-T2V-A14B,t2v,cross_attn_text,sdpa,1,2389,512,5,128,8,8,ring,0.037215998768806456
SGLang,0.5.10,NVIDIA H100 80GB HBM3,wan_attention,sdpa,Wan2.2-I2V-A14B,i2v,cross_attn_text,sdpa,1,106480,512,5,128,1,8,ulysses,0.43764801025390626
SGLang,0.5.10,NVIDIA H100 80GB HBM3,wan_attention,sdpa,Wan2.2-I2V-A14B,i2v,cross_attn_image,sdpa,1,106480,257,5,128,1,8,ulysses,0.2952703952789307
SGLang,0.5.10,NVIDIA H100 80GB HBM3,wan_attention,sdpa,Wan2.2-T2V-A14B,t2v,self_attn,sdpa,1,2389,2389,10,128,4,8,ring,0.11949440240859985
SGLang,0.5.10,NVIDIA H100 80GB HBM3,wan_attention,sdpa,Wan2.2-I2V-A14B,i2v,cross_attn_text,sdpa,1,13310,512,40,128,1,8,ring,0.4388895988464355
SGLang,0.5.10,NVIDIA H100 80GB HBM3,wan_attention,sdpa,Wan2.2-I2V-A14B,i2v,cross_attn_image,sdpa,1,13310,257,40,128,1,8,ring,0.29819839000701903
SGLang,0.5.10,NVIDIA H100 80GB HBM3,wan_attention,sdpa,Wan2.2-I2V-A14B,i2v,cross_attn_image,sdpa,1,106480,257,5,128,2,4,ulysses,0.2971199989318848
SGLang,0.5.10,NVIDIA H100 80GB HBM3,wan_attention,sdpa,Wan2.2-I2V-A14B,i2v,cross_attn_text,sdpa,1,106480,512,5,128,2,4,ulysses,0.43698878288269044
SGLang,0.5.10,NVIDIA H100 80GB HBM3,wan_attention,sdpa,Wan2.2-I2V-A14B,i2v,cross_attn_image,sdpa,1,26620,257,20,128,2,4,ring,0.29544639587402344
SGLang,0.5.10,NVIDIA H100 80GB HBM3,wan_attention,sdpa,Wan2.2-I2V-A14B,i2v,cross_attn_text,sdpa,1,26620,512,20,128,2,4,ring,0.43924479484558104
SGLang,0.5.10,NVIDIA H100 80GB HBM3,wan_attention,sdpa,Wan2.2-I2V-A14B,i2v,cross_attn_text,sdpa,1,13310,512,20,128,2,8,ring,0.22632958889007568
SGLang,0.5.10,NVIDIA H100 80GB HBM3,wan_attention,sdpa,Wan2.2-I2V-A14B,i2v,cross_attn_image,sdpa,1,13310,257,20,128,2,8,ring,0.1544927954673767
SGLang,0.5.10,NVIDIA H100 80GB HBM3,wan_attention,sdpa,Wan2.2-I2V-A14B,i2v,cross_attn_image,sdpa,1,106480,257,5,128,4,2,ulysses,0.2937824010848999
SGLang,0.5.10,NVIDIA H100 80GB HBM3,wan_attention,sdpa,Wan2.2-I2V-A14B,i2v,cross_attn_text,sdpa,1,53240,512,10,128,4,2,ring,0.4341279983520508
SGLang,0.5.10,NVIDIA H100 80GB HBM3,wan_attention,sdpa,Wan2.2-I2V-A14B,i2v,cross_attn_image,sdpa,1,53240,257,10,128,4,2,ring,0.2943487882614136
SGLang,0.5.10,NVIDIA H100 80GB HBM3,wan_attention,sdpa,Wan2.2-I2V-A14B,i2v,cross_attn_text,sdpa,1,26620,512,10,128,4,4,ring,0.22452158927917482
SGLang,0.5.10,NVIDIA H100 80GB HBM3,wan_attention,sdpa,Wan2.2-I2V-A14B,i2v,cross_attn_image,sdpa,1,26620,257,10,128,4,4,ring,0.15430400371551514
SGLang,0.5.10,NVIDIA H100 80GB HBM3,wan_attention,sdpa,Wan2.2-I2V-A14B,i2v,self_attn,sdpa,1,13310,13310,10,128,4,8,ring,2.45665283203125
SGLang,0.5.10,NVIDIA H100 80GB HBM3,wan_attention,sdpa,Wan2.2-I2V-A14B,i2v,cross_attn_text,sdpa,1,13310,512,10,128,4,8,ring,0.11857279539108276
SGLang,0.5.10,NVIDIA H100 80GB HBM3,wan_attention,sdpa,Wan2.2-I2V-A14B,i2v,cross_attn_image,sdpa,1,13310,257,10,128,4,8,ring,0.08376320004463196
SGLang,0.5.10,NVIDIA H100 80GB HBM3,wan_attention,sdpa,Wan2.2-I2V-A14B,i2v,cross_attn_text,sdpa,1,106480,512,5,128,8,1,none,0.4342336177825928
SGLang,0.5.10,NVIDIA H100 80GB HBM3,wan_attention,sdpa,Wan2.2-I2V-A14B,i2v,cross_attn_image,sdpa,1,106480,257,5,128,8,1,none,0.2916127920150757
SGLang,0.5.10,NVIDIA H100 80GB HBM3,wan_attention,sdpa,Wan2.2-I2V-A14B,i2v,cross_attn_text,sdpa,1,106480,512,5,128,4,2,ulysses,0.43716158866882326
SGLang,0.5.10,NVIDIA H100 80GB HBM3,wan_attention,sdpa,Wan2.2-I2V-A14B,i2v,cross_attn_image,sdpa,1,53240,257,5,128,8,2,ring,0.1525472044944763
SGLang,0.5.10,NVIDIA H100 80GB HBM3,wan_attention,sdpa,Wan2.2-I2V-A14B,i2v,cross_attn_text,sdpa,1,53240,512,5,128,8,2,ring,0.22391040325164796
SGLang,0.5.10,NVIDIA H100 80GB HBM3,wan_attention,sdpa,Wan2.2-I2V-A14B,i2v,cross_attn_text,sdpa,1,26620,512,5,128,8,4,ring,0.11758400201797485
SGLang,0.5.10,NVIDIA H100 80GB HBM3,wan_attention,sdpa,Wan2.2-I2V-A14B,i2v,self_attn,sdpa,1,13310,13310,5,128,8,8,ring,1.2251008033752442
SGLang,0.5.10,NVIDIA H100 80GB HBM3,wan_attention,sdpa,Wan2.2-I2V-A14B,i2v,cross_attn_text,sdpa,1,13310,512,5,128,8,8,ring,0.05983359813690185
SGLang,0.5.10,NVIDIA H100 80GB HBM3,wan_attention,sdpa,Wan2.2-I2V-A14B,i2v,cross_attn_image,sdpa,1,13310,257,5,128,8,8,ring,0.04169600009918213
SGLang,0.5.10,NVIDIA H100 80GB HBM3,wan_attention,sdpa,Wan2.2-I2V-A14B,i2v,cross_attn_text,sdpa,1,47190,512,10,128,1,4,ulysses,0.3788608074188232
SGLang,0.5.10,NVIDIA H100 80GB HBM3,wan_attention,sdpa,Wan2.2-I2V-A14B,i2v,cross_attn_image,sdpa,1,47190,257,10,128,1,4,ulysses,0.25741760730743407
SGLang,0.5.10,NVIDIA H100 80GB HBM3,wan_attention,sdpa,Wan2.2-I2V-A14B,i2v,cross_attn_text,sdpa,1,11798,512,40,128,1,4,ring,0.39007999897003176
SGLang,0.5.10,NVIDIA H100 80GB HBM3,wan_attention,sdpa,Wan2.2-I2V-A14B,i2v,cross_attn_image,sdpa,1,11798,257,40,128,1,4,ring,0.2631200075149536
SGLang,0.5.10,NVIDIA H100 80GB HBM3,wan_attention,sdpa,Wan2.2-I2V-A14B,i2v,cross_attn_text,sdpa,1,47190,512,5,128,1,8,ulysses,0.19896639585494996
