model_key,system,case_id,series,model,isl,osl,prefix,concurrency,request_rate,(p)bs,(p)global_bs,(p)workers,(d)bs,(d)global_bs,(d)workers,ttft,tpot,request_latency,seq/s,seq/s/gpu,tokens/s,tokens/s/gpu,tokens/s/user,(p)seq/s/worker,(d)seq/s/worker,num_total_gpus,(p)tp,(p)pp,(p)dp,(p)moe_tp,(p)moe_ep,(p)parallel,(p)gemm,(p)kvcache,(p)fmha,(p)moe,(p)comm,(p)memory,(p)backend,(p)version,(p)system,(d)tp,(d)pp,(d)dp,(d)moe_tp,(d)moe_ep,(d)parallel,(d)gemm,(d)kvcache,(d)fmha,(d)moe,(d)comm,(d)memory,(d)backend,(d)version,(d)system,power_w,tokens/s/gpu_cluster
llama31_70b,h200_sxm,llama31_70b__h200_sxm__silicon,SILICON,meta-llama/Meta-Llama-3.1-70B,4096,1024,0,624,14.214,1,1,5,208,208,3,543.031,39.481,40932.094,14.214,0.444,14555.136,454.848,25.329,3.315,5.15,32,4,1,1,1,1,tp4pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,38.216,sglang,0.5.10,h200_sxm,4,1,1,1,1,tp4pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,118.787,sglang,0.5.10,h200_sxm,0.0,454.848
llama31_70b,h200_sxm,llama31_70b__h200_sxm__silicon,SILICON,meta-llama/Meta-Llama-3.1-70B,4096,1024,0,76,1.692,1,1,1,76,76,1,957.647,39.338,41200.421,1.692,0.423,1732.608,433.152,25.421,1.88,1.889,4,2,1,1,1,1,tp2pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,71.477,sglang,0.5.10,h200_sxm,2,1,1,1,1,tp2pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,129.717,sglang,0.5.10,h200_sxm,0.0,433.152
llama31_70b,h200_sxm,llama31_70b__h200_sxm__silicon,SILICON,meta-llama/Meta-Llama-3.1-70B,4096,1024,0,504,13.287,1,1,5,168,168,3,543.031,34.114,35441.653,13.287,0.415,13605.519,425.172,29.313,3.315,4.814,32,4,1,1,1,1,tp4pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,38.216,sglang,0.5.10,h200_sxm,4,1,1,1,1,tp4pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,103.162,sglang,0.5.10,h200_sxm,0.0,425.172
llama31_70b,h200_sxm,llama31_70b__h200_sxm__silicon,SILICON,meta-llama/Meta-Llama-3.1-70B,4096,1024,0,408,12.263,1,1,5,136,136,3,543.031,29.92,31151.191,12.263,0.383,12556.984,392.406,33.422,3.315,4.443,32,4,1,1,1,1,tp4pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,38.216,sglang,0.5.10,h200_sxm,4,1,1,1,1,tp4pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,90.662,sglang,0.5.10,h200_sxm,0.0,392.406
llama31_70b,h200_sxm,llama31_70b__h200_sxm__silicon,SILICON,meta-llama/Meta-Llama-3.1-70B,4096,1024,0,92,2.984,1,1,1,92,92,1,543.031,24.488,25594.255,2.984,0.373,3055.104,381.888,40.836,3.315,3.672,8,4,1,1,1,1,tp4pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,38.216,sglang,0.5.10,h200_sxm,4,1,1,1,1,tp4pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,73.475,sglang,0.5.10,h200_sxm,0.0,381.888
llama31_70b,h200_sxm,llama31_70b__h200_sxm__silicon,SILICON,meta-llama/Meta-Llama-3.1-70B,4096,1024,0,104,4.856,1,1,1,104,104,1,333.594,16.792,17511.81,4.856,0.304,4972.954,310.81,59.554,5.396,6.054,16,8,1,1,1,1,tp8pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,21.633,sglang,0.5.10,h200_sxm,8,1,1,1,1,tp8pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,41.423,sglang,0.5.10,h200_sxm,0.0,310.81
llama31_70b,h200_sxm,llama31_70b__h200_sxm__silicon,SILICON,meta-llama/Meta-Llama-3.1-70B,4096,1024,0,80,4.7,1,1,1,80,80,1,333.594,15.306,15991.632,4.7,0.294,4813.087,300.818,65.333,5.396,5.109,16,8,1,1,1,1,tp8pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,21.633,sglang,0.5.10,h200_sxm,8,1,1,1,1,tp8pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,36.736,sglang,0.5.10,h200_sxm,0.0,300.818
llama31_70b,h200_sxm,llama31_70b__h200_sxm__silicon,SILICON,meta-llama/Meta-Llama-3.1-70B,4096,1024,0,72,4.37,1,1,1,72,72,1,333.594,14.816,15490.362,4.37,0.273,4474.88,279.68,67.496,5.396,4.75,16,8,1,1,1,1,tp8pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,21.633,sglang,0.5.10,h200_sxm,8,1,1,1,1,tp8pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,35.173,sglang,0.5.10,h200_sxm,0.0,279.68
llama31_70b,h200_sxm,llama31_70b__h200_sxm__silicon,SILICON,meta-llama/Meta-Llama-3.1-70B,4096,1024,0,56,3.663,1,1,1,56,56,1,333.594,13.751,14400.867,3.663,0.229,3750.42,234.401,72.722,5.396,3.981,16,8,1,1,1,1,tp8pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,21.633,sglang,0.5.10,h200_sxm,8,1,1,1,1,tp8pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,32.048,sglang,0.5.10,h200_sxm,0.0,234.401
llama31_70b,h200_sxm,llama31_70b__h200_sxm__silicon,SILICON,meta-llama/Meta-Llama-3.1-70B,4096,1024,0,80,4.856,1,1,1,40,40,2,333.594,12.795,13422.879,4.856,0.202,4972.954,207.206,78.157,5.396,3.056,24,8,1,1,1,1,tp8pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,21.633,sglang,0.5.10,h200_sxm,8,1,1,1,1,tp8pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,28.923,sglang,0.5.10,h200_sxm,0.0,155.40449999999998
llama31_70b,h200_sxm,llama31_70b__h200_sxm__silicon,SILICON,meta-llama/Meta-Llama-3.1-70B,4096,1024,0,60,4.504,1,1,1,30,30,2,333.594,11.978,12587.088,4.504,0.188,4612.424,192.184,83.49,5.396,2.448,24,8,1,1,1,1,tp8pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,21.633,sglang,0.5.10,h200_sxm,8,1,1,1,1,tp8pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,26.97,sglang,0.5.10,h200_sxm,0.0,144.138
llama31_70b,h200_sxm,llama31_70b__h200_sxm__silicon,SILICON,meta-llama/Meta-Llama-3.1-70B,4096,1024,0,48,3.991,1,1,1,16,16,3,333.594,10.813,11395.293,3.991,0.125,4086.743,127.711,92.484,5.396,1.446,32,8,1,1,1,1,tp8pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,21.633,sglang,0.5.10,h200_sxm,8,1,1,1,1,tp8pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,24.236,sglang,0.5.10,h200_sxm,0.0,127.711
llama31_70b,h200_sxm,llama31_70b__h200_sxm__silicon,SILICON,meta-llama/Meta-Llama-3.1-70B,4096,1024,0,33,2.973,1,1,1,11,11,3,333.594,9.984,10547.226,2.973,0.093,3043.86,95.121,100.157,5.396,1.077,32,8,1,1,1,1,tp8pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,21.633,sglang,0.5.10,h200_sxm,8,1,1,1,1,tp8pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,23.259,sglang,0.5.10,h200_sxm,0.0,95.121
llama31_70b,h200_sxm,llama31_70b__h200_sxm__silicon,SILICON,meta-llama/Meta-Llama-3.1-70B,4096,1024,0,9,0.905,1,1,1,3,3,3,333.594,8.936,9475.122,0.905,0.028,927.007,28.969,111.911,5.396,0.328,32,8,1,1,1,1,tp8pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,21.633,sglang,0.5.10,h200_sxm,8,1,1,1,1,tp8pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,21.697,sglang,0.5.10,h200_sxm,0.0,28.969
llama31_70b,rtx_pro_6000_server,llama31_70b__rtx_pro_6000_server__analytical__high,ANALYTICAL-high,meta-llama/Meta-Llama-3.1-70B,4096,1024,0,100,0.826,1,1,1,100,100,1,1961.471,108.008,112453.655,0.826,0.103,846.029,105.754,9.259,0.918,0.905,8,4,1,1,1,1,tp4pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,38.216,sglang,0.5.10,rtx_pro_6000_server,4,1,1,1,1,tp4pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,76.6,sglang,0.5.10,rtx_pro_6000_server,0.0,105.754
llama31_70b,rtx_pro_6000_server,llama31_70b__rtx_pro_6000_server__analytical__high,ANALYTICAL-high,meta-llama/Meta-Llama-3.1-70B,4096,1024,0,92,0.808,1,1,1,92,92,1,1961.471,102.416,106733.039,0.808,0.101,827.146,103.393,9.764,0.918,0.878,8,4,1,1,1,1,tp4pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,38.216,sglang,0.5.10,rtx_pro_6000_server,4,1,1,1,1,tp4pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,73.475,sglang,0.5.10,rtx_pro_6000_server,0.0,103.393
llama31_70b,rtx_pro_6000_server,llama31_70b__rtx_pro_6000_server__analytical__high,ANALYTICAL-high,meta-llama/Meta-Llama-3.1-70B,4096,1024,0,80,0.765,1,1,1,80,80,1,1961.471,94.028,98152.115,0.765,0.096,783.811,97.976,10.635,0.918,0.832,8,4,1,1,1,1,tp4pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,38.216,sglang,0.5.10,rtx_pro_6000_server,4,1,1,1,1,tp4pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,68.787,sglang,0.5.10,rtx_pro_6000_server,0.0,97.976
llama31_70b,rtx_pro_6000_server,llama31_70b__rtx_pro_6000_server__analytical__high,ANALYTICAL-high,meta-llama/Meta-Llama-3.1-70B,4096,1024,0,72,0.732,1,1,1,72,72,1,1961.471,88.436,92431.499,0.732,0.092,749.896,93.737,11.308,0.918,0.796,8,4,1,1,1,1,tp4pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,38.216,sglang,0.5.10,rtx_pro_6000_server,4,1,1,1,1,tp4pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,65.662,sglang,0.5.10,rtx_pro_6000_server,0.0,93.737
llama31_70b,rtx_pro_6000_server,llama31_70b__rtx_pro_6000_server__analytical__high,ANALYTICAL-high,meta-llama/Meta-Llama-3.1-70B,4096,1024,0,64,0.695,1,1,1,64,64,1,1961.471,82.844,86710.883,0.695,0.087,711.27,88.909,12.071,0.918,0.755,8,4,1,1,1,1,tp4pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,38.216,sglang,0.5.10,rtx_pro_6000_server,4,1,1,1,1,tp4pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,62.537,sglang,0.5.10,rtx_pro_6000_server,0.0,88.909
llama31_70b,rtx_pro_6000_server,llama31_70b__rtx_pro_6000_server__analytical__high,ANALYTICAL-high,meta-llama/Meta-Llama-3.1-70B,4096,1024,0,56,0.652,1,1,1,56,56,1,1961.471,77.252,80990.267,0.652,0.082,667.935,83.492,12.945,0.918,0.709,8,4,1,1,1,1,tp4pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,38.216,sglang,0.5.10,rtx_pro_6000_server,4,1,1,1,1,tp4pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,59.412,sglang,0.5.10,rtx_pro_6000_server,0.0,83.492
llama31_70b,rtx_pro_6000_server,llama31_70b__rtx_pro_6000_server__analytical__high,ANALYTICAL-high,meta-llama/Meta-Llama-3.1-70B,4096,1024,0,180,2.479,1,1,3,36,36,5,1961.471,63.273,66689.75,2.479,0.077,2538.086,79.315,15.805,0.918,0.556,32,4,1,1,1,1,tp4pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,38.216,sglang,0.5.10,rtx_pro_6000_server,4,1,1,1,1,tp4pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,51.6,sglang,0.5.10,rtx_pro_6000_server,0.0,79.315
llama31_70b,rtx_pro_6000_server,llama31_70b__rtx_pro_6000_server__analytical__high,ANALYTICAL-high,meta-llama/Meta-Llama-3.1-70B,4096,1024,0,150,2.282,1,1,3,30,30,5,1961.471,59.079,62399.288,2.282,0.071,2336.358,73.011,16.927,0.918,0.496,32,4,1,1,1,1,tp4pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,38.216,sglang,0.5.10,rtx_pro_6000_server,4,1,1,1,1,tp4pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,49.256,sglang,0.5.10,rtx_pro_6000_server,0.0,73.011
llama31_70b,rtx_pro_6000_server,llama31_70b__rtx_pro_6000_server__analytical__high,ANALYTICAL-high,meta-llama/Meta-Llama-3.1-70B,4096,1024,0,56,1.032,1,1,1,56,56,1,1569.02,44.586,47180.498,1.032,0.065,1057.075,66.067,22.429,1.147,1.228,16,8,1,1,1,1,tp8pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,21.633,sglang,0.5.10,rtx_pro_6000_server,8,1,1,1,1,tp8pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,32.048,sglang,0.5.10,rtx_pro_6000_server,0.0,66.067
llama31_70b,rtx_pro_6000_server,llama31_70b__rtx_pro_6000_server__analytical__high,ANALYTICAL-high,meta-llama/Meta-Llama-3.1-70B,4096,1024,0,44,1.003,1,1,1,44,44,1,1569.02,39.458,41934.554,1.003,0.063,1026.867,64.179,25.343,1.147,1.09,16,8,1,1,1,1,tp8pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,21.633,sglang,0.5.10,rtx_pro_6000_server,8,1,1,1,1,tp8pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,29.704,sglang,0.5.10,rtx_pro_6000_server,0.0,64.179
llama31_70b,rtx_pro_6000_server,llama31_70b__rtx_pro_6000_server__analytical__high,ANALYTICAL-high,meta-llama/Meta-Llama-3.1-70B,4096,1024,0,32,0.838,1,1,1,32,32,1,1569.02,34.33,36688.61,0.838,0.052,858.235,53.64,29.129,1.147,0.911,16,8,1,1,1,1,tp8pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,21.633,sglang,0.5.10,rtx_pro_6000_server,8,1,1,1,1,tp8pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,27.361,sglang,0.5.10,rtx_pro_6000_server,0.0,53.64
llama31_70b,rtx_pro_6000_server,llama31_70b__rtx_pro_6000_server__analytical__high,ANALYTICAL-high,meta-llama/Meta-Llama-3.1-70B,4096,1024,0,40,1.032,1,1,1,20,20,2,1569.02,29.272,31514.276,1.032,0.043,1057.075,44.045,34.162,1.147,0.668,24,8,1,1,1,1,tp8pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,21.633,sglang,0.5.10,rtx_pro_6000_server,8,1,1,1,1,tp8pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,25.017,sglang,0.5.10,rtx_pro_6000_server,0.0,33.03375
llama31_70b,rtx_pro_6000_server,llama31_70b__rtx_pro_6000_server__analytical__high,ANALYTICAL-high,meta-llama/Meta-Llama-3.1-70B,4096,1024,0,27,0.988,1,1,1,9,9,3,1569.02,24.575,26709.245,0.988,0.031,1011.794,31.619,40.693,1.147,0.358,32,8,1,1,1,1,tp8pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,21.633,sglang,0.5.10,rtx_pro_6000_server,8,1,1,1,1,tp8pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,22.868,sglang,0.5.10,rtx_pro_6000_server,0.0,31.619
llama31_70b,rtx_pro_6000_server,llama31_70b__rtx_pro_6000_server__analytical__low,ANALYTICAL-low,meta-llama/Meta-Llama-3.1-70B,4096,1024,0,432,4.364,1,1,5,144,144,3,1604.178,89.047,92699.259,4.364,0.136,4468.285,139.634,11.23,1.122,1.581,32,4,1,1,1,1,tp4pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,38.216,sglang,0.5.10,rtx_pro_6000_server,4,1,1,1,1,tp4pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,93.787,sglang,0.5.10,rtx_pro_6000_server,0.0,139.634
llama31_70b,rtx_pro_6000_server,llama31_70b__rtx_pro_6000_server__analytical__low,ANALYTICAL-low,meta-llama/Meta-Llama-3.1-70B,4096,1024,0,384,4.22,1,1,5,128,128,3,1604.178,81.817,85302.969,4.22,0.132,4321.321,135.041,12.222,1.122,1.529,32,4,1,1,1,1,tp4pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,38.216,sglang,0.5.10,rtx_pro_6000_server,4,1,1,1,1,tp4pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,87.537,sglang,0.5.10,rtx_pro_6000_server,0.0,135.041
llama31_70b,rtx_pro_6000_server,llama31_70b__rtx_pro_6000_server__analytical__low,ANALYTICAL-low,meta-llama/Meta-Llama-3.1-70B,4096,1024,0,360,4.14,1,1,5,120,120,3,1604.178,78.203,81605.847,4.14,0.129,4239.36,132.48,12.787,1.122,1.5,32,4,1,1,1,1,tp4pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,38.216,sglang,0.5.10,rtx_pro_6000_server,4,1,1,1,1,tp4pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,84.412,sglang,0.5.10,rtx_pro_6000_server,0.0,132.48
llama31_70b,rtx_pro_6000_server,llama31_70b__rtx_pro_6000_server__analytical__low,ANALYTICAL-low,meta-llama/Meta-Llama-3.1-70B,4096,1024,0,336,4.052,1,1,5,112,112,3,1604.178,74.588,77907.702,4.052,0.127,4148.92,129.654,13.407,1.122,1.468,32,4,1,1,1,1,tp4pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,38.216,sglang,0.5.10,rtx_pro_6000_server,4,1,1,1,1,tp4pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,81.287,sglang,0.5.10,rtx_pro_6000_server,0.0,129.654
llama31_70b,rtx_pro_6000_server,llama31_70b__rtx_pro_6000_server__analytical__low,ANALYTICAL-low,meta-llama/Meta-Llama-3.1-70B,4096,1024,0,286,3.967,1,1,5,26,26,11,1931.526,64.893,68317.065,3.967,0.124,4062.249,126.945,15.41,0.932,0.392,32,2,1,1,1,1,tp2pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,71.477,sglang,0.5.10,rtx_pro_6000_server,2,1,1,1,1,tp2pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,90.655,sglang,0.5.10,rtx_pro_6000_server,0.0,126.945
llama31_70b,rtx_pro_6000_server,llama31_70b__rtx_pro_6000_server__analytical__low,ANALYTICAL-low,meta-llama/Meta-Llama-3.1-70B,4096,1024,0,44,0.903,1,1,1,44,44,1,1604.178,43.862,46475.004,0.903,0.113,924.18,115.523,22.799,1.122,0.981,8,4,1,1,1,1,tp4pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,38.216,sglang,0.5.10,rtx_pro_6000_server,4,1,1,1,1,tp4pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,54.725,sglang,0.5.10,rtx_pro_6000_server,0.0,115.523
llama31_70b,rtx_pro_6000_server,llama31_70b__rtx_pro_6000_server__analytical__low,ANALYTICAL-low,meta-llama/Meta-Llama-3.1-70B,4096,1024,0,120,3.029,1,1,3,24,24,5,1604.178,34.825,37230.153,3.029,0.095,3102.106,96.941,28.715,1.122,0.674,32,4,1,1,1,1,tp4pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,38.216,sglang,0.5.10,rtx_pro_6000_server,4,1,1,1,1,tp4pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,46.912,sglang,0.5.10,rtx_pro_6000_server,0.0,96.941
llama31_70b,rtx_pro_6000_server,llama31_70b__rtx_pro_6000_server__analytical__low,ANALYTICAL-low,meta-llama/Meta-Llama-3.1-70B,4096,1024,0,36,1.172,1,1,1,36,36,1,1382.008,23.972,25905.364,1.172,0.073,1199.923,74.995,41.715,1.302,1.468,16,8,1,1,1,1,tp8pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,21.633,sglang,0.5.10,rtx_pro_6000_server,8,1,1,1,1,tp8pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,28.142,sglang,0.5.10,rtx_pro_6000_server,0.0,74.995
llama31_70b,rtx_pro_6000_server,llama31_70b__rtx_pro_6000_server__analytical__low,ANALYTICAL-low,meta-llama/Meta-Llama-3.1-70B,4096,1024,0,22,1.001,1,1,1,22,22,1,1382.008,19.77,21606.718,1.001,0.063,1024.983,64.061,50.581,1.302,1.088,16,8,1,1,1,1,tp8pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,21.633,sglang,0.5.10,rtx_pro_6000_server,8,1,1,1,1,tp8pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,25.408,sglang,0.5.10,rtx_pro_6000_server,0.0,64.061
llama31_70b,rtx_pro_6000_server,llama31_70b__rtx_pro_6000_server__analytical__low,ANALYTICAL-low,meta-llama/Meta-Llama-3.1-70B,4096,1024,0,18,0.872,1,1,1,18,18,1,1382.008,18.555,20363.773,0.872,0.055,893.092,55.818,53.894,1.302,0.948,16,8,1,1,1,1,tp8pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,21.633,sglang,0.5.10,rtx_pro_6000_server,8,1,1,1,1,tp8pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,24.626,sglang,0.5.10,rtx_pro_6000_server,0.0,55.818
llama31_70b,rtx_pro_6000_server,llama31_70b__rtx_pro_6000_server__analytical__low,ANALYTICAL-low,meta-llama/Meta-Llama-3.1-70B,4096,1024,0,16,0.801,1,1,1,16,16,1,1382.008,17.947,19741.789,0.801,0.05,820.552,51.284,55.719,1.302,0.871,16,8,1,1,1,1,tp8pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,21.633,sglang,0.5.10,rtx_pro_6000_server,8,1,1,1,1,tp8pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,24.236,sglang,0.5.10,rtx_pro_6000_server,0.0,51.284
llama31_70b,rtx_pro_6000_server,llama31_70b__rtx_pro_6000_server__analytical__low,ANALYTICAL-low,meta-llama/Meta-Llama-3.1-70B,4096,1024,0,24,1.172,1,1,1,12,12,2,1382.008,16.732,18498.844,1.172,0.049,1199.923,49.997,59.766,1.302,0.701,24,8,1,1,1,1,tp8pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,21.633,sglang,0.5.10,rtx_pro_6000_server,8,1,1,1,1,tp8pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,23.454,sglang,0.5.10,rtx_pro_6000_server,0.0,37.497749999999996
llama31_70b,rtx_pro_6000_server,llama31_70b__rtx_pro_6000_server__analytical__low,ANALYTICAL-low,meta-llama/Meta-Llama-3.1-70B,4096,1024,0,18,1.085,1,1,1,6,6,3,1382.008,14.931,16656.421,1.085,0.034,1110.712,34.71,66.976,1.302,0.393,32,8,1,1,1,1,tp8pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,21.633,sglang,0.5.10,rtx_pro_6000_server,8,1,1,1,1,tp8pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,22.283,sglang,0.5.10,rtx_pro_6000_server,0.0,34.71
llama31_70b,rtx_pro_6000_server,llama31_70b__rtx_pro_6000_server__analytical__low,ANALYTICAL-low,meta-llama/Meta-Llama-3.1-70B,4096,1024,0,6,0.389,1,1,1,2,2,3,1382.008,13.828,15528.052,0.389,0.012,398.5,12.453,72.317,1.302,0.141,32,8,1,1,1,1,tp8pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,21.633,sglang,0.5.10,rtx_pro_6000_server,8,1,1,1,1,tp8pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,21.501,sglang,0.5.10,rtx_pro_6000_server,0.0,12.453
llama31_70b,rtx_pro_6000_server,llama31_70b__rtx_pro_6000_server__analytical__standard,ANALYTICAL-standard,meta-llama/Meta-Llama-3.1-70B,4096,1024,0,72,0.948,1,1,1,72,72,1,1709.483,68.042,71316.449,0.948,0.118,970.445,121.306,14.697,1.053,1.034,8,4,1,1,1,1,tp4pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,38.216,sglang,0.5.10,rtx_pro_6000_server,4,1,1,1,1,tp4pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,65.662,sglang,0.5.10,rtx_pro_6000_server,0.0,121.306
llama31_70b,rtx_pro_6000_server,llama31_70b__rtx_pro_6000_server__analytical__standard,ANALYTICAL-standard,meta-llama/Meta-Llama-3.1-70B,4096,1024,0,64,0.903,1,1,1,64,64,1,1709.483,63.788,66964.607,0.903,0.113,924.18,115.523,15.677,1.053,0.981,8,4,1,1,1,1,tp4pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,38.216,sglang,0.5.10,rtx_pro_6000_server,4,1,1,1,1,tp4pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,62.537,sglang,0.5.10,rtx_pro_6000_server,0.0,115.523
llama31_70b,rtx_pro_6000_server,llama31_70b__rtx_pro_6000_server__analytical__standard,ANALYTICAL-standard,meta-llama/Meta-Llama-3.1-70B,4096,1024,0,56,0.845,1,1,1,56,56,1,1709.483,59.534,62612.765,0.845,0.106,865.772,108.221,16.797,1.053,0.919,8,4,1,1,1,1,tp4pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,38.216,sglang,0.5.10,rtx_pro_6000_server,4,1,1,1,1,tp4pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,59.412,sglang,0.5.10,rtx_pro_6000_server,0.0,108.221
llama31_70b,rtx_pro_6000_server,llama31_70b__rtx_pro_6000_server__analytical__standard,ANALYTICAL-standard,meta-llama/Meta-Llama-3.1-70B,4096,1024,0,44,0.744,1,1,1,44,44,1,1709.483,53.152,56083.979,0.744,0.093,762.143,95.268,18.814,1.053,0.809,8,4,1,1,1,1,tp4pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,38.216,sglang,0.5.10,rtx_pro_6000_server,4,1,1,1,1,tp4pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,54.725,sglang,0.5.10,rtx_pro_6000_server,0.0,95.268
