model_key,system,case_id,series,model,isl,osl,prefix,concurrency,request_rate,(p)bs,(p)global_bs,(p)workers,(d)bs,(d)global_bs,(d)workers,ttft,tpot,request_latency,seq/s,seq/s/gpu,tokens/s,tokens/s/gpu,tokens/s/user,(p)seq/s/worker,(d)seq/s/worker,num_total_gpus,(p)tp,(p)pp,(p)dp,(p)moe_tp,(p)moe_ep,(p)parallel,(p)gemm,(p)kvcache,(p)fmha,(p)moe,(p)comm,(p)memory,(p)backend,(p)version,(p)system,(d)tp,(d)pp,(d)dp,(d)moe_tp,(d)moe_ep,(d)parallel,(d)gemm,(d)kvcache,(d)fmha,(d)moe,(d)comm,(d)memory,(d)backend,(d)version,(d)system,power_w,tokens/s/gpu_cluster
deepseek_v3,b300_sxm,deepseek_v3__b300_sxm__analytical__high,ANALYTICAL-high,deepseek-ai/DeepSeek-V3,4096,1024,0,6,0.698,1,1,1,2,2,3,219.17,7.743,8140.259,0.698,0.022,715.039,22.345,129.155,8.213,0.253,32,8,1,1,1,8,tp8pp1dp1etp1ep8,fp8,bfloat16,bfloat16,fp8_block,half,91.596,sglang,0.5.10,b300_sxm,8,1,1,1,8,tp8pp1dp1etp1ep8,fp8,bfloat16,bfloat16,fp8_block,half,90.062,sglang,0.5.10,b300_sxm,0.0,22.345
deepseek_v3,b300_sxm,deepseek_v3__b300_sxm__analytical__high,ANALYTICAL-high,deepseek-ai/DeepSeek-V3,4096,1024,0,3,0.403,1,1,1,1,1,3,219.17,6.687,7059.971,0.403,0.013,412.631,12.895,149.546,8.213,0.146,32,8,1,1,1,8,tp8pp1dp1etp1ep8,fp8,bfloat16,bfloat16,fp8_block,half,91.596,sglang,0.5.10,b300_sxm,8,1,1,1,8,tp8pp1dp1etp1ep8,fp8,bfloat16,bfloat16,fp8_block,half,89.727,sglang,0.5.10,b300_sxm,0.0,12.895
deepseek_v3,b300_sxm,deepseek_v3__b300_sxm__analytical__low,ANALYTICAL-low,deepseek-ai/DeepSeek-V3,4096,1024,0,800,28.638,1,4,2,100,800,1,452.547,24.524,25540.599,28.638,1.79,29325.312,1832.832,40.776,15.91,31.888,16,1,1,4,1,4,tp1pp1dp4etp1ep4,fp8,bfloat16,bfloat16,fp8_block,half,188.932,sglang,0.5.10,b300_sxm,1,1,8,4,2,tp1pp1dp8etp4ep2,fp8,bfloat16,bfloat16,fp8_block,half,135.042,sglang,0.5.10,b300_sxm,0.0,1832.832
deepseek_v3,b300_sxm,deepseek_v3__b300_sxm__analytical__low,ANALYTICAL-low,deepseek-ai/DeepSeek-V3,4096,1024,0,576,25.985,1,4,2,72,576,1,452.547,19.935,20846.052,25.985,1.624,26609.05,1663.066,50.164,15.91,28.245,16,1,1,4,1,4,tp1pp1dp4etp1ep4,fp8,bfloat16,bfloat16,fp8_block,half,188.932,sglang,0.5.10,b300_sxm,1,1,8,1,8,tp1pp1dp8etp1ep8,fp8,bfloat16,bfloat16,fp8_block,half,125.383,sglang,0.5.10,b300_sxm,0.0,1663.066
deepseek_v3,b300_sxm,deepseek_v3__b300_sxm__analytical__low,ANALYTICAL-low,deepseek-ai/DeepSeek-V3,4096,1024,0,544,24.989,1,4,2,68,544,1,452.547,19.578,20480.841,24.989,1.562,25588.777,1599.299,51.078,15.91,27.162,16,1,1,4,1,4,tp1pp1dp4etp1ep4,fp8,bfloat16,bfloat16,fp8_block,half,188.932,sglang,0.5.10,b300_sxm,1,1,8,2,4,tp1pp1dp8etp2ep4,fp8,bfloat16,bfloat16,fp8_block,half,124.042,sglang,0.5.10,b300_sxm,0.0,1599.299
deepseek_v3,b300_sxm,deepseek_v3__b300_sxm__analytical__low,ANALYTICAL-low,deepseek-ai/DeepSeek-V3,4096,1024,0,512,24.421,1,4,2,64,512,1,452.547,18.854,19740.189,24.421,1.526,25007.514,1562.97,53.038,15.91,26.545,16,1,1,4,1,4,tp1pp1dp4etp1ep4,fp8,bfloat16,bfloat16,fp8_block,half,188.932,sglang,0.5.10,b300_sxm,1,1,8,1,8,tp1pp1dp8etp1ep8,fp8,bfloat16,bfloat16,fp8_block,half,122.702,sglang,0.5.10,b300_sxm,0.0,1562.97
deepseek_v3,b300_sxm,deepseek_v3__b300_sxm__analytical__low,ANALYTICAL-low,deepseek-ai/DeepSeek-V3,4096,1024,0,480,23.364,1,4,2,60,480,1,452.547,18.476,19353.495,23.364,1.46,23925.064,1495.316,54.124,15.91,25.396,16,1,1,4,1,4,tp1pp1dp4etp1ep4,fp8,bfloat16,bfloat16,fp8_block,half,188.932,sglang,0.5.10,b300_sxm,1,1,8,2,4,tp1pp1dp8etp2ep4,fp8,bfloat16,bfloat16,fp8_block,half,121.362,sglang,0.5.10,b300_sxm,0.0,1495.316
deepseek_v3,b300_sxm,deepseek_v3__b300_sxm__analytical__low,ANALYTICAL-low,deepseek-ai/DeepSeek-V3,4096,1024,0,448,22.668,1,4,2,56,448,1,452.547,17.774,18635.349,22.668,1.417,23211.909,1450.744,56.262,15.91,24.639,16,1,1,4,1,4,tp1pp1dp4etp1ep4,fp8,bfloat16,bfloat16,fp8_block,half,188.932,sglang,0.5.10,b300_sxm,1,1,8,1,8,tp1pp1dp8etp1ep8,fp8,bfloat16,bfloat16,fp8_block,half,120.021,sglang,0.5.10,b300_sxm,0.0,1450.744
deepseek_v3,b300_sxm,deepseek_v3__b300_sxm__analytical__low,ANALYTICAL-low,deepseek-ai/DeepSeek-V3,4096,1024,0,416,21.19,1,4,2,52,416,1,452.547,17.655,18513.612,21.19,1.324,21698.929,1356.183,56.642,15.91,23.033,16,1,1,4,1,4,tp1pp1dp4etp1ep4,fp8,bfloat16,bfloat16,fp8_block,half,188.932,sglang,0.5.10,b300_sxm,1,1,8,4,2,tp1pp1dp8etp4ep2,fp8,bfloat16,bfloat16,fp8_block,half,118.728,sglang,0.5.10,b300_sxm,0.0,1356.183
deepseek_v3,b300_sxm,deepseek_v3__b300_sxm__analytical__low,ANALYTICAL-low,deepseek-ai/DeepSeek-V3,4096,1024,0,384,20.687,1,4,2,48,384,1,452.547,16.694,17530.509,20.687,1.293,21183.611,1323.976,59.903,15.91,22.486,16,1,1,4,1,4,tp1pp1dp4etp1ep4,fp8,bfloat16,bfloat16,fp8_block,half,188.932,sglang,0.5.10,b300_sxm,1,1,8,1,8,tp1pp1dp8etp1ep8,fp8,bfloat16,bfloat16,fp8_block,half,117.341,sglang,0.5.10,b300_sxm,0.0,1323.976
deepseek_v3,b300_sxm,deepseek_v3__b300_sxm__analytical__low,ANALYTICAL-low,deepseek-ai/DeepSeek-V3,4096,1024,0,352,19.175,1,4,2,44,352,1,452.547,16.51,17342.277,19.175,1.198,19634.831,1227.177,60.571,15.91,20.842,16,1,1,4,1,4,tp1pp1dp4etp1ep4,fp8,bfloat16,bfloat16,fp8_block,half,188.932,sglang,0.5.10,b300_sxm,1,1,8,4,2,tp1pp1dp8etp4ep2,fp8,bfloat16,bfloat16,fp8_block,half,116.009,sglang,0.5.10,b300_sxm,0.0,1227.177
deepseek_v3,b300_sxm,deepseek_v3__b300_sxm__analytical__low,ANALYTICAL-low,deepseek-ai/DeepSeek-V3,4096,1024,0,432,28.638,1,4,2,18,144,3,452.547,12.787,13533.648,28.638,0.895,29325.312,916.416,78.202,15.91,11.008,32,1,1,4,1,4,tp1pp1dp4etp1ep4,fp8,bfloat16,bfloat16,fp8_block,half,188.932,sglang,0.5.10,b300_sxm,1,1,8,4,2,tp1pp1dp8etp4ep2,fp8,bfloat16,bfloat16,fp8_block,half,107.288,sglang,0.5.10,b300_sxm,0.0,916.416
deepseek_v3,b300_sxm,deepseek_v3__b300_sxm__analytical__low,ANALYTICAL-low,deepseek-ai/DeepSeek-V3,4096,1024,0,312,23.449,1,4,2,13,104,3,452.547,11.966,12693.765,23.449,0.733,24011.735,750.367,83.568,15.91,8.496,32,1,1,4,1,4,tp1pp1dp4etp1ep4,fp8,bfloat16,bfloat16,fp8_block,half,188.932,sglang,0.5.10,b300_sxm,1,1,8,1,8,tp1pp1dp8etp1ep8,fp8,bfloat16,bfloat16,fp8_block,half,105.613,sglang,0.5.10,b300_sxm,0.0,750.367
deepseek_v3,b300_sxm,deepseek_v3__b300_sxm__analytical__low,ANALYTICAL-low,deepseek-ai/DeepSeek-V3,4096,1024,0,288,21.832,1,4,2,12,96,3,452.547,11.864,12589.419,21.832,0.682,22355.558,698.611,84.292,15.91,7.91,32,1,1,4,1,4,tp1pp1dp4etp1ep4,fp8,bfloat16,bfloat16,fp8_block,half,188.932,sglang,0.5.10,b300_sxm,1,1,8,2,4,tp1pp1dp8etp2ep4,fp8,bfloat16,bfloat16,fp8_block,half,105.278,sglang,0.5.10,b300_sxm,0.0,698.611
deepseek_v3,b300_sxm,deepseek_v3__b300_sxm__analytical__low,ANALYTICAL-low,deepseek-ai/DeepSeek-V3,4096,1024,0,120,9.914,1,4,2,5,40,3,452.547,10.885,11587.902,9.914,0.31,10151.854,317.245,91.866,15.91,3.592,32,1,1,4,1,4,tp1pp1dp4etp1ep4,fp8,bfloat16,bfloat16,fp8_block,half,188.932,sglang,0.5.10,b300_sxm,1,1,8,1,8,tp1pp1dp8etp1ep8,fp8,bfloat16,bfloat16,fp8_block,half,102.932,sglang,0.5.10,b300_sxm,0.0,317.245
deepseek_v3,b300_sxm,deepseek_v3__b300_sxm__analytical__low,ANALYTICAL-low,deepseek-ai/DeepSeek-V3,4096,1024,0,56,5.043,1,1,1,8,8,7,184.81,9.99,10404.58,5.043,0.158,5163.54,161.361,100.104,9.74,0.783,32,4,1,1,1,4,tp4pp1dp1etp1ep4,fp8,bfloat16,bfloat16,fp8_block,half,173.911,sglang,0.5.10,b300_sxm,4,1,1,1,4,tp4pp1dp1etp1ep4,fp8,bfloat16,bfloat16,fp8_block,half,173.885,sglang,0.5.10,b300_sxm,0.0,161.361
deepseek_v3,b300_sxm,deepseek_v3__b300_sxm__analytical__low,ANALYTICAL-low,deepseek-ai/DeepSeek-V3,4096,1024,0,49,4.836,1,1,1,7,7,7,184.81,9.111,9505.363,4.836,0.151,4952.515,154.766,109.759,9.74,0.751,32,4,1,1,1,4,tp4pp1dp1etp1ep4,fp8,bfloat16,bfloat16,fp8_block,half,173.911,sglang,0.5.10,b300_sxm,4,1,1,4,1,tp4pp1dp1etp4ep1,fp8,bfloat16,bfloat16,fp8_block,half,173.55,sglang,0.5.10,b300_sxm,0.0,154.766
deepseek_v3,b300_sxm,deepseek_v3__b300_sxm__analytical__low,ANALYTICAL-low,deepseek-ai/DeepSeek-V3,4096,1024,0,42,4.605,1,1,1,6,6,7,184.81,8.204,8577.502,4.605,0.144,4715.11,147.347,121.895,9.74,0.715,32,4,1,1,1,4,tp4pp1dp1etp1ep4,fp8,bfloat16,bfloat16,fp8_block,half,173.911,sglang,0.5.10,b300_sxm,4,1,1,1,4,tp4pp1dp1etp1ep4,fp8,bfloat16,bfloat16,fp8_block,half,173.214,sglang,0.5.10,b300_sxm,0.0,147.347
deepseek_v3,b300_sxm,deepseek_v3__b300_sxm__analytical__low,ANALYTICAL-low,deepseek-ai/DeepSeek-V3,4096,1024,0,35,4.308,1,1,1,5,5,7,184.81,7.311,7663.963,4.308,0.135,4411.761,137.868,136.784,9.74,0.669,32,4,1,1,1,4,tp4pp1dp1etp1ep4,fp8,bfloat16,bfloat16,fp8_block,half,173.911,sglang,0.5.10,b300_sxm,4,1,1,1,4,tp4pp1dp1etp1ep4,fp8,bfloat16,bfloat16,fp8_block,half,172.879,sglang,0.5.10,b300_sxm,0.0,137.868
deepseek_v3,b300_sxm,deepseek_v3__b300_sxm__analytical__low,ANALYTICAL-low,deepseek-ai/DeepSeek-V3,4096,1024,0,28,3.922,1,1,1,4,4,7,184.81,6.418,6750.424,3.922,0.123,4016.087,125.503,155.815,9.74,0.609,32,4,1,1,1,4,tp4pp1dp1etp1ep4,fp8,bfloat16,bfloat16,fp8_block,half,173.911,sglang,0.5.10,b300_sxm,4,1,1,1,4,tp4pp1dp1etp1ep4,fp8,bfloat16,bfloat16,fp8_block,half,172.544,sglang,0.5.10,b300_sxm,0.0,125.503
deepseek_v3,b300_sxm,deepseek_v3__b300_sxm__analytical__low,ANALYTICAL-low,deepseek-ai/DeepSeek-V3,4096,1024,0,21,3.42,1,1,1,3,3,7,184.81,5.525,5836.885,3.42,0.107,3501.711,109.428,180.998,9.74,0.531,32,4,1,1,1,4,tp4pp1dp1etp1ep4,fp8,bfloat16,bfloat16,fp8_block,half,173.911,sglang,0.5.10,b300_sxm,4,1,1,1,4,tp4pp1dp1etp1ep4,fp8,bfloat16,bfloat16,fp8_block,half,172.209,sglang,0.5.10,b300_sxm,0.0,109.428
deepseek_v3,b300_sxm,deepseek_v3__b300_sxm__analytical__low,ANALYTICAL-low,deepseek-ai/DeepSeek-V3,4096,1024,0,14,2.711,1,1,1,2,2,7,184.81,4.641,4932.553,2.711,0.085,2776.31,86.76,215.482,9.74,0.421,32,4,1,1,1,4,tp4pp1dp1etp1ep4,fp8,bfloat16,bfloat16,fp8_block,half,173.911,sglang,0.5.10,b300_sxm,4,1,1,1,4,tp4pp1dp1etp1ep4,fp8,bfloat16,bfloat16,fp8_block,half,171.874,sglang,0.5.10,b300_sxm,0.0,86.76
deepseek_v3,b300_sxm,deepseek_v3__b300_sxm__analytical__low,ANALYTICAL-low,deepseek-ai/DeepSeek-V3,4096,1024,0,12,2.338,1,1,1,4,4,3,131.904,4.617,4855.095,2.338,0.073,2393.825,74.807,216.602,13.646,0.847,32,8,1,1,1,8,tp8pp1dp1etp1ep8,fp8,bfloat16,bfloat16,fp8_block,half,91.596,sglang,0.5.10,b300_sxm,8,1,1,1,8,tp8pp1dp1etp1ep8,fp8,bfloat16,bfloat16,fp8_block,half,90.732,sglang,0.5.10,b300_sxm,0.0,74.807
deepseek_v3,b300_sxm,deepseek_v3__b300_sxm__analytical__low,ANALYTICAL-low,deepseek-ai/DeepSeek-V3,4096,1024,0,7,1.681,1,1,1,1,1,7,184.81,3.749,4020.037,1.681,0.053,1721.18,53.787,266.739,9.74,0.261,32,4,1,1,1,4,tp4pp1dp1etp1ep4,fp8,bfloat16,bfloat16,fp8_block,half,173.911,sglang,0.5.10,b300_sxm,4,1,1,1,4,tp4pp1dp1etp1ep4,fp8,bfloat16,bfloat16,fp8_block,half,171.539,sglang,0.5.10,b300_sxm,0.0,53.787
deepseek_v3,b300_sxm,deepseek_v3__b300_sxm__analytical__low,ANALYTICAL-low,deepseek-ai/DeepSeek-V3,4096,1024,0,6,1.474,1,1,1,2,2,3,131.904,3.663,3879.153,1.474,0.046,1509.212,47.163,273.014,13.646,0.534,32,8,1,1,1,8,tp8pp1dp1etp1ep8,fp8,bfloat16,bfloat16,fp8_block,half,91.596,sglang,0.5.10,b300_sxm,8,1,1,1,8,tp8pp1dp1etp1ep8,fp8,bfloat16,bfloat16,fp8_block,half,90.062,sglang,0.5.10,b300_sxm,0.0,47.163
deepseek_v3,b300_sxm,deepseek_v3__b300_sxm__analytical__standard,ANALYTICAL-standard,deepseek-ai/DeepSeek-V3,4096,1024,0,3072,45.176,1,4,5,256,1024,3,581.143,61.153,63140.662,45.176,1.412,46259.896,1445.622,16.352,12.389,16.368,32,1,1,4,1,4,tp1pp1dp4etp1ep4,fp8,bfloat16,bfloat16,fp8_block,half,188.932,sglang,0.5.10,b300_sxm,1,1,4,1,4,tp1pp1dp4etp1ep4,fp8,bfloat16,bfloat16,fp8_block,half,267.37,sglang,0.5.10,b300_sxm,0.0,1445.622
deepseek_v3,b300_sxm,deepseek_v3__b300_sxm__analytical__standard,ANALYTICAL-standard,deepseek-ai/DeepSeek-V3,4096,1024,0,2976,44.629,1,4,5,248,992,3,581.143,59.969,61929.43,44.629,1.395,45700.301,1428.134,16.675,12.389,16.17,32,1,1,4,1,4,tp1pp1dp4etp1ep4,fp8,bfloat16,bfloat16,fp8_block,half,188.932,sglang,0.5.10,b300_sxm,1,1,4,1,4,tp1pp1dp4etp1ep4,fp8,bfloat16,bfloat16,fp8_block,half,264.675,sglang,0.5.10,b300_sxm,0.0,1428.134
deepseek_v3,b300_sxm,deepseek_v3__b300_sxm__analytical__standard,ANALYTICAL-standard,deepseek-ai/DeepSeek-V3,4096,1024,0,736,22.3,1,4,2,92,736,1,581.143,29.379,30635.86,22.3,1.394,22835.405,1427.213,34.038,12.389,24.489,16,1,1,4,1,4,tp1pp1dp4etp1ep4,fp8,bfloat16,bfloat16,fp8_block,half,188.932,sglang,0.5.10,b300_sxm,1,1,8,2,4,tp1pp1dp8etp2ep4,fp8,bfloat16,bfloat16,fp8_block,half,132.142,sglang,0.5.10,b300_sxm,0.0,1427.213
deepseek_v3,b300_sxm,deepseek_v3__b300_sxm__analytical__standard,ANALYTICAL-standard,deepseek-ai/DeepSeek-V3,4096,1024,0,640,19.646,1,4,2,80,640,1,581.143,29.297,30551.974,19.646,1.228,20117.176,1257.324,34.133,12.389,21.354,16,1,1,4,1,4,tp1pp1dp4etp1ep4,fp8,bfloat16,bfloat16,fp8_block,half,188.932,sglang,0.5.10,b300_sxm,1,1,8,8,1,tp1pp1dp8etp8ep1,fp8,bfloat16,bfloat16,fp8_block,half,128.559,sglang,0.5.10,b300_sxm,0.0,1257.324
deepseek_v3,b300_sxm,deepseek_v3__b300_sxm__analytical__standard,ANALYTICAL-standard,deepseek-ai/DeepSeek-V3,4096,1024,0,512,18.698,1,4,2,64,512,1,581.143,24.625,25772.518,18.698,1.169,19146.834,1196.677,40.609,12.389,20.324,16,1,1,4,1,4,tp1pp1dp4etp1ep4,fp8,bfloat16,bfloat16,fp8_block,half,188.932,sglang,0.5.10,b300_sxm,1,1,8,1,8,tp1pp1dp8etp1ep8,fp8,bfloat16,bfloat16,fp8_block,half,122.702,sglang,0.5.10,b300_sxm,0.0,1196.677
deepseek_v3,b300_sxm,deepseek_v3__b300_sxm__analytical__standard,ANALYTICAL-standard,deepseek-ai/DeepSeek-V3,4096,1024,0,512,22.3,1,4,2,32,256,2,581.143,19.596,20627.851,22.3,0.929,22835.405,951.475,51.032,12.389,12.77,24,1,1,4,1,4,tp1pp1dp4etp1ep4,fp8,bfloat16,bfloat16,fp8_block,half,188.932,sglang,0.5.10,b300_sxm,1,1,8,1,8,tp1pp1dp8etp1ep8,fp8,bfloat16,bfloat16,fp8_block,half,111.979,sglang,0.5.10,b300_sxm,0.0,713.60625
deepseek_v3,b300_sxm,deepseek_v3__b300_sxm__analytical__standard,ANALYTICAL-standard,deepseek-ai/DeepSeek-V3,4096,1024,0,480,22.3,1,4,2,20,160,3,581.143,17.709,18697.45,22.3,0.697,22835.405,713.606,56.468,12.389,8.832,32,1,1,4,1,4,tp1pp1dp4etp1ep4,fp8,bfloat16,bfloat16,fp8_block,half,188.932,sglang,0.5.10,b300_sxm,1,1,8,1,8,tp1pp1dp8etp1ep8,fp8,bfloat16,bfloat16,fp8_block,half,107.958,sglang,0.5.10,b300_sxm,0.0,713.606
deepseek_v3,b300_sxm,deepseek_v3__b300_sxm__analytical__standard,ANALYTICAL-standard,deepseek-ai/DeepSeek-V3,4096,1024,0,360,19.132,1,4,2,15,120,3,581.143,16.923,17893.372,19.132,0.598,19591.496,612.234,59.091,12.389,6.932,32,1,1,4,1,4,tp1pp1dp4etp1ep4,fp8,bfloat16,bfloat16,fp8_block,half,188.932,sglang,0.5.10,b300_sxm,1,1,8,1,8,tp1pp1dp8etp1ep8,fp8,bfloat16,bfloat16,fp8_block,half,106.283,sglang,0.5.10,b300_sxm,0.0,612.234
deepseek_v3,b300_sxm,deepseek_v3__b300_sxm__analytical__standard,ANALYTICAL-standard,deepseek-ai/DeepSeek-V3,4096,1024,0,216,12.155,1,4,2,9,72,3,581.143,15.979,16927.66,12.155,0.38,12446.761,388.961,62.58,12.389,4.404,32,1,1,4,1,4,tp1pp1dp4etp1ep4,fp8,bfloat16,bfloat16,fp8_block,half,188.932,sglang,0.5.10,b300_sxm,1,1,8,1,8,tp1pp1dp8etp1ep8,fp8,bfloat16,bfloat16,fp8_block,half,104.273,sglang,0.5.10,b300_sxm,0.0,388.961
deepseek_v3,b300_sxm,deepseek_v3__b300_sxm__analytical__standard,ANALYTICAL-standard,deepseek-ai/DeepSeek-V3,4096,1024,0,192,10.891,1,4,2,8,64,3,581.143,15.853,16798.762,10.891,0.34,11152.343,348.511,63.079,12.389,3.946,32,1,1,4,1,4,tp1pp1dp4etp1ep4,fp8,bfloat16,bfloat16,fp8_block,half,188.932,sglang,0.5.10,b300_sxm,1,1,8,2,4,tp1pp1dp8etp2ep4,fp8,bfloat16,bfloat16,fp8_block,half,103.937,sglang,0.5.10,b300_sxm,0.0,348.511
deepseek_v3,b300_sxm,deepseek_v3__b300_sxm__analytical__standard,ANALYTICAL-standard,deepseek-ai/DeepSeek-V3,4096,1024,0,96,5.49,1,1,1,32,32,3,163.597,15.727,16252.318,5.49,0.172,5621.391,175.668,63.584,11.003,1.989,32,8,1,1,1,8,tp8pp1dp1etp1ep8,fp8,bfloat16,bfloat16,fp8_block,half,91.596,sglang,0.5.10,b300_sxm,8,1,1,1,8,tp8pp1dp1etp1ep8,fp8,bfloat16,bfloat16,fp8_block,half,100.114,sglang,0.5.10,b300_sxm,0.0,175.668
deepseek_v3,b300_sxm,deepseek_v3__b300_sxm__analytical__standard,ANALYTICAL-standard,deepseek-ai/DeepSeek-V3,4096,1024,0,66,3.963,1,1,1,22,22,3,163.597,14.977,15485.068,3.963,0.124,4058.481,126.828,66.768,11.003,1.436,32,8,1,1,1,8,tp8pp1dp1etp1ep8,fp8,bfloat16,bfloat16,fp8_block,half,91.596,sglang,0.5.10,b300_sxm,8,1,1,1,8,tp8pp1dp1etp1ep8,fp8,bfloat16,bfloat16,fp8_block,half,96.764,sglang,0.5.10,b300_sxm,0.0,126.828
deepseek_v3,b300_sxm,deepseek_v3__b300_sxm__analytical__standard,ANALYTICAL-standard,deepseek-ai/DeepSeek-V3,4096,1024,0,60,3.632,1,1,1,20,20,3,163.597,14.856,15361.285,3.632,0.114,3719.332,116.229,67.312,11.003,1.316,32,8,1,1,1,8,tp8pp1dp1etp1ep8,fp8,bfloat16,bfloat16,fp8_block,half,91.596,sglang,0.5.10,b300_sxm,8,1,1,4,2,tp8pp1dp1etp4ep2,fp8,bfloat16,bfloat16,fp8_block,half,96.093,sglang,0.5.10,b300_sxm,0.0,116.229
deepseek_v3,b300_sxm,deepseek_v3__b300_sxm__analytical__standard,ANALYTICAL-standard,deepseek-ai/DeepSeek-V3,4096,1024,0,56,3.555,1,1,1,8,8,7,237.377,14.177,14740.448,3.555,0.111,3640.197,113.756,70.537,7.583,0.552,32,4,1,1,1,4,tp4pp1dp1etp1ep4,fp8,bfloat16,bfloat16,fp8_block,half,173.911,sglang,0.5.10,b300_sxm,4,1,1,1,4,tp4pp1dp1etp1ep4,fp8,bfloat16,bfloat16,fp8_block,half,173.885,sglang,0.5.10,b300_sxm,0.0,113.756
deepseek_v3,b300_sxm,deepseek_v3__b300_sxm__analytical__standard,ANALYTICAL-standard,deepseek-ai/DeepSeek-V3,4096,1024,0,49,3.413,1,1,1,7,7,7,237.377,12.921,13455.56,3.413,0.107,3495.117,109.222,77.393,7.583,0.53,32,4,1,1,1,4,tp4pp1dp1etp1ep4,fp8,bfloat16,bfloat16,fp8_block,half,173.911,sglang,0.5.10,b300_sxm,4,1,1,1,4,tp4pp1dp1etp1ep4,fp8,bfloat16,bfloat16,fp8_block,half,173.55,sglang,0.5.10,b300_sxm,0.0,109.222
deepseek_v3,b300_sxm,deepseek_v3__b300_sxm__analytical__standard,ANALYTICAL-standard,deepseek-ai/DeepSeek-V3,4096,1024,0,42,3.239,1,1,1,6,6,7,237.377,11.665,12170.672,3.239,0.101,3317.064,103.658,85.726,7.583,0.503,32,4,1,1,1,4,tp4pp1dp1etp1ep4,fp8,bfloat16,bfloat16,fp8_block,half,173.911,sglang,0.5.10,b300_sxm,4,1,1,1,4,tp4pp1dp1etp1ep4,fp8,bfloat16,bfloat16,fp8_block,half,173.214,sglang,0.5.10,b300_sxm,0.0,103.658
deepseek_v3,b300_sxm,deepseek_v3__b300_sxm__analytical__standard,ANALYTICAL-standard,deepseek-ai/DeepSeek-V3,4096,1024,0,35,3.027,1,1,1,5,5,7,237.377,10.409,10885.784,3.027,0.095,3099.443,96.858,96.07,7.583,0.47,32,4,1,1,1,4,tp4pp1dp1etp1ep4,fp8,bfloat16,bfloat16,fp8_block,half,173.911,sglang,0.5.10,b300_sxm,4,1,1,1,4,tp4pp1dp1etp1ep4,fp8,bfloat16,bfloat16,fp8_block,half,172.879,sglang,0.5.10,b300_sxm,0.0,96.858
deepseek_v3,b300_sxm,deepseek_v3__b300_sxm__analytical__standard,ANALYTICAL-standard,deepseek-ai/DeepSeek-V3,4096,1024,0,28,2.75,1,1,1,4,4,7,237.377,9.153,9600.896,2.75,0.086,2815.877,87.996,109.253,7.583,0.427,32,4,1,1,1,4,tp4pp1dp1etp1ep4,fp8,bfloat16,bfloat16,fp8_block,half,173.911,sglang,0.5.10,b300_sxm,4,1,1,1,4,tp4pp1dp1etp1ep4,fp8,bfloat16,bfloat16,fp8_block,half,172.544,sglang,0.5.10,b300_sxm,0.0,87.996
deepseek_v3,b300_sxm,deepseek_v3__b300_sxm__analytical__standard,ANALYTICAL-standard,deepseek-ai/DeepSeek-V3,4096,1024,0,21,2.389,1,1,1,3,3,7,237.377,7.897,8316.008,2.389,0.075,2446.582,76.456,126.629,7.583,0.371,32,4,1,1,1,4,tp4pp1dp1etp1ep4,fp8,bfloat16,bfloat16,fp8_block,half,173.911,sglang,0.5.10,b300_sxm,4,1,1,1,4,tp4pp1dp1etp1ep4,fp8,bfloat16,bfloat16,fp8_block,half,172.209,sglang,0.5.10,b300_sxm,0.0,76.456
deepseek_v3,b300_sxm,deepseek_v3__b300_sxm__analytical__standard,ANALYTICAL-standard,deepseek-ai/DeepSeek-V3,4096,1024,0,14,1.893,1,1,1,2,2,7,237.377,6.652,7042.373,1.893,0.059,1938.801,60.588,150.331,7.583,0.294,32,4,1,1,1,4,tp4pp1dp1etp1ep4,fp8,bfloat16,bfloat16,fp8_block,half,173.911,sglang,0.5.10,b300_sxm,4,1,1,1,4,tp4pp1dp1etp1ep4,fp8,bfloat16,bfloat16,fp8_block,half,171.874,sglang,0.5.10,b300_sxm,0.0,60.588
deepseek_v3,b300_sxm,deepseek_v3__b300_sxm__analytical__standard,ANALYTICAL-standard,deepseek-ai/DeepSeek-V3,4096,1024,0,12,1.639,1,1,1,4,4,3,163.597,6.588,6903.121,1.639,0.051,1678.787,52.462,151.79,11.003,0.594,32,8,1,1,1,8,tp8pp1dp1etp1ep8,fp8,bfloat16,bfloat16,fp8_block,half,91.596,sglang,0.5.10,b300_sxm,8,1,1,1,8,tp8pp1dp1etp1ep8,fp8,bfloat16,bfloat16,fp8_block,half,90.732,sglang,0.5.10,b300_sxm,0.0,52.462
deepseek_v3,b300_sxm,deepseek_v3__b300_sxm__analytical__standard,ANALYTICAL-standard,deepseek-ai/DeepSeek-V3,4096,1024,0,9,1.366,1,1,1,3,3,3,163.597,5.923,6222.826,1.366,0.043,1398.989,43.718,168.845,11.003,0.495,32,8,1,1,1,8,tp8pp1dp1etp1ep8,fp8,bfloat16,bfloat16,fp8_block,half,91.596,sglang,0.5.10,b300_sxm,8,1,1,1,8,tp8pp1dp1etp1ep8,fp8,bfloat16,bfloat16,fp8_block,half,90.397,sglang,0.5.10,b300_sxm,0.0,43.718
