model,model_version,recipe,parameter_level,scope,required_peak_field,collector_boundary,latency_us,launch_us,body_us,compute_us,memory_us,eta_compute,eta_memory,local_inter_size,local_assignments,local_experts,active_experts,flops,logical_bytes,routing_bytes,input_quant_bytes,gemm_io_bytes,weight_value_bytes,weight_scale_bytes,activation_quant_bytes,combine_bytes,control_bytes
sglang_moe_aggregate_sum3_full_semantic_traffic,2026-07-30.aic-sglang-moe-full-traffic-sum3-v2,fp8_block_triton,standard,ideal uniform EP extrapolation,fp8_tc_flops,routing_and_triton_fused_moe_with_block_quant,1177.3327754082165,46.0,1131.3327754082165,4.642673367400153,1126.6901020408163,0.73,0.7,2048.0,36.0,32.0,32.0,3170893824.0,1413320064.0,56448.0,782208.0,1153152.0,1409286144.0,344064.0,665856.0,1032192.0,0.0
