model_key,system,case_id,series,model,isl,osl,prefix,concurrency,request_rate,(p)bs,(p)global_bs,(p)workers,(d)bs,(d)global_bs,(d)workers,ttft,tpot,request_latency,seq/s,seq/s/gpu,tokens/s,tokens/s/gpu,tokens/s/user,(p)seq/s/worker,(d)seq/s/worker,num_total_gpus,(p)tp,(p)pp,(p)dp,(p)moe_tp,(p)moe_ep,(p)parallel,(p)gemm,(p)kvcache,(p)fmha,(p)moe,(p)comm,(p)memory,(p)backend,(p)version,(p)system,(d)tp,(d)pp,(d)dp,(d)moe_tp,(d)moe_ep,(d)parallel,(d)gemm,(d)kvcache,(d)fmha,(d)moe,(d)comm,(d)memory,(d)backend,(d)version,(d)system,power_w,tokens/s/gpu_cluster
llama31_70b,h200_sxm,llama31_70b__h200_sxm__analytical__standard,ANALYTICAL-standard,meta-llama/Meta-Llama-3.1-70B,4096,1024,0,792,13.18,1,1,7,88,88,9,860.364,53.257,55342.275,13.18,0.412,13495.91,421.747,18.777,2.092,1.615,32,2,1,1,1,1,tp2pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,71.477,sglang,0.5.10,h200_sxm,2,1,1,1,1,tp2pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,139.092,sglang,0.5.10,h200_sxm,0.0,421.747
llama31_70b,h200_sxm,llama31_70b__h200_sxm__silicon,SILICON,meta-llama/Meta-Llama-3.1-70B,4096,1024,0,792,14.918,1,1,5,264,264,3,543.031,47.38,49012.771,14.918,0.466,15275.52,477.36,21.106,3.315,5.447,32,4,1,1,1,1,tp4pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,38.216,sglang,0.5.10,h200_sxm,4,1,1,1,1,tp4pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,140.662,sglang,0.5.10,h200_sxm,0.0,477.36
llama31_70b,rtx_pro_6000_server,llama31_70b__rtx_pro_6000_server__analytical__high,ANALYTICAL-high,meta-llama/Meta-Llama-3.1-70B,4096,1024,0,100,0.826,1,1,1,100,100,1,1961.471,108.008,112453.655,0.826,0.103,846.029,105.754,9.259,0.918,0.905,8,4,1,1,1,1,tp4pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,38.216,sglang,0.5.10,rtx_pro_6000_server,4,1,1,1,1,tp4pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,76.6,sglang,0.5.10,rtx_pro_6000_server,0.0,105.754
llama31_70b,rtx_pro_6000_server,llama31_70b__rtx_pro_6000_server__analytical__low,ANALYTICAL-low,meta-llama/Meta-Llama-3.1-70B,4096,1024,0,432,4.364,1,1,5,144,144,3,1604.178,89.047,92699.259,4.364,0.136,4468.285,139.634,11.23,1.122,1.581,32,4,1,1,1,1,tp4pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,38.216,sglang,0.5.10,rtx_pro_6000_server,4,1,1,1,1,tp4pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,93.787,sglang,0.5.10,rtx_pro_6000_server,0.0,139.634
llama31_70b,rtx_pro_6000_server,llama31_70b__rtx_pro_6000_server__analytical__standard,ANALYTICAL-standard,meta-llama/Meta-Llama-3.1-70B,4096,1024,0,72,0.948,1,1,1,72,72,1,1709.483,68.042,71316.449,0.948,0.118,970.445,121.306,14.697,1.053,1.034,8,4,1,1,1,1,tp4pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,38.216,sglang,0.5.10,rtx_pro_6000_server,4,1,1,1,1,tp4pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,65.662,sglang,0.5.10,rtx_pro_6000_server,0.0,121.306
llama31_70b,rtx_pro_6000_server,llama31_70b__rtx_pro_6000_server__silicon,SILICON,meta-llama/Meta-Llama-3.1-70B,4096,1024,0,160,1.59,1,1,3,32,32,5,3054.908,89.306,94414.946,1.59,0.099,1628.467,101.779,11.197,0.589,0.35,16,2,1,1,1,1,tp2pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,71.477,sglang,0.5.10,rtx_pro_6000_server,2,1,1,1,1,tp2pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,95.342,sglang,0.5.10,rtx_pro_6000_server,0.0,101.779
qwen3_32b,a100_sxm,qwen3_32b__a100_sxm__analytical__high,ANALYTICAL-high,Qwen/Qwen3-32B,4096,1024,0,192,1.757,1,1,1,192,192,1,865.463,98.276,101401.811,1.757,0.22,1799.373,224.922,10.175,2.08,1.91,8,4,1,1,1,1,tp4pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,20.556,sglang,0.5.10,a100_sxm,4,1,1,1,1,tp4pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,79.94,sglang,0.5.10,a100_sxm,0.0,224.922
qwen3_32b,a100_sxm,qwen3_32b__a100_sxm__analytical__low,ANALYTICAL-low,Qwen/Qwen3-32B,4096,1024,0,136,2.674,1,1,1,136,136,1,605.804,44.473,46101.683,2.674,0.334,2738.074,342.259,22.486,2.971,2.989,8,4,1,1,1,1,tp4pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,20.556,sglang,0.5.10,a100_sxm,4,1,1,1,1,tp4pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,62.44,sglang,0.5.10,a100_sxm,0.0,342.259
qwen3_32b,a100_sxm,qwen3_32b__a100_sxm__analytical__standard,ANALYTICAL-standard,Qwen/Qwen3-32B,4096,1024,0,184,2.373,1,1,1,184,184,1,682.623,69.502,71783.169,2.373,0.297,2430.259,303.782,14.388,2.637,2.588,8,4,1,1,1,1,tp4pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,20.556,sglang,0.5.10,a100_sxm,4,1,1,1,1,tp4pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,77.44,sglang,0.5.10,a100_sxm,0.0,303.782
qwen3_32b,a100_sxm,qwen3_32b__a100_sxm__silicon,SILICON,Qwen/Qwen3-32B,4096,1024,0,192,2.158,1,1,1,192,192,1,693.551,80.007,82540.712,2.158,0.27,2210.12,276.265,12.499,2.595,2.346,8,4,1,1,1,1,tp4pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,20.556,sglang,0.5.10,a100_sxm,4,1,1,1,1,tp4pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,79.94,sglang,0.5.10,a100_sxm,0.0,276.265
qwen3_32b,b200_sxm,qwen3_32b__b200_sxm__analytical__high,ANALYTICAL-high,Qwen/Qwen3-32B,4096,1024,0,620,15.887,1,1,3,124,124,5,305.928,34.396,35493.036,15.887,0.993,16268.083,1016.755,29.073,5.884,3.524,16,2,1,1,1,1,tp2pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,36.157,sglang,0.5.10,b200_sxm,2,1,1,1,1,tp2pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,112.647,sglang,0.5.10,b200_sxm,0.0,1016.755
qwen3_32b,b200_sxm,qwen3_32b__b200_sxm__analytical__low,ANALYTICAL-low,Qwen/Qwen3-32B,4096,1024,0,1872,56.467,1,1,7,208,208,9,200.821,29.608,30489.805,56.467,1.765,57822.106,1806.941,33.774,8.963,6.867,32,2,1,1,1,1,tp2pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,36.157,sglang,0.5.10,b200_sxm,2,1,1,1,1,tp2pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,165.147,sglang,0.5.10,b200_sxm,0.0,1806.941
qwen3_32b,b200_sxm,qwen3_32b__b200_sxm__analytical__standard,ANALYTICAL-standard,Qwen/Qwen3-32B,4096,1024,0,472,10.745,1,1,1,472,472,1,141.352,39.507,40557.013,10.745,1.343,11002.552,1375.319,25.312,12.734,11.679,8,4,1,1,1,1,tp4pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,20.556,sglang,0.5.10,b200_sxm,4,1,1,1,1,tp4pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,167.44,sglang,0.5.10,b200_sxm,0.0,1375.319
qwen3_32b,b200_sxm,qwen3_32b__b200_sxm__silicon,SILICON,Qwen/Qwen3-32B,4096,1024,0,1672,49.853,1,1,13,88,88,19,410.252,30.165,31269.047,49.853,1.558,51049.431,1595.295,33.151,4.388,2.852,32,1,1,1,1,1,tp1pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,67.229,sglang,0.5.10,b200_sxm,1,1,1,1,1,tp1pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,175.324,sglang,0.5.10,b200_sxm,0.0,1595.295
qwen3_32b,b300_sxm,qwen3_32b__b300_sxm__analytical__high,ANALYTICAL-high,Qwen/Qwen3-32B,4096,1024,0,760,8.624,1,1,3,152,152,5,563.567,78.617,80988.758,8.624,1.078,8830.771,1103.846,12.72,3.194,1.89,8,1,1,1,1,1,tp1pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,67.229,sglang,0.5.10,b300_sxm,1,1,1,1,1,tp1pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,255.324,sglang,0.5.10,b300_sxm,0.0,1103.846
qwen3_32b,b300_sxm,qwen3_32b__b300_sxm__analytical__low,ANALYTICAL-low,Qwen/Qwen3-32B,4096,1024,0,3040,58.069,1,1,13,160,160,19,355.916,47.087,48525.917,58.069,1.815,59462.205,1858.194,21.237,5.057,3.322,32,1,1,1,1,1,tp1pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,67.229,sglang,0.5.10,b300_sxm,1,1,1,1,1,tp1pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,265.324,sglang,0.5.10,b300_sxm,0.0,1858.194
qwen3_32b,b300_sxm,qwen3_32b__b300_sxm__analytical__standard,ANALYTICAL-standard,Qwen/Qwen3-32B,4096,1024,0,3168,48.214,1,1,7,352,352,9,235.19,58.979,60570.707,48.214,1.507,49371.034,1542.845,16.955,7.653,5.834,32,2,1,1,1,1,tp2pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,36.157,sglang,0.5.10,b300_sxm,2,1,1,1,1,tp2pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,255.147,sglang,0.5.10,b300_sxm,0.0,1542.845
qwen3_32b,b300_sxm,qwen3_32b__b300_sxm__silicon,SILICON,Qwen/Qwen3-32B,4096,1024,0,1440,28.558,1,1,7,160,160,9,390.991,45.348,46781.995,28.558,1.785,29243.105,1827.694,22.052,4.604,3.449,16,1,1,1,1,1,tp1pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,67.229,sglang,0.5.10,b300_sxm,1,1,1,1,1,tp1pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,265.324,sglang,0.5.10,b300_sxm,0.0,1827.694
qwen3_32b,h100_sxm,qwen3_32b__h100_sxm__analytical__high,ANALYTICAL-high,Qwen/Qwen3-32B,4096,1024,0,800,14.251,1,1,3,160,160,5,341.021,48.941,50407.664,14.251,0.445,14592.614,456.019,20.433,5.278,3.196,32,4,1,1,1,1,tp4pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,20.556,sglang,0.5.10,h100_sxm,4,1,1,1,1,tp4pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,69.94,sglang,0.5.10,h100_sxm,0.0,456.019
qwen3_32b,h100_sxm,qwen3_32b__h100_sxm__analytical__low,ANALYTICAL-low,Qwen/Qwen3-32B,4096,1024,0,192,5.194,1,1,1,192,192,1,246.598,33.244,34255.21,5.194,0.649,5318.984,664.873,30.081,7.299,5.646,8,4,1,1,1,1,tp4pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,20.556,sglang,0.5.10,h100_sxm,4,1,1,1,1,tp4pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,79.94,sglang,0.5.10,h100_sxm,0.0,664.873
qwen3_32b,h100_sxm,qwen3_32b__h100_sxm__analytical__standard,ANALYTICAL-standard,Qwen/Qwen3-32B,4096,1024,0,748,17.649,1,1,5,68,68,11,458.935,37.71,39036.265,17.649,0.552,18072.576,564.768,26.518,3.922,1.763,32,2,1,1,1,1,tp2pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,36.157,sglang,0.5.10,h100_sxm,2,1,1,1,1,tp2pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,77.647,sglang,0.5.10,h100_sxm,0.0,564.768
qwen3_32b,h100_sxm,qwen3_32b__h100_sxm__silicon,SILICON,Qwen/Qwen3-32B,4096,1024,0,340,9.991,1,1,3,68,68,5,458.807,30.603,31765.676,9.991,0.624,10230.989,639.437,32.676,3.923,2.172,16,2,1,1,1,1,tp2pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,36.157,sglang,0.5.10,h100_sxm,2,1,1,1,1,tp2pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,77.647,sglang,0.5.10,h100_sxm,0.0,639.437
qwen3_32b,h200_sxm,qwen3_32b__h200_sxm__analytical__high,ANALYTICAL-high,Qwen/Qwen3-32B,4096,1024,0,384,4.546,1,1,1,384,384,1,322.303,75.965,78034.498,4.546,0.568,4654.817,581.852,13.164,5.585,4.941,8,4,1,1,1,1,tp4pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,20.556,sglang,0.5.10,h200_sxm,4,1,1,1,1,tp4pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,139.94,sglang,0.5.10,h200_sxm,0.0,581.852
qwen3_32b,h200_sxm,qwen3_32b__h200_sxm__analytical__low,ANALYTICAL-low,Qwen/Qwen3-32B,4096,1024,0,1152,29.755,1,1,7,128,128,9,381.091,34.237,35405.542,29.755,0.93,30469.018,952.157,29.208,4.723,3.655,32,2,1,1,1,1,tp2pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,36.157,sglang,0.5.10,h200_sxm,2,1,1,1,1,tp2pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,115.147,sglang,0.5.10,h200_sxm,0.0,952.157
qwen3_32b,h200_sxm,qwen3_32b__h200_sxm__analytical__standard,ANALYTICAL-standard,Qwen/Qwen3-32B,4096,1024,0,1512,25.991,1,1,7,168,168,9,433.944,52.317,53954.235,25.991,0.812,26614.702,831.709,19.114,4.148,3.139,32,2,1,1,1,1,tp2pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,36.157,sglang,0.5.10,h200_sxm,2,1,1,1,1,tp2pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,140.147,sglang,0.5.10,h200_sxm,0.0,831.709
qwen3_32b,h200_sxm,qwen3_32b__h200_sxm__silicon,SILICON,Qwen/Qwen3-32B,4096,1024,0,136,3.469,1,1,1,136,136,1,467.01,34.584,35846.442,3.469,0.867,3551.846,887.962,28.915,3.854,3.844,4,2,1,1,1,1,tp2pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,36.157,sglang,0.5.10,h200_sxm,2,1,1,1,1,tp2pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,120.147,sglang,0.5.10,h200_sxm,0.0,887.962
qwen3_32b,rtx_pro_6000_server,qwen3_32b__rtx_pro_6000_server__analytical__high,ANALYTICAL-high,Qwen/Qwen3-32B,4096,1024,0,480,3.616,1,1,3,96,96,5,1317.492,119.354,123416.634,3.616,0.226,3702.374,231.398,8.378,1.366,0.786,16,2,1,1,1,1,tp2pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,36.157,sglang,0.5.10,rtx_pro_6000_server,2,1,1,1,1,tp2pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,95.147,sglang,0.5.10,rtx_pro_6000_server,0.0,231.398
qwen3_32b,rtx_pro_6000_server,qwen3_32b__rtx_pro_6000_server__analytical__low,ANALYTICAL-low,Qwen/Qwen3-32B,4096,1024,0,320,5.081,1,1,3,64,64,5,956.651,54.595,56807.336,5.081,0.318,5203.354,325.21,18.317,1.882,1.146,16,2,1,1,1,1,tp2pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,36.157,sglang,0.5.10,rtx_pro_6000_server,2,1,1,1,1,tp2pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,75.147,sglang,0.5.10,rtx_pro_6000_server,0.0,325.21
qwen3_32b,rtx_pro_6000_server,qwen3_32b__rtx_pro_6000_server__analytical__standard,ANALYTICAL-standard,Qwen/Qwen3-32B,4096,1024,0,400,4.563,1,1,3,80,80,5,1065.092,77.727,80579.813,4.563,0.285,4672.512,292.032,12.866,1.69,1.006,16,2,1,1,1,1,tp2pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,36.157,sglang,0.5.10,rtx_pro_6000_server,2,1,1,1,1,tp2pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,85.147,sglang,0.5.10,rtx_pro_6000_server,0.0,292.032
qwen3_32b,rtx_pro_6000_server,qwen3_32b__rtx_pro_6000_server__silicon,SILICON,Qwen/Qwen3-32B,4096,1024,0,576,7.384,1,1,7,64,64,9,1535.828,68.489,71600.075,7.384,0.231,7560.806,236.275,14.601,1.172,0.913,32,2,1,1,1,1,tp2pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,36.157,sglang,0.5.10,rtx_pro_6000_server,2,1,1,1,1,tp2pp1dp1etp1ep1,bfloat16,bfloat16,bfloat16,bfloat16,half,75.147,sglang,0.5.10,rtx_pro_6000_server,0.0,236.275
