case,stage,kv_cache_dtype,iteration,nvtx_text,launch_index,duration_us,category,short_name,full_name,correlation_id,grid_x,grid_y,grid_z,block_x,block_y,block_z
decode_b64_step32767,decode,bf16,7,aic_collect_mla::decode::bf16::b64_s32767_h128_tp1::eager::iter_007,3,5.28,fa3_attention_combine,flash::FlashAttnFwdCombine,"void cutlass::device_kernel<flash::FlashAttnFwdCombine<cute::tuple<cute::C<(int)8>, cute::C<(int)128>>, (int)6, (int)256, (int)1, (bool)0, (bool)1, cutlass::bfloat16_t, float, cutlass::arch::Sm90>>(T1::Params)",801,16,4,64,256,1,1
decode_b64_step32767,decode,bf16,8,aic_collect_mla::decode::bf16::b64_s32767_h128_tp1::eager::iter_008,0,1.696,current_kv_cache_write,set_mla_kv_buffer_kernel,set_mla_kv_buffer_kernel,836,64,5,1,128,1,1
decode_b64_step32767,decode,bf16,8,aic_collect_mla::decode::bf16::b64_s32767_h128_tp1::eager::iter_008,1,4.288,fa3_prepare,flash::prepare_varlen_num_blocks_kernel,"void flash::prepare_varlen_num_blocks_kernel<(int)4, (bool)1>(int, int, int, const int *, const int *, const int *, const int *, const int *, const int *, int, int, int, int, int, cutlass::FastDivmod, cutlass::FastDivmod, int *, int *, int *, int *, int *, bool, bool, bool, int)",884,1,1,1,128,1,1
decode_b64_step32767,decode,bf16,8,aic_collect_mla::decode::bf16::b64_s32767_h128_tp1::eager::iter_008,2,899.711,fa3_attention_main,flash::FlashAttnFwdSm90,"void cutlass::device_kernel<flash::enable_sm90_or_later<flash::FlashAttnFwdSm90<flash::CollectiveMainloopFwdSm90<(int)2, cute::tuple<cute::C<(int)1>, cute::C<(int)1>, cute::C<(int)1>>, cute::tuple<cute::C<(int)64>, cute::C<(int)64>, cute::C<(int)64>>, (int)512, cutlass::bfloat16_t, float, cutlass::arch::Sm90, (bool)0, (bool)0, (bool)0, (bool)1, (bool)0, (bool)0, (bool)1, (bool)0, (bool)0, (bool)1, (bool)1, (bool)0, cutlass::bfloat16_t>, flash::CollectiveEpilogueFwd<cute::tuple<cute::C<(int)64>, cute::C<(int)512>, cute::C<(int)64>>, cute::tuple<cute::C<(int)1>, cute::C<(int)1>, cute::C<(int)1>>, cutlass::bfloat16_t, cutlass::arch::Sm90, (int)256, (bool)1, (bool)1, (bool)1, (bool)0>, flash::VarlenDynamicPersistentTileScheduler<(int)64, (int)64, (int)256, (int)128, (bool)1, (bool)1, (bool)1, (bool)0, (bool)1, (bool)1>>>>(T1::Params)",900,132,1,1,384,1,1
decode_b64_step32767,decode,bf16,8,aic_collect_mla::decode::bf16::b64_s32767_h128_tp1::eager::iter_008,3,5.12,fa3_attention_combine,flash::FlashAttnFwdCombine,"void cutlass::device_kernel<flash::FlashAttnFwdCombine<cute::tuple<cute::C<(int)8>, cute::C<(int)128>>, (int)6, (int)256, (int)1, (bool)0, (bool)1, cutlass::bfloat16_t, float, cutlass::arch::Sm90>>(T1::Params)",903,16,4,64,256,1,1
decode_b64_step32767,decode,bf16,9,aic_collect_mla::decode::bf16::b64_s32767_h128_tp1::eager::iter_009,0,1.504,current_kv_cache_write,set_mla_kv_buffer_kernel,set_mla_kv_buffer_kernel,938,64,5,1,128,1,1
decode_b64_step32767,decode,bf16,9,aic_collect_mla::decode::bf16::b64_s32767_h128_tp1::eager::iter_009,1,4.384,fa3_prepare,flash::prepare_varlen_num_blocks_kernel,"void flash::prepare_varlen_num_blocks_kernel<(int)4, (bool)1>(int, int, int, const int *, const int *, const int *, const int *, const int *, const int *, int, int, int, int, int, cutlass::FastDivmod, cutlass::FastDivmod, int *, int *, int *, int *, int *, bool, bool, bool, int)",986,1,1,1,128,1,1
decode_b64_step32767,decode,bf16,9,aic_collect_mla::decode::bf16::b64_s32767_h128_tp1::eager::iter_009,2,894.367,fa3_attention_main,flash::FlashAttnFwdSm90,"void cutlass::device_kernel<flash::enable_sm90_or_later<flash::FlashAttnFwdSm90<flash::CollectiveMainloopFwdSm90<(int)2, cute::tuple<cute::C<(int)1>, cute::C<(int)1>, cute::C<(int)1>>, cute::tuple<cute::C<(int)64>, cute::C<(int)64>, cute::C<(int)64>>, (int)512, cutlass::bfloat16_t, float, cutlass::arch::Sm90, (bool)0, (bool)0, (bool)0, (bool)1, (bool)0, (bool)0, (bool)1, (bool)0, (bool)0, (bool)1, (bool)1, (bool)0, cutlass::bfloat16_t>, flash::CollectiveEpilogueFwd<cute::tuple<cute::C<(int)64>, cute::C<(int)512>, cute::C<(int)64>>, cute::tuple<cute::C<(int)1>, cute::C<(int)1>, cute::C<(int)1>>, cutlass::bfloat16_t, cutlass::arch::Sm90, (int)256, (bool)1, (bool)1, (bool)1, (bool)0>, flash::VarlenDynamicPersistentTileScheduler<(int)64, (int)64, (int)256, (int)128, (bool)1, (bool)1, (bool)1, (bool)0, (bool)1, (bool)1>>>>(T1::Params)",1002,132,1,1,384,1,1
decode_b64_step32767,decode,bf16,9,aic_collect_mla::decode::bf16::b64_s32767_h128_tp1::eager::iter_009,3,5.152,fa3_attention_combine,flash::FlashAttnFwdCombine,"void cutlass::device_kernel<flash::FlashAttnFwdCombine<cute::tuple<cute::C<(int)8>, cute::C<(int)128>>, (int)6, (int)256, (int)1, (bool)0, (bool)1, cutlass::bfloat16_t, float, cutlass::arch::Sm90>>(T1::Params)",1005,16,4,64,256,1,1
decode_b64_step32767,decode,fp8,0,aic_collect_mla::decode::fp8::b64_s32767_h128_tp1::eager::iter_000,0,1.696,current_kv_bf16_to_fp8,at::native::float8_copy_kernel_cuda,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::float8_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda(c10::BFloat16) (instance 1)], std::array<char *, (unsigned long)2>>(int, T2, T3)",23,32,1,1,128,1,1
decode_b64_step32767,decode,fp8,0,aic_collect_mla::decode::fp8::b64_s32767_h128_tp1::eager::iter_000,1,1.76,current_kv_bf16_to_fp8,at::native::float8_copy_kernel_cuda,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::float8_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda(c10::BFloat16) (instance 1)], std::array<char *, (unsigned long)2>>(int, T2, T3)",37,4,1,1,128,1,1
decode_b64_step32767,decode,fp8,0,aic_collect_mla::decode::fp8::b64_s32767_h128_tp1::eager::iter_000,2,1.408,current_kv_cache_write,set_mla_kv_buffer_kernel,set_mla_kv_buffer_kernel,48,64,5,1,128,1,1
decode_b64_step32767,decode,fp8,0,aic_collect_mla::decode::fp8::b64_s32767_h128_tp1::eager::iter_000,3,1854.366,full_kv_cache_fp8_to_bf16,at::native::direct_copy_kernel_cuda,"void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 12)]::operator ()() const::[lambda(c10::BFloat16) (instance 1)], std::array<char *, (unsigned long)2>, (int)4, TrivialOffsetCalculator<(int)1, unsigned int>, TrivialOffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithCast<(int)1>, at::native::memory::StoreWithCast<(int)1>>(int, T1, T2, T4, T5, T6, T7)",58,1179684,1,1,128,1,1
decode_b64_step32767,decode,fp8,0,aic_collect_mla::decode::fp8::b64_s32767_h128_tp1::eager::iter_000,4,1852.51,full_kv_cache_fp8_to_bf16,at::native::direct_copy_kernel_cuda,"void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 12)]::operator ()() const::[lambda(c10::BFloat16) (instance 1)], std::array<char *, (unsigned long)2>, (int)4, TrivialOffsetCalculator<(int)1, unsigned int>, TrivialOffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithCast<(int)1>, at::native::memory::StoreWithCast<(int)1>>(int, T1, T2, T4, T5, T6, T7)",61,1179684,1,1,128,1,1
decode_b64_step32767,decode,fp8,0,aic_collect_mla::decode::fp8::b64_s32767_h128_tp1::eager::iter_000,5,4.352,fa3_prepare,flash::prepare_varlen_num_blocks_kernel,"void flash::prepare_varlen_num_blocks_kernel<(int)4, (bool)1>(int, int, int, const int *, const int *, const int *, const int *, const int *, const int *, int, int, int, int, int, cutlass::FastDivmod, cutlass::FastDivmod, int *, int *, int *, int *, int *, bool, bool, bool, int)",113,1,1,1,128,1,1
decode_b64_step32767,decode,fp8,0,aic_collect_mla::decode::fp8::b64_s32767_h128_tp1::eager::iter_000,6,861.951,fa3_attention_main,flash::FlashAttnFwdSm90,"void cutlass::device_kernel<flash::enable_sm90_or_later<flash::FlashAttnFwdSm90<flash::CollectiveMainloopFwdSm90<(int)2, cute::tuple<cute::C<(int)1>, cute::C<(int)1>, cute::C<(int)1>>, cute::tuple<cute::C<(int)64>, cute::C<(int)64>, cute::C<(int)64>>, (int)512, cutlass::bfloat16_t, float, cutlass::arch::Sm90, (bool)0, (bool)0, (bool)0, (bool)1, (bool)0, (bool)0, (bool)1, (bool)0, (bool)0, (bool)1, (bool)1, (bool)0, cutlass::bfloat16_t>, flash::CollectiveEpilogueFwd<cute::tuple<cute::C<(int)64>, cute::C<(int)512>, cute::C<(int)64>>, cute::tuple<cute::C<(int)1>, cute::C<(int)1>, cute::C<(int)1>>, cutlass::bfloat16_t, cutlass::arch::Sm90, (int)256, (bool)1, (bool)1, (bool)1, (bool)0>, flash::VarlenDynamicPersistentTileScheduler<(int)64, (int)64, (int)256, (int)128, (bool)1, (bool)1, (bool)1, (bool)0, (bool)1, (bool)1>>>>(T1::Params)",129,132,1,1,384,1,1
decode_b64_step32767,decode,fp8,0,aic_collect_mla::decode::fp8::b64_s32767_h128_tp1::eager::iter_000,7,5.248,fa3_attention_combine,flash::FlashAttnFwdCombine,"void cutlass::device_kernel<flash::FlashAttnFwdCombine<cute::tuple<cute::C<(int)8>, cute::C<(int)128>>, (int)6, (int)256, (int)1, (bool)0, (bool)1, cutlass::bfloat16_t, float, cutlass::arch::Sm90>>(T1::Params)",132,16,4,64,256,1,1
decode_b64_step32767,decode,fp8,1,aic_collect_mla::decode::fp8::b64_s32767_h128_tp1::eager::iter_001,0,1.632,current_kv_bf16_to_fp8,at::native::float8_copy_kernel_cuda,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::float8_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda(c10::BFloat16) (instance 1)], std::array<char *, (unsigned long)2>>(int, T2, T3)",170,32,1,1,128,1,1
decode_b64_step32767,decode,fp8,1,aic_collect_mla::decode::fp8::b64_s32767_h128_tp1::eager::iter_001,1,1.6,current_kv_bf16_to_fp8,at::native::float8_copy_kernel_cuda,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::float8_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda(c10::BFloat16) (instance 1)], std::array<char *, (unsigned long)2>>(int, T2, T3)",184,4,1,1,128,1,1
decode_b64_step32767,decode,fp8,1,aic_collect_mla::decode::fp8::b64_s32767_h128_tp1::eager::iter_001,2,1.408,current_kv_cache_write,set_mla_kv_buffer_kernel,set_mla_kv_buffer_kernel,195,64,5,1,128,1,1
decode_b64_step32767,decode,fp8,1,aic_collect_mla::decode::fp8::b64_s32767_h128_tp1::eager::iter_001,3,1854.142,full_kv_cache_fp8_to_bf16,at::native::direct_copy_kernel_cuda,"void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 12)]::operator ()() const::[lambda(c10::BFloat16) (instance 1)], std::array<char *, (unsigned long)2>, (int)4, TrivialOffsetCalculator<(int)1, unsigned int>, TrivialOffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithCast<(int)1>, at::native::memory::StoreWithCast<(int)1>>(int, T1, T2, T4, T5, T6, T7)",205,1179684,1,1,128,1,1
decode_b64_step32767,decode,fp8,1,aic_collect_mla::decode::fp8::b64_s32767_h128_tp1::eager::iter_001,4,1853.15,full_kv_cache_fp8_to_bf16,at::native::direct_copy_kernel_cuda,"void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 12)]::operator ()() const::[lambda(c10::BFloat16) (instance 1)], std::array<char *, (unsigned long)2>, (int)4, TrivialOffsetCalculator<(int)1, unsigned int>, TrivialOffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithCast<(int)1>, at::native::memory::StoreWithCast<(int)1>>(int, T1, T2, T4, T5, T6, T7)",208,1179684,1,1,128,1,1
decode_b64_step32767,decode,fp8,1,aic_collect_mla::decode::fp8::b64_s32767_h128_tp1::eager::iter_001,5,4.352,fa3_prepare,flash::prepare_varlen_num_blocks_kernel,"void flash::prepare_varlen_num_blocks_kernel<(int)4, (bool)1>(int, int, int, const int *, const int *, const int *, const int *, const int *, const int *, int, int, int, int, int, cutlass::FastDivmod, cutlass::FastDivmod, int *, int *, int *, int *, int *, bool, bool, bool, int)",260,1,1,1,128,1,1
decode_b64_step32767,decode,fp8,1,aic_collect_mla::decode::fp8::b64_s32767_h128_tp1::eager::iter_001,6,862.783,fa3_attention_main,flash::FlashAttnFwdSm90,"void cutlass::device_kernel<flash::enable_sm90_or_later<flash::FlashAttnFwdSm90<flash::CollectiveMainloopFwdSm90<(int)2, cute::tuple<cute::C<(int)1>, cute::C<(int)1>, cute::C<(int)1>>, cute::tuple<cute::C<(int)64>, cute::C<(int)64>, cute::C<(int)64>>, (int)512, cutlass::bfloat16_t, float, cutlass::arch::Sm90, (bool)0, (bool)0, (bool)0, (bool)1, (bool)0, (bool)0, (bool)1, (bool)0, (bool)0, (bool)1, (bool)1, (bool)0, cutlass::bfloat16_t>, flash::CollectiveEpilogueFwd<cute::tuple<cute::C<(int)64>, cute::C<(int)512>, cute::C<(int)64>>, cute::tuple<cute::C<(int)1>, cute::C<(int)1>, cute::C<(int)1>>, cutlass::bfloat16_t, cutlass::arch::Sm90, (int)256, (bool)1, (bool)1, (bool)1, (bool)0>, flash::VarlenDynamicPersistentTileScheduler<(int)64, (int)64, (int)256, (int)128, (bool)1, (bool)1, (bool)1, (bool)0, (bool)1, (bool)1>>>>(T1::Params)",276,132,1,1,384,1,1
decode_b64_step32767,decode,fp8,1,aic_collect_mla::decode::fp8::b64_s32767_h128_tp1::eager::iter_001,7,5.152,fa3_attention_combine,flash::FlashAttnFwdCombine,"void cutlass::device_kernel<flash::FlashAttnFwdCombine<cute::tuple<cute::C<(int)8>, cute::C<(int)128>>, (int)6, (int)256, (int)1, (bool)0, (bool)1, cutlass::bfloat16_t, float, cutlass::arch::Sm90>>(T1::Params)",279,16,4,64,256,1,1
decode_b64_step32767,decode,fp8,2,aic_collect_mla::decode::fp8::b64_s32767_h128_tp1::eager::iter_002,0,1.728,current_kv_bf16_to_fp8,at::native::float8_copy_kernel_cuda,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::float8_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda(c10::BFloat16) (instance 1)], std::array<char *, (unsigned long)2>>(int, T2, T3)",317,32,1,1,128,1,1
decode_b64_step32767,decode,fp8,2,aic_collect_mla::decode::fp8::b64_s32767_h128_tp1::eager::iter_002,1,1.76,current_kv_bf16_to_fp8,at::native::float8_copy_kernel_cuda,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::float8_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda(c10::BFloat16) (instance 1)], std::array<char *, (unsigned long)2>>(int, T2, T3)",331,4,1,1,128,1,1
decode_b64_step32767,decode,fp8,2,aic_collect_mla::decode::fp8::b64_s32767_h128_tp1::eager::iter_002,2,1.376,current_kv_cache_write,set_mla_kv_buffer_kernel,set_mla_kv_buffer_kernel,342,64,5,1,128,1,1
decode_b64_step32767,decode,fp8,2,aic_collect_mla::decode::fp8::b64_s32767_h128_tp1::eager::iter_002,3,1854.206,full_kv_cache_fp8_to_bf16,at::native::direct_copy_kernel_cuda,"void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 12)]::operator ()() const::[lambda(c10::BFloat16) (instance 1)], std::array<char *, (unsigned long)2>, (int)4, TrivialOffsetCalculator<(int)1, unsigned int>, TrivialOffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithCast<(int)1>, at::native::memory::StoreWithCast<(int)1>>(int, T1, T2, T4, T5, T6, T7)",352,1179684,1,1,128,1,1
decode_b64_step32767,decode,fp8,2,aic_collect_mla::decode::fp8::b64_s32767_h128_tp1::eager::iter_002,4,1853.502,full_kv_cache_fp8_to_bf16,at::native::direct_copy_kernel_cuda,"void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 12)]::operator ()() const::[lambda(c10::BFloat16) (instance 1)], std::array<char *, (unsigned long)2>, (int)4, TrivialOffsetCalculator<(int)1, unsigned int>, TrivialOffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithCast<(int)1>, at::native::memory::StoreWithCast<(int)1>>(int, T1, T2, T4, T5, T6, T7)",355,1179684,1,1,128,1,1
decode_b64_step32767,decode,fp8,2,aic_collect_mla::decode::fp8::b64_s32767_h128_tp1::eager::iter_002,5,4.352,fa3_prepare,flash::prepare_varlen_num_blocks_kernel,"void flash::prepare_varlen_num_blocks_kernel<(int)4, (bool)1>(int, int, int, const int *, const int *, const int *, const int *, const int *, const int *, int, int, int, int, int, cutlass::FastDivmod, cutlass::FastDivmod, int *, int *, int *, int *, int *, bool, bool, bool, int)",407,1,1,1,128,1,1
decode_b64_step32767,decode,fp8,2,aic_collect_mla::decode::fp8::b64_s32767_h128_tp1::eager::iter_002,6,863.839,fa3_attention_main,flash::FlashAttnFwdSm90,"void cutlass::device_kernel<flash::enable_sm90_or_later<flash::FlashAttnFwdSm90<flash::CollectiveMainloopFwdSm90<(int)2, cute::tuple<cute::C<(int)1>, cute::C<(int)1>, cute::C<(int)1>>, cute::tuple<cute::C<(int)64>, cute::C<(int)64>, cute::C<(int)64>>, (int)512, cutlass::bfloat16_t, float, cutlass::arch::Sm90, (bool)0, (bool)0, (bool)0, (bool)1, (bool)0, (bool)0, (bool)1, (bool)0, (bool)0, (bool)1, (bool)1, (bool)0, cutlass::bfloat16_t>, flash::CollectiveEpilogueFwd<cute::tuple<cute::C<(int)64>, cute::C<(int)512>, cute::C<(int)64>>, cute::tuple<cute::C<(int)1>, cute::C<(int)1>, cute::C<(int)1>>, cutlass::bfloat16_t, cutlass::arch::Sm90, (int)256, (bool)1, (bool)1, (bool)1, (bool)0>, flash::VarlenDynamicPersistentTileScheduler<(int)64, (int)64, (int)256, (int)128, (bool)1, (bool)1, (bool)1, (bool)0, (bool)1, (bool)1>>>>(T1::Params)",423,132,1,1,384,1,1
decode_b64_step32767,decode,fp8,2,aic_collect_mla::decode::fp8::b64_s32767_h128_tp1::eager::iter_002,7,5.216,fa3_attention_combine,flash::FlashAttnFwdCombine,"void cutlass::device_kernel<flash::FlashAttnFwdCombine<cute::tuple<cute::C<(int)8>, cute::C<(int)128>>, (int)6, (int)256, (int)1, (bool)0, (bool)1, cutlass::bfloat16_t, float, cutlass::arch::Sm90>>(T1::Params)",426,16,4,64,256,1,1
decode_b64_step32767,decode,fp8,3,aic_collect_mla::decode::fp8::b64_s32767_h128_tp1::eager::iter_003,0,1.696,current_kv_bf16_to_fp8,at::native::float8_copy_kernel_cuda,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::float8_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda(c10::BFloat16) (instance 1)], std::array<char *, (unsigned long)2>>(int, T2, T3)",464,32,1,1,128,1,1
decode_b64_step32767,decode,fp8,3,aic_collect_mla::decode::fp8::b64_s32767_h128_tp1::eager::iter_003,1,1.6,current_kv_bf16_to_fp8,at::native::float8_copy_kernel_cuda,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::float8_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda(c10::BFloat16) (instance 1)], std::array<char *, (unsigned long)2>>(int, T2, T3)",478,4,1,1,128,1,1
decode_b64_step32767,decode,fp8,3,aic_collect_mla::decode::fp8::b64_s32767_h128_tp1::eager::iter_003,2,1.408,current_kv_cache_write,set_mla_kv_buffer_kernel,set_mla_kv_buffer_kernel,489,64,5,1,128,1,1
decode_b64_step32767,decode,fp8,3,aic_collect_mla::decode::fp8::b64_s32767_h128_tp1::eager::iter_003,3,1853.566,full_kv_cache_fp8_to_bf16,at::native::direct_copy_kernel_cuda,"void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 12)]::operator ()() const::[lambda(c10::BFloat16) (instance 1)], std::array<char *, (unsigned long)2>, (int)4, TrivialOffsetCalculator<(int)1, unsigned int>, TrivialOffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithCast<(int)1>, at::native::memory::StoreWithCast<(int)1>>(int, T1, T2, T4, T5, T6, T7)",499,1179684,1,1,128,1,1
decode_b64_step32767,decode,fp8,3,aic_collect_mla::decode::fp8::b64_s32767_h128_tp1::eager::iter_003,4,1853.119,full_kv_cache_fp8_to_bf16,at::native::direct_copy_kernel_cuda,"void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 12)]::operator ()() const::[lambda(c10::BFloat16) (instance 1)], std::array<char *, (unsigned long)2>, (int)4, TrivialOffsetCalculator<(int)1, unsigned int>, TrivialOffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithCast<(int)1>, at::native::memory::StoreWithCast<(int)1>>(int, T1, T2, T4, T5, T6, T7)",502,1179684,1,1,128,1,1
decode_b64_step32767,decode,fp8,3,aic_collect_mla::decode::fp8::b64_s32767_h128_tp1::eager::iter_003,5,4.352,fa3_prepare,flash::prepare_varlen_num_blocks_kernel,"void flash::prepare_varlen_num_blocks_kernel<(int)4, (bool)1>(int, int, int, const int *, const int *, const int *, const int *, const int *, const int *, int, int, int, int, int, cutlass::FastDivmod, cutlass::FastDivmod, int *, int *, int *, int *, int *, bool, bool, bool, int)",554,1,1,1,128,1,1
decode_b64_step32767,decode,fp8,3,aic_collect_mla::decode::fp8::b64_s32767_h128_tp1::eager::iter_003,6,864.159,fa3_attention_main,flash::FlashAttnFwdSm90,"void cutlass::device_kernel<flash::enable_sm90_or_later<flash::FlashAttnFwdSm90<flash::CollectiveMainloopFwdSm90<(int)2, cute::tuple<cute::C<(int)1>, cute::C<(int)1>, cute::C<(int)1>>, cute::tuple<cute::C<(int)64>, cute::C<(int)64>, cute::C<(int)64>>, (int)512, cutlass::bfloat16_t, float, cutlass::arch::Sm90, (bool)0, (bool)0, (bool)0, (bool)1, (bool)0, (bool)0, (bool)1, (bool)0, (bool)0, (bool)1, (bool)1, (bool)0, cutlass::bfloat16_t>, flash::CollectiveEpilogueFwd<cute::tuple<cute::C<(int)64>, cute::C<(int)512>, cute::C<(int)64>>, cute::tuple<cute::C<(int)1>, cute::C<(int)1>, cute::C<(int)1>>, cutlass::bfloat16_t, cutlass::arch::Sm90, (int)256, (bool)1, (bool)1, (bool)1, (bool)0>, flash::VarlenDynamicPersistentTileScheduler<(int)64, (int)64, (int)256, (int)128, (bool)1, (bool)1, (bool)1, (bool)0, (bool)1, (bool)1>>>>(T1::Params)",570,132,1,1,384,1,1
decode_b64_step32767,decode,fp8,3,aic_collect_mla::decode::fp8::b64_s32767_h128_tp1::eager::iter_003,7,5.056,fa3_attention_combine,flash::FlashAttnFwdCombine,"void cutlass::device_kernel<flash::FlashAttnFwdCombine<cute::tuple<cute::C<(int)8>, cute::C<(int)128>>, (int)6, (int)256, (int)1, (bool)0, (bool)1, cutlass::bfloat16_t, float, cutlass::arch::Sm90>>(T1::Params)",573,16,4,64,256,1,1
decode_b64_step32767,decode,fp8,4,aic_collect_mla::decode::fp8::b64_s32767_h128_tp1::eager::iter_004,0,1.664,current_kv_bf16_to_fp8,at::native::float8_copy_kernel_cuda,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::float8_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda(c10::BFloat16) (instance 1)], std::array<char *, (unsigned long)2>>(int, T2, T3)",611,32,1,1,128,1,1
decode_b64_step32767,decode,fp8,4,aic_collect_mla::decode::fp8::b64_s32767_h128_tp1::eager::iter_004,1,1.6,current_kv_bf16_to_fp8,at::native::float8_copy_kernel_cuda,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::float8_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda(c10::BFloat16) (instance 1)], std::array<char *, (unsigned long)2>>(int, T2, T3)",625,4,1,1,128,1,1
decode_b64_step32767,decode,fp8,4,aic_collect_mla::decode::fp8::b64_s32767_h128_tp1::eager::iter_004,2,1.376,current_kv_cache_write,set_mla_kv_buffer_kernel,set_mla_kv_buffer_kernel,636,64,5,1,128,1,1
decode_b64_step32767,decode,fp8,4,aic_collect_mla::decode::fp8::b64_s32767_h128_tp1::eager::iter_004,3,1853.214,full_kv_cache_fp8_to_bf16,at::native::direct_copy_kernel_cuda,"void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 12)]::operator ()() const::[lambda(c10::BFloat16) (instance 1)], std::array<char *, (unsigned long)2>, (int)4, TrivialOffsetCalculator<(int)1, unsigned int>, TrivialOffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithCast<(int)1>, at::native::memory::StoreWithCast<(int)1>>(int, T1, T2, T4, T5, T6, T7)",646,1179684,1,1,128,1,1
decode_b64_step32767,decode,fp8,4,aic_collect_mla::decode::fp8::b64_s32767_h128_tp1::eager::iter_004,4,1853.054,full_kv_cache_fp8_to_bf16,at::native::direct_copy_kernel_cuda,"void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 12)]::operator ()() const::[lambda(c10::BFloat16) (instance 1)], std::array<char *, (unsigned long)2>, (int)4, TrivialOffsetCalculator<(int)1, unsigned int>, TrivialOffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithCast<(int)1>, at::native::memory::StoreWithCast<(int)1>>(int, T1, T2, T4, T5, T6, T7)",649,1179684,1,1,128,1,1
decode_b64_step32767,decode,fp8,4,aic_collect_mla::decode::fp8::b64_s32767_h128_tp1::eager::iter_004,5,4.416,fa3_prepare,flash::prepare_varlen_num_blocks_kernel,"void flash::prepare_varlen_num_blocks_kernel<(int)4, (bool)1>(int, int, int, const int *, const int *, const int *, const int *, const int *, const int *, int, int, int, int, int, cutlass::FastDivmod, cutlass::FastDivmod, int *, int *, int *, int *, int *, bool, bool, bool, int)",701,1,1,1,128,1,1
