case,stage,kv_cache_dtype,iteration,nvtx_text,launch_index,duration_us,category,short_name,full_name,correlation_id,grid_x,grid_y,grid_z,block_x,block_y,block_z
decode_b1_step2047,decode,bf16,0,aic_collect_mla::decode::bf16::b1_s2047_h128_tp1::eager::iter_000,0,1.088,current_kv_cache_write,set_mla_kv_buffer_kernel,set_mla_kv_buffer_kernel,20,1,5,1,128,1,1
decode_b1_step2047,decode,bf16,0,aic_collect_mla::decode::bf16::b1_s2047_h128_tp1::eager::iter_000,1,2.912,fa3_prepare,flash::prepare_varlen_num_blocks_kernel,"void flash::prepare_varlen_num_blocks_kernel<(int)1, (bool)1>(int, int, int, const int *, const int *, const int *, const int *, const int *, const int *, int, int, int, int, int, cutlass::FastDivmod, cutlass::FastDivmod, int *, int *, int *, int *, int *, bool, bool, bool, int)",68,1,1,1,32,1,1
decode_b1_step2047,decode,bf16,0,aic_collect_mla::decode::bf16::b1_s2047_h128_tp1::eager::iter_000,2,14.176,fa3_attention_main,flash::FlashAttnFwdSm90,"void cutlass::device_kernel<flash::enable_sm90_or_later<flash::FlashAttnFwdSm90<flash::CollectiveMainloopFwdSm90<(int)2, cute::tuple<cute::C<(int)1>, cute::C<(int)1>, cute::C<(int)1>>, cute::tuple<cute::C<(int)64>, cute::C<(int)64>, cute::C<(int)64>>, (int)512, cutlass::bfloat16_t, float, cutlass::arch::Sm90, (bool)0, (bool)0, (bool)0, (bool)1, (bool)0, (bool)0, (bool)1, (bool)0, (bool)0, (bool)1, (bool)1, (bool)0, cutlass::bfloat16_t>, flash::CollectiveEpilogueFwd<cute::tuple<cute::C<(int)64>, cute::C<(int)512>, cute::C<(int)64>>, cute::tuple<cute::C<(int)1>, cute::C<(int)1>, cute::C<(int)1>>, cutlass::bfloat16_t, cutlass::arch::Sm90, (int)256, (bool)1, (bool)1, (bool)1, (bool)0>, flash::VarlenDynamicPersistentTileScheduler<(int)64, (int)64, (int)256, (int)128, (bool)1, (bool)1, (bool)1, (bool)0, (bool)1, (bool)1>>>>(T1::Params)",84,132,1,1,384,1,1
decode_b1_step2047,decode,bf16,0,aic_collect_mla::decode::bf16::b1_s2047_h128_tp1::eager::iter_000,3,3.52,fa3_attention_combine,flash::FlashAttnFwdCombine,"void cutlass::device_kernel<flash::FlashAttnFwdCombine<cute::tuple<cute::C<(int)8>, cute::C<(int)128>>, (int)5, (int)256, (int)1, (bool)0, (bool)1, cutlass::bfloat16_t, float, cutlass::arch::Sm90>>(T1::Params)",87,16,4,1,256,1,1
decode_b1_step2047,decode,bf16,1,aic_collect_mla::decode::bf16::b1_s2047_h128_tp1::eager::iter_001,0,1.088,current_kv_cache_write,set_mla_kv_buffer_kernel,set_mla_kv_buffer_kernel,122,1,5,1,128,1,1
decode_b1_step2047,decode,bf16,1,aic_collect_mla::decode::bf16::b1_s2047_h128_tp1::eager::iter_001,1,2.88,fa3_prepare,flash::prepare_varlen_num_blocks_kernel,"void flash::prepare_varlen_num_blocks_kernel<(int)1, (bool)1>(int, int, int, const int *, const int *, const int *, const int *, const int *, const int *, int, int, int, int, int, cutlass::FastDivmod, cutlass::FastDivmod, int *, int *, int *, int *, int *, bool, bool, bool, int)",170,1,1,1,32,1,1
decode_b1_step2047,decode,bf16,1,aic_collect_mla::decode::bf16::b1_s2047_h128_tp1::eager::iter_001,2,14.272,fa3_attention_main,flash::FlashAttnFwdSm90,"void cutlass::device_kernel<flash::enable_sm90_or_later<flash::FlashAttnFwdSm90<flash::CollectiveMainloopFwdSm90<(int)2, cute::tuple<cute::C<(int)1>, cute::C<(int)1>, cute::C<(int)1>>, cute::tuple<cute::C<(int)64>, cute::C<(int)64>, cute::C<(int)64>>, (int)512, cutlass::bfloat16_t, float, cutlass::arch::Sm90, (bool)0, (bool)0, (bool)0, (bool)1, (bool)0, (bool)0, (bool)1, (bool)0, (bool)0, (bool)1, (bool)1, (bool)0, cutlass::bfloat16_t>, flash::CollectiveEpilogueFwd<cute::tuple<cute::C<(int)64>, cute::C<(int)512>, cute::C<(int)64>>, cute::tuple<cute::C<(int)1>, cute::C<(int)1>, cute::C<(int)1>>, cutlass::bfloat16_t, cutlass::arch::Sm90, (int)256, (bool)1, (bool)1, (bool)1, (bool)0>, flash::VarlenDynamicPersistentTileScheduler<(int)64, (int)64, (int)256, (int)128, (bool)1, (bool)1, (bool)1, (bool)0, (bool)1, (bool)1>>>>(T1::Params)",186,132,1,1,384,1,1
decode_b1_step2047,decode,bf16,1,aic_collect_mla::decode::bf16::b1_s2047_h128_tp1::eager::iter_001,3,3.488,fa3_attention_combine,flash::FlashAttnFwdCombine,"void cutlass::device_kernel<flash::FlashAttnFwdCombine<cute::tuple<cute::C<(int)8>, cute::C<(int)128>>, (int)5, (int)256, (int)1, (bool)0, (bool)1, cutlass::bfloat16_t, float, cutlass::arch::Sm90>>(T1::Params)",189,16,4,1,256,1,1
decode_b1_step2047,decode,bf16,2,aic_collect_mla::decode::bf16::b1_s2047_h128_tp1::eager::iter_002,0,1.088,current_kv_cache_write,set_mla_kv_buffer_kernel,set_mla_kv_buffer_kernel,224,1,5,1,128,1,1
decode_b1_step2047,decode,bf16,2,aic_collect_mla::decode::bf16::b1_s2047_h128_tp1::eager::iter_002,1,2.912,fa3_prepare,flash::prepare_varlen_num_blocks_kernel,"void flash::prepare_varlen_num_blocks_kernel<(int)1, (bool)1>(int, int, int, const int *, const int *, const int *, const int *, const int *, const int *, int, int, int, int, int, cutlass::FastDivmod, cutlass::FastDivmod, int *, int *, int *, int *, int *, bool, bool, bool, int)",272,1,1,1,32,1,1
decode_b1_step2047,decode,bf16,2,aic_collect_mla::decode::bf16::b1_s2047_h128_tp1::eager::iter_002,2,13.984,fa3_attention_main,flash::FlashAttnFwdSm90,"void cutlass::device_kernel<flash::enable_sm90_or_later<flash::FlashAttnFwdSm90<flash::CollectiveMainloopFwdSm90<(int)2, cute::tuple<cute::C<(int)1>, cute::C<(int)1>, cute::C<(int)1>>, cute::tuple<cute::C<(int)64>, cute::C<(int)64>, cute::C<(int)64>>, (int)512, cutlass::bfloat16_t, float, cutlass::arch::Sm90, (bool)0, (bool)0, (bool)0, (bool)1, (bool)0, (bool)0, (bool)1, (bool)0, (bool)0, (bool)1, (bool)1, (bool)0, cutlass::bfloat16_t>, flash::CollectiveEpilogueFwd<cute::tuple<cute::C<(int)64>, cute::C<(int)512>, cute::C<(int)64>>, cute::tuple<cute::C<(int)1>, cute::C<(int)1>, cute::C<(int)1>>, cutlass::bfloat16_t, cutlass::arch::Sm90, (int)256, (bool)1, (bool)1, (bool)1, (bool)0>, flash::VarlenDynamicPersistentTileScheduler<(int)64, (int)64, (int)256, (int)128, (bool)1, (bool)1, (bool)1, (bool)0, (bool)1, (bool)1>>>>(T1::Params)",288,132,1,1,384,1,1
decode_b1_step2047,decode,bf16,2,aic_collect_mla::decode::bf16::b1_s2047_h128_tp1::eager::iter_002,3,3.488,fa3_attention_combine,flash::FlashAttnFwdCombine,"void cutlass::device_kernel<flash::FlashAttnFwdCombine<cute::tuple<cute::C<(int)8>, cute::C<(int)128>>, (int)5, (int)256, (int)1, (bool)0, (bool)1, cutlass::bfloat16_t, float, cutlass::arch::Sm90>>(T1::Params)",291,16,4,1,256,1,1
decode_b1_step2047,decode,bf16,3,aic_collect_mla::decode::bf16::b1_s2047_h128_tp1::eager::iter_003,0,1.088,current_kv_cache_write,set_mla_kv_buffer_kernel,set_mla_kv_buffer_kernel,326,1,5,1,128,1,1
decode_b1_step2047,decode,bf16,3,aic_collect_mla::decode::bf16::b1_s2047_h128_tp1::eager::iter_003,1,2.912,fa3_prepare,flash::prepare_varlen_num_blocks_kernel,"void flash::prepare_varlen_num_blocks_kernel<(int)1, (bool)1>(int, int, int, const int *, const int *, const int *, const int *, const int *, const int *, int, int, int, int, int, cutlass::FastDivmod, cutlass::FastDivmod, int *, int *, int *, int *, int *, bool, bool, bool, int)",374,1,1,1,32,1,1
decode_b1_step2047,decode,bf16,3,aic_collect_mla::decode::bf16::b1_s2047_h128_tp1::eager::iter_003,2,14.112,fa3_attention_main,flash::FlashAttnFwdSm90,"void cutlass::device_kernel<flash::enable_sm90_or_later<flash::FlashAttnFwdSm90<flash::CollectiveMainloopFwdSm90<(int)2, cute::tuple<cute::C<(int)1>, cute::C<(int)1>, cute::C<(int)1>>, cute::tuple<cute::C<(int)64>, cute::C<(int)64>, cute::C<(int)64>>, (int)512, cutlass::bfloat16_t, float, cutlass::arch::Sm90, (bool)0, (bool)0, (bool)0, (bool)1, (bool)0, (bool)0, (bool)1, (bool)0, (bool)0, (bool)1, (bool)1, (bool)0, cutlass::bfloat16_t>, flash::CollectiveEpilogueFwd<cute::tuple<cute::C<(int)64>, cute::C<(int)512>, cute::C<(int)64>>, cute::tuple<cute::C<(int)1>, cute::C<(int)1>, cute::C<(int)1>>, cutlass::bfloat16_t, cutlass::arch::Sm90, (int)256, (bool)1, (bool)1, (bool)1, (bool)0>, flash::VarlenDynamicPersistentTileScheduler<(int)64, (int)64, (int)256, (int)128, (bool)1, (bool)1, (bool)1, (bool)0, (bool)1, (bool)1>>>>(T1::Params)",390,132,1,1,384,1,1
decode_b1_step2047,decode,bf16,3,aic_collect_mla::decode::bf16::b1_s2047_h128_tp1::eager::iter_003,3,3.52,fa3_attention_combine,flash::FlashAttnFwdCombine,"void cutlass::device_kernel<flash::FlashAttnFwdCombine<cute::tuple<cute::C<(int)8>, cute::C<(int)128>>, (int)5, (int)256, (int)1, (bool)0, (bool)1, cutlass::bfloat16_t, float, cutlass::arch::Sm90>>(T1::Params)",393,16,4,1,256,1,1
decode_b1_step2047,decode,bf16,4,aic_collect_mla::decode::bf16::b1_s2047_h128_tp1::eager::iter_004,0,1.088,current_kv_cache_write,set_mla_kv_buffer_kernel,set_mla_kv_buffer_kernel,428,1,5,1,128,1,1
decode_b1_step2047,decode,bf16,4,aic_collect_mla::decode::bf16::b1_s2047_h128_tp1::eager::iter_004,1,2.912,fa3_prepare,flash::prepare_varlen_num_blocks_kernel,"void flash::prepare_varlen_num_blocks_kernel<(int)1, (bool)1>(int, int, int, const int *, const int *, const int *, const int *, const int *, const int *, int, int, int, int, int, cutlass::FastDivmod, cutlass::FastDivmod, int *, int *, int *, int *, int *, bool, bool, bool, int)",476,1,1,1,32,1,1
decode_b1_step2047,decode,bf16,4,aic_collect_mla::decode::bf16::b1_s2047_h128_tp1::eager::iter_004,2,14.08,fa3_attention_main,flash::FlashAttnFwdSm90,"void cutlass::device_kernel<flash::enable_sm90_or_later<flash::FlashAttnFwdSm90<flash::CollectiveMainloopFwdSm90<(int)2, cute::tuple<cute::C<(int)1>, cute::C<(int)1>, cute::C<(int)1>>, cute::tuple<cute::C<(int)64>, cute::C<(int)64>, cute::C<(int)64>>, (int)512, cutlass::bfloat16_t, float, cutlass::arch::Sm90, (bool)0, (bool)0, (bool)0, (bool)1, (bool)0, (bool)0, (bool)1, (bool)0, (bool)0, (bool)1, (bool)1, (bool)0, cutlass::bfloat16_t>, flash::CollectiveEpilogueFwd<cute::tuple<cute::C<(int)64>, cute::C<(int)512>, cute::C<(int)64>>, cute::tuple<cute::C<(int)1>, cute::C<(int)1>, cute::C<(int)1>>, cutlass::bfloat16_t, cutlass::arch::Sm90, (int)256, (bool)1, (bool)1, (bool)1, (bool)0>, flash::VarlenDynamicPersistentTileScheduler<(int)64, (int)64, (int)256, (int)128, (bool)1, (bool)1, (bool)1, (bool)0, (bool)1, (bool)1>>>>(T1::Params)",492,132,1,1,384,1,1
decode_b1_step2047,decode,bf16,4,aic_collect_mla::decode::bf16::b1_s2047_h128_tp1::eager::iter_004,3,3.488,fa3_attention_combine,flash::FlashAttnFwdCombine,"void cutlass::device_kernel<flash::FlashAttnFwdCombine<cute::tuple<cute::C<(int)8>, cute::C<(int)128>>, (int)5, (int)256, (int)1, (bool)0, (bool)1, cutlass::bfloat16_t, float, cutlass::arch::Sm90>>(T1::Params)",495,16,4,1,256,1,1
decode_b1_step2047,decode,bf16,5,aic_collect_mla::decode::bf16::b1_s2047_h128_tp1::eager::iter_005,0,1.056,current_kv_cache_write,set_mla_kv_buffer_kernel,set_mla_kv_buffer_kernel,530,1,5,1,128,1,1
decode_b1_step2047,decode,bf16,5,aic_collect_mla::decode::bf16::b1_s2047_h128_tp1::eager::iter_005,1,2.88,fa3_prepare,flash::prepare_varlen_num_blocks_kernel,"void flash::prepare_varlen_num_blocks_kernel<(int)1, (bool)1>(int, int, int, const int *, const int *, const int *, const int *, const int *, const int *, int, int, int, int, int, cutlass::FastDivmod, cutlass::FastDivmod, int *, int *, int *, int *, int *, bool, bool, bool, int)",578,1,1,1,32,1,1
decode_b1_step2047,decode,bf16,5,aic_collect_mla::decode::bf16::b1_s2047_h128_tp1::eager::iter_005,2,14.336,fa3_attention_main,flash::FlashAttnFwdSm90,"void cutlass::device_kernel<flash::enable_sm90_or_later<flash::FlashAttnFwdSm90<flash::CollectiveMainloopFwdSm90<(int)2, cute::tuple<cute::C<(int)1>, cute::C<(int)1>, cute::C<(int)1>>, cute::tuple<cute::C<(int)64>, cute::C<(int)64>, cute::C<(int)64>>, (int)512, cutlass::bfloat16_t, float, cutlass::arch::Sm90, (bool)0, (bool)0, (bool)0, (bool)1, (bool)0, (bool)0, (bool)1, (bool)0, (bool)0, (bool)1, (bool)1, (bool)0, cutlass::bfloat16_t>, flash::CollectiveEpilogueFwd<cute::tuple<cute::C<(int)64>, cute::C<(int)512>, cute::C<(int)64>>, cute::tuple<cute::C<(int)1>, cute::C<(int)1>, cute::C<(int)1>>, cutlass::bfloat16_t, cutlass::arch::Sm90, (int)256, (bool)1, (bool)1, (bool)1, (bool)0>, flash::VarlenDynamicPersistentTileScheduler<(int)64, (int)64, (int)256, (int)128, (bool)1, (bool)1, (bool)1, (bool)0, (bool)1, (bool)1>>>>(T1::Params)",594,132,1,1,384,1,1
decode_b1_step2047,decode,bf16,5,aic_collect_mla::decode::bf16::b1_s2047_h128_tp1::eager::iter_005,3,3.52,fa3_attention_combine,flash::FlashAttnFwdCombine,"void cutlass::device_kernel<flash::FlashAttnFwdCombine<cute::tuple<cute::C<(int)8>, cute::C<(int)128>>, (int)5, (int)256, (int)1, (bool)0, (bool)1, cutlass::bfloat16_t, float, cutlass::arch::Sm90>>(T1::Params)",597,16,4,1,256,1,1
decode_b1_step2047,decode,bf16,6,aic_collect_mla::decode::bf16::b1_s2047_h128_tp1::eager::iter_006,0,1.088,current_kv_cache_write,set_mla_kv_buffer_kernel,set_mla_kv_buffer_kernel,632,1,5,1,128,1,1
decode_b1_step2047,decode,bf16,6,aic_collect_mla::decode::bf16::b1_s2047_h128_tp1::eager::iter_006,1,2.88,fa3_prepare,flash::prepare_varlen_num_blocks_kernel,"void flash::prepare_varlen_num_blocks_kernel<(int)1, (bool)1>(int, int, int, const int *, const int *, const int *, const int *, const int *, const int *, int, int, int, int, int, cutlass::FastDivmod, cutlass::FastDivmod, int *, int *, int *, int *, int *, bool, bool, bool, int)",680,1,1,1,32,1,1
decode_b1_step2047,decode,bf16,6,aic_collect_mla::decode::bf16::b1_s2047_h128_tp1::eager::iter_006,2,14.048,fa3_attention_main,flash::FlashAttnFwdSm90,"void cutlass::device_kernel<flash::enable_sm90_or_later<flash::FlashAttnFwdSm90<flash::CollectiveMainloopFwdSm90<(int)2, cute::tuple<cute::C<(int)1>, cute::C<(int)1>, cute::C<(int)1>>, cute::tuple<cute::C<(int)64>, cute::C<(int)64>, cute::C<(int)64>>, (int)512, cutlass::bfloat16_t, float, cutlass::arch::Sm90, (bool)0, (bool)0, (bool)0, (bool)1, (bool)0, (bool)0, (bool)1, (bool)0, (bool)0, (bool)1, (bool)1, (bool)0, cutlass::bfloat16_t>, flash::CollectiveEpilogueFwd<cute::tuple<cute::C<(int)64>, cute::C<(int)512>, cute::C<(int)64>>, cute::tuple<cute::C<(int)1>, cute::C<(int)1>, cute::C<(int)1>>, cutlass::bfloat16_t, cutlass::arch::Sm90, (int)256, (bool)1, (bool)1, (bool)1, (bool)0>, flash::VarlenDynamicPersistentTileScheduler<(int)64, (int)64, (int)256, (int)128, (bool)1, (bool)1, (bool)1, (bool)0, (bool)1, (bool)1>>>>(T1::Params)",696,132,1,1,384,1,1
decode_b1_step2047,decode,bf16,6,aic_collect_mla::decode::bf16::b1_s2047_h128_tp1::eager::iter_006,3,3.488,fa3_attention_combine,flash::FlashAttnFwdCombine,"void cutlass::device_kernel<flash::FlashAttnFwdCombine<cute::tuple<cute::C<(int)8>, cute::C<(int)128>>, (int)5, (int)256, (int)1, (bool)0, (bool)1, cutlass::bfloat16_t, float, cutlass::arch::Sm90>>(T1::Params)",699,16,4,1,256,1,1
decode_b1_step2047,decode,bf16,7,aic_collect_mla::decode::bf16::b1_s2047_h128_tp1::eager::iter_007,0,1.056,current_kv_cache_write,set_mla_kv_buffer_kernel,set_mla_kv_buffer_kernel,734,1,5,1,128,1,1
decode_b1_step2047,decode,bf16,7,aic_collect_mla::decode::bf16::b1_s2047_h128_tp1::eager::iter_007,1,2.88,fa3_prepare,flash::prepare_varlen_num_blocks_kernel,"void flash::prepare_varlen_num_blocks_kernel<(int)1, (bool)1>(int, int, int, const int *, const int *, const int *, const int *, const int *, const int *, int, int, int, int, int, cutlass::FastDivmod, cutlass::FastDivmod, int *, int *, int *, int *, int *, bool, bool, bool, int)",782,1,1,1,32,1,1
decode_b1_step2047,decode,bf16,7,aic_collect_mla::decode::bf16::b1_s2047_h128_tp1::eager::iter_007,2,13.792,fa3_attention_main,flash::FlashAttnFwdSm90,"void cutlass::device_kernel<flash::enable_sm90_or_later<flash::FlashAttnFwdSm90<flash::CollectiveMainloopFwdSm90<(int)2, cute::tuple<cute::C<(int)1>, cute::C<(int)1>, cute::C<(int)1>>, cute::tuple<cute::C<(int)64>, cute::C<(int)64>, cute::C<(int)64>>, (int)512, cutlass::bfloat16_t, float, cutlass::arch::Sm90, (bool)0, (bool)0, (bool)0, (bool)1, (bool)0, (bool)0, (bool)1, (bool)0, (bool)0, (bool)1, (bool)1, (bool)0, cutlass::bfloat16_t>, flash::CollectiveEpilogueFwd<cute::tuple<cute::C<(int)64>, cute::C<(int)512>, cute::C<(int)64>>, cute::tuple<cute::C<(int)1>, cute::C<(int)1>, cute::C<(int)1>>, cutlass::bfloat16_t, cutlass::arch::Sm90, (int)256, (bool)1, (bool)1, (bool)1, (bool)0>, flash::VarlenDynamicPersistentTileScheduler<(int)64, (int)64, (int)256, (int)128, (bool)1, (bool)1, (bool)1, (bool)0, (bool)1, (bool)1>>>>(T1::Params)",798,132,1,1,384,1,1
decode_b1_step2047,decode,bf16,7,aic_collect_mla::decode::bf16::b1_s2047_h128_tp1::eager::iter_007,3,3.488,fa3_attention_combine,flash::FlashAttnFwdCombine,"void cutlass::device_kernel<flash::FlashAttnFwdCombine<cute::tuple<cute::C<(int)8>, cute::C<(int)128>>, (int)5, (int)256, (int)1, (bool)0, (bool)1, cutlass::bfloat16_t, float, cutlass::arch::Sm90>>(T1::Params)",801,16,4,1,256,1,1
decode_b1_step2047,decode,bf16,8,aic_collect_mla::decode::bf16::b1_s2047_h128_tp1::eager::iter_008,0,1.056,current_kv_cache_write,set_mla_kv_buffer_kernel,set_mla_kv_buffer_kernel,836,1,5,1,128,1,1
decode_b1_step2047,decode,bf16,8,aic_collect_mla::decode::bf16::b1_s2047_h128_tp1::eager::iter_008,1,2.912,fa3_prepare,flash::prepare_varlen_num_blocks_kernel,"void flash::prepare_varlen_num_blocks_kernel<(int)1, (bool)1>(int, int, int, const int *, const int *, const int *, const int *, const int *, const int *, int, int, int, int, int, cutlass::FastDivmod, cutlass::FastDivmod, int *, int *, int *, int *, int *, bool, bool, bool, int)",884,1,1,1,32,1,1
decode_b1_step2047,decode,bf16,8,aic_collect_mla::decode::bf16::b1_s2047_h128_tp1::eager::iter_008,2,14.016,fa3_attention_main,flash::FlashAttnFwdSm90,"void cutlass::device_kernel<flash::enable_sm90_or_later<flash::FlashAttnFwdSm90<flash::CollectiveMainloopFwdSm90<(int)2, cute::tuple<cute::C<(int)1>, cute::C<(int)1>, cute::C<(int)1>>, cute::tuple<cute::C<(int)64>, cute::C<(int)64>, cute::C<(int)64>>, (int)512, cutlass::bfloat16_t, float, cutlass::arch::Sm90, (bool)0, (bool)0, (bool)0, (bool)1, (bool)0, (bool)0, (bool)1, (bool)0, (bool)0, (bool)1, (bool)1, (bool)0, cutlass::bfloat16_t>, flash::CollectiveEpilogueFwd<cute::tuple<cute::C<(int)64>, cute::C<(int)512>, cute::C<(int)64>>, cute::tuple<cute::C<(int)1>, cute::C<(int)1>, cute::C<(int)1>>, cutlass::bfloat16_t, cutlass::arch::Sm90, (int)256, (bool)1, (bool)1, (bool)1, (bool)0>, flash::VarlenDynamicPersistentTileScheduler<(int)64, (int)64, (int)256, (int)128, (bool)1, (bool)1, (bool)1, (bool)0, (bool)1, (bool)1>>>>(T1::Params)",900,132,1,1,384,1,1
decode_b1_step2047,decode,bf16,8,aic_collect_mla::decode::bf16::b1_s2047_h128_tp1::eager::iter_008,3,3.456,fa3_attention_combine,flash::FlashAttnFwdCombine,"void cutlass::device_kernel<flash::FlashAttnFwdCombine<cute::tuple<cute::C<(int)8>, cute::C<(int)128>>, (int)5, (int)256, (int)1, (bool)0, (bool)1, cutlass::bfloat16_t, float, cutlass::arch::Sm90>>(T1::Params)",903,16,4,1,256,1,1
decode_b1_step2047,decode,bf16,9,aic_collect_mla::decode::bf16::b1_s2047_h128_tp1::eager::iter_009,0,1.088,current_kv_cache_write,set_mla_kv_buffer_kernel,set_mla_kv_buffer_kernel,938,1,5,1,128,1,1
decode_b1_step2047,decode,bf16,9,aic_collect_mla::decode::bf16::b1_s2047_h128_tp1::eager::iter_009,1,2.912,fa3_prepare,flash::prepare_varlen_num_blocks_kernel,"void flash::prepare_varlen_num_blocks_kernel<(int)1, (bool)1>(int, int, int, const int *, const int *, const int *, const int *, const int *, const int *, int, int, int, int, int, cutlass::FastDivmod, cutlass::FastDivmod, int *, int *, int *, int *, int *, bool, bool, bool, int)",986,1,1,1,32,1,1
decode_b1_step2047,decode,bf16,9,aic_collect_mla::decode::bf16::b1_s2047_h128_tp1::eager::iter_009,2,14.24,fa3_attention_main,flash::FlashAttnFwdSm90,"void cutlass::device_kernel<flash::enable_sm90_or_later<flash::FlashAttnFwdSm90<flash::CollectiveMainloopFwdSm90<(int)2, cute::tuple<cute::C<(int)1>, cute::C<(int)1>, cute::C<(int)1>>, cute::tuple<cute::C<(int)64>, cute::C<(int)64>, cute::C<(int)64>>, (int)512, cutlass::bfloat16_t, float, cutlass::arch::Sm90, (bool)0, (bool)0, (bool)0, (bool)1, (bool)0, (bool)0, (bool)1, (bool)0, (bool)0, (bool)1, (bool)1, (bool)0, cutlass::bfloat16_t>, flash::CollectiveEpilogueFwd<cute::tuple<cute::C<(int)64>, cute::C<(int)512>, cute::C<(int)64>>, cute::tuple<cute::C<(int)1>, cute::C<(int)1>, cute::C<(int)1>>, cutlass::bfloat16_t, cutlass::arch::Sm90, (int)256, (bool)1, (bool)1, (bool)1, (bool)0>, flash::VarlenDynamicPersistentTileScheduler<(int)64, (int)64, (int)256, (int)128, (bool)1, (bool)1, (bool)1, (bool)0, (bool)1, (bool)1>>>>(T1::Params)",1002,132,1,1,384,1,1
decode_b1_step2047,decode,bf16,9,aic_collect_mla::decode::bf16::b1_s2047_h128_tp1::eager::iter_009,3,3.488,fa3_attention_combine,flash::FlashAttnFwdCombine,"void cutlass::device_kernel<flash::FlashAttnFwdCombine<cute::tuple<cute::C<(int)8>, cute::C<(int)128>>, (int)5, (int)256, (int)1, (bool)0, (bool)1, cutlass::bfloat16_t, float, cutlass::arch::Sm90>>(T1::Params)",1005,16,4,1,256,1,1
decode_b1_step2047,decode,fp8,0,aic_collect_mla::decode::fp8::b1_s2047_h128_tp1::eager::iter_000,0,1.632,current_kv_bf16_to_fp8,at::native::float8_copy_kernel_cuda,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::float8_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda(c10::BFloat16) (instance 1)], std::array<char *, (unsigned long)2>>(int, T2, T3)",23,1,1,1,128,1,1
decode_b1_step2047,decode,fp8,0,aic_collect_mla::decode::fp8::b1_s2047_h128_tp1::eager::iter_000,1,1.408,current_kv_bf16_to_fp8,at::native::float8_copy_kernel_cuda,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::float8_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda(c10::BFloat16) (instance 1)], std::array<char *, (unsigned long)2>>(int, T2, T3)",37,1,1,1,128,1,1
decode_b1_step2047,decode,fp8,0,aic_collect_mla::decode::fp8::b1_s2047_h128_tp1::eager::iter_000,2,1.12,current_kv_cache_write,set_mla_kv_buffer_kernel,set_mla_kv_buffer_kernel,48,1,5,1,128,1,1
decode_b1_step2047,decode,fp8,0,aic_collect_mla::decode::fp8::b1_s2047_h128_tp1::eager::iter_000,3,5.824,full_kv_cache_fp8_to_bf16,at::native::direct_copy_kernel_cuda,"void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 12)]::operator ()() const::[lambda(c10::BFloat16) (instance 1)], std::array<char *, (unsigned long)2>, (int)4, TrivialOffsetCalculator<(int)1, unsigned int>, TrivialOffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithCast<(int)1>, at::native::memory::StoreWithCast<(int)1>>(int, T1, T2, T4, T5, T6, T7)",58,2376,1,1,128,1,1
decode_b1_step2047,decode,fp8,0,aic_collect_mla::decode::fp8::b1_s2047_h128_tp1::eager::iter_000,4,2.88,fa3_prepare,flash::prepare_varlen_num_blocks_kernel,"void flash::prepare_varlen_num_blocks_kernel<(int)1, (bool)1>(int, int, int, const int *, const int *, const int *, const int *, const int *, const int *, int, int, int, int, int, cutlass::FastDivmod, cutlass::FastDivmod, int *, int *, int *, int *, int *, bool, bool, bool, int)",110,1,1,1,32,1,1
decode_b1_step2047,decode,fp8,0,aic_collect_mla::decode::fp8::b1_s2047_h128_tp1::eager::iter_000,5,14.08,fa3_attention_main,flash::FlashAttnFwdSm90,"void cutlass::device_kernel<flash::enable_sm90_or_later<flash::FlashAttnFwdSm90<flash::CollectiveMainloopFwdSm90<(int)2, cute::tuple<cute::C<(int)1>, cute::C<(int)1>, cute::C<(int)1>>, cute::tuple<cute::C<(int)64>, cute::C<(int)64>, cute::C<(int)64>>, (int)512, cutlass::bfloat16_t, float, cutlass::arch::Sm90, (bool)0, (bool)0, (bool)0, (bool)1, (bool)0, (bool)0, (bool)1, (bool)0, (bool)0, (bool)1, (bool)1, (bool)0, cutlass::bfloat16_t>, flash::CollectiveEpilogueFwd<cute::tuple<cute::C<(int)64>, cute::C<(int)512>, cute::C<(int)64>>, cute::tuple<cute::C<(int)1>, cute::C<(int)1>, cute::C<(int)1>>, cutlass::bfloat16_t, cutlass::arch::Sm90, (int)256, (bool)1, (bool)1, (bool)1, (bool)0>, flash::VarlenDynamicPersistentTileScheduler<(int)64, (int)64, (int)256, (int)128, (bool)1, (bool)1, (bool)1, (bool)0, (bool)1, (bool)1>>>>(T1::Params)",126,132,1,1,384,1,1
decode_b1_step2047,decode,fp8,0,aic_collect_mla::decode::fp8::b1_s2047_h128_tp1::eager::iter_000,6,3.296,fa3_attention_combine,flash::FlashAttnFwdCombine,"void cutlass::device_kernel<flash::FlashAttnFwdCombine<cute::tuple<cute::C<(int)8>, cute::C<(int)128>>, (int)5, (int)256, (int)1, (bool)0, (bool)1, cutlass::bfloat16_t, float, cutlass::arch::Sm90>>(T1::Params)",129,16,4,1,256,1,1
