framework,version,device,op_name,kernel_source,mla_dtype,kv_cache_dtype,num_heads,batch_size,isl,tp_size,step,latency,ops,mem_bytes,intensity_op,intensity_hw,rel_ratio,sol_math,sol_mem,mfu,mbu
TRTLLM,1.2.0rc6,NVIDIA GB200,mla_generation,default,float16,fp8,4,1024,1,32,15,0.0357546657323837,142606336,17760256,8.029520295202952,625.0,0.012847232472324723,2.85212672e-05,0.002220032,0.0007976935769299538,0.062090693746558324
TRTLLM,1.2.0rc6,NVIDIA GB200,mla_generation,default,float16,float16,4,1024,1,32,15,0.0483733316262563,142606336,26607616,5.359605911330049,312.5,0.017150738916256156,5.70425344e-05,0.003325952,0.001179214506884165,0.06875590099307372
TRTLLM,1.2.0rc6,NVIDIA GB200,mla_generation,default,float16,fp8,2,1024,1,64,15,0.0356853331128756,71303168,13303808,5.359605911330049,625.0,0.008575369458128078,1.42606336e-05,0.001662976,0.0003996217032609017,0.046601106251127664
TRTLLM,1.2.0rc6,NVIDIA GB200,mla_generation,default,float16,float16,2,1024,1,64,15,0.0479999979337056,71303168,22151168,3.2189349112426036,312.5,0.010300591715976332,2.85212672e-05,0.0027688960000000003,0.0005941930922453721,0.057685335816560136
TRTLLM,1.2.0rc6,NVIDIA GB200,mla_generation,default,float16,fp8,1,1024,1,128,15,0.035370667775472,35651584,11075584,3.2189349112426036,625.0,0.005150295857988166,7.1303168e-06,0.0013844480000000001,0.000201588413463445,0.039141132669258054
TRTLLM,1.2.0rc6,NVIDIA GB200,mla_generation,default,float16,float16,1,1024,1,128,15,0.0475733329852422,35651584,19922944,1.7894736842105263,312.5,0.005726315789473684,1.42606336e-05,0.0024903679999999997,0.0002997610784265171,0.052347982445807205
TRTLLM,1.2.0rc6,NVIDIA GB200,mla_generation,default,float16,fp8,128,1024,1,1,31,0.1401920020580291,9126805504,303497216,30.0721226516951,625.0,0.04811539624271216,0.0018253611008,0.037937152,0.013020436786717946,0.27060853289117615
TRTLLM,1.2.0rc6,NVIDIA GB200,mla_generation,default,float16,float16,128,1024,1,1,31,0.0828586667776107,9126805504,321781760,28.36334012219959,312.5,0.0907626883910387,0.0036507222016,0.04022272,0.04405963001309676,0.48543769244991775
TRTLLM,1.2.0rc6,NVIDIA GB200,mla_generation,default,float16,fp8,64,1024,1,2,31,0.0826826641956965,4563402752,160890880,28.36334012219959,625.0,0.04538134419551935,0.0009126805504,0.02011136,0.011038354403286191,0.24323551007499783
TRTLLM,1.2.0rc6,NVIDIA GB200,mla_generation,default,float16,float16,64,1024,1,2,31,0.0590080022811889,4563402752,179175424,25.468910021945867,312.5,0.08150051207022678,0.0018253611008,0.022396928,0.03093412808828312,0.37955746905771615
TRTLLM,1.2.0rc6,NVIDIA GB200,mla_generation,default,float16,fp8,32,1024,1,4,31,0.0828533321619033,2281701376,89587712,25.468910021945867,625.0,0.04075025603511339,0.0004563402752,0.011198464,0.005507808355954443,0.13516009203006024
