tag,alignment_class,decode_batch_size,decode_prefix_len,prefill_batch_size,prefill_fresh_len,prefill_prefix_len,first_formal_prefill_req_count,first_formal_decode_req_count,first_formal_sum_prefill_fresh_tokens,first_formal_sum_decode_kv_tokens,mapping,aic_batch_size,aic_isl,aic_prefix,aic_ctx_tokens,aic_osl,mapping_note,aic_model,aic_concurrency,aic_request_rate,aic_bs,aic_global_bs,aic_ttft,aic_tpot,aic_seq/s,aic_seq/s/gpu,aic_tokens/s,aic_tokens/s/gpu,aic_tokens/s/user,aic_request_latency,aic_num_total_gpus,aic_tp,aic_pp,aic_dp,aic_moe_tp,aic_moe_ep,aic_parallel,aic_gemm,aic_kvcache,aic_fmha,aic_moe,aic_comm,aic_memory,aic_balance_score,aic_num_ctx_reqs,aic_num_gen_reqs,aic_num_tokens,aic_gen_tokens,aic_backend,aic_version,aic_system,aic_power_w,aic_oom,aic_kv_cache_oom,aic_mix_step_latency_ms,aic_genonly_step_latency_ms,aic_num_mix_steps,aic_num_genonly_steps,aic_mix_context_mla_block_ms,aic_mix_context_mla_block_per_layer_ms,aic_mix_generation_mla_block_ms,aic_genonly_generation_mla_block_ms,aic_per_ops_json,aic_status
agg_aic_p0_chunk_b9_isl8192_ctx8192,strict_prefix0,8,8192,1,8192,0,1,1,8191,8192,intended_case,9,8192,0,8192,16,case design: decode_batch + prefill_batch; ctx_tokens=prefill_batch*total_isl,deepseek-ai/DeepSeek-V3,9,9.911291554173603,9,9,216.19130535903022,48.158965964295895,9.911291554173603,9.911291554173603,148.66937331260405,148.66937331260405,20.764565434012436,938.5757948234686,1,1,1,1,1,1,tp1pp1dp1etp1ep1,fp8_block,fp8,bfloat16,fp8_block,half,79.75629539489746,0.5625,1.0,8.0,8200.0,8.0,sglang,0.5.9,h100_sxm,0.0,False,False,93.9962197213175,8.869891315420237,9.0,7.0,39.283260664287425,6.547210110714571,,1.6360629888431348,"{""genonly_step"": {""generation_add_norm_1"": 0.01915543880597015, ""generation_add_norm_2"": 0.01915543880597015, ""generation_embedding"": 0.00304814328358209, ""generation_logits_gemm"": 0.6548326268666912, ""generation_mla_block"": 1.6360629888431348, ""generation_moe_overlap"": 6.537636678814889, ""generation_p2p"": 0.0}, ""mix_step"": {""context_add_norm_1"": 1.0707331343283581, ""context_add_norm_2"": 1.0707331343283581, ""context_attention (scaled)"": 0.0, ""context_embedding"": 0.04686388059701493, ""context_logits_gemm"": 0.6363647375022955, ""context_mla_block"": 39.283260664287425, ""context_moe"": 47.7147733426094, ""context_moe_post_dispatch"": 0.0, ""context_moe_pre_dispatch"": 0.0, ""context_p2p"": 0.0, ""context_router_gemm"": 0.3439480727926517, ""context_shared_act_gate"": 0.243585671641791, ""context_shared_ffn2_gemm"": 1.2342857367669542, ""context_shared_gate_up_gemm"": 2.351671346463263, ""generation_attention"": 0.0}, ""scheduling"": {""genonly_step_latency_ms"": 8.869891315420237, ""mix_step_latency_ms"": 93.9962197213175, ""num_genonly_steps"": 7.0, ""num_mix_steps"": 9.0}}",ok
agg_aic_p0_chunk_b9_isl8192_ctx8192,strict_prefix0,8,8192,1,8192,0,1,1,8191,8192,observed_first_batch,2,8192,0,8192,16,observed first formal mixed batch: batch=req_count; ctx_tokens=prefill_req_count*observed_isl,deepseek-ai/DeepSeek-V3,2,8.435738355904526,2,2,183.0823496584599,9.546543552670174,8.435738355904526,8.435738355904526,126.53607533856788,126.53607533856788,104.7499542093745,326.2805029485125,1,1,1,1,1,1,tp1pp1dp1etp1ep1,fp8_block,fp8,bfloat16,fp8_block,half,79.56491584777832,0.125,1.0,1.0,8193.0,1.0,sglang,0.5.9,h100_sxm,0.0,False,False,93.88838444023584,3.522126346415483,2.0,14.0,39.20868953677592,6.5347815894626535,,0.8694145548450253,"{""genonly_step"": {""generation_add_norm_1"": 0.01825676417910448, ""generation_add_norm_2"": 0.01825676417910448, ""generation_embedding"": 0.0030106985074626865, ""generation_logits_gemm"": 0.6693720568159927, ""generation_mla_block"": 0.8694145548450253, ""generation_moe_overlap"": 1.9438155078887938, ""generation_p2p"": 0.0}, ""mix_step"": {""context_add_norm_1"": 1.0698344597014926, ""context_add_norm_2"": 1.0698344597014926, ""context_attention (scaled)"": 0.0, ""context_embedding"": 0.046826435820895525, ""context_logits_gemm"": 0.6363647375022955, ""context_mla_block"": 39.20868953677592, ""context_moe"": 47.686654864847654, ""context_moe_post_dispatch"": 0.0, ""context_moe_pre_dispatch"": 0.0, ""context_p2p"": 0.0, ""context_router_gemm"": 0.3437508377683116, ""context_shared_act_gate"": 0.24339309850746266, ""context_shared_ffn2_gemm"": 1.233331052547631, ""context_shared_gate_up_gemm"": 2.3497049570626887, ""generation_attention"": 0.0}, ""scheduling"": {""genonly_step_latency_ms"": 3.522126346415483, ""mix_step_latency_ms"": 93.88838444023584, ""num_genonly_steps"": 14.0, ""num_mix_steps"": 2.0}}",ok
agg_aic_p0_dense_b36_isl1024_ctx4096,strict_prefix0,32,1024,4,1024,0,8,1,8191,1024,intended_case,36,1024,0,4096,16,case design: decode_batch + prefill_batch; ctx_tokens=prefill_batch*total_isl,deepseek-ai/DeepSeek-V3,36,62.05675459447918,36,36,121.69111771346924,32.4143524536954,62.05675459447918,62.05675459447918,930.8513189171877,930.8513189171877,30.850531456043168,607.9064045189002,1,1,1,1,1,1,tp1pp1dp1etp1ep1,fp8_block,fp8,bfloat16,fp8_block,half,75.88770599365235,0.5625,4.0,32.0,4128.0,32.0,sglang,0.5.9,h100_sxm,0.0,False,False,52.90918161455185,14.847356030104152,9.0,7.0,15.287847796663023,2.5479746327771706,,1.260794241539142,"{""genonly_step"": {""generation_add_norm_1"": 0.0226217552238806, ""generation_add_norm_2"": 0.0226217552238806, ""generation_embedding"": 0.003192573134328358, ""generation_logits_gemm"": 0.6596682580898656, ""generation_mla_block"": 1.260794241539142, ""generation_moe_overlap"": 12.878457446893055, ""generation_p2p"": 0.0}, ""mix_step"": {""context_add_norm_1"": 0.5479612656716418, ""context_add_norm_2"": 0.5479612656716418, ""context_attention (scaled)"": 0.0, ""context_embedding"": 0.02508171940298507, ""context_logits_gemm"": 0.6363647375022955, ""context_mla_block"": 15.287847796663023, ""context_moe"": 33.416504859924316, ""context_moe_post_dispatch"": 0.0, ""context_moe_pre_dispatch"": 0.0, ""context_p2p"": 0.0, ""context_router_gemm"": 0.21767845956328646, ""context_shared_act_gate"": 0.13156312835820896, ""context_shared_ffn2_gemm"": 0.665716313380821, ""context_shared_gate_up_gemm"": 1.4325020684136285, ""generation_attention"": 0.0}, ""scheduling"": {""genonly_step_latency_ms"": 14.847356030104152, ""mix_step_latency_ms"": 52.90918161455185, ""num_genonly_steps"": 7.0, ""num_mix_steps"": 9.0}}",ok
agg_aic_p0_dense_b36_isl1024_ctx4096,strict_prefix0,32,1024,4,1024,0,8,1,8191,1024,observed_first_batch,9,1024,0,8192,16,observed first formal mixed batch: batch=req_count; ctx_tokens=prefill_req_count*observed_isl,deepseek-ai/DeepSeek-V3,9,30.038290834391795,9,9,183.0823496584599,13.715279688145271,30.038290834391795,30.038290834391795,450.57436251587694,450.57436251587694,72.9113822494152,388.8115449806389,1,1,1,1,1,1,tp1pp1dp1etp1ep1,fp8_block,fp8,bfloat16,fp8_block,half,79.54220504760742,0.0703125,8.0,1.0,8193.0,1.0,sglang,0.5.9,h100_sxm,0.0,False,False,93.88838444023584,7.988629348710229,2.0,14.0,39.20868953677592,6.5347815894626535,,0.754801022133127,"{""genonly_step"": {""generation_add_norm_1"": 0.01915543880597015, ""generation_add_norm_2"": 0.01915543880597015, ""generation_embedding"": 0.00304814328358209, ""generation_logits_gemm"": 0.6548326268666912, ""generation_mla_block"": 0.754801022133127, ""generation_moe_overlap"": 6.537636678814889, ""generation_p2p"": 0.0}, ""mix_step"": {""context_add_norm_1"": 1.0698344597014926, ""context_add_norm_2"": 1.0698344597014926, ""context_attention (scaled)"": 0.0, ""context_embedding"": 0.046826435820895525, ""context_logits_gemm"": 0.6363647375022955, ""context_mla_block"": 39.20868953677592, ""context_moe"": 47.686654864847654, ""context_moe_post_dispatch"": 0.0, ""context_moe_pre_dispatch"": 0.0, ""context_p2p"": 0.0, ""context_router_gemm"": 0.3437508377683116, ""context_shared_act_gate"": 0.24339309850746266, ""context_shared_ffn2_gemm"": 1.233331052547631, ""context_shared_gate_up_gemm"": 2.3497049570626887, ""generation_attention"": 0.0}, ""scheduling"": {""genonly_step_latency_ms"": 7.988629348710229, ""mix_step_latency_ms"": 93.88838444023584, ""num_genonly_steps"": 14.0, ""num_mix_steps"": 2.0}}",ok
agg_aic_p0_dense_prefill_b40_isl512_ctx4096,strict_prefix0,32,512,8,512,0,16,5,8187,2560,intended_case,40,512,0,4096,16,case design: decode_batch + prefill_batch; ctx_tokens=prefill_batch*total_isl,deepseek-ai/DeepSeek-V3,40,91.16549240827909,40,40,111.10928139055889,21.541150934305204,91.16549240827909,91.16549240827909,1367.4823861241864,1367.4823861241864,46.42277485774714,434.2265454051369,1,1,1,1,1,1,tp1pp1dp1etp1ep1,fp8_block,fp8,bfloat16,fp8_block,half,75.83517761230469,0.3125,8.0,32.0,4128.0,32.0,sglang,0.5.9,h100_sxm,0.0,False,False,52.90918161455185,15.837872628805815,5.0,11.0,15.287847796663023,2.5479746327771706,,1.0393392360028504,"{""genonly_step"": {""generation_add_norm_1"": 0.02313528358208955, ""generation_add_norm_2"": 0.02313528358208955, ""generation_embedding"": 0.0032139701492537314, ""generation_logits_gemm"": 0.641289437266891, ""generation_mla_block"": 1.0393392360028504, ""generation_moe_overlap"": 14.10775941822264, ""generation_p2p"": 0.0}, ""mix_step"": {""context_add_norm_1"": 0.5479612656716418, ""context_add_norm_2"": 0.5479612656716418, ""context_attention (scaled)"": 0.0, ""context_embedding"": 0.02508171940298507, ""context_logits_gemm"": 0.6363647375022955, ""context_mla_block"": 15.287847796663023, ""context_moe"": 33.416504859924316, ""context_moe_post_dispatch"": 0.0, ""context_moe_pre_dispatch"": 0.0, ""context_p2p"": 0.0, ""context_router_gemm"": 0.21767845956328646, ""context_shared_act_gate"": 0.13156312835820896, ""context_shared_ffn2_gemm"": 0.665716313380821, ""context_shared_gate_up_gemm"": 1.4325020684136285, ""generation_attention"": 0.0}, ""scheduling"": {""genonly_step_latency_ms"": 15.837872628805815, ""mix_step_latency_ms"": 52.90918161455185, ""num_genonly_steps"": 11.0, ""num_mix_steps"": 5.0}}",ok
agg_aic_p0_dense_prefill_b40_isl512_ctx4096,strict_prefix0,32,512,8,512,0,16,5,8187,2560,observed_first_batch,21,512,0,8192,16,observed first formal mixed batch: batch=req_count; ctx_tokens=prefill_req_count*observed_isl,deepseek-ai/DeepSeek-V3,21,60.54528614361417,21,21,183.2025544105405,16.859852244706257,60.54528614361417,60.54528614361417,908.1792921542126,908.1792921542126,59.312500814708216,436.1003380811344,1,1,1,1,1,1,tp1pp1dp1etp1ep1,fp8_block,fp8,bfloat16,fp8_block,half,79.5514518737793,0.08203125,16.0,5.0,8197.0,5.0,sglang,0.5.9,h100_sxm,0.0,False,False,93.95002790284128,11.35341112626804,2.0,14.0,39.25132491162699,6.541887485271165,,0.8408168206485891,"{""genonly_step"": {""generation_add_norm_1"": 0.020696023880597016, ""generation_add_norm_2"": 0.020696023880597016, ""generation_embedding"": 0.003112334328358209, ""generation_logits_gemm"": 0.6438573530009144, ""generation_mla_block"": 0.8408168206485891, ""generation_moe_overlap"": 9.824232570528984, ""generation_p2p"": 0.0}, ""mix_step"": {""context_add_norm_1"": 1.0703479880597013, ""context_add_norm_2"": 1.0703479880597013, ""context_attention (scaled)"": 0.0, ""context_embedding"": 0.04684783283582089, ""context_logits_gemm"": 0.6363647375022955, ""context_mla_block"": 39.25132491162699, ""context_moe"": 47.70272256642579, ""context_moe_post_dispatch"": 0.0, ""context_moe_pre_dispatch"": 0.0, ""context_p2p"": 0.0, ""context_router_gemm"": 0.34386354349650594, ""context_shared_act_gate"": 0.24350314029850745, ""context_shared_ffn2_gemm"": 1.2338765863872443, ""context_shared_gate_up_gemm"": 2.3508286081487313, ""generation_attention"": 0.0}, ""scheduling"": {""genonly_step_latency_ms"": 11.35341112626804, ""mix_step_latency_ms"": 93.95002790284128, ""num_genonly_steps"": 14.0, ""num_mix_steps"": 2.0}}",ok
agg_aic_p0_longctx_b8_isl4096_ctx8192,strict_prefix0,6,4096,2,4096,0,2,2,8190,8192,intended_case,8,4096,0,8192,16,case design: decode_batch + prefill_batch; ctx_tokens=prefill_batch*total_isl,deepseek-ai/DeepSeek-V3,8,16.962664145409505,8,8,192.62912956513517,14.594441648365393,16.962664145409505,16.962664145409505,254.43996218114256,254.43996218114256,68.51923657607018,411.54575429061606,1,1,1,1,1,1,tp1pp1dp1etp1ep1,fp8_block,fp8,bfloat16,fp8_block,half,79.62256546020508,0.25,2.0,6.0,8198.0,6.0,sglang,0.5.9,h100_sxm,0.0,False,False,93.9654290561635,7.980192697715551,4.0,12.0,39.26197404301061,6.543662340501768,,1.102796176548,"{""genonly_step"": {""generation_add_norm_1"": 0.019027056716417908, ""generation_add_norm_2"": 0.019027056716417908, ""generation_embedding"": 0.0030427940298507466, ""generation_logits_gemm"": 0.6416549181844626, ""generation_mla_block"": 1.102796176548, ""generation_moe_overlap"": 6.1946446955204015, ""generation_p2p"": 0.0}, ""mix_step"": {""context_add_norm_1"": 1.0704763701492537, ""context_add_norm_2"": 1.0704763701492537, ""context_attention (scaled)"": 0.0, ""context_embedding"": 0.04685318208955224, ""context_logits_gemm"": 0.6363647375022955, ""context_mla_block"": 39.26197404301061, ""context_moe"": 47.70673949182033, ""context_moe_post_dispatch"": 0.0, ""context_moe_pre_dispatch"": 0.0, ""context_p2p"": 0.0, ""context_router_gemm"": 0.3438917199285545, ""context_shared_act_gate"": 0.24353065074626865, ""context_shared_ffn2_gemm"": 1.2340129698471476, ""context_shared_gate_up_gemm"": 2.3511095209202417, ""generation_attention"": 0.0}, ""scheduling"": {""genonly_step_latency_ms"": 7.980192697715551, ""mix_step_latency_ms"": 93.9654290561635, ""num_genonly_steps"": 12.0, ""num_mix_steps"": 4.0}}",ok
agg_aic_p0_longctx_b8_isl4096_ctx8192,strict_prefix0,6,4096,2,4096,0,2,2,8190,8192,observed_first_batch,4,4096,0,8192,16,observed first formal mixed batch: batch=req_count; ctx_tokens=prefill_req_count*observed_isl,deepseek-ai/DeepSeek-V3,4,15.363181800770679,4,4,183.11241221731768,11.097262118880632,15.363181800770679,15.363181800770679,230.44772701156018,230.44772701156018,90.11231682980818,349.5713440005272,1,1,1,1,1,1,tp1pp1dp1etp1ep1,fp8_block,fp8,bfloat16,fp8_block,half,79.56594009399414,0.125,2.0,2.0,8194.0,2.0,sglang,0.5.9,h100_sxm,0.0,False,False,93.90380113708599,5.182509331865964,2.0,14.0,39.219354211687474,6.536559035281246,,0.8778769429223886,"{""genonly_step"": {""generation_add_norm_1"": 0.018513528358208957, ""generation_add_norm_2"": 0.018513528358208957, ""generation_embedding"": 0.0030213970149253733, ""generation_logits_gemm"": 0.6415428867649413, ""generation_mla_block"": 0.8778769429223886, ""generation_moe_overlap"": 3.623041048447291, ""generation_p2p"": 0.0}, ""mix_step"": {""context_add_norm_1"": 1.0699628417910447, ""context_add_norm_2"": 1.0699628417910447, ""context_attention (scaled)"": 0.0, ""context_embedding"": 0.04683178507462686, ""context_logits_gemm"": 0.6363647375022955, ""context_mla_block"": 39.219354211687474, ""context_moe"": 47.69067179024219, ""context_moe_post_dispatch"": 0.0, ""context_moe_pre_dispatch"": 0.0, ""context_p2p"": 0.0, ""context_router_gemm"": 0.34377901420036017, ""context_shared_act_gate"": 0.24342060895522388, ""context_shared_ffn2_gemm"": 1.2334674360075344, ""context_shared_gate_up_gemm"": 2.349985869834199, ""generation_attention"": 0.0}, ""scheduling"": {""genonly_step_latency_ms"": 5.182509331865964, ""mix_step_latency_ms"": 93.90380113708599, ""num_genonly_steps"": 14.0, ""num_mix_steps"": 2.0}}",ok
agg_aic_prefix_probe_b12_isl1024_prefix512_ctx4096,prefix_probe,8,1024,4,512,512,5,3,5120,3072,intended_case,12,1024,512,4096,16,case design: decode_batch + prefill_batch; ctx_tokens=prefill_batch*total_isl,deepseek-ai/DeepSeek-V3,12,50.744156900424905,12,12,79.012916486175,11.24767947504803,50.744156900424905,50.744156900424905,761.1623535063736,761.1623535063736,88.9072276835778,247.72810861189544,1,1,1,1,1,1,tp1pp1dp1etp1ep1,fp8_block,fp8,bfloat16,fp8_block,half,75.78525848388672,0.1875,4.0,8.0,4104.0,8.0,sglang,0.5.9,h100_sxm,0.0,False,False,39.5064582430875,9.073927262121916,3.0,13.0,9.6726028563576,1.6121004760595998,,0.8191872050790149,"{""genonly_step"": {""generation_add_norm_1"": 0.019540585074626866, ""generation_add_norm_2"": 0.019540585074626866, ""generation_embedding"": 0.0030641910447761194, ""generation_logits_gemm"": 0.6191287242995203, ""generation_mla_block"": 0.8191872050790149, ""generation_moe_overlap"": 7.593465971549352, ""generation_p2p"": 0.0}, ""mix_step"": {""context_add_norm_1"": 0.28195357611940297, ""context_add_norm_2"": 0.28195357611940297, ""context_attention (scaled)"": 0.0, ""context_embedding"": 0.013998065671641791, ""context_logits_gemm"": 0.6363647375022955, ""context_mla_block"": 9.6726028563576, ""context_moe"": 27.29593341350555, ""context_moe_post_dispatch"": 0.0, ""context_moe_pre_dispatch"": 0.0, ""context_p2p"": 0.0, ""context_router_gemm"": 0.12972881201825112, ""context_shared_act_gate"": 0.07456148059701494, ""context_shared_ffn2_gemm"": 0.3540690722808339, ""context_shared_gate_up_gemm"": 0.7652926529155059, ""generation_attention"": 0.0}, ""scheduling"": {""genonly_step_latency_ms"": 9.073927262121916, ""mix_step_latency_ms"": 39.5064582430875, ""num_genonly_steps"": 13.0, ""num_mix_steps"": 3.0}}",ok
agg_aic_prefix_probe_b12_isl1024_prefix512_ctx4096,prefix_probe,8,1024,4,512,512,5,3,5120,3072,observed_first_batch,8,1024,0,5120,16,observed first formal mixed batch: batch=req_count; ctx_tokens=prefill_req_count*observed_isl,deepseek-ai/DeepSeek-V3,8,34.57807276544447,8,8,121.50323853834813,11.270076066818918,34.57807276544447,34.57807276544447,518.671091481667,518.671091481667,88.73054574531005,290.5543795406319,1,1,1,1,1,1,tp1pp1dp1etp1ep1,fp8_block,fp8,bfloat16,fp8_block,half,76.71062202453614,0.1,5.0,3.0,5123.0,3.0,sglang,0.5.9,h100_sxm,0.0,False,False,62.30935309658879,7.624413421835356,2.0,14.0,21.214548894424283,3.535758149070714,,0.7470169006678048,"{""genonly_step"": {""generation_add_norm_1"": 0.019027056716417908, ""generation_add_norm_2"": 0.019027056716417908, ""generation_embedding"": 0.0030427940298507466, ""generation_logits_gemm"": 0.6416549181844626, ""generation_mla_block"": 0.7470169006678048, ""generation_moe_overlap"": 6.1946446955204015, ""generation_p2p"": 0.0}, ""mix_step"": {""context_add_norm_1"": 0.6757014447761194, ""context_add_norm_2"": 0.6757014447761194, ""context_attention (scaled)"": 0.0, ""context_embedding"": 0.030404226865671645, ""context_logits_gemm"": 0.6363647375022955, ""context_mla_block"": 21.214548894424283, ""context_moe"": 36.32842320799827, ""context_moe_post_dispatch"": 0.0, ""context_moe_pre_dispatch"": 0.0, ""context_p2p"": 0.0, ""context_router_gemm"": 0.23943475705732475, ""context_shared_act_gate"": 0.15893602388059702, ""context_shared_ffn2_gemm"": 0.792124180761882, ""context_shared_gate_up_gemm"": 1.557714178546224, ""generation_attention"": 0.0}, ""scheduling"": {""genonly_step_latency_ms"": 7.624413421835356, ""mix_step_latency_ms"": 62.30935309658879, ""num_genonly_steps"": 14.0, ""num_mix_steps"": 2.0}}",ok
agg_aic_prefix_probe_b24_isl1280_prefix1024_ctx10240,prefix_probe,16,1280,8,256,1024,7,1,8191,1280,intended_case,24,1280,1024,10240,16,case design: decode_batch + prefill_batch; ctx_tokens=prefill_batch*total_isl,deepseek-ai/DeepSeek-V3,24,79.22750084098685,24,24,96.64401421650281,14.734364518908905,79.22750084098685,79.22750084098685,1188.4125126148028,1188.4125126148028,67.86855304934801,317.6594820001364,1,1,1,1,1,1,tp1pp1dp1etp1ep1,fp8_block,fp8,bfloat16,fp8_block,half,81.51272888183594,0.1875,8.0,16.0,10256.0,16.0,sglang,0.5.9,h100_sxm,0.0,True,False,48.322007108251405,12.150699704344097,3.0,13.0,18.47291208542522,3.0788186809042037,,1.1350655704967627,"{""genonly_step"": {""generation_add_norm_1"": 0.021081170149253734, ""generation_add_norm_2"": 0.021081170149253734, ""generation_embedding"": 0.0031283820895522388, ""generation_logits_gemm"": 0.6481948487895202, ""generation_mla_block"": 1.1350655704967627, ""generation_moe_overlap"": 10.322148562669755, ""generation_p2p"": 0.0}, ""mix_step"": {""context_add_norm_1"": 0.28298063283582087, ""context_add_norm_2"": 0.28298063283582087, ""context_attention (scaled)"": 0.0, ""context_embedding"": 0.014040859701492537, ""context_logits_gemm"": 0.6363647375022955, ""context_mla_block"": 18.47291208542522, ""context_moe"": 27.31082190513611, ""context_moe_post_dispatch"": 0.0, ""context_moe_pre_dispatch"": 0.0, ""context_p2p"": 0.0, ""context_router_gemm"": 0.12965050631878422, ""context_shared_act_gate"": 0.07478156417910448, ""context_shared_ffn2_gemm"": 0.35476361770255893, ""context_shared_gate_up_gemm"": 0.7627105666141885, ""generation_attention"": 0.0}, ""scheduling"": {""genonly_step_latency_ms"": 12.150699704344097, ""mix_step_latency_ms"": 48.322007108251405, ""num_genonly_steps"": 13.0, ""num_mix_steps"": 3.0}}",ok
agg_aic_prefix_probe_b24_isl1280_prefix1024_ctx10240,prefix_probe,16,1280,8,256,1024,7,1,8191,1280,observed_first_batch,8,1280,0,8960,16,observed first formal mixed batch: batch=req_count; ctx_tokens=prefill_req_count*observed_isl,deepseek-ai/DeepSeek-V3,8,25.26598538795243,8,8,204.2157023866542,14.127015171130855,25.26598538795243,25.26598538795243,378.98978081928647,378.98978081928647,70.78636130040702,416.120929953617,1,1,1,1,1,1,tp1pp1dp1etp1ep1,fp8_block,fp8,bfloat16,fp8_block,half,80.25296897888184,0.07142857142857142,7.0,1.0,8961.0,1.0,sglang,0.5.9,h100_sxm,0.0,True,False,104.72600122392522,7.655659024502687,2.0,14.0,46.39675347162468,7.73279224527078,,0.7782625033351366,"{""genonly_step"": {""generation_add_norm_1"": 0.019027056716417908, ""generation_add_norm_2"": 0.019027056716417908, ""generation_embedding"": 0.0030427940298507466, ""generation_logits_gemm"": 0.6416549181844626, ""generation_mla_block"": 0.7782625033351366, ""generation_moe_overlap"": 6.1946446955204015, ""generation_p2p"": 0.0}, ""mix_step"": {""context_add_norm_1"": 1.168431904477612, ""context_add_norm_2"": 1.168431904477612, ""context_attention (scaled)"": 0.0, ""context_embedding"": 0.05093466268656716, ""context_logits_gemm"": 0.6363647375022955, ""context_mla_block"": 46.39675347162468, ""context_moe"": 50.77165356785059, ""context_moe_post_dispatch"": 0.0, ""context_moe_pre_dispatch"": 0.0, ""context_p2p"": 0.0, ""context_router_gemm"": 0.3653903375816298, ""context_shared_act_gate"": 0.2645211223880597, ""context_shared_ffn2_gemm"": 1.3380735497533653, ""context_shared_gate_up_gemm"": 2.565445965582815, ""generation_attention"": 0.0}, ""scheduling"": {""genonly_step_latency_ms"": 7.655659024502687, ""mix_step_latency_ms"": 104.72600122392522, ""num_genonly_steps"": 14.0, ""num_mix_steps"": 2.0}}",ok
agg_aic_prefix_probe_b12_isl4096_prefix2048_ctx8192,prefix_probe,10,4096,2,2048,2048,2,1,8191,4096,intended_case,12,4096,2048,8192,16,case design: decode_batch + prefill_batch; ctx_tokens=prefill_batch*total_isl,deepseek-ai/DeepSeek-V3,12,25.04093714821922,12,12,137.38171202013004,22.11691381399029,25.04093714821922,25.04093714821922,375.61405722328834,375.61405722328834,45.21426490197919,469.13541922998445,1,1,1,1,1,1,tp1pp1dp1etp1ep1,fp8_block,fp8,bfloat16,fp8_block,half,79.67919082641602,0.375,2.0,10.0,8202.0,10.0,sglang,0.5.9,h100_sxm,0.0,False,False,63.89847070703723,9.582446746076213,6.0,10.0,26.348258530401846,4.391376421733641,,1.3277066890333116,"{""genonly_step"": {""generation_add_norm_1"": 0.019540585074626866, ""generation_add_norm_2"": 0.019540585074626866, ""generation_embedding"": 0.0030641910447761194, ""generation_logits_gemm"": 0.6191287242995203, ""generation_mla_block"": 1.3277066890333116, ""generation_moe_overlap"": 7.593465971549352, ""generation_p2p"": 0.0}, ""mix_step"": {""context_add_norm_1"": 0.5451368597014926, ""context_add_norm_2"": 0.5451368597014926, ""context_attention (scaled)"": 0.0, ""context_embedding"": 0.024964035820895524, ""context_logits_gemm"": 0.6363647375022955, ""context_mla_block"": 26.348258530401846, ""context_moe"": 33.35212073564529, ""context_moe_post_dispatch"": 0.0, ""context_moe_pre_dispatch"": 0.0, ""context_p2p"": 0.0, ""context_router_gemm"": 0.2211427845206915, ""context_shared_act_gate"": 0.13095789850746267, ""context_shared_ffn2_gemm"": 0.665221217099358, ""context_shared_gate_up_gemm"": 1.4291670481363932, ""generation_attention"": 0.0}, ""scheduling"": {""genonly_step_latency_ms"": 9.582446746076213, ""mix_step_latency_ms"": 63.89847070703723, ""num_genonly_steps"": 10.0, ""num_mix_steps"": 6.0}}",ok
agg_aic_prefix_probe_b12_isl4096_prefix2048_ctx8192,prefix_probe,10,4096,2,2048,2048,2,1,8191,4096,observed_first_batch,3,4096,0,8192,16,observed first formal mixed batch: batch=req_count; ctx_tokens=prefill_req_count*observed_isl,deepseek-ai/DeepSeek-V3,3,12.12711010158368,3,3,183.0823496584599,10.23274964956607,12.12711010158368,12.12711010158368,181.90665152375522,181.90665152375522,97.72544372200154,336.5735944019509,1,1,1,1,1,1,tp1pp1dp1etp1ep1,fp8_block,fp8,bfloat16,fp8_block,half,79.55178375244141,0.09375,2.0,1.0,8193.0,1.0,sglang,0.5.9,h100_sxm,0.0,False,False,93.88838444023584,4.257347164518229,2.0,14.0,39.20868953677592,6.5347815894626535,,0.7977047797658541,"{""genonly_step"": {""generation_add_norm_1"": 0.018385146268656716, ""generation_add_norm_2"": 0.018385146268656716, ""generation_embedding"": 0.0030160477611940297, ""generation_logits_gemm"": 0.6408544318899391, ""generation_mla_block"": 0.7977047797658541, ""generation_moe_overlap"": 2.779001612563928, ""generation_p2p"": 0.0}, ""mix_step"": {""context_add_norm_1"": 1.0698344597014926, ""context_add_norm_2"": 1.0698344597014926, ""context_attention (scaled)"": 0.0, ""context_embedding"": 0.046826435820895525, ""context_logits_gemm"": 0.6363647375022955, ""context_mla_block"": 39.20868953677592, ""context_moe"": 47.686654864847654, ""context_moe_post_dispatch"": 0.0, ""context_moe_pre_dispatch"": 0.0, ""context_p2p"": 0.0, ""context_router_gemm"": 0.3437508377683116, ""context_shared_act_gate"": 0.24339309850746266, ""context_shared_ffn2_gemm"": 1.233331052547631, ""context_shared_gate_up_gemm"": 2.3497049570626887, ""generation_attention"": 0.0}, ""scheduling"": {""genonly_step_latency_ms"": 4.257347164518229, ""mix_step_latency_ms"": 93.88838444023584, ""num_genonly_steps"": 14.0, ""num_mix_steps"": 2.0}}",ok
