alignment_class,cases,real_mla_envelope_ms_avg,aic_mla_block_ms_avg,ratio_real_to_aic_mla_avg,real_to_mix_step_share_avg
prefix_probe,3,38.80990766666667,35.60666396760829,1.1094590256289314,0.44194807728166224
strict_prefix0,9,49.597219333333335,28.137480131440213,2.019854811583494,0.6524709206722399
