event_order_index,run_instance_name,tp_size,layer_id,stage,stage_instance_index,stage_instance_count,collector_prefill_aligned,module_host_start_ns,module_host_end_ns,module_host_duration_ns,module_host_duration_ms,module_first_kernel_start_ns,module_last_kernel_end_ns,module_total_to_last_kernel_ns,module_total_to_last_kernel_ms,module_host_to_first_kernel_gap_ns,module_host_to_first_kernel_gap_ms,module_host_end_to_last_kernel_tail_ns,module_host_end_to_last_kernel_tail_ms,module_host_end_to_last_kernel_tail_ns_signed,module_host_end_to_last_kernel_tail_ms_signed,module_gpu_makespan_ns,module_gpu_makespan_ms,module_gpu_kernel_time_sum_ns,module_gpu_kernel_time_sum_ms,module_gpu_kernel_count,module_first_kernel_name,module_last_kernel_name,attention_module,attention_token_count,attention_total_tokens,current_chunked_req_prefix_len,current_chunked_req_prefix_len_source,chunk_req_ids_json,chunk_req_prefix_lens_json,chunk_req_fresh_lens_json,chunk_req_total_seq_lens_json,chunk_req_prompt_lens_json,chunk_req_is_chunked_json,chunk_req_items_json,child_timing_json,kernel_summary_json
1,20260623_184122_prefill_stage1_req1_equal_fresh_regular_b2_f4096_p0_b2_fvar4096-4096_pvar0-0_layers5_backend_auto_cg_off_pcg_off_tp1_marker_on_profile_nsys,1,0,prefill,1,1,True,29120048,31480447,2360399,2.360399,29450291,34565270,5445222,5.445222,330243,0.330243,3084823,3.084823,3084823,3.084823,5114979,5.114979,4348515,4.348515,13,per_token_group_quant_8bit_kernel,sm90_fp8_gemm_1d2d_impl,attn_mha,8192,8192,0,reconstructed_scheduler,"[0, 1]","[0, 0]","[4096, 4096]","[4096, 4096]","[4096, 4096]","[0, 0]","[{""req_id"": 0, ""extend_len"": 4096, ""prefix_len"": 0, ""seq_len_after"": 4096, ""prompt_len"": 4096, ""is_chunked_req"": 0}, {""req_id"": 1, ""extend_len"": 4096, ""prefix_len"": 0, ""seq_len_after"": 4096, ""prompt_len"": 4096, ""is_chunked_req"": 0}]","[{""canonical_name"": ""fused_qkv_a_proj_with_mqa"", ""order_index"": 1, ""host_start_ns"": 29300878, ""host_end_ns"": 29751638, ""host_duration_ns"": 450760, ""host_duration_ms"": 0.45076, ""first_kernel_start_ns"": 29450291, ""last_kernel_end_ns"": 29916883, ""module_total_to_last_kernel_ns"": 616005, ""module_total_to_last_kernel_ms"": 0.616005, ""host_to_first_kernel_gap_ns"": 149413, ""host_to_first_kernel_gap_ms"": 0.149413, ""host_end_to_last_kernel_tail_ns"": 165245, ""host_end_to_last_kernel_tail_ms"": 0.165245, ""host_end_to_last_kernel_tail_ns_signed"": 165245, ""host_end_to_last_kernel_tail_ms_signed"": 0.165245, ""gpu_makespan_ns"": 466592, ""gpu_makespan_ms"": 0.466592, ""gpu_kernel_time_sum_ns"": 272512, ""gpu_kernel_time_sum_ms"": 0.272512, ""gpu_kernel_count"": 2, ""first_kernel_name"": ""per_token_group_quant_8bit_kernel"", ""last_kernel_name"": ""sm90_fp8_gemm_1d2d_impl""}, {""canonical_name"": ""q_a_layernorm"", ""order_index"": 2, ""host_start_ns"": 29815622, ""host_end_ns"": 29872911, ""host_duration_ns"": 57289, ""host_duration_ms"": 0.057289, ""first_kernel_start_ns"": 29917011, ""last_kernel_end_ns"": 29934323, ""module_total_to_last_kernel_ns"": 118701, ""module_total_to_last_kernel_ms"": 0.118701, ""host_to_first_kernel_gap_ns"": 101389, ""host_to_first_kernel_gap_ms"": 0.101389, ""host_end_to_last_kernel_tail_ns"": 61412, ""host_end_to_last_kernel_tail_ms"": 0.061412, ""host_end_to_last_kernel_tail_ns_signed"": 61412, ""host_end_to_last_kernel_tail_ms_signed"": 0.061412, ""gpu_makespan_ns"": 17312, ""gpu_makespan_ms"": 0.017312, ""gpu_kernel_time_sum_ns"": 17312, ""gpu_kernel_time_sum_ms"": 0.017312, ""gpu_kernel_count"": 1, ""first_kernel_name"": ""RMSNormKernel"", ""last_kernel_name"": ""RMSNormKernel""}, {""canonical_name"": ""q_b_proj"", ""order_index"": 3, ""host_start_ns"": 29908733, ""host_end_ns"": 30162918, ""host_duration_ns"": 254185, ""host_duration_ms"": 0.254185, ""first_kernel_start_ns"": 30002675, ""last_kernel_end_ns"": 30563700, ""module_total_to_last_kernel_ns"": 654967, ""module_total_to_last_kernel_ms"": 0.654967, ""host_to_first_kernel_gap_ns"": 93942, ""host_to_first_kernel_gap_ms"": 0.093942, ""host_end_to_last_kernel_tail_ns"": 400782, ""host_end_to_last_kernel_tail_ms"": 0.400782, ""host_end_to_last_kernel_tail_ns_signed"": 400782, ""host_end_to_last_kernel_tail_ms_signed"": 0.400782, ""gpu_makespan_ns"": 561025, ""gpu_makespan_ms"": 0.561025, ""gpu_kernel_time_sum_ns"": 445057, ""gpu_kernel_time_sum_ms"": 0.445057, ""gpu_kernel_count"": 2, ""first_kernel_name"": ""per_token_group_quant_8bit_kernel"", ""last_kernel_name"": ""sm90_fp8_gemm_1d2d_impl""}, {""canonical_name"": ""kv_a_layernorm"", ""order_index"": 4, ""host_start_ns"": 30232845, ""host_end_ns"": 30277222, ""host_duration_ns"": 44377, ""host_duration_ms"": 0.044377, ""first_kernel_start_ns"": 30563572, ""last_kernel_end_ns"": 30576180, ""module_total_to_last_kernel_ns"": 343335, ""module_total_to_last_kernel_ms"": 0.343335, ""host_to_first_kernel_gap_ns"": 330727, ""host_to_first_kernel_gap_ms"": 0.330727, ""host_end_to_last_kernel_tail_ns"": 298958, ""host_end_to_last_kernel_tail_ms"": 0.298958, ""host_end_to_last_kernel_tail_ns_signed"": 298958, ""host_end_to_last_kernel_tail_ms_signed"": 0.298958, ""gpu_makespan_ns"": 12608, ""gpu_makespan_ms"": 0.012608, ""gpu_kernel_time_sum_ns"": 12608, ""gpu_kernel_time_sum_ms"": 0.012608, ""gpu_kernel_count"": 1, ""first_kernel_name"": ""RMSNormKernel"", ""last_kernel_name"": ""RMSNormKernel""}, {""canonical_name"": ""rotary_emb"", ""order_index"": 5, ""host_start_ns"": 30327978, ""host_end_ns"": 30452031, ""host_duration_ns"": 124053, ""host_duration_ms"": 0.124053, ""first_kernel_start_ns"": 30577364, ""last_kernel_end_ns"": 30685076, ""module_total_to_last_kernel_ns"": 357098, ""module_total_to_last_kernel_ms"": 0.357098, ""host_to_first_kernel_gap_ns"": 249386, ""host_to_first_kernel_gap_ms"": 0.249386, ""host_end_to_last_kernel_tail_ns"": 233045, ""host_end_to_last_kernel_tail_ms"": 0.233045, ""host_end_to_last_kernel_tail_ns_signed"": 233045, ""host_end_to_last_kernel_tail_ms_signed"": 0.233045, ""gpu_makespan_ns"": 107712, ""gpu_makespan_ms"": 0.107712, ""gpu_kernel_time_sum_ns"": 107712, ""gpu_kernel_time_sum_ms"": 0.107712, ""gpu_kernel_count"": 1, ""first_kernel_name"": ""BatchQKApplyRotaryPosIdsCosSinCacheHeadParallelismKernel"", ""last_kernel_name"": ""BatchQKApplyRotaryPosIdsCosSinCacheHeadParallelismKernel""}, {""canonical_name"": ""kv_b_proj"", ""order_index"": 6, ""host_start_ns"": 30614189, ""host_end_ns"": 30863543, ""host_duration_ns"": 249354, ""host_duration_ms"": 0.249354, ""first_kernel_start_ns"": 30713204, ""last_kernel_end_ns"": 31116660, ""module_total_to_last_kernel_ns"": 502471, ""module_total_to_last_kernel_ms"": 0.502471, ""host_to_first_kernel_gap_ns"": 99015, ""host_to_first_kernel_gap_ms"": 0.099015, ""host_end_to_last_kernel_tail_ns"": 253117, ""host_end_to_last_kernel_tail_ms"": 0.253117, ""host_end_to_last_kernel_tail_ns_signed"": 253117, ""host_end_to_last_kernel_tail_ms_signed"": 0.253117, ""gpu_makespan_ns"": 403456, ""gpu_makespan_ms"": 0.403456, ""gpu_kernel_time_sum_ns"": 289088, ""gpu_kernel_time_sum_ms"": 0.289088, ""gpu_kernel_count"": 2, ""first_kernel_name"": ""per_token_group_quant_8bit_kernel"", ""last_kernel_name"": ""sm90_fp8_gemm_1d2d_impl""}, {""canonical_name"": ""attn_mha"", ""order_index"": 7, ""host_start_ns"": 30972472, ""host_end_ns"": 31167367, ""host_duration_ns"": 194895, ""host_duration_ms"": 0.194895, ""first_kernel_start_ns"": 31358804, ""last_kernel_end_ns"": 33311477, ""module_total_to_last_kernel_ns"": 2339005, ""module_total_to_last_kernel_ms"": 2.339005, ""host_to_first_kernel_gap_ns"": 386332, ""host_to_first_kernel_gap_ms"": 0.386332, ""host_end_to_last_kernel_tail_ns"": 2144110, ""host_end_to_last_kernel_tail_ms"": 2.14411, ""host_end_to_last_kernel_tail_ns_signed"": 2144110, ""host_end_to_last_kernel_tail_ms_signed"": 2.14411, ""gpu_makespan_ns"": 1952673, ""gpu_makespan_ms"": 1.952673, ""gpu_kernel_time_sum_ns"": 1952801, ""gpu_kernel_time_sum_ms"": 1.952801, ""gpu_kernel_count"": 2, ""first_kernel_name"": ""prepare_varlen_num_blocks_kernel"", ""last_kernel_name"": ""device_kernel""}, {""canonical_name"": ""o_proj"", ""order_index"": 8, ""host_start_ns"": 31209241, ""host_end_ns"": 31463119, ""host_duration_ns"": 253878, ""host_duration_ms"": 0.253878, ""first_kernel_start_ns"": 33312661, ""last_kernel_end_ns"": 34565270, ""module_total_to_last_kernel_ns"": 3356029, ""module_total_to_last_kernel_ms"": 3.356029, ""host_to_first_kernel_gap_ns"": 2103420, ""host_to_first_kernel_gap_ms"": 2.10342, ""host_end_to_last_kernel_tail_ns"": 3102151, ""host_end_to_last_kernel_tail_ms"": 3.102151, ""host_end_to_last_kernel_tail_ns_signed"": 3102151, ""host_end_to_last_kernel_tail_ms_signed"": 3.102151, ""gpu_makespan_ns"": 1252609, ""gpu_makespan_ms"": 1.252609, ""gpu_kernel_time_sum_ns"": 1251425, ""gpu_kernel_time_sum_ms"": 1.251425, ""gpu_kernel_count"": 2, ""first_kernel_name"": ""per_token_group_quant_8bit_kernel"", ""last_kernel_name"": ""sm90_fp8_gemm_1d2d_impl""}]","[{""canonical_name"": ""fused_qkv_a_proj_with_mqa"", ""top_gpu_kernels"": [{""short_name"": ""sm90_fp8_gemm_1d2d_impl"", ""gpu_time_ns"": 200288, ""gpu_time_ms"": 0.200288}, {""short_name"": ""per_token_group_quant_8bit_kernel"", ""gpu_time_ns"": 72224, ""gpu_time_ms"": 0.072224}], ""gpu_kernel_count"": 2}, {""canonical_name"": ""q_a_layernorm"", ""top_gpu_kernels"": [{""short_name"": ""RMSNormKernel"", ""gpu_time_ns"": 17312, ""gpu_time_ms"": 0.017312}], ""gpu_kernel_count"": 1}, {""canonical_name"": ""q_b_proj"", ""top_gpu_kernels"": [{""short_name"": ""sm90_fp8_gemm_1d2d_impl"", ""gpu_time_ns"": 429057, ""gpu_time_ms"": 0.429057}, {""short_name"": ""per_token_group_quant_8bit_kernel"", ""gpu_time_ns"": 16000, ""gpu_time_ms"": 0.016}], ""gpu_kernel_count"": 2}, {""canonical_name"": ""kv_a_layernorm"", ""top_gpu_kernels"": [{""short_name"": ""RMSNormKernel"", ""gpu_time_ns"": 12608, ""gpu_time_ms"": 0.012608}], ""gpu_kernel_count"": 1}, {""canonical_name"": ""rotary_emb"", ""top_gpu_kernels"": [{""short_name"": ""BatchQKApplyRotaryPosIdsCosSinCacheHeadParallelismKernel"", ""gpu_time_ns"": 107712, ""gpu_time_ms"": 0.107712}], ""gpu_kernel_count"": 1}, {""canonical_name"": ""kv_b_proj"", ""top_gpu_kernels"": [{""short_name"": ""sm90_fp8_gemm_1d2d_impl"", ""gpu_time_ns"": 283488, ""gpu_time_ms"": 0.283488}, {""short_name"": ""per_token_group_quant_8bit_kernel"", ""gpu_time_ns"": 5600, ""gpu_time_ms"": 0.0056}], ""gpu_kernel_count"": 2}, {""canonical_name"": ""attn_mha"", ""top_gpu_kernels"": [{""short_name"": ""device_kernel"", ""gpu_time_ns"": 1949953, ""gpu_time_ms"": 1.949953}, {""short_name"": ""prepare_varlen_num_blocks_kernel"", ""gpu_time_ns"": 2848, ""gpu_time_ms"": 0.002848}], ""gpu_kernel_count"": 2}, {""canonical_name"": ""o_proj"", ""top_gpu_kernels"": [{""short_name"": ""sm90_fp8_gemm_1d2d_impl"", ""gpu_time_ns"": 1092225, ""gpu_time_ms"": 1.092225}, {""short_name"": ""per_token_group_quant_8bit_kernel"", ""gpu_time_ns"": 159200, ""gpu_time_ms"": 0.1592}], ""gpu_kernel_count"": 2}]"
2,20260623_184122_prefill_stage1_req1_equal_fresh_regular_b2_f4096_p0_b2_fvar4096-4096_pvar0-0_layers5_backend_auto_cg_off_pcg_off_tp1_marker_on_profile_nsys,1,1,prefill,1,1,True,32398112,34251614,1853502,1.853502,39175449,43790748,11392636,11.392636,6777337,6.777337,9539134,9.539134,9539134,9.539134,4615299,4.615299,4334114,4.334114,13,per_token_group_quant_8bit_kernel,sm90_fp8_gemm_1d2d_impl,attn_mha,8192,8192,0,reconstructed_scheduler,"[0, 1]","[0, 0]","[4096, 4096]","[4096, 4096]","[4096, 4096]","[0, 0]","[{""req_id"": 0, ""extend_len"": 4096, ""prefix_len"": 0, ""seq_len_after"": 4096, ""prompt_len"": 4096, ""is_chunked_req"": 0}, {""req_id"": 1, ""extend_len"": 4096, ""prefix_len"": 0, ""seq_len_after"": 4096, ""prompt_len"": 4096, ""is_chunked_req"": 0}]","[{""canonical_name"": ""fused_qkv_a_proj_with_mqa"", ""order_index"": 1, ""host_start_ns"": 32521785, ""host_end_ns"": 32760897, ""host_duration_ns"": 239112, ""host_duration_ms"": 0.239112, ""first_kernel_start_ns"": 39175449, ""last_kernel_end_ns"": 39444825, ""module_total_to_last_kernel_ns"": 6923040, ""module_total_to_last_kernel_ms"": 6.92304, ""host_to_first_kernel_gap_ns"": 6653664, ""host_to_first_kernel_gap_ms"": 6.653664, ""host_end_to_last_kernel_tail_ns"": 6683928, ""host_end_to_last_kernel_tail_ms"": 6.683928, ""host_end_to_last_kernel_tail_ns_signed"": 6683928, ""host_end_to_last_kernel_tail_ms_signed"": 6.683928, ""gpu_makespan_ns"": 269376, ""gpu_makespan_ms"": 0.269376, ""gpu_kernel_time_sum_ns"": 267264, ""gpu_kernel_time_sum_ms"": 0.267264, ""gpu_kernel_count"": 2, ""first_kernel_name"": ""per_token_group_quant_8bit_kernel"", ""last_kernel_name"": ""sm90_fp8_gemm_1d2d_impl""}, {""canonical_name"": ""q_a_layernorm"", ""order_index"": 2, ""host_start_ns"": 32811962, ""host_end_ns"": 32858705, ""host_duration_ns"": 46743, ""host_duration_ms"": 0.046743, ""first_kernel_start_ns"": 39445113, ""last_kernel_end_ns"": 39462937, ""module_total_to_last_kernel_ns"": 6650975, ""module_total_to_last_kernel_ms"": 6.650975, ""host_to_first_kernel_gap_ns"": 6633151, ""host_to_first_kernel_gap_ms"": 6.633151, ""host_end_to_last_kernel_tail_ns"": 6604232, ""host_end_to_last_kernel_tail_ms"": 6.604232, ""host_end_to_last_kernel_tail_ns_signed"": 6604232, ""host_end_to_last_kernel_tail_ms_signed"": 6.604232, ""gpu_makespan_ns"": 17824, ""gpu_makespan_ms"": 0.017824, ""gpu_kernel_time_sum_ns"": 17824, ""gpu_kernel_time_sum_ms"": 0.017824, ""gpu_kernel_count"": 1, ""first_kernel_name"": ""RMSNormKernel"", ""last_kernel_name"": ""RMSNormKernel""}, {""canonical_name"": ""q_b_proj"", ""order_index"": 3, ""host_start_ns"": 32890080, ""host_end_ns"": 33097649, ""host_duration_ns"": 207569, ""host_duration_ms"": 0.207569, ""first_kernel_start_ns"": 39464185, ""last_kernel_end_ns"": 39907129, ""module_total_to_last_kernel_ns"": 7017049, ""module_total_to_last_kernel_ms"": 7.017049, ""host_to_first_kernel_gap_ns"": 6574105, ""host_to_first_kernel_gap_ms"": 6.574105, ""host_end_to_last_kernel_tail_ns"": 6809480, ""host_end_to_last_kernel_tail_ms"": 6.80948, ""host_end_to_last_kernel_tail_ns_signed"": 6809480, ""host_end_to_last_kernel_tail_ms_signed"": 6.80948, ""gpu_makespan_ns"": 442944, ""gpu_makespan_ms"": 0.442944, ""gpu_kernel_time_sum_ns"": 441152, ""gpu_kernel_time_sum_ms"": 0.441152, ""gpu_kernel_count"": 2, ""first_kernel_name"": ""per_token_group_quant_8bit_kernel"", ""last_kernel_name"": ""sm90_fp8_gemm_1d2d_impl""}, {""canonical_name"": ""kv_a_layernorm"", ""order_index"": 4, ""host_start_ns"": 33161230, ""host_end_ns"": 33202768, ""host_duration_ns"": 41538, ""host_duration_ms"": 0.041538, ""first_kernel_start_ns"": 39907033, ""last_kernel_end_ns"": 39920345, ""module_total_to_last_kernel_ns"": 6759115, ""module_total_to_last_kernel_ms"": 6.759115, ""host_to_first_kernel_gap_ns"": 6745803, ""host_to_first_kernel_gap_ms"": 6.745803, ""host_end_to_last_kernel_tail_ns"": 6717577, ""host_end_to_last_kernel_tail_ms"": 6.717577, ""host_end_to_last_kernel_tail_ns_signed"": 6717577, ""host_end_to_last_kernel_tail_ms_signed"": 6.717577, ""gpu_makespan_ns"": 13312, ""gpu_makespan_ms"": 0.013312, ""gpu_kernel_time_sum_ns"": 13312, ""gpu_kernel_time_sum_ms"": 0.013312, ""gpu_kernel_count"": 1, ""first_kernel_name"": ""RMSNormKernel"", ""last_kernel_name"": ""RMSNormKernel""}, {""canonical_name"": ""rotary_emb"", ""order_index"": 5, ""host_start_ns"": 33242756, ""host_end_ns"": 33321917, ""host_duration_ns"": 79161, ""host_duration_ms"": 0.079161, ""first_kernel_start_ns"": 39921497, ""last_kernel_end_ns"": 40029081, ""module_total_to_last_kernel_ns"": 6786325, ""module_total_to_last_kernel_ms"": 6.786325, ""host_to_first_kernel_gap_ns"": 6678741, ""host_to_first_kernel_gap_ms"": 6.678741, ""host_end_to_last_kernel_tail_ns"": 6707164, ""host_end_to_last_kernel_tail_ms"": 6.707164, ""host_end_to_last_kernel_tail_ns_signed"": 6707164, ""host_end_to_last_kernel_tail_ms_signed"": 6.707164, ""gpu_makespan_ns"": 107584, ""gpu_makespan_ms"": 0.107584, ""gpu_kernel_time_sum_ns"": 107584, ""gpu_kernel_time_sum_ms"": 0.107584, ""gpu_kernel_count"": 1, ""first_kernel_name"": ""BatchQKApplyRotaryPosIdsCosSinCacheHeadParallelismKernel"", ""last_kernel_name"": ""BatchQKApplyRotaryPosIdsCosSinCacheHeadParallelismKernel""}, {""canonical_name"": ""kv_b_proj"", ""order_index"": 6, ""host_start_ns"": 33465979, ""host_end_ns"": 33687869, ""host_duration_ns"": 221890, ""host_duration_ms"": 0.22189, ""first_kernel_start_ns"": 40058041, ""last_kernel_end_ns"": 40346041, ""module_total_to_last_kernel_ns"": 6880062, ""module_total_to_last_kernel_ms"": 6.880062, ""host_to_first_kernel_gap_ns"": 6592062, ""host_to_first_kernel_gap_ms"": 6.592062, ""host_end_to_last_kernel_tail_ns"": 6658172, ""host_end_to_last_kernel_tail_ms"": 6.658172, ""host_end_to_last_kernel_tail_ns_signed"": 6658172, ""host_end_to_last_kernel_tail_ms_signed"": 6.658172, ""gpu_makespan_ns"": 288000, ""gpu_makespan_ms"": 0.288, ""gpu_kernel_time_sum_ns"": 286176, ""gpu_kernel_time_sum_ms"": 0.286176, ""gpu_kernel_count"": 2, ""first_kernel_name"": ""per_token_group_quant_8bit_kernel"", ""last_kernel_name"": ""sm90_fp8_gemm_1d2d_impl""}, {""canonical_name"": ""attn_mha"", ""order_index"": 7, ""host_start_ns"": 33789323, ""host_end_ns"": 33945342, ""host_duration_ns"": 156019, ""host_duration_ms"": 0.156019, ""first_kernel_start_ns"": 40586938, ""last_kernel_end_ns"": 42539675, ""module_total_to_last_kernel_ns"": 8750352, ""module_total_to_last_kernel_ms"": 8.750352, ""host_to_first_kernel_gap_ns"": 6797615, ""host_to_first_kernel_gap_ms"": 6.797615, ""host_end_to_last_kernel_tail_ns"": 8594333, ""host_end_to_last_kernel_tail_ms"": 8.594333, ""host_end_to_last_kernel_tail_ns_signed"": 8594333, ""host_end_to_last_kernel_tail_ms_signed"": 8.594333, ""gpu_makespan_ns"": 1952737, ""gpu_makespan_ms"": 1.952737, ""gpu_kernel_time_sum_ns"": 1952865, ""gpu_kernel_time_sum_ms"": 1.952865, ""gpu_kernel_count"": 2, ""first_kernel_name"": ""prepare_varlen_num_blocks_kernel"", ""last_kernel_name"": ""device_kernel""}, {""canonical_name"": ""o_proj"", ""order_index"": 8, ""host_start_ns"": 33988601, ""host_end_ns"": 34237877, ""host_duration_ns"": 249276, ""host_duration_ms"": 0.249276, ""first_kernel_start_ns"": 42541755, ""last_kernel_end_ns"": 43790748, ""module_total_to_last_kernel_ns"": 9802147, ""module_total_to_last_kernel_ms"": 9.802147, ""host_to_first_kernel_gap_ns"": 8553154, ""host_to_first_kernel_gap_ms"": 8.553154, ""host_end_to_last_kernel_tail_ns"": 9552871, ""host_end_to_last_kernel_tail_ms"": 9.552871, ""host_end_to_last_kernel_tail_ns_signed"": 9552871, ""host_end_to_last_kernel_tail_ms_signed"": 9.552871, ""gpu_makespan_ns"": 1248993, ""gpu_makespan_ms"": 1.248993, ""gpu_kernel_time_sum_ns"": 1247937, ""gpu_kernel_time_sum_ms"": 1.247937, ""gpu_kernel_count"": 2, ""first_kernel_name"": ""per_token_group_quant_8bit_kernel"", ""last_kernel_name"": ""sm90_fp8_gemm_1d2d_impl""}]","[{""canonical_name"": ""fused_qkv_a_proj_with_mqa"", ""top_gpu_kernels"": [{""short_name"": ""sm90_fp8_gemm_1d2d_impl"", ""gpu_time_ns"": 193792, ""gpu_time_ms"": 0.193792}, {""short_name"": ""per_token_group_quant_8bit_kernel"", ""gpu_time_ns"": 73472, ""gpu_time_ms"": 0.073472}], ""gpu_kernel_count"": 2}, {""canonical_name"": ""q_a_layernorm"", ""top_gpu_kernels"": [{""short_name"": ""RMSNormKernel"", ""gpu_time_ns"": 17824, ""gpu_time_ms"": 0.017824}], ""gpu_kernel_count"": 1}, {""canonical_name"": ""q_b_proj"", ""top_gpu_kernels"": [{""short_name"": ""sm90_fp8_gemm_1d2d_impl"", ""gpu_time_ns"": 425216, ""gpu_time_ms"": 0.425216}, {""short_name"": ""per_token_group_quant_8bit_kernel"", ""gpu_time_ns"": 15936, ""gpu_time_ms"": 0.015936}], ""gpu_kernel_count"": 2}, {""canonical_name"": ""kv_a_layernorm"", ""top_gpu_kernels"": [{""short_name"": ""RMSNormKernel"", ""gpu_time_ns"": 13312, ""gpu_time_ms"": 0.013312}], ""gpu_kernel_count"": 1}, {""canonical_name"": ""rotary_emb"", ""top_gpu_kernels"": [{""short_name"": ""BatchQKApplyRotaryPosIdsCosSinCacheHeadParallelismKernel"", ""gpu_time_ns"": 107584, ""gpu_time_ms"": 0.107584}], ""gpu_kernel_count"": 1}, {""canonical_name"": ""kv_b_proj"", ""top_gpu_kernels"": [{""short_name"": ""sm90_fp8_gemm_1d2d_impl"", ""gpu_time_ns"": 280352, ""gpu_time_ms"": 0.280352}, {""short_name"": ""per_token_group_quant_8bit_kernel"", ""gpu_time_ns"": 5824, ""gpu_time_ms"": 0.005824}], ""gpu_kernel_count"": 2}, {""canonical_name"": ""attn_mha"", ""top_gpu_kernels"": [{""short_name"": ""device_kernel"", ""gpu_time_ns"": 1950081, ""gpu_time_ms"": 1.950081}, {""short_name"": ""prepare_varlen_num_blocks_kernel"", ""gpu_time_ns"": 2784, ""gpu_time_ms"": 0.002784}], ""gpu_kernel_count"": 2}, {""canonical_name"": ""o_proj"", ""top_gpu_kernels"": [{""short_name"": ""sm90_fp8_gemm_1d2d_impl"", ""gpu_time_ns"": 1089249, ""gpu_time_ms"": 1.089249}, {""short_name"": ""per_token_group_quant_8bit_kernel"", ""gpu_time_ns"": 158688, ""gpu_time_ms"": 0.158688}], ""gpu_kernel_count"": 2}]"
