transition,operator,phase,hardware,hardware_label,engine,version,target_combination,matched_shapes,ratio_p10,ratio_p50,ratio_p90,target_faster_pct,kernel_source_changed_pct,base_kernel_sources,target_kernel_sources,small_shapes,small_ratio_p10,small_ratio_p50,small_ratio_p90,small_target_faster_pct,large_shapes,large_ratio_p10,large_ratio_p50,large_ratio_p90,large_target_faster_pct,large_minus_small_p50,size_pattern,workload_ratio_spearman
attention_prefill_bf16_fp8kv_vs_bf16_bf16kv,attention,prefill,b200_sxm,B200 SXM,vllm,0.19.0,BF16/FP8,10092,0.7914360950920764,0.9214645360171769,1.0030692692491336,88.0697582243361,0.0,vllm_flashinfer:10092,vllm_flashinfer:10092,2569,0.8082304522227035,0.9721176087783704,1.0143010213475714,76.95601401323472,2570,0.7122142653082509,0.8761357343770966,0.9977203599477026,90.73929961089495,-0.09598187440127381,target_faster_both,-0.29706888276817395
attention_prefill_bf16_fp8kv_vs_bf16_bf16kv,attention,prefill,b300_sxm,B300 SXM,sglang,0.5.10,BF16/FP8,5627,0.7586699161441994,0.8812950291674356,1.0007658711027119,89.26603874178069,0.0,trtllm_mha:5627,trtllm_mha:5627,1481,0.8147407486807514,0.8996757770806963,1.0009229419737096,88.31870357866306,1482,0.650148689179907,0.7995716778979833,0.9337612412838756,97.70580296896087,-0.10010409918271301,target_faster_both,-0.4574589175261213
attention_prefill_bf16_fp8kv_vs_bf16_bf16kv,attention,prefill,b300_sxm,B300 SXM,trtllm,1.3.0rc10,BF16/FP8,21064,0.982411846400971,1.0042829624312415,1.0323784262645528,36.621724268894795,0.0,torch_flow:21064,torch_flow:21064,5571,0.9781690116019308,1.0044865747476903,1.077184985128523,38.26961048285766,5298,0.9744575066627867,1.0056244832304737,1.0317396110941832,36.7685919214798,0.0011379084827833896,target_slower_both,-0.006757890526534407
attention_prefill_bf16_fp8kv_vs_bf16_bf16kv,attention,prefill,b300_sxm,B300 SXM,vllm,0.19.0,BF16/FP8,10092,0.6945150251488361,0.8654647383169227,0.9900323493827655,92.24137931034483,0.0,vllm_flashinfer:10092,vllm_flashinfer:10092,2569,0.813981899126059,0.9551821031027042,1.0292917251768767,76.449980537174,2570,0.6222814969771844,0.7686779442537286,0.8983753486945252,99.22178988326849,-0.18650415884897564,target_faster_both,-0.6185240915476239
attention_prefill_bf16_fp8kv_vs_bf16_bf16kv,attention,prefill,gb200,GB200,sglang,0.5.10,BF16/FP8,5627,0.8814602069662792,0.9866077910923415,1.0745952312888192,65.18571174693443,0.0,trtllm_mha:5627,trtllm_mha:5627,1481,0.917555811118278,0.9954057843498602,1.0130208257170572,64.48345712356516,1482,0.7707299799584006,0.9148660466631946,1.0213538780864921,84.14304993252361,-0.08053973768666556,target_faster_both,-0.3640228783691092
attention_prefill_bf16_fp8kv_vs_bf16_bf16kv,attention,prefill,gb200,GB200,trtllm,1.3.0rc10,BF16/FP8,21064,0.9800698945515941,1.003592115750501,1.0329497551730293,38.074439802506646,0.0,torch_flow:21064,torch_flow:21064,5571,0.9803805759627743,1.0031645810558882,1.0542737762426673,40.5851732184527,5298,0.9712172694758338,1.004932969664222,1.036790540519543,35.78708946772367,0.0017683886083337264,target_slower_both,0.00555524232501598
attention_prefill_bf16_fp8kv_vs_bf16_bf16kv,attention,prefill,gb200,GB200,vllm,0.19.0,BF16/FP8,10092,0.8019735885246225,0.9181637792504868,1.0011801745999873,89.23900118906064,0.0,vllm_flashinfer:10092,vllm_flashinfer:10092,2569,0.8237357229328947,0.959839385594266,1.0182281252382661,77.96808096535617,2570,0.7352468232139112,0.8809362294991722,0.9878455430467149,93.50194552529183,-0.0789031560950938,target_faster_both,-0.28526983929352856
attention_prefill_bf16_fp8kv_vs_bf16_bf16kv,attention,prefill,gb300,GB300,sglang,0.5.10,BF16/FP8,5627,0.7879481429421858,0.8845478243098704,1.0026562579191527,88.62626621645637,0.0,trtllm_mha:5627,trtllm_mha:5627,1481,0.8520808747015921,0.9388226061623516,1.0032287709936034,86.2255232950709,1482,0.7127474886215456,0.8071969905501548,0.8929680977029603,99.25775978407557,-0.13162561561219677,target_faster_both,-0.5754609222754292
attention_prefill_bf16_fp8kv_vs_bf16_bf16kv,attention,prefill,gb300,GB300,trtllm,1.3.0rc10,BF16/FP8,21064,0.9853517802292461,1.0038759990461927,1.0272524337092162,36.2419293581466,0.0,torch_flow:21064,torch_flow:21064,5571,0.9828430887005667,1.0027885786767254,1.043085868820575,40.62107341590379,5298,0.9835824292503983,1.0062670661368545,1.0222949790802587,31.540203850509624,0.0034784874601290205,target_slower_both,0.04919941191423703
attention_prefill_bf16_fp8kv_vs_bf16_bf16kv,attention,prefill,gb300,GB300,vllm,0.19.0,BF16/FP8,10092,0.6979225103360609,0.8677668805617729,0.9878778092978315,93.26198969480777,0.0,vllm_flashinfer:10092,vllm_flashinfer:10092,2569,0.8214250607801831,0.948855992290577,1.0185806573335359,80.07006617360841,2570,0.6368302298940891,0.7704478696709336,0.8962748368198502,99.88326848249028,-0.17840812261964345,target_faster_both,-0.6062669833434866
attention_prefill_bf16_fp8kv_vs_bf16_bf16kv,attention,prefill,rtx_pro_6000_server,RTX PRO 6000,sglang,0.5.10,BF16/FP8,11174,1.0812783044621699,1.25518173272687,1.7831252773850195,0.2505817075353499,0.0,triton:11174,triton:11174,2802,1.1052713669099061,1.4194911544678608,1.9618574425314457,0.03568879371877231,2938,1.0820295314296264,1.5034690743320123,1.760331942456937,0.3063308373042886,0.08397791986415148,target_slower_both,-0.16426711531242005
attention_prefill_bf16_fp8kv_vs_bf16_bf16kv,attention,prefill,rtx_pro_6000_server,RTX PRO 6000,trtllm,1.3.0rc10,BF16/FP8,21064,0.94374576191329,0.994990413913869,1.0139819126217882,65.34846183061147,0.0,torch_flow:21064,torch_flow:21064,5571,0.9481140247236565,0.9996351668570088,1.0393231152857147,50.65517860348232,5298,0.9795757519622221,0.9967946735312032,1.006337572079096,69.13929784824462,-0.002840493325805604,target_faster_both,-0.05433606482745279
attention_prefill_bf16_fp8kv_vs_bf16_bf16kv,attention,prefill,rtx_pro_6000_server,RTX PRO 6000,vllm,0.19.0,BF16/FP8,10092,0.02454950896012351,0.5530742032961216,1.5222103396868036,66.98374950455806,100.0,vllm_flash_attn:10092,vllm_flashinfer:10092,2569,0.5828461058935073,1.013715742668429,1.317150108288827,45.309458933437135,2570,0.006313002651466113,0.06734030456735696,1.132849771901258,82.60700389105058,-0.9463754381010719,small_slower_large_faster,-0.52332822059405
attention_prefill_fp8_fp8kv_vs_bf16_bf16kv,attention,prefill,l40s,L40S,trtllm,1.0.0,FP8/FP8,9758,0.6186365210295165,0.9699042968492512,1.500000000000002,50.901824144291865,0.0,torch_flow:9758,torch_flow:9758,2471,0.8370786392847582,1.233766322123284,2.677965940750151,41.197895588830434,2561,0.5875740754012194,0.716403917363843,1.3089039348403277,56.07184693479109,-0.517362404759441,small_slower_large_faster,-0.4026736091742668
attention_prefill_fp8_fp8kv_vs_bf16_bf16kv,attention,prefill,h100_sxm,H100 SXM,sglang,0.5.10,FP8/FP8,5627,0.7865477068786291,0.9179828660310058,1.025894358582687,77.41247556424382,0.0,flash_attention:5627,flash_attention:5627,1481,0.9543487991281214,1.0,1.0343393178458966,49.89871708305199,1482,0.7585817579992855,0.8153513447364604,0.9108078037792858,98.85290148448043,-0.18464865526353957,target_faster_both,-0.7178483948510626
attention_prefill_fp8_fp8kv_vs_bf16_bf16kv,attention,prefill,h100_sxm,H100 SXM,trtllm,1.3.0rc10,FP8/FP8,16848,0.8339174842982965,0.9731030673137133,1.279997932211775,57.75166191832859,0.0,torch_flow:16848,torch_flow:16848,4350,0.9761771350160846,1.024646796453738,1.2405681060187943,28.68965517241379,4336,0.7434275346520025,0.8567973052399981,0.9238650765634995,94.8339483394834,-0.16784949121373993,small_slower_large_faster,-0.5884818470355672
