tag,status,run_dir,raw_run_dir,csv_path,json_path,md_path,batch_size,fresh_lens,prefix_lens,tp_size,attention_backend
req1_equal_fresh_regular_b1_f8192_p0,ok,/home/ai_lab/ljc/scale-up-sim/aiconfigurator/.self/task-localbench/tmp-prefill-gap-cpusample-cap/20260623_182937_prefill_stage1_req1_equal_fresh_regular_b1_f8192_p0_b1_fvar8192_pvar0_layers5_backend_auto_cg_off_pcg_off_tp1_marker_on_profile_nsys,/home/ai_lab/ljc/scale-up-sim/aiconfigurator/.self/task-localbench/tmp-prefill-gap-cpusample-cap-bench/raw_runs/20260623_182937_prefill_stage1_req1_equal_fresh_regular_b1_f8192_p0_b1_fvar8192_pvar0_layers5_backend_auto_cg_off_pcg_off_tp1_marker_on_profile_nsys,/home/ai_lab/ljc/scale-up-sim/aiconfigurator/.self/task-localbench/tmp-prefill-gap-cpusample-cap-bench/csv/20260623_182937_prefill_stage1_req1_equal_fresh_regular_b1_f8192_p0_b1_fvar8192_pvar0_layers5_backend_auto_cg_off_pcg_off_tp1_marker_on_profile_nsys__MLA时延拆解.csv,/home/ai_lab/ljc/scale-up-sim/aiconfigurator/.self/task-localbench/tmp-prefill-gap-cpusample-cap-bench/csv/20260623_182937_prefill_stage1_req1_equal_fresh_regular_b1_f8192_p0_b1_fvar8192_pvar0_layers5_backend_auto_cg_off_pcg_off_tp1_marker_on_profile_nsys__MLA对齐解析.json,/home/ai_lab/ljc/scale-up-sim/aiconfigurator/.self/task-localbench/tmp-prefill-gap-cpusample-cap-bench/csv/20260623_182937_prefill_stage1_req1_equal_fresh_regular_b1_f8192_p0_b1_fvar8192_pvar0_layers5_backend_auto_cg_off_pcg_off_tp1_marker_on_profile_nsys__MLA对齐解析.md,1,8192,0,1,auto
req1_equal_fresh_irregular_b1_f4500_p0,ok,/home/ai_lab/ljc/scale-up-sim/aiconfigurator/.self/task-localbench/tmp-prefill-gap-cpusample-cap/20260623_183249_prefill_stage1_req1_equal_fresh_irregular_b1_f4500_p0_b1_fvar4500_pvar0_layers5_backend_auto_cg_off_pcg_off_tp1_marker_on_profile_nsys,/home/ai_lab/ljc/scale-up-sim/aiconfigurator/.self/task-localbench/tmp-prefill-gap-cpusample-cap-bench/raw_runs/20260623_183249_prefill_stage1_req1_equal_fresh_irregular_b1_f4500_p0_b1_fvar4500_pvar0_layers5_backend_auto_cg_off_pcg_off_tp1_marker_on_profile_nsys,/home/ai_lab/ljc/scale-up-sim/aiconfigurator/.self/task-localbench/tmp-prefill-gap-cpusample-cap-bench/csv/20260623_183249_prefill_stage1_req1_equal_fresh_irregular_b1_f4500_p0_b1_fvar4500_pvar0_layers5_backend_auto_cg_off_pcg_off_tp1_marker_on_profile_nsys__MLA时延拆解.csv,/home/ai_lab/ljc/scale-up-sim/aiconfigurator/.self/task-localbench/tmp-prefill-gap-cpusample-cap-bench/csv/20260623_183249_prefill_stage1_req1_equal_fresh_irregular_b1_f4500_p0_b1_fvar4500_pvar0_layers5_backend_auto_cg_off_pcg_off_tp1_marker_on_profile_nsys__MLA对齐解析.json,/home/ai_lab/ljc/scale-up-sim/aiconfigurator/.self/task-localbench/tmp-prefill-gap-cpusample-cap-bench/csv/20260623_183249_prefill_stage1_req1_equal_fresh_irregular_b1_f4500_p0_b1_fvar4500_pvar0_layers5_backend_auto_cg_off_pcg_off_tp1_marker_on_profile_nsys__MLA对齐解析.md,1,4500,0,1,auto
req1_equal_fresh_irregular_b1_f6000_p0,ok,/home/ai_lab/ljc/scale-up-sim/aiconfigurator/.self/task-localbench/tmp-prefill-gap-cpusample-cap/20260623_183528_prefill_stage1_req1_equal_fresh_irregular_b1_f6000_p0_b1_fvar6000_pvar0_layers5_backend_auto_cg_off_pcg_off_tp1_marker_on_profile_nsys,/home/ai_lab/ljc/scale-up-sim/aiconfigurator/.self/task-localbench/tmp-prefill-gap-cpusample-cap-bench/raw_runs/20260623_183528_prefill_stage1_req1_equal_fresh_irregular_b1_f6000_p0_b1_fvar6000_pvar0_layers5_backend_auto_cg_off_pcg_off_tp1_marker_on_profile_nsys,/home/ai_lab/ljc/scale-up-sim/aiconfigurator/.self/task-localbench/tmp-prefill-gap-cpusample-cap-bench/csv/20260623_183528_prefill_stage1_req1_equal_fresh_irregular_b1_f6000_p0_b1_fvar6000_pvar0_layers5_backend_auto_cg_off_pcg_off_tp1_marker_on_profile_nsys__MLA时延拆解.csv,/home/ai_lab/ljc/scale-up-sim/aiconfigurator/.self/task-localbench/tmp-prefill-gap-cpusample-cap-bench/csv/20260623_183528_prefill_stage1_req1_equal_fresh_irregular_b1_f6000_p0_b1_fvar6000_pvar0_layers5_backend_auto_cg_off_pcg_off_tp1_marker_on_profile_nsys__MLA对齐解析.json,/home/ai_lab/ljc/scale-up-sim/aiconfigurator/.self/task-localbench/tmp-prefill-gap-cpusample-cap-bench/csv/20260623_183528_prefill_stage1_req1_equal_fresh_irregular_b1_f6000_p0_b1_fvar6000_pvar0_layers5_backend_auto_cg_off_pcg_off_tp1_marker_on_profile_nsys__MLA对齐解析.md,1,6000,0,1,auto
