config_key,hw,runner,model_prefix,framework,precision,model,image,multinode,disagg,scenario_index,recipe_group_index,isl,osl,spec_decoding,prefill_num_workers,prefill_tp,prefill_ep,prefill_dp_attn,decode_num_workers,decode_tp,decode_ep,decode_dp_attn,recipe_path,conc,result_found,tput_per_gpu,output_tput_per_gpu,input_tput_per_gpu,median_ttft,p99_ttft,median_intvty,p99_intvty,median_e2el,p99_e2el,_source_file,_source_type,result_date,result_run_url,num_prefill_gpu,num_decode_gpu
dsr1-fp8-gb200-dynamo-sglang,gb200,gb200,dsr1,dynamo-sglang,fp8,deepseek-ai/DeepSeek-R1-0528,lmsysorg/sglang:v0.5.8.post1-cu130,True,True,2,1,8192,1024,none,1,8,1,False,1,8,1,False,recipes/gb200-fp8/8k1k/low-latency.yaml,4,True,207.365124455016,46.12988050932691,368.60036840070507,0.43144500185735524,1.2943438732996584,99.85927721231535,98.84151733261503,9.671089819865301,11.333465156252496,,public_api,2026-02-09,https://github.com/SemiAnalysisAI/InferenceX/actions/runs/21831958748/attempts/2,8,8
dsr1-fp8-gb200-dynamo-sglang,gb200,gb200,dsr1,dynamo-sglang,fp8,deepseek-ai/DeepSeek-R1-0528,lmsysorg/sglang:v0.5.8.post1-cu130,True,True,2,1,8192,1024,none,1,8,1,False,1,8,1,False,recipes/gb200-fp8/8k1k/low-latency.yaml,8,True,344.9745910893033,77.55250861934633,612.3966735592603,0.6818669787608087,2.3243532070331274,84.63463276289484,83.76137335720114,11.747852107975632,13.513132604919374,,public_api,2026-02-09,https://github.com/SemiAnalysisAI/InferenceX/actions/runs/21831958748/attempts/2,8,8
dsr1-fp8-gb200-dynamo-sglang,gb200,gb200,dsr1,dynamo-sglang,fp8,deepseek-ai/DeepSeek-R1-0528,lmsysorg/sglang:v0.5.8.post1-cu130,True,True,2,1,8192,1024,none,1,8,1,False,1,8,1,False,recipes/gb200-fp8/8k1k/low-latency.yaml,16,True,570.3749077882412,126.38707440092524,1014.3627411755572,0.6597944975364953,4.469727700497024,69.58735690798308,68.76366329949359,13.872689381474629,17.562249993314033,,public_api,2026-02-09,https://github.com/SemiAnalysisAI/InferenceX/actions/runs/21831958748/attempts/2,8,8
dsr1-fp8-gb200-dynamo-sglang,gb200,gb200,dsr1,dynamo-sglang,fp8,deepseek-ai/DeepSeek-R1-0528,lmsysorg/sglang:v0.5.8.post1-cu130,True,True,2,2,8192,1024,none,5,8,8,True,1,32,32,True,recipes/gb200-fp8/8k1k/mid-curve.yaml,512,True,3051.8065006117235,762.8968970874755,4882.934183431122,2.374076489591971,9.688136273147544,59.18825475573432,56.535710598043686,18.04848483297974,25.944189105122366,,public_api,2026-02-09,https://github.com/SemiAnalysisAI/InferenceX/actions/runs/21831958748/attempts/2,40,32
dsr1-fp8-gb200-dynamo-sglang,gb200,gb200,dsr1,dynamo-sglang,fp8,deepseek-ai/DeepSeek-R1-0528,lmsysorg/sglang:v0.5.8.post1-cu130,True,True,2,2,8192,1024,none,5,8,8,True,1,32,32,True,recipes/gb200-fp8/8k1k/mid-curve.yaml,1024,True,5355.176823264458,1338.90743619678,8568.192332918601,3.2824997724965215,14.23412322937977,53.7809602569507,52.1767264630311,20.524929902050644,31.485598032088028,,public_api,2026-02-09,https://github.com/SemiAnalysisAI/InferenceX/actions/runs/21831958748/attempts/2,40,32
dsr1-fp8-gb200-dynamo-sglang,gb200,gb200,dsr1,dynamo-sglang,fp8,deepseek-ai/DeepSeek-R1-0528,lmsysorg/sglang:v0.5.8.post1-cu130,True,True,2,2,8192,1024,none,5,8,8,True,1,32,32,True,recipes/gb200-fp8/8k1k/mid-curve.yaml,2048,True,6558.253689221032,1640.8961393236823,10492.139729138911,12.890878034057096,35.52479939718265,48.486567454964536,47.694939468193596,31.889228039653972,54.66849916487466,,public_api,2026-02-09,https://github.com/SemiAnalysisAI/InferenceX/actions/runs/21831958748/attempts/2,40,32
dsr1-fp8-gb200-dynamo-sglang,gb200,gb200,dsr1,dynamo-sglang,fp8,deepseek-ai/DeepSeek-R1-0528,lmsysorg/sglang:v0.5.8.post1-cu130,True,True,2,2,8192,1024,none,5,8,8,True,1,32,32,True,recipes/gb200-fp8/8k1k/mid-curve.yaml,6144,True,6854.276676587512,1713.097703136654,10967.219855348198,76.94628445152193,132.0553817964485,48.164252355050984,44.6961504064753,96.02952728210948,150.94068862483374,,public_api,2026-02-09,https://github.com/SemiAnalysisAI/InferenceX/actions/runs/21831958748/attempts/2,40,32
dsr1-fp8-gb200-dynamo-sglang,gb200,gb200,dsr1,dynamo-sglang,fp8,deepseek-ai/DeepSeek-R1-0528,lmsysorg/sglang:v0.5.8.post1-cu130,True,True,2,3,8192,1024,none,6,8,8,True,1,24,24,True,recipes/gb200-fp8/8k1k/max_tpt.yaml,2048,True,7165.510756763309,2390.4450776543617,9553.043596317782,3.7841302209999412,21.68561575518455,34.164753968358625,33.7076311373578,30.833877425873652,49.13557840843216,,public_api,2026-02-09,https://github.com/SemiAnalysisAI/InferenceX/actions/runs/21831958748/attempts/2,48,24
dsr1-fp8-gb200-dynamo-sglang,gb200,gb200,dsr1,dynamo-sglang,fp8,deepseek-ai/DeepSeek-R1-0528,lmsysorg/sglang:v0.5.8.post1-cu130,True,True,2,3,8192,1024,none,6,8,8,True,1,24,24,True,recipes/gb200-fp8/8k1k/max_tpt.yaml,4096,True,8078.197644348366,2692.0091004759192,10771.29191628459,26.38877507345751,52.293714859448365,31.695810324486423,30.979968411721906,55.030158393550664,81.29210966271346,,public_api,2026-02-09,https://github.com/SemiAnalysisAI/InferenceX/actions/runs/21831958748/attempts/2,48,24
dsr1-fp8-gb200-dynamo-sglang,gb200,gb200,dsr1,dynamo-sglang,fp8,deepseek-ai/DeepSeek-R1-0528,lmsysorg/sglang:v0.5.8.post1-cu130,True,True,2,3,8192,1024,none,6,8,8,True,1,24,24,True,recipes/gb200-fp8/8k1k/max_tpt.yaml,6144,True,8188.3798607360995,2728.708978585948,10918.215301811177,53.73605717997998,85.03324726671912,31.592623472971443,29.73037249241893,82.6792728882283,114.21989308000079,,public_api,2026-02-09,https://github.com/SemiAnalysisAI/InferenceX/actions/runs/21831958748/attempts/2,48,24
