case_id,model_key,system,mode,bottleneck,prefill_capacity_seq_s,decode_capacity_seq_s,capacity_ratio_prefill_decode,expected_request_rate,request_rate,request_rate_relative_error,ttft,tpot,tokens/s/user,tokens/s/gpu,(p)bs,(p)global_bs,(p)workers,(p)seq/s/worker,(p)parallel,(d)bs,(d)global_bs,(d)workers,(d)seq/s/worker,(d)parallel,num_total_gpus
deepseek_v3__b300_sxm__silicon,deepseek_v3,b300_sxm,SILICON,decode,4.3947,3.9348400000000003,1.116868792631975,3.9348400000000003,3.935,4.0662390338543854e-05,368.608,15.999,62.505,125.915,1,1,1,4.883,tp4pp1dp1etp4ep1,10,10,7,0.611,tp4pp1dp1etp1ep4,32
deepseek_v3__b300_sxm__silicon,deepseek_v3,b300_sxm,SILICON,decode,5.2272,3.7287600000000003,1.4018601358092233,3.7287600000000003,3.729,6.436456087272871e-05,309.931,15.92,62.816,119.32,1,1,1,5.808,tp8pp1dp1etp8ep1,22,22,3,1.351,tp8pp1dp1etp2ep4,32
deepseek_v3__b300_sxm__silicon,deepseek_v3,b300_sxm,SILICON,decode,5.2272,3.4224,1.5273492286115007,3.4224,3.422,0.00011687704534828073,309.931,15.764,63.435,109.517,1,1,1,5.808,tp8pp1dp1etp8ep1,20,20,3,1.24,tp8pp1dp1etp1ep8,32
deepseek_v3__b300_sxm__silicon,deepseek_v3,b300_sxm,SILICON,decode,13.8078,7.76112,1.7790988929432865,7.76112,7.761,1.5461685942221995e-05,938.585,16.684,59.939,248.356,1,4,2,7.671,tp1pp1dp4etp4ep1,6,48,3,2.812,tp1pp1dp8etp2ep4,32
deepseek_v3__b300_sxm__silicon,deepseek_v3,b300_sxm,SILICON,decode,13.8078,6.571559999999999,2.101144933623067,6.571559999999999,6.572,6.695518263564607e-05,938.585,16.423,60.89,210.29,1,4,2,7.671,tp1pp1dp4etp4ep1,5,40,3,2.381,tp1pp1dp8etp1ep8,32
deepseek_v3__b300_sxm__silicon,deepseek_v3,b300_sxm,SILICON,decode,13.8078,6.433560000000001,2.146214537518885,6.433560000000001,6.434,6.839137273909465e-05,938.585,16.771,59.626,205.874,1,4,2,7.671,tp1pp1dp4etp4ep1,5,40,3,2.331,tp1pp1dp8etp4ep2,32
deepseek_v3__b300_sxm__silicon,deepseek_v3,b300_sxm,SILICON,prefill,4.3947,4.4758,0.9818803342419233,4.3947,4.395,6.8264045327167e-05,368.608,16.872,59.269,140.63,1,1,1,4.883,tp4pp1dp1etp4ep1,12,12,7,0.695,tp4pp1dp1etp1ep4,32
deepseek_v3__b300_sxm__silicon,deepseek_v3,b300_sxm,SILICON,prefill,4.3947,4.5144400000000005,0.9734762229645315,4.3947,4.395,6.8264045327167e-05,368.608,16.729,59.776,140.63,1,1,1,4.883,tp4pp1dp1etp4ep1,12,12,7,0.701,tp4pp1dp1etp2ep2,32
deepseek_v3__b300_sxm__silicon,deepseek_v3,b300_sxm,SILICON,decode,13.8078,9.80904,1.407660688507744,9.80904,9.809,4.0778710251219336e-06,938.585,17.604,56.804,313.889,1,4,2,7.671,tp1pp1dp4etp4ep1,8,64,3,3.554,tp1pp1dp8etp2ep4,32
deepseek_v3__b300_sxm__silicon,deepseek_v3,b300_sxm,SILICON,decode,13.8078,8.558760000000001,1.6132944491959114,8.558760000000001,8.559,2.8041445255857102e-05,938.585,17.65,56.656,273.88,1,4,2,7.671,tp1pp1dp4etp4ep1,7,56,3,3.101,tp1pp1dp8etp1ep8,32
deepseek_v3__b300_sxm__silicon,deepseek_v3,b300_sxm,SILICON,decode,13.8078,8.4042,1.6429642321696296,8.4042,8.404,2.3797624996969837e-05,938.585,17.975,55.632,268.934,1,4,2,7.671,tp1pp1dp4etp4ep1,7,56,3,3.045,tp1pp1dp8etp4ep2,32
deepseek_v3__b300_sxm__silicon,deepseek_v3,b300_sxm,SILICON,decode,6.9039,5.6028,1.232223174127222,5.6028,5.603,3.569643749545475e-05,938.585,17.974,55.636,179.29,1,4,1,7.671,tp1pp1dp4etp4ep1,4,16,7,0.87,tp1pp1dp4etp2ep2,32
deepseek_v3__b300_sxm__silicon,deepseek_v3,b300_sxm,SILICON,prefill,5.2272,5.398560000000001,0.9682582021872498,5.2272,5.227,3.8261401897676365e-05,309.931,17.995,55.571,167.27,1,1,1,5.808,tp8pp1dp1etp8ep1,36,36,3,1.956,tp8pp1dp1etp2ep4,32
deepseek_v3__b300_sxm__silicon,deepseek_v3,b300_sxm,SILICON,decode,13.8078,12.599400000000001,1.0959093290156674,12.599400000000001,12.599,3.1747543533886064e-05,938.585,18.843,53.069,403.181,1,4,2,7.671,tp1pp1dp4etp4ep1,11,88,3,4.565,tp1pp1dp8etp2ep4,32
deepseek_v3__b300_sxm__silicon,deepseek_v3,b300_sxm,SILICON,decode,13.8078,10.39692,1.328066388892095,10.39692,10.397,7.694586473736846e-06,938.585,18.682,53.526,332.701,1,4,2,7.671,tp1pp1dp4etp4ep1,9,72,3,3.767,tp1pp1dp8etp1ep8,32
deepseek_v3__b300_sxm__silicon,deepseek_v3,b300_sxm,SILICON,decode,13.8078,9.20184,1.5005477165436476,9.20184,9.202,1.738782678239046e-05,938.585,18.767,53.285,294.459,1,4,2,7.671,tp1pp1dp4etp4ep1,8,64,3,3.334,tp1pp1dp8etp4ep2,32
deepseek_v3__b300_sxm__silicon,deepseek_v3,b300_sxm,SILICON,decode,5.2272,4.552160000000001,1.1482900425292606,4.552160000000001,4.552,3.514814945016172e-05,309.931,18.962,52.737,194.225,1,1,1,5.808,tp8pp1dp1etp8ep1,48,48,2,2.474,tp8pp1dp1etp2ep4,24
deepseek_v3__b300_sxm__silicon,deepseek_v3,b300_sxm,SILICON,prefill,13.8078,15.122040000000002,0.9130910908845631,13.8078,13.808,1.4484566694153586e-05,938.585,19.982,50.045,441.85,1,4,2,7.671,tp1pp1dp4etp4ep1,14,112,3,5.479,tp1pp1dp8etp2ep4,32
deepseek_v3__b300_sxm__silicon,deepseek_v3,b300_sxm,SILICON,decode,13.8078,13.0134,1.0610447692378624,13.0134,13.013,3.073754745115374e-05,938.585,19.905,50.24,416.429,1,4,2,7.671,tp1pp1dp4etp4ep1,12,96,3,4.715,tp1pp1dp8etp1ep8,32
deepseek_v3__b300_sxm__silicon,deepseek_v3,b300_sxm,SILICON,decode,13.8078,13.002360000000001,1.0619456775539209,13.002360000000001,13.002,2.768728138588549e-05,938.585,19.919,50.204,416.076,1,4,2,7.671,tp1pp1dp4etp4ep1,12,96,3,4.711,tp1pp1dp8etp4ep2,32
deepseek_v3__b300_sxm__silicon,deepseek_v3,b300_sxm,SILICON,decode,13.8078,7.5789599999999995,1.821859463567561,7.5789599999999995,7.579,5.277768981530718e-06,938.585,19.936,50.16,242.527,1,4,2,7.671,tp1pp1dp4etp4ep1,7,56,3,2.746,tp1pp1dp8etp8ep1,32
deepseek_v3__b300_sxm__silicon,deepseek_v3,b300_sxm,SILICON,decode,5.2272,5.08392,1.0281829769154511,5.08392,5.084,1.573588884160961e-05,309.931,19.812,50.475,216.914,1,1,1,5.808,tp8pp1dp1etp8ep1,56,56,2,2.763,tp8pp1dp1etp2ep4,24
deepseek_v3__b300_sxm__silicon,deepseek_v3,b300_sxm,SILICON,prefill,13.8078,16.24536,0.8499534636351548,13.8078,13.808,1.4484566694153586e-05,938.585,24.8,40.323,589.133,1,4,2,7.671,tp1pp1dp4etp4ep1,28,224,2,8.829,tp1pp1dp8etp2ep4,24
deepseek_v3__b300_sxm__silicon,deepseek_v3,b300_sxm,SILICON,prefill,13.8078,17.28496,0.7988332052836685,13.8078,13.808,1.4484566694153586e-05,938.585,24.975,40.041,589.133,1,4,2,7.671,tp1pp1dp4etp4ep1,30,240,2,9.394,tp1pp1dp8etp4ep2,24
deepseek_v3__b300_sxm__silicon,deepseek_v3,b300_sxm,SILICON,prefill,13.8078,14.030000000000001,0.9841625089094796,13.8078,13.808,1.4484566694153586e-05,938.585,24.615,40.626,589.133,1,4,2,7.671,tp1pp1dp4etp4ep1,24,192,2,7.625,tp1pp1dp8etp8ep1,24
deepseek_v3__b300_sxm__silicon,deepseek_v3,b300_sxm,SILICON,decode,13.8078,12.926000000000002,1.0682190933003248,12.926000000000002,12.926,1.374250997524563e-16,938.585,24.491,40.831,551.509,1,4,2,7.671,tp1pp1dp4etp4ep1,22,176,2,7.025,tp1pp1dp8etp1ep8,24
deepseek_v3__b300_sxm__silicon,deepseek_v3,b300_sxm,SILICON,decode,6.9039,6.085800000000001,1.134427684117125,6.085800000000001,6.086,3.2863386900577386e-05,938.585,24.831,40.272,389.491,1,4,1,7.671,tp1pp1dp4etp4ep1,14,56,3,2.205,tp1pp1dp4etp1ep4,16
deepseek_v3__b300_sxm__silicon,deepseek_v3,b300_sxm,SILICON,decode,13.8078,10.62692,1.299322851776432,10.62692,10.627,7.528051401584288e-06,938.585,29.788,33.57,680.123,1,4,2,7.671,tp1pp1dp4etp4ep1,44,352,1,11.551,tp1pp1dp8etp4ep2,16
deepseek_v3__b300_sxm__silicon,deepseek_v3,b300_sxm,SILICON,decode,13.8078,9.8808,1.3974374544571289,9.8808,9.881,2.02412760099925e-05,938.585,29.125,34.334,632.371,1,4,2,7.671,tp1pp1dp4etp4ep1,40,320,1,10.74,tp1pp1dp8etp8ep1,16
deepseek_v3__b300_sxm__silicon,deepseek_v3,b300_sxm,SILICON,prefill,13.8078,18.33008,0.7532864013686793,13.8078,13.808,1.4484566694153586e-05,938.585,28.259,35.386,589.133,1,4,2,7.671,tp1pp1dp4etp4ep1,36,288,2,9.962,tp1pp1dp8etp2ep4,24
deepseek_v3__b300_sxm__silicon,deepseek_v3,b300_sxm,SILICON,prefill,13.8078,15.42288,0.8952802589399645,13.8078,13.808,1.4484566694153586e-05,938.585,29.856,33.495,589.133,1,4,2,7.671,tp1pp1dp4etp4ep1,32,256,2,8.382,tp1pp1dp8etp1ep8,24
deepseek_v3__b300_sxm__silicon,deepseek_v3,b300_sxm,SILICON,prefill,13.8078,14.47344,0.954009551288429,13.8078,13.808,1.4484566694153586e-05,938.585,29.822,33.532,589.133,1,4,2,7.671,tp1pp1dp4etp4ep1,30,120,4,3.933,tp1pp1dp4etp2ep2,24
deepseek_v3__b300_sxm__silicon,deepseek_v3,b300_sxm,SILICON,decode,13.8078,11.837640000000002,1.166431822559226,11.837640000000002,11.838,3.0411467150295945e-05,938.585,34.036,29.381,757.609,1,4,2,7.671,tp1pp1dp4etp4ep1,56,448,1,12.867,tp1pp1dp8etp4ep2,16
deepseek_v3__b300_sxm__silicon,deepseek_v3,b300_sxm,SILICON,decode,13.8078,11.73644,1.1764896339946356,11.73644,11.736,3.7490073650896676e-05,938.585,34.329,29.13,751.132,1,4,2,7.671,tp1pp1dp4etp4ep1,56,448,1,12.757,tp1pp1dp8etp8ep1,16
deepseek_v3__b300_sxm__silicon,deepseek_v3,b300_sxm,SILICON,decode,6.9039,5.4004,1.2784053033108658,5.4004,5.4,7.406858751202798e-05,938.585,34.637,28.871,691.251,1,4,1,7.671,tp1pp1dp4etp4ep1,52,208,1,5.87,tp1pp1dp4etp2ep2,8
deepseek_v3__b300_sxm__silicon,deepseek_v3,b300_sxm,SILICON,prefill,20.7117,21.242800000000003,0.9749985877567928,20.7117,20.712,1.4484566694153586e-05,938.585,33.87,29.524,662.774,1,4,3,7.671,tp1pp1dp4etp4ep1,40,160,5,4.618,tp1pp1dp4etp1ep4,32
deepseek_v3__b300_sxm__silicon,deepseek_v3,b300_sxm,SILICON,prefill,20.7117,24.973400000000005,0.829350428856303,20.7117,20.712,1.4484566694153586e-05,938.585,34.569,28.928,662.774,1,4,3,7.671,tp1pp1dp4etp4ep1,48,192,5,5.429,tp1pp1dp4etp4ep1,32
deepseek_v3__b300_sxm__silicon,deepseek_v3,b300_sxm,SILICON,decode,6.9039,6.5255600000000005,1.0579781658585623,6.5255600000000005,6.526,6.742716333913561e-05,938.585,39.688,25.197,835.272,1,4,1,7.671,tp1pp1dp4etp4ep1,72,288,1,7.093,tp1pp1dp4etp2ep2,8
deepseek_v3__b300_sxm__silicon,deepseek_v3,b300_sxm,SILICON,decode,13.8078,13.03732,1.0590980354858208,13.03732,13.037,2.454492180897176e-05,938.585,39.733,25.168,834.388,1,4,2,7.671,tp1pp1dp4etp4ep1,72,576,1,14.171,tp1pp1dp8etp8ep1,16
deepseek_v3__b300_sxm__silicon,deepseek_v3,b300_sxm,SILICON,decode,13.8078,13.00236,1.061945677553921,13.00236,13.002,2.7687281385748873e-05,938.585,39.839,25.101,832.151,1,4,2,7.671,tp1pp1dp4etp4ep1,72,576,1,14.133,tp1pp1dp8etp4ep2,16
deepseek_v3__b300_sxm__silicon,deepseek_v3,b300_sxm,SILICON,decode,6.9039,6.222880000000001,1.1094380736893528,6.222880000000001,6.223,1.928367572554987e-05,938.585,39.31,25.439,796.529,1,4,1,7.671,tp1pp1dp4etp4ep1,68,272,1,6.764,tp1pp1dp4etp4ep1,8
deepseek_v3__b300_sxm__silicon,deepseek_v3,b300_sxm,SILICON,decode,13.8078,11.52852,1.1977079451655546,11.52852,11.529,4.163587346854512e-05,938.585,39.939,25.038,737.825,1,4,2,7.671,tp1pp1dp4etp4ep1,64,512,1,12.531,tp1pp1dp8etp2ep4,16
deepseek_v3__b300_sxm__silicon,deepseek_v3,b300_sxm,SILICON,prefill,6.9039,7.710520000000001,0.8953870815457322,6.9039,6.904,1.4484566694153586e-05,938.585,44.785,22.329,883.699,1,4,1,7.671,tp1pp1dp4etp4ep1,96,384,1,8.381,tp1pp1dp4etp2ep2,8
deepseek_v3__b300_sxm__silicon,deepseek_v3,b300_sxm,SILICON,prefill,6.9039,7.7546800000000005,0.8902881872624016,6.9039,6.904,1.4484566694153586e-05,938.585,44.534,22.455,883.699,1,4,1,7.671,tp1pp1dp4etp4ep1,96,384,1,8.429,tp1pp1dp4etp4ep1,8
deepseek_v3__b300_sxm__silicon,deepseek_v3,b300_sxm,SILICON,prefill,13.8078,14.31152,0.9648031795364853,13.8078,13.808,1.4484566694153586e-05,938.585,44.239,22.604,883.699,1,4,2,7.671,tp1pp1dp4etp4ep1,88,704,1,15.556,tp1pp1dp8etp4ep2,16
deepseek_v3__b300_sxm__silicon,deepseek_v3,b300_sxm,SILICON,prefill,13.8078,15.3916,0.8970997167286052,13.8078,13.808,1.4484566694153586e-05,938.585,44.873,22.285,883.699,1,4,2,7.671,tp1pp1dp4etp4ep1,96,768,1,16.73,tp1pp1dp8etp8ep1,16
deepseek_v3__b300_sxm__silicon,deepseek_v3,b300_sxm,SILICON,decode,13.8078,12.156880000000001,1.135801291120748,12.156880000000001,12.157,9.870953731468089e-06,938.585,44.976,22.234,778.04,1,4,2,7.671,tp1pp1dp4etp4ep1,76,608,1,13.214,tp1pp1dp8etp2ep4,16
deepseek_v3__b300_sxm__silicon,deepseek_v3,b300_sxm,SILICON,prefill,6.9039,8.38672,0.8231942881126352,6.9039,6.904,1.4484566694153586e-05,938.585,49.757,20.098,883.699,1,4,1,7.671,tp1pp1dp4etp4ep1,116,464,1,9.116,tp1pp1dp4etp2ep2,8
deepseek_v3__b300_sxm__silicon,deepseek_v3,b300_sxm,SILICON,prefill,6.9039,8.76852,0.7873506589481463,6.9039,6.904,1.4484566694153586e-05,938.585,49.23,20.313,883.699,1,4,1,7.671,tp1pp1dp4etp4ep1,120,480,1,9.531,tp1pp1dp4etp4ep1,8
deepseek_v3__b300_sxm__silicon,deepseek_v3,b300_sxm,SILICON,prefill,13.8078,15.61792,0.8840998033028726,13.8078,13.808,1.4484566694153586e-05,938.585,49.752,20.1,883.699,1,4,2,7.671,tp1pp1dp4etp4ep1,108,864,1,16.976,tp1pp1dp8etp4ep2,16
deepseek_v3__b300_sxm__silicon,deepseek_v3,b300_sxm,SILICON,prefill,13.8078,16.86176,0.8188824891351792,13.8078,13.808,1.4484566694153586e-05,938.585,49.496,20.204,883.699,1,4,2,7.671,tp1pp1dp4etp4ep1,116,928,1,18.328,tp1pp1dp8etp8ep1,16
deepseek_v3__b300_sxm__silicon,deepseek_v3,b300_sxm,SILICON,decode,20.7117,19.877520000000004,1.041965999782669,19.877520000000004,19.878,2.4147881626884996e-05,938.585,49.946,20.022,848.108,1,4,3,7.671,tp1pp1dp4etp4ep1,92,368,3,7.202,tp1pp1dp4etp1ep4,24
deepseek_v3__b300_sxm__silicon,deepseek_v3,b300_sxm,SILICON,decode,34.51950000000001,30.078480000000003,1.1476477534769045,30.078480000000003,30.078,1.595825320970822e-05,938.585,54.537,18.336,962.511,1,4,5,7.671,tp1pp1dp4etp4ep1,152,608,3,10.898,tp1pp1dp4etp4ep1,32
deepseek_v3__b300_sxm__silicon,deepseek_v3,b300_sxm,SILICON,prefill,6.9039,7.11712,0.970041252641518,6.9039,6.904,1.4484566694153586e-05,938.585,54.585,18.32,883.699,1,4,1,7.671,tp1pp1dp4etp4ep1,108,432,1,7.736,tp1pp1dp4etp1ep4,8
deepseek_v3__b300_sxm__silicon,deepseek_v3,b300_sxm,SILICON,prefill,6.9039,9.00496,0.7666774755245997,6.9039,6.904,1.4484566694153586e-05,938.585,54.328,18.407,883.699,1,4,1,7.671,tp1pp1dp4etp4ep1,136,544,1,9.788,tp1pp1dp4etp2ep2,8
deepseek_v3__b300_sxm__silicon,deepseek_v3,b300_sxm,SILICON,prefill,13.8078,16.45052,0.8393534064576682,13.8078,13.808,1.4484566694153586e-05,938.585,54.231,18.44,883.699,1,4,2,7.671,tp1pp1dp4etp4ep1,124,992,1,17.881,tp1pp1dp8etp4ep2,16
deepseek_v3__b300_sxm__silicon,deepseek_v3,b300_sxm,SILICON,prefill,13.8078,18.120320000000003,0.7620064104828169,13.8078,13.808,1.4484566694153586e-05,938.585,53.998,18.519,883.699,1,4,2,7.671,tp1pp1dp4etp4ep1,136,1088,1,19.696,tp1pp1dp8etp8ep1,16
deepseek_v3__b300_sxm__silicon,deepseek_v3,b300_sxm,SILICON,decode,34.51950000000001,33.351839999999996,1.035010362246881,33.351839999999996,33.352,4.7973365187962105e-06,938.585,59.537,16.796,1067.259,1,4,5,7.671,tp1pp1dp4etp4ep1,184,736,3,12.084,tp1pp1dp4etp4ep1,32
deepseek_v3__b300_sxm__silicon,deepseek_v3,b300_sxm,SILICON,decode,34.51950000000001,29.3112,1.1776897568165072,29.3112,29.311,6.823330331052085e-06,938.585,58.906,16.976,937.958,1,4,5,7.671,tp1pp1dp4etp4ep1,160,640,3,10.62,tp1pp1dp4etp2ep2,32
deepseek_v3__b300_sxm__silicon,deepseek_v3,b300_sxm,SILICON,prefill,6.9039,7.5164,0.9185115214730456,6.9039,6.904,1.4484566694153586e-05,938.585,59.347,16.85,883.699,1,4,1,7.671,tp1pp1dp4etp4ep1,124,496,1,8.17,tp1pp1dp4etp1ep4,8
deepseek_v3__b300_sxm__silicon,deepseek_v3,b300_sxm,SILICON,prefill,13.8078,14.42652,0.9571123181474118,13.8078,13.808,1.4484566694153586e-05,938.585,59.846,16.71,883.699,1,4,2,7.671,tp1pp1dp4etp4ep1,120,960,1,15.681,tp1pp1dp8etp2ep4,16
deepseek_v3__b300_sxm__silicon,deepseek_v3,b300_sxm,SILICON,prefill,13.8078,17.48184,0.7898367677544241,13.8078,13.808,1.4484566694153586e-05,938.585,59.263,16.874,883.699,1,4,2,7.671,tp1pp1dp4etp4ep1,144,1152,1,19.002,tp1pp1dp8etp4ep2,16
deepseek_v3__b300_sxm__silicon,deepseek_v3,b300_sxm,SILICON,prefill,34.51950000000001,36.04284,0.9577352949989515,34.51950000000001,34.52,1.4484566694050664e-05,938.585,64.674,15.462,1104.624,1,4,5,7.671,tp1pp1dp4etp4ep1,216,864,3,13.059,tp1pp1dp4etp4ep1,32
deepseek_v3__b300_sxm__silicon,deepseek_v3,b300_sxm,SILICON,decode,34.51950000000001,31.276320000000002,1.1036944244079867,31.276320000000002,31.276,1.023138272028475e-05,938.585,63.491,15.75,1000.842,1,4,5,7.671,tp1pp1dp4etp4ep1,184,736,3,11.332,tp1pp1dp4etp2ep2,32
deepseek_v3__b300_sxm__silicon,deepseek_v3,b300_sxm,SILICON,prefill,6.9039,7.79424,0.8857694913166646,6.9039,6.904,1.4484566694153586e-05,938.585,62.767,15.932,883.699,1,4,1,7.671,tp1pp1dp4etp4ep1,136,544,1,8.472,tp1pp1dp4etp1ep4,8
deepseek_v3__b300_sxm__silicon,deepseek_v3,b300_sxm,SILICON,prefill,13.8078,14.69332,0.9397331576525931,13.8078,13.808,1.4484566694153586e-05,938.585,62.674,15.956,883.699,1,4,2,7.671,tp1pp1dp4etp4ep1,128,1024,1,15.971,tp1pp1dp8etp2ep4,16
deepseek_v3__b300_sxm__silicon,deepseek_v3,b300_sxm,SILICON,prefill,13.8078,18.20588,0.7584252999580355,13.8078,13.808,1.4484566694153586e-05,938.585,63.23,15.815,883.699,1,4,2,7.671,tp1pp1dp4etp4ep1,160,1280,1,19.789,tp1pp1dp8etp4ep2,16
deepseek_v3__b300_sxm__silicon,deepseek_v3,b300_sxm,SILICON,prefill,34.51950000000001,38.31432,0.9009555696147029,34.51950000000001,34.52,1.4484566694050664e-05,938.585,69.855,14.315,1104.624,1,4,5,7.671,tp1pp1dp4etp4ep1,248,992,3,13.882,tp1pp1dp4etp4ep1,32
deepseek_v3__b300_sxm__silicon,deepseek_v3,b300_sxm,SILICON,decode,34.51950000000001,33.33252,1.035610268890561,33.33252,33.333,1.4400351368454564e-05,938.585,69.933,14.299,1066.641,1,4,5,7.671,tp1pp1dp4etp4ep1,216,864,3,12.077,tp1pp1dp4etp2ep2,32
deepseek_v3__b300_sxm__silicon,deepseek_v3,b300_sxm,SILICON,decode,27.6156,21.65772,1.2750926690344135,21.65772,21.658,1.2928415364131496e-05,938.585,69.095,14.473,924.063,1,4,4,7.671,tp1pp1dp4etp4ep1,208,1664,1,23.541,tp1pp1dp8etp8ep1,24
deepseek_v3__b300_sxm__silicon,deepseek_v3,b300_sxm,SILICON,prefill,6.9039,8.26988,0.8348246891127803,6.9039,6.904,1.4484566694153586e-05,938.585,69.6,14.368,883.699,1,4,1,7.671,tp1pp1dp4etp4ep1,160,640,1,8.989,tp1pp1dp4etp1ep4,8
deepseek_v3__b300_sxm__silicon,deepseek_v3,b300_sxm,SILICON,prefill,13.8078,19.135080000000002,0.7215961469719488,13.8078,13.808,1.4484566694153586e-05,938.585,69.182,14.455,883.699,1,4,2,7.671,tp1pp1dp4etp4ep1,184,1472,1,20.799,tp1pp1dp8etp4ep2,16
deepseek_v3__b300_sxm__silicon,deepseek_v3,b300_sxm,SILICON,prefill,34.51950000000001,34.60488000000001,0.9975327179288008,34.51950000000001,34.52,1.4484566694050664e-05,938.585,74.847,13.361,1104.624,1,4,5,7.671,tp1pp1dp4etp4ep1,240,960,3,12.538,tp1pp1dp4etp2ep2,32
deepseek_v3__b300_sxm__silicon,deepseek_v3,b300_sxm,SILICON,prefill,34.51950000000001,38.82768,0.8890435895217023,34.51950000000001,34.52,1.4484566694050664e-05,938.585,71.151,14.055,1104.624,1,4,5,7.671,tp1pp1dp4etp4ep1,256,1024,3,14.068,tp1pp1dp4etp4ep1,32
deepseek_v3__b300_sxm__silicon,deepseek_v3,b300_sxm,SILICON,decode,27.6156,22.484800000000003,1.2281897103821247,22.484800000000003,22.485,8.894897886393525e-06,938.585,74.235,13.471,959.351,1,4,4,7.671,tp1pp1dp4etp4ep1,232,1856,1,24.44,tp1pp1dp8etp8ep1,24
deepseek_v3__b300_sxm__silicon,deepseek_v3,b300_sxm,SILICON,prefill,6.9039,8.5376,0.8086464580209896,6.9039,6.904,1.4484566694153586e-05,938.585,74.16,13.484,883.699,1,4,1,7.671,tp1pp1dp4etp4ep1,176,704,1,9.28,tp1pp1dp4etp1ep4,8
deepseek_v3__b300_sxm__silicon,deepseek_v3,b300_sxm,SILICON,prefill,13.8078,19.64844,0.7027428131699005,13.8078,13.808,1.4484566694153586e-05,938.585,73.232,13.655,883.699,1,4,2,7.671,tp1pp1dp4etp4ep1,200,1600,1,21.357,tp1pp1dp8etp4ep2,16
deepseek_v3__b300_sxm__silicon,deepseek_v3,b300_sxm,SILICON,prefill,34.51950000000001,35.36388,0.9761230950902448,34.51950000000001,34.52,1.4484566694050664e-05,938.585,78.123,12.8,1104.624,1,4,5,7.671,tp1pp1dp4etp4ep1,256,1024,3,12.813,tp1pp1dp4etp2ep2,32
deepseek_v3__b300_sxm__silicon,deepseek_v3,b300_sxm,SILICON,decode,27.6156,23.204240000000002,1.1901100833295983,23.204240000000002,23.204,1.0342937325315213e-05,938.585,79.373,12.599,990.048,1,4,4,7.671,tp1pp1dp4etp4ep1,256,2048,1,25.222,tp1pp1dp8etp8ep1,24
deepseek_v3__b300_sxm__silicon,deepseek_v3,b300_sxm,SILICON,prefill,6.9039,8.774040000000001,0.7868553140856435,6.9039,6.904,1.4484566694153586e-05,938.585,78.72,12.703,883.699,1,4,1,7.671,tp1pp1dp4etp4ep1,192,768,1,9.537,tp1pp1dp4etp1ep4,8
deepseek_v3__b300_sxm__silicon,deepseek_v3,b300_sxm,SILICON,prefill,13.8078,20.28968,0.6805331577432469,13.8078,13.808,1.4484566694153586e-05,938.585,79.428,12.59,883.699,1,4,2,7.671,tp1pp1dp4etp4ep1,224,1792,1,22.054,tp1pp1dp8etp4ep2,16
deepseek_v3__b300_sxm__silicon,deepseek_v3,b300_sxm,SILICON,decode,27.6156,23.35236,1.1825614199164454,23.35236,23.352,1.5416000781102297e-05,938.585,83.799,11.933,996.367,1,4,4,7.671,tp1pp1dp4etp4ep1,272,2176,1,25.383,tp1pp1dp8etp8ep1,24
deepseek_v3__b300_sxm__silicon,deepseek_v3,b300_sxm,SILICON,prefill,6.9039,9.0068,0.7665208509126438,6.9039,6.904,1.4484566694153586e-05,938.585,83.073,12.038,883.699,1,4,1,7.671,tp1pp1dp4etp4ep1,208,832,1,9.79,tp1pp1dp4etp1ep4,8
deepseek_v3__b300_sxm__silicon,deepseek_v3,b300_sxm,SILICON,prefill,13.8078,20.66412,0.6682016945313907,13.8078,13.808,1.4484566694153586e-05,938.585,83.558,11.968,883.699,1,4,2,7.671,tp1pp1dp4etp4ep1,240,1920,1,22.461,tp1pp1dp8etp4ep2,16
deepseek_v3__b300_sxm__silicon,deepseek_v3,b300_sxm,SILICON,decode,27.6156,23.513360000000002,1.1744642194905364,23.513360000000002,23.513,1.5310444785457374e-05,938.585,88.12,11.348,1003.237,1,4,4,7.671,tp1pp1dp4etp4ep1,288,2304,1,25.558,tp1pp1dp8etp8ep1,24
deepseek_v3__b300_sxm__silicon,deepseek_v3,b300_sxm,SILICON,decode,27.6156,21.0036,1.3148031765982975,21.0036,21.004,1.9044354301292185e-05,938.585,87.688,11.404,896.154,1,4,4,7.671,tp1pp1dp4etp4ep1,256,2048,1,22.83,tp1pp1dp8etp4ep2,24
deepseek_v3__b300_sxm__silicon,deepseek_v3,b300_sxm,SILICON,decode,34.51950000000001,27.94224,1.2353877140844831,27.94224,27.942,8.58914675421771e-06,938.585,89.603,11.16,894.152,1,4,5,7.671,tp1pp1dp4etp4ep1,232,928,3,10.124,tp1pp1dp4etp1ep4,32
deepseek_v3__b300_sxm__silicon,deepseek_v3,b300_sxm,SILICON,decode,27.6156,23.71208,1.1646215768502806,23.71208,23.712,3.3738077806976062e-06,938.585,94.665,10.564,1011.715,1,4,4,7.671,tp1pp1dp4etp4ep1,312,2496,1,25.774,tp1pp1dp8etp8ep1,24
deepseek_v3__b300_sxm__silicon,deepseek_v3,b300_sxm,SILICON,decode,34.51950000000001,28.485960000000002,1.211807500958367,28.485960000000002,28.486,1.4042005253986767e-06,938.585,93.957,10.643,911.551,1,4,5,7.671,tp1pp1dp4etp4ep1,248,992,3,10.321,tp1pp1dp4etp1ep4,32
