case_id,model_key,system,mode,bottleneck,prefill_capacity_seq_s,decode_capacity_seq_s,capacity_ratio_prefill_decode,expected_request_rate,request_rate,request_rate_relative_error,ttft,tpot,tokens/s/user,tokens/s/gpu,tokens/s/gpu_cluster,(p)bs,(p)global_bs,(p)workers,(p)seq/s/worker,(p)parallel,(d)bs,(d)global_bs,(d)workers,(d)seq/s/worker,(d)parallel,num_total_gpus
qwen3_32b__b200_sxm__analytical,qwen3_32b,b200_sxm,ANALYTICAL,decode,17.054100000000002,13.89752,1.2271326107104001,13.89752,13.898,3.453853637192764e-05,94.993,8.801,113.628,889.441,889.441,1,1,1,18.949,tp8pp1dp1etp1ep1,136,136,1,15.106,tp8pp1dp1etp1ep1,16
qwen3_32b__b200_sxm__analytical,qwen3_32b,b200_sxm,ANALYTICAL,decode,17.054100000000002,12.82204,1.3300613630904288,12.82204,12.822,3.1196283898866365e-06,94.993,7.856,127.295,820.611,820.611,1,1,1,18.949,tp8pp1dp1etp1ep1,112,112,1,13.937,tp8pp1dp1etp1ep1,16
qwen3_32b__b200_sxm__analytical,qwen3_32b,b200_sxm,ANALYTICAL,decode,17.054100000000002,11.45124,1.4892797635889214,11.45124,11.451,2.0958428956147626e-05,94.993,6.911,144.699,732.879,732.879,1,1,1,18.949,tp8pp1dp1etp1ep1,88,88,1,12.447,tp8pp1dp1etp1ep1,16
qwen3_32b__b200_sxm__analytical,qwen3_32b,b200_sxm,ANALYTICAL,decode,11.4606,10.94064,1.0475255560917824,10.94064,10.941,3.2904839205072284e-05,141.352,6.904,144.839,700.201,700.201,1,1,1,12.734,tp4pp1dp1etp1ep1,28,28,3,3.964,tp4pp1dp1etp1ep1,16
qwen3_32b__b200_sxm__analytical,qwen3_32b,b200_sxm,ANALYTICAL,prefill,17.054100000000002,19.294240000000002,0.8838959191966099,17.054100000000002,17.054,5.863692601973698e-06,94.993,5.966,167.616,727.642,545.7315000000001,1,1,1,18.949,tp8pp1dp1etp1ep1,64,64,2,10.486,tp8pp1dp1etp1ep1,24
qwen3_32b__b200_sxm__analytical,qwen3_32b,b200_sxm,ANALYTICAL,decode,17.054100000000002,13.312400000000002,1.2810687779814307,13.312400000000002,13.312,3.004717406347619e-05,94.993,4.864,205.607,567.996,425.997,1,1,1,18.949,tp8pp1dp1etp1ep1,36,36,2,7.235,tp8pp1dp1etp1ep1,24
qwen3_32b__b200_sxm__analytical,qwen3_32b,b200_sxm,ANALYTICAL,decode,17.054100000000002,8.80992,1.935783752860412,8.80992,8.81,9.080672696292827e-06,94.993,3.982,251.155,281.917,281.917,1,1,1,18.949,tp8pp1dp1etp1ep1,13,13,3,3.192,tp8pp1dp1etp1ep1,32
qwen3_32b__b300_sxm__silicon,qwen3_32b,b300_sxm,SILICON,decode,29.005200000000002,28.55772,1.0156693181388432,28.55772,28.558,9.80470429712379e-06,390.991,45.348,22.052,1827.694,1827.694,1,1,7,4.604,tp1pp1dp1etp1ep1,160,160,9,3.449,tp1pp1dp1etp1ep1,16
qwen3_32b__b300_sxm__silicon,qwen3_32b,b300_sxm,SILICON,decode,29.005200000000002,28.069200000000002,1.0333461587790176,28.069200000000002,28.069,7.125247602464145e-06,390.991,43.83,22.815,1796.429,1796.429,1,1,7,4.604,tp1pp1dp1etp1ep1,152,152,9,3.39,tp1pp1dp1etp1ep1,16
qwen3_32b__b300_sxm__silicon,qwen3_32b,b300_sxm,SILICON,prefill,52.371900000000004,54.57348,0.9596584274999506,52.371900000000004,52.372,1.9094208916654583e-06,216.526,34.409,29.062,1675.901,1675.901,1,1,7,8.313,tp2pp1dp1etp1ep1,232,232,9,6.591,tp2pp1dp1etp1ep1,32
qwen3_32b__b300_sxm__silicon,qwen3_32b,b300_sxm,SILICON,decode,52.371900000000004,50.16024,1.0440918942971564,50.16024,50.16,4.784666102178239e-06,216.526,29.691,33.68,1605.128,1605.128,1,1,7,8.313,tp2pp1dp1etp1ep1,184,184,9,6.058,tp2pp1dp1etp1ep1,32
qwen3_32b__b300_sxm__silicon,qwen3_32b,b300_sxm,SILICON,decode,45.5796,45.34404,1.0051949495457397,45.34404,45.344,8.821445993450449e-07,390.991,24.987,40.02,1451.009,1451.009,1,1,11,4.604,tp1pp1dp1etp1ep1,60,60,21,2.347,tp1pp1dp1etp1ep1,32
qwen3_32b__b300_sxm__silicon,qwen3_32b,b300_sxm,SILICON,prefill,22.4451,23.4968,0.9552407136290899,22.4451,22.445,4.455315414044355e-06,216.526,19.901,50.249,1436.486,1436.486,1,1,3,8.313,tp2pp1dp1etp1ep1,104,104,5,5.108,tp2pp1dp1etp1ep1,16
qwen3_32b__b300_sxm__silicon,qwen3_32b,b300_sxm,SILICON,decode,22.4451,22.162799999999997,1.0127375602360713,22.162799999999997,22.163,9.024130525163185e-06,216.526,18.664,53.578,1418.419,1418.419,1,1,3,8.313,tp2pp1dp1etp1ep1,92,92,5,4.818,tp2pp1dp1etp1ep1,16
qwen3_32b__b300_sxm__silicon,qwen3_32b,b300_sxm,SILICON,decode,22.4451,21.1508,1.0611939028310986,21.1508,21.151,9.455907105146561e-06,216.526,17.86,55.992,1353.651,1353.651,1,1,3,8.313,tp2pp1dp1etp1ep1,84,84,5,4.598,tp2pp1dp1etp1ep1,16
qwen3_32b__b300_sxm__silicon,qwen3_32b,b300_sxm,SILICON,decode,22.4451,20.2446,1.108695652173913,20.2446,20.245,1.9758355314633062e-05,216.526,16.881,59.239,1295.654,1295.654,1,1,3,8.313,tp2pp1dp1etp1ep1,76,76,5,4.401,tp2pp1dp1etp1ep1,16
qwen3_32b__b300_sxm__silicon,qwen3_32b,b300_sxm,SILICON,prefill,37.408500000000004,37.82856,0.9888956915092724,37.408500000000004,37.408,1.3365946242228032e-05,216.526,14.646,68.28,1197.072,1197.072,1,1,5,8.313,tp2pp1dp1etp1ep1,56,56,11,3.738,tp2pp1dp1etp1ep1,32
qwen3_32b__b300_sxm__silicon,qwen3_32b,b300_sxm,SILICON,prefill,34.983900000000006,37.87180000000001,0.9237453725463273,34.983900000000006,34.984,2.858457747598587e-06,138.922,12.824,77.982,1119.485,1119.485,1,1,3,12.957,tp4pp1dp1etp1ep1,108,108,5,8.233,tp4pp1dp1etp1ep1,32
qwen3_32b__b300_sxm__silicon,qwen3_32b,b300_sxm,SILICON,decode,34.983900000000006,31.716999999999995,1.1030015449128232,31.716999999999995,31.717,1.1201291669453294e-16,138.922,11.909,83.97,1014.944,1014.944,1,1,3,12.957,tp4pp1dp1etp1ep1,84,84,5,6.895,tp4pp1dp1etp1ep1,32
qwen3_32b__b300_sxm__silicon,qwen3_32b,b300_sxm,SILICON,decode,14.7312,12.13756,1.2136871002079495,12.13756,12.138,3.6251108130409224e-05,109.971,11.855,84.355,776.804,776.804,1,1,1,16.368,tp8pp1dp1etp1ep1,160,160,1,13.193,tp8pp1dp1etp1ep1,16
qwen3_32b__b300_sxm__silicon,qwen3_32b,b300_sxm,SILICON,decode,11.6613,10.97376,1.0626530924678506,10.97376,10.974,2.187035255006451e-05,138.922,8.852,112.971,702.321,702.321,1,1,1,12.957,tp4pp1dp1etp1ep1,36,36,3,3.976,tp4pp1dp1etp1ep1,16
qwen3_32b__b300_sxm__silicon,qwen3_32b,b300_sxm,SILICON,decode,11.6613,9.7428,1.1969146446606724,9.7428,9.743,2.0527979636196357e-05,138.922,7.754,128.958,623.539,623.539,1,1,1,12.957,tp4pp1dp1etp1ep1,28,28,3,3.53,tp4pp1dp1etp1ep1,16
qwen3_32b__b300_sxm__silicon,qwen3_32b,b300_sxm,SILICON,prefill,11.6613,12.88,0.9053804347826087,11.6613,11.661,2.5726119729453593e-05,138.922,6.982,143.224,497.549,373.16175,1,1,1,12.957,tp4pp1dp1etp1ep1,20,20,5,2.8,tp4pp1dp1etp1ep1,24
qwen3_32b__b300_sxm__silicon,qwen3_32b,b300_sxm,SILICON,decode,14.7312,8.52564,1.7278702830520642,8.52564,8.526,4.222556898961041e-05,109.971,6.962,143.645,272.82,272.82,1,1,1,16.368,tp8pp1dp1etp1ep1,22,22,3,3.089,tp8pp1dp1etp1ep1,32
qwen3_32b__b300_sxm__silicon,qwen3_32b,b300_sxm,SILICON,decode,14.7312,7.5182400000000005,1.9593947519632253,7.5182400000000005,7.518,3.192236480887602e-05,109.971,5.741,174.192,240.584,240.584,1,1,1,16.368,tp8pp1dp1etp1ep1,16,16,3,2.724,tp8pp1dp1etp1ep1,32
qwen3_32b__b300_sxm__silicon,qwen3_32b,b300_sxm,SILICON,decode,14.7312,4.968000000000001,2.965217391304347,4.968000000000001,4.968,1.7877987514092696e-16,109.971,4.888,204.568,158.976,158.976,1,1,1,16.368,tp8pp1dp1etp1ep1,9,9,3,1.8,tp8pp1dp1etp1ep1,32
qwen3_32b__b300_sxm__empirical,qwen3_32b,b300_sxm,EMPIRICAL,prefill,60.29100000000001,61.92612000000001,0.9735956329897626,60.29100000000001,60.291,2.357044121875902e-16,188.096,39.732,25.168,1929.312,1929.312,1,1,7,9.57,tp2pp1dp1etp1ep1,304,304,9,7.479,tp2pp1dp1etp1ep1,32
qwen3_32b__b300_sxm__empirical,qwen3_32b,b300_sxm,EMPIRICAL,decode,60.29100000000001,60.17076000000001,1.0019983128017662,60.17076000000001,60.171,3.988648306767508e-06,188.096,34.437,29.038,1925.464,1925.464,1,1,7,9.57,tp2pp1dp1etp1ep1,256,256,9,7.267,tp2pp1dp1etp1ep1,32
qwen3_32b__b300_sxm__empirical,qwen3_32b,b300_sxm,EMPIRICAL,decode,60.29100000000001,57.769560000000006,1.0436465155697916,57.769560000000006,57.77,7.616467911432135e-06,188.096,29.142,34.315,1848.626,1848.626,1,1,7,9.57,tp2pp1dp1etp1ep1,208,208,9,6.977,tp2pp1dp1etp1ep1,32
qwen3_32b__b300_sxm__empirical,qwen3_32b,b300_sxm,EMPIRICAL,decode,14.0328,13.194640000000001,1.0635227637889324,13.194640000000001,13.195,2.728380615149831e-05,115.445,24.537,40.754,1688.914,1688.914,1,1,1,15.592,tp4pp1dp1etp1ep1,360,360,1,14.342,tp4pp1dp1etp1ep1,8
qwen3_32b__b300_sxm__empirical,qwen3_32b,b300_sxm,EMPIRICAL,prefill,25.839000000000002,26.4684,0.9762207009112754,25.839000000000002,25.839,1.3749424044276097e-16,188.096,17.669,56.595,1653.696,1653.696,1,1,3,9.57,tp2pp1dp1etp1ep1,104,104,5,5.754,tp2pp1dp1etp1ep1,16
qwen3_32b__b300_sxm__empirical,qwen3_32b,b300_sxm,EMPIRICAL,decode,25.839000000000002,25.714000000000002,1.0048611651240569,25.714000000000002,25.714,1.3816262264916002e-16,188.096,16.787,59.57,1645.696,1645.696,1,1,3,9.57,tp2pp1dp1etp1ep1,96,96,5,5.59,tp2pp1dp1etp1ep1,16
qwen3_32b__b300_sxm__empirical,qwen3_32b,b300_sxm,EMPIRICAL,decode,25.839000000000002,24.8814,1.0384865803371195,24.8814,24.881,1.6076265804941354e-05,188.096,15.904,62.876,1592.41,1592.41,1,1,3,9.57,tp2pp1dp1etp1ep1,88,88,5,5.409,tp2pp1dp1etp1ep1,16
qwen3_32b__b300_sxm__empirical,qwen3_32b,b300_sxm,EMPIRICAL,decode,14.0328,12.215760000000001,1.1487455549224934,12.215760000000001,12.216,1.964675140949229e-05,115.445,15.901,62.888,1563.617,1563.617,1,1,1,15.592,tp4pp1dp1etp1ep1,216,216,1,13.278,tp4pp1dp1etp1ep1,8
qwen3_32b__b300_sxm__empirical,qwen3_32b,b300_sxm,EMPIRICAL,decode,14.0328,12.009680000000001,1.1684574443282418,12.009680000000001,12.01,2.6645172893744348e-05,115.445,14.976,66.773,1537.239,1537.239,1,1,1,15.592,tp4pp1dp1etp1ep1,200,200,1,13.054,tp4pp1dp1etp1ep1,8
qwen3_32b__b300_sxm__empirical,qwen3_32b,b300_sxm,EMPIRICAL,decode,25.839000000000002,23.436999999999998,1.1024875197337545,23.436999999999998,23.437,1.5158568412341601e-16,188.096,14.581,68.584,1499.968,1499.968,1,1,3,9.57,tp2pp1dp1etp1ep1,76,76,5,5.095,tp2pp1dp1etp1ep1,16
qwen3_32b__b300_sxm__empirical,qwen3_32b,b300_sxm,EMPIRICAL,decode,14.0328,11.64812,1.2047265996572838,11.64812,11.648,1.0302091668079153e-05,115.445,13.588,73.593,1490.959,1490.959,1,1,1,15.592,tp4pp1dp1etp1ep1,176,176,1,12.661,tp4pp1dp1etp1ep1,8
qwen3_32b__b300_sxm__empirical,qwen3_32b,b300_sxm,EMPIRICAL,decode,14.0328,11.03264,1.2719349131304927,11.03264,11.033,3.263044928492235e-05,115.445,11.738,85.194,1412.178,1412.178,1,1,1,15.592,tp4pp1dp1etp1ep1,144,144,1,11.992,tp4pp1dp1etp1ep1,8
qwen3_32b__b300_sxm__empirical,qwen3_32b,b300_sxm,EMPIRICAL,decode,14.0328,10.64624,1.3180991598911915,10.64624,10.646,2.254317017085806e-05,115.445,10.813,92.484,1362.719,1362.719,1,1,1,15.592,tp4pp1dp1etp1ep1,128,128,1,11.572,tp4pp1dp1etp1ep1,8
qwen3_32b__b300_sxm__empirical,qwen3_32b,b300_sxm,EMPIRICAL,prefill,42.098400000000005,43.7828,0.9615282713759742,42.098400000000005,42.098,9.501548752593285e-06,115.445,7.806,128.111,1347.149,1347.149,1,1,3,15.592,tp4pp1dp1etp1ep1,76,76,5,9.518,tp4pp1dp1etp1ep1,32
qwen3_32b__b300_sxm__empirical,qwen3_32b,b300_sxm,EMPIRICAL,decode,20.475,20.04772,1.0213131468316596,20.04772,20.048,1.3966675512053502e-05,79.119,6.818,146.661,1283.054,1283.054,1,1,1,22.75,tp8pp1dp1etp1ep1,152,152,1,21.791,tp8pp1dp1etp1ep1,16
qwen3_32b__b300_sxm__empirical,qwen3_32b,b300_sxm,EMPIRICAL,decode,20.475,18.79192,1.0895640253896355,18.79192,18.792,4.2571488171790905e-06,79.119,5.934,168.515,1202.683,1202.683,1,1,1,22.75,tp8pp1dp1etp1ep1,124,124,1,20.426,tp8pp1dp1etp1ep1,16
qwen3_32b__b300_sxm__empirical,qwen3_32b,b300_sxm,EMPIRICAL,decode,20.475,16.803800000000003,1.21847439269689,16.803800000000003,16.804,1.1902069769693827e-05,79.119,4.924,203.103,1075.443,1075.443,1,1,1,22.75,tp8pp1dp1etp1ep1,92,92,1,18.265,tp8pp1dp1etp1ep1,16
qwen3_32b__b300_sxm__empirical,qwen3_32b,b300_sxm,EMPIRICAL,prefill,14.0328,14.274719999999999,0.9830525572480582,14.0328,14.033,1.4252323128636758e-05,115.445,4.914,203.482,898.099,898.099,1,1,1,15.592,tp4pp1dp1etp1ep1,26,26,3,5.172,tp4pp1dp1etp1ep1,16
qwen3_32b__b300_sxm__empirical,qwen3_32b,b300_sxm,EMPIRICAL,decode,20.475,13.789880000000002,1.4847844941362796,13.789880000000002,13.79,8.702033665066949e-06,79.119,3.913,255.558,882.552,882.552,1,1,1,22.75,tp8pp1dp1etp1ep1,60,60,1,14.989,tp8pp1dp1etp1ep1,16
qwen3_32b__b300_sxm__empirical,qwen3_32b,b300_sxm,EMPIRICAL,decode,20.475,18.19576,1.125262148984159,18.19576,18.196,1.3189885995505122e-05,79.119,2.966,337.202,776.352,582.264,1,1,1,22.75,tp8pp1dp1etp1ep1,30,30,2,9.889,tp8pp1dp1etp1ep1,24
qwen3_32b__b300_sxm__analytical,qwen3_32b,b300_sxm,ANALYTICAL,prefill,48.2139,48.30552,0.9981033223532217,48.2139,48.214,2.074090666720888e-06,235.19,58.979,16.955,1542.845,1542.845,1,1,7,7.653,tp2pp1dp1etp1ep1,352,352,9,5.834,tp2pp1dp1etp1ep1,32
qwen3_32b__b300_sxm__analytical,qwen3_32b,b300_sxm,ANALYTICAL,decode,48.2139,47.67624000000001,1.0112773154930002,47.67624000000001,47.676,5.033954019971478e-06,235.19,54.33,18.406,1525.64,1525.64,1,1,7,7.653,tp2pp1dp1etp1ep1,320,320,9,5.758,tp2pp1dp1etp1ep1,32
qwen3_32b__b300_sxm__analytical,qwen3_32b,b300_sxm,ANALYTICAL,decode,48.2139,46.922760000000004,1.0275162842083458,46.922760000000004,46.923,5.114788644104046e-06,235.19,49.68,20.129,1501.528,1501.528,1,1,7,7.653,tp2pp1dp1etp1ep1,288,288,9,5.667,tp2pp1dp1etp1ep1,32
qwen3_32b__b300_sxm__analytical,qwen3_32b,b300_sxm,ANALYTICAL,decode,11.531699999999999,11.380400000000002,1.0132947875294362,11.380400000000002,11.38,3.514814945000563e-05,421.42,48.992,20.411,1456.691,1456.691,1,1,3,4.271,tp1pp1dp1etp1ep1,124,124,5,2.474,tp1pp1dp1etp1ep1,8
qwen3_32b__b300_sxm__analytical,qwen3_32b,b300_sxm,ANALYTICAL,prefill,42.282900000000005,43.58592,0.9701045658781552,42.282900000000005,42.283,2.365022266595106e-06,421.42,39.864,25.085,1353.053,1353.053,1,1,11,4.271,tp1pp1dp1etp1ep1,92,92,21,2.256,tp1pp1dp1etp1ep1,32
qwen3_32b__b300_sxm__analytical,qwen3_32b,b300_sxm,ANALYTICAL,prefill,20.6631,21.1278,0.9780052821401187,20.6631,20.663,4.8395448891873405e-06,235.19,24.688,40.506,1322.438,1322.438,1,1,3,7.653,tp2pp1dp1etp1ep1,116,116,5,4.593,tp2pp1dp1etp1ep1,16
qwen3_32b__b300_sxm__analytical,qwen3_32b,b300_sxm,ANALYTICAL,decode,20.6631,18.4874,1.1176855588130294,18.4874,18.487,2.1636357735680543e-05,235.19,19.457,51.395,1183.194,1183.194,1,1,3,7.653,tp2pp1dp1etp1ep1,80,80,5,4.019,tp2pp1dp1etp1ep1,16
qwen3_32b__b300_sxm__analytical,qwen3_32b,b300_sxm,ANALYTICAL,prefill,34.438500000000005,34.69136,0.9927111534399343,34.438500000000005,34.439,1.4518634667458859e-05,235.19,15.97,62.618,1102.032,1102.032,1,1,5,7.653,tp2pp1dp1etp1ep1,56,56,11,3.428,tp2pp1dp1etp1ep1,32
qwen3_32b__b300_sxm__analytical,qwen3_32b,b300_sxm,ANALYTICAL,prefill,34.206300000000006,34.8542,0.981411135530295,34.206300000000006,34.206,8.770314240442651e-06,142.074,11.869,84.254,1094.602,1094.602,1,1,3,12.669,tp4pp1dp1etp1ep1,92,92,5,7.577,tp4pp1dp1etp1ep1,32
qwen3_32b__b300_sxm__analytical,qwen3_32b,b300_sxm,ANALYTICAL,decode,34.206300000000006,32.8072,1.0426461264600455,32.8072,32.807,6.096222780351078e-06,142.074,10.965,91.2,1049.83,1049.83,1,1,3,12.669,tp4pp1dp1etp1ep1,80,80,5,7.132,tp4pp1dp1etp1ep1,32
qwen3_32b__b300_sxm__analytical,qwen3_32b,b300_sxm,ANALYTICAL,decode,16.9605,15.161600000000002,1.118648427606585,15.161600000000002,15.162,2.6382439847975658e-05,95.517,10.914,91.623,970.342,970.342,1,1,1,18.845,tp8pp1dp1etp1ep1,184,184,1,16.48,tp8pp1dp1etp1ep1,16
qwen3_32b__b300_sxm__analytical,qwen3_32b,b300_sxm,ANALYTICAL,decode,16.9605,14.467,1.1723577797746596,14.467,14.467,0.0,95.517,9.946,100.541,925.888,925.888,1,1,1,18.845,tp8pp1dp1etp1ep1,160,160,1,15.725,tp8pp1dp1etp1ep1,16
qwen3_32b__b300_sxm__analytical,qwen3_32b,b300_sxm,ANALYTICAL,decode,16.9605,13.62336,1.2449571911775068,13.62336,13.623,2.642519906987572e-05,95.517,8.978,111.384,871.895,871.895,1,1,1,18.845,tp8pp1dp1etp1ep1,136,136,1,14.808,tp8pp1dp1etp1ep1,16
qwen3_32b__b300_sxm__analytical,qwen3_32b,b300_sxm,ANALYTICAL,decode,16.9605,12.374920000000001,1.3705543146945596,12.374920000000001,12.375,6.4646882564693535e-06,95.517,7.848,127.415,791.995,791.995,1,1,1,18.845,tp8pp1dp1etp1ep1,108,108,1,13.451,tp8pp1dp1etp1ep1,16
qwen3_32b__b300_sxm__analytical,qwen3_32b,b300_sxm,ANALYTICAL,decode,11.4021,10.1706,1.1210843018111025,10.1706,10.171,3.932904646717674e-05,142.074,6.897,144.987,650.918,650.918,1,1,1,12.669,tp4pp1dp1etp1ep1,26,26,3,3.685,tp4pp1dp1etp1ep1,16
qwen3_32b__b300_sxm__analytical,qwen3_32b,b300_sxm,ANALYTICAL,prefill,16.9605,18.25464,0.9291062436728416,16.9605,16.96,2.9480262963876933e-05,95.517,5.912,169.147,723.648,542.736,1,1,1,18.845,tp8pp1dp1etp1ep1,60,60,2,9.921,tp8pp1dp1etp1ep1,24
qwen3_32b__b300_sxm__analytical,qwen3_32b,b300_sxm,ANALYTICAL,decode,16.9605,13.09712,1.2949793542397106,13.09712,13.097,9.162319655068148e-06,95.517,4.944,202.273,558.81,419.1075,1,1,1,18.845,tp8pp1dp1etp1ep1,36,36,2,7.118,tp8pp1dp1etp1ep1,24
qwen3_32b__b300_sxm__analytical,qwen3_32b,b300_sxm,ANALYTICAL,decode,16.9605,8.09784,2.0944474081977416,8.09784,8.098,1.9758355314633062e-05,95.517,3.998,250.15,259.131,259.131,1,1,1,18.845,tp8pp1dp1etp1ep1,12,12,3,2.934,tp8pp1dp1etp1ep1,32
qwen3_32b__rtx_pro_6000_server__silicon,qwen3_32b,rtx_pro_6000_server,SILICON,prefill,7.3835999999999995,7.559640000000001,0.9767131768179436,7.3835999999999995,7.384,5.417411560767704e-05,1535.828,68.489,14.601,236.275,236.275,1,1,7,1.172,tp2pp1dp1etp1ep1,64,64,9,0.913,tp2pp1dp1etp1ep1,32
qwen3_32b__rtx_pro_6000_server__silicon,qwen3_32b,rtx_pro_6000_server,SILICON,decode,7.3835999999999995,7.095960000000001,1.040535741464157,7.095960000000001,7.096,5.637010355099785e-06,1535.828,63.862,15.659,227.071,227.071,1,1,7,1.172,tp2pp1dp1etp1ep1,56,56,9,0.857,tp2pp1dp1etp1ep1,32
qwen3_32b__rtx_pro_6000_server__silicon,qwen3_32b,rtx_pro_6000_server,SILICON,prefill,3.1644,3.2798000000000003,0.9648149277394963,3.1644,3.164,0.00012640626975096573,1535.828,54.825,18.24,202.522,202.522,1,1,3,1.172,tp2pp1dp1etp1ep1,40,40,5,0.713,tp2pp1dp1etp1ep1,16
qwen3_32b__rtx_pro_6000_server__silicon,qwen3_32b,rtx_pro_6000_server,SILICON,decode,3.1644,2.8888000000000003,1.0954029354749377,2.8888000000000003,2.889,6.92328994736686e-05,1535.828,49.837,20.065,184.883,184.883,1,1,3,1.172,tp2pp1dp1etp1ep1,32,32,5,0.628,tp2pp1dp1etp1ep1,16
qwen3_32b__rtx_pro_6000_server__silicon,qwen3_32b,rtx_pro_6000_server,SILICON,prefill,5.274,5.3737200000000005,0.9814430227105244,5.274,5.274,0.0,1535.828,44.221,22.614,168.768,168.768,1,1,5,1.172,tp2pp1dp1etp1ep1,24,24,11,0.531,tp2pp1dp1etp1ep1,32
qwen3_32b__rtx_pro_6000_server__silicon,qwen3_32b,rtx_pro_6000_server,SILICON,decode,5.274,4.47304,1.179063902849069,4.47304,4.473,8.94246418548952e-06,1535.828,39.773,25.142,143.137,143.137,1,1,5,1.172,tp2pp1dp1etp1ep1,18,18,11,0.442,tp2pp1dp1etp1ep1,32
qwen3_32b__rtx_pro_6000_server__silicon,qwen3_32b,rtx_pro_6000_server,SILICON,prefill,0.8982,1.01292,0.8867432768629309,0.8982,0.898,0.0002226675573368715,1803.105,39.056,25.604,114.97,114.97,1,1,1,0.998,tp4pp1dp1etp1ep1,44,44,1,1.101,tp4pp1dp1etp1ep1,8
qwen3_32b__rtx_pro_6000_server__silicon,qwen3_32b,rtx_pro_6000_server,SILICON,prefill,3.1644,3.39664,0.931626548589194,3.1644,3.164,0.00012640626975096573,1535.828,34.447,29.03,101.261,101.261,1,1,3,1.172,tp2pp1dp1etp1ep1,10,10,13,0.284,tp2pp1dp1etp1ep1,32
qwen3_32b__rtx_pro_6000_server__silicon,qwen3_32b,rtx_pro_6000_server,SILICON,decode,0.8982,0.7258800000000001,1.2373946106794511,0.7258800000000001,0.726,0.0001653165812529591,1803.105,29.749,33.615,92.913,92.913,1,1,1,0.998,tp4pp1dp1etp1ep1,24,24,1,0.789,tp4pp1dp1etp1ep1,8
qwen3_32b__rtx_pro_6000_server__silicon,qwen3_32b,rtx_pro_6000_server,SILICON,prefill,1.7964,1.8768,0.9571611253196931,1.7964,1.796,0.0002226675573368715,1803.105,24.923,40.124,76.646,57.4845,1,1,2,0.998,tp4pp1dp1etp1ep1,13,13,4,0.51,tp4pp1dp1etp1ep1,24
qwen3_32b__rtx_pro_6000_server__silicon,qwen3_32b,rtx_pro_6000_server,SILICON,prefill,0.8766,1.1702400000000002,0.7490771123872025,0.8766,0.877,0.0004563084645219666,1848.528,24.593,40.662,56.102,56.102,1,1,1,0.974,tp8pp1dp1etp1ep1,32,32,1,1.272,tp8pp1dp1etp1ep1,16
qwen3_32b__rtx_pro_6000_server__silicon,qwen3_32b,rtx_pro_6000_server,SILICON,decode,0.8766,0.67804,1.2928440799952807,0.67804,0.678,5.8993569700797865e-05,1848.528,19.899,50.255,43.395,43.395,1,1,1,0.974,tp8pp1dp1etp1ep1,15,15,1,0.737,tp8pp1dp1etp1ep1,16
qwen3_32b__rtx_pro_6000_server__silicon,qwen3_32b,rtx_pro_6000_server,SILICON,prefill,0.8766,1.13896,0.7696495048114069,0.8766,0.877,0.0004563084645219666,1848.528,18.942,52.792,37.402,28.0515,1,1,1,0.974,tp8pp1dp1etp1ep1,12,12,2,0.619,tp8pp1dp1etp1ep1,24
qwen3_32b__rtx_pro_6000_server__silicon,qwen3_32b,rtx_pro_6000_server,SILICON,decode,0.8766,0.81144,1.080301685891748,0.81144,0.811,0.0005422458838607857,1848.528,17.724,56.419,34.621,25.96575,1,1,1,0.974,tp8pp1dp1etp1ep1,8,8,2,0.441,tp8pp1dp1etp1ep1,24
qwen3_32b__rtx_pro_6000_server__silicon,qwen3_32b,rtx_pro_6000_server,SILICON,decode,0.8766,0.7948799999999999,1.102807971014493,0.7948799999999999,0.795,0.00015096618357503022,1848.528,16.943,59.02,25.436,25.436,1,1,1,0.974,tp8pp1dp1etp1ep1,5,5,3,0.288,tp8pp1dp1etp1ep1,32
qwen3_32b__rtx_pro_6000_server__silicon,qwen3_32b,rtx_pro_6000_server,SILICON,decode,0.8766,0.17388,5.041407867494824,0.17388,0.174,0.0006901311249136256,1848.528,15.608,64.071,5.564,5.564,1,1,1,0.974,tp8pp1dp1etp1ep1,1,1,3,0.063,tp8pp1dp1etp1ep1,32
qwen3_32b__rtx_pro_6000_server__empirical,qwen3_32b,rtx_pro_6000_server,EMPIRICAL,decode,11.2014,10.73916,1.043042472595622,10.73916,10.739,1.4898744408247184e-05,1012.309,72.373,13.817,343.653,343.653,1,1,7,1.778,tp2pp1dp1etp1ep1,96,96,9,1.297,tp2pp1dp1etp1ep1,32
qwen3_32b__rtx_pro_6000_server__empirical,qwen3_32b,rtx_pro_6000_server,EMPIRICAL,prefill,4.8006,4.949600000000001,0.9698965572975592,4.8006,4.801,8.332291796857808e-05,1012.309,54.503,18.348,307.238,307.238,1,1,3,1.778,tp2pp1dp1etp1ep1,60,60,5,1.076,tp2pp1dp1etp1ep1,16
qwen3_32b__rtx_pro_6000_server__empirical,qwen3_32b,rtx_pro_6000_server,EMPIRICAL,decode,4.8006,4.4482,1.079223056517243,4.4482,4.448,4.496200710389234e-05,1012.309,48.546,20.599,284.685,284.685,1,1,3,1.778,tp2pp1dp1etp1ep1,48,48,5,0.967,tp2pp1dp1etp1ep1,16
