case_id,model_key,system,mode,bottleneck,prefill_capacity_seq_s,decode_capacity_seq_s,capacity_ratio_prefill_decode,expected_request_rate,request_rate,request_rate_relative_error,ttft,tpot,tokens/s/user,tokens/s/gpu,tokens/s/gpu_cluster,(p)bs,(p)global_bs,(p)workers,(p)seq/s/worker,(p)parallel,(d)bs,(d)global_bs,(d)workers,(d)seq/s/worker,(d)parallel,num_total_gpus
llama31_70b__rtx_pro_6000_server__empirical,llama31_70b,rtx_pro_6000_server,EMPIRICAL,prefill,0.9729,1.01108,0.9622383985441311,0.9729,0.973,0.00010278548668926815,1665.837,49.828,20.069,124.531,124.531,1,1,1,1.081,tp4pp1dp1etp1ep1,56,56,1,1.099,tp4pp1dp1etp1ep1,8
llama31_70b__rtx_pro_6000_server__empirical,llama31_70b,rtx_pro_6000_server,EMPIRICAL,decode,0.9729,0.88044,1.1050156739811912,0.88044,0.88,0.0004997501249375267,1665.837,44.928,22.258,112.696,112.696,1,1,1,1.081,tp4pp1dp1etp1ep1,44,44,1,0.957,tp4pp1dp1etp1ep1,8
llama31_70b__rtx_pro_6000_server__empirical,llama31_70b,rtx_pro_6000_server,EMPIRICAL,prefill,2.9187,3.4408000000000003,0.8482620320855614,2.9187,2.919,0.00010278548668934423,1665.837,39.211,25.503,93.398,93.398,1,1,3,1.081,tp4pp1dp1etp1ep1,30,30,5,0.748,tp4pp1dp1etp1ep1,32
llama31_70b__rtx_pro_6000_server__empirical,llama31_70b,rtx_pro_6000_server,EMPIRICAL,prefill,1.1574,1.3487200000000001,0.8581469838068686,1.1574,1.157,0.00034560221185411783,1399.21,23.999,41.669,74.074,74.074,1,1,1,1.286,tp8pp1dp1etp1ep1,36,36,1,1.466,tp8pp1dp1etp1ep1,16
llama31_70b__rtx_pro_6000_server__empirical,llama31_70b,rtx_pro_6000_server,EMPIRICAL,decode,1.1574,0.9227599999999999,1.2542806363518142,0.9227599999999999,0.923,0.0002600892973255549,1399.21,19.497,51.289,59.057,59.057,1,1,1,1.286,tp8pp1dp1etp1ep1,20,20,1,1.003,tp8pp1dp1etp1ep1,16
llama31_70b__rtx_pro_6000_server__empirical,llama31_70b,rtx_pro_6000_server,EMPIRICAL,decode,1.1574,0.8546800000000001,1.354191042261431,0.8546800000000001,0.855,0.00037440913558276303,1399.21,18.935,52.813,54.7,54.7,1,1,1,1.286,tp8pp1dp1etp1ep1,18,18,1,0.929,tp8pp1dp1etp1ep1,16
llama31_70b__rtx_pro_6000_server__empirical,llama31_70b,rtx_pro_6000_server,EMPIRICAL,prefill,1.1574,1.19232,0.9707125603864734,1.1574,1.157,0.00034560221185411783,1399.21,15.84,63.132,37.037,37.037,1,1,1,1.286,tp8pp1dp1etp1ep1,7,7,3,0.432,tp8pp1dp1etp1ep1,32
llama31_70b__rtx_pro_6000_server__empirical,llama31_70b,rtx_pro_6000_server,EMPIRICAL,decode,1.1574,0.7203600000000001,1.6066966516741628,0.7203600000000001,0.72,0.0004997501249377227,1399.21,14.996,66.685,23.052,23.052,1,1,1,1.286,tp8pp1dp1etp1ep1,4,4,3,0.261,tp8pp1dp1etp1ep1,32
llama31_70b__rtx_pro_6000_server__analytical,llama31_70b,rtx_pro_6000_server,ANALYTICAL,prefill,0.9477,0.95128,0.9962366495668993,0.9477,0.948,0.0003165558721113928,1709.483,68.042,14.697,121.306,121.306,1,1,1,1.053,tp4pp1dp1etp1ep1,72,72,1,1.034,tp4pp1dp1etp1ep1,8
llama31_70b__rtx_pro_6000_server__analytical,llama31_70b,rtx_pro_6000_server,ANALYTICAL,decode,0.9477,0.90252,1.0500598324690866,0.90252,0.903,0.00053184416965833,1709.483,63.788,15.677,115.523,115.523,1,1,1,1.053,tp4pp1dp1etp1ep1,64,64,1,0.981,tp4pp1dp1etp1ep1,8
llama31_70b__rtx_pro_6000_server__analytical,llama31_70b,rtx_pro_6000_server,ANALYTICAL,decode,0.9477,0.8454800000000001,1.1209017362918103,0.8454800000000001,0.845,0.0005677248426930819,1709.483,59.534,16.797,108.221,108.221,1,1,1,1.053,tp4pp1dp1etp1ep1,56,56,1,0.919,tp4pp1dp1etp1ep1,8
llama31_70b__rtx_pro_6000_server__analytical,llama31_70b,rtx_pro_6000_server,ANALYTICAL,decode,0.9477,0.74428,1.2733111194711666,0.74428,0.744,0.0003762025044338931,1709.483,53.152,18.814,95.268,95.268,1,1,1,1.053,tp4pp1dp1etp1ep1,44,44,1,0.809,tp4pp1dp1etp1ep1,8
llama31_70b__rtx_pro_6000_server__analytical,llama31_70b,rtx_pro_6000_server,ANALYTICAL,prefill,2.8430999999999997,3.312,0.8584239130434782,2.8430999999999997,2.843,3.517287467896555e-05,1709.483,48.898,20.451,90.979,90.979,1,1,3,1.053,tp4pp1dp1etp1ep1,36,36,5,0.72,tp4pp1dp1etp1ep1,32
llama31_70b__rtx_pro_6000_server__analytical,llama31_70b,rtx_pro_6000_server,ANALYTICAL,decode,2.8430999999999997,2.8198,1.0082629973757005,2.8198,2.82,7.092701610042485e-05,1709.483,44.644,22.4,90.234,90.234,1,1,3,1.053,tp4pp1dp1etp1ep1,28,28,5,0.613,tp4pp1dp1etp1ep1,32
llama31_70b__rtx_pro_6000_server__analytical,llama31_70b,rtx_pro_6000_server,ANALYTICAL,prefill,1.1268,1.20428,0.9356628026704753,1.1268,1.127,0.00017749378771741035,1438.067,29.879,33.468,72.115,72.115,1,1,1,1.252,tp8pp1dp1etp1ep1,40,40,1,1.309,tp8pp1dp1etp1ep1,16
llama31_70b__rtx_pro_6000_server__analytical,llama31_70b,rtx_pro_6000_server,ANALYTICAL,decode,1.1268,0.88504,1.2731627949019253,0.88504,0.885,4.519569736965561e-05,1438.067,24.389,41.002,56.643,56.643,1,1,1,1.252,tp8pp1dp1etp1ep1,24,24,1,0.962,tp8pp1dp1etp1ep1,16
llama31_70b__rtx_pro_6000_server__analytical,llama31_70b,rtx_pro_6000_server,ANALYTICAL,prefill,1.1268,1.13988,0.9885251079060954,1.1268,1.127,0.00017749378771741035,1438.067,18.948,52.777,36.058,36.058,1,1,1,1.252,tp8pp1dp1etp1ep1,8,8,3,0.413,tp8pp1dp1etp1ep1,32
llama31_70b__rtx_pro_6000_server__analytical,llama31_70b,rtx_pro_6000_server,ANALYTICAL,decode,1.1268,0.75072,1.5009590792838874,0.75072,0.751,0.000372975277067278,1438.067,17.937,55.751,24.023,24.023,1,1,1,1.252,tp8pp1dp1etp1ep1,5,5,3,0.272,tp8pp1dp1etp1ep1,32
llama31_70b__rtx_pro_6000_server__analytical,llama31_70b,rtx_pro_6000_server,ANALYTICAL,decode,1.1268,0.16008000000000003,7.038980509745127,0.16008000000000003,0.16,0.0004997501249376842,1438.067,16.842,59.377,5.123,5.123,1,1,1,1.252,tp8pp1dp1etp1ep1,1,1,3,0.058,tp8pp1dp1etp1ep1,32
qwen3_32b__a100_sxm__silicon,qwen3_32b,a100_sxm,SILICON,decode,2.3355,2.1583200000000002,1.0820916268208607,2.1583200000000002,2.158,0.00014826346417598873,693.551,80.007,12.499,276.265,276.265,1,1,1,2.595,tp4pp1dp1etp1ep1,192,192,1,2.346,tp4pp1dp1etp1ep1,8
qwen3_32b__a100_sxm__silicon,qwen3_32b,a100_sxm,SILICON,decode,2.3355,2.1114,1.1061381074168797,2.1114,2.111,0.00018944775978021973,693.551,78.374,12.759,270.259,270.259,1,1,1,2.595,tp4pp1dp1etp1ep1,184,184,1,2.295,tp4pp1dp1etp1ep1,8
qwen3_32b__a100_sxm__silicon,qwen3_32b,a100_sxm,SILICON,decode,2.3355,1.9605199999999998,1.1912655826005347,1.9605199999999998,1.961,0.0002448330034890019,693.551,73.409,13.622,250.947,250.947,1,1,1,2.595,tp4pp1dp1etp1ep1,160,160,1,2.131,tp4pp1dp1etp1ep1,8
qwen3_32b__a100_sxm__silicon,qwen3_32b,a100_sxm,SILICON,decode,3.9744000000000006,3.9192,1.0140845070422537,3.9192,3.919,5.103082261685496e-05,1223.071,64.285,15.556,250.829,250.829,1,1,3,1.472,tp2pp1dp1etp1ep1,56,56,5,0.852,tp2pp1dp1etp1ep1,16
qwen3_32b__a100_sxm__silicon,qwen3_32b,a100_sxm,SILICON,decode,2.3355,1.8216,1.282114624505929,1.8216,1.822,0.00021958717610889104,693.551,59.234,16.882,233.165,233.165,1,1,1,2.595,tp4pp1dp1etp1ep1,120,120,1,1.98,tp4pp1dp1etp1ep1,8
qwen3_32b__a100_sxm__silicon,qwen3_32b,a100_sxm,SILICON,prefill,7.0065,7.36,0.9519701086956521,7.0065,7.006,7.136230642970426e-05,693.551,48.881,20.458,224.208,224.208,1,1,3,2.595,tp4pp1dp1etp1ep1,80,80,5,1.6,tp4pp1dp1etp1ep1,32
qwen3_32b__a100_sxm__silicon,qwen3_32b,a100_sxm,SILICON,decode,7.0065,6.6056,1.0606909289088047,6.6056,6.606,6.055468087682511e-05,693.551,43.57,22.952,211.379,211.379,1,1,3,2.595,tp4pp1dp1etp1ep1,64,64,5,1.436,tp4pp1dp1etp1ep1,32
qwen3_32b__a100_sxm__silicon,qwen3_32b,a100_sxm,SILICON,decode,3.5469,2.80876,1.2627992423702987,2.80876,2.809,8.544695880041016e-05,456.709,40.983,24.4,179.761,179.761,1,1,1,3.941,tp8pp1dp1etp1ep1,128,128,1,3.053,tp8pp1dp1etp1ep1,16
qwen3_32b__a100_sxm__silicon,qwen3_32b,a100_sxm,SILICON,decode,3.5469,2.75264,1.2885448151592653,2.75264,2.753,0.0001307835387119776,456.709,39.211,25.503,176.169,176.169,1,1,1,3.941,tp8pp1dp1etp1ep1,120,120,1,2.992,tp8pp1dp1etp1ep1,16
qwen3_32b__a100_sxm__silicon,qwen3_32b,a100_sxm,SILICON,decode,3.5469,2.5750800000000003,1.377394100377464,2.5750800000000003,2.575,3.106699597685509e-05,456.709,34.92,28.637,164.805,164.805,1,1,1,3.941,tp8pp1dp1etp1ep1,100,100,1,2.799,tp8pp1dp1etp1ep1,16
qwen3_32b__a100_sxm__silicon,qwen3_32b,a100_sxm,SILICON,prefill,2.3355,2.43432,0.9594055013309672,2.3355,2.336,0.00021408691928911277,693.551,24.377,41.022,149.472,149.472,1,1,1,2.595,tp4pp1dp1etp1ep1,22,22,3,0.882,tp4pp1dp1etp1ep1,16
qwen3_32b__a100_sxm__silicon,qwen3_32b,a100_sxm,SILICON,prefill,3.5469,3.96336,0.8949224900084776,3.5469,3.547,2.8193633877529966e-05,456.709,14.975,66.777,113.501,113.501,1,1,1,3.941,tp8pp1dp1etp1ep1,22,22,3,1.436,tp8pp1dp1etp1ep1,32
qwen3_32b__a100_sxm__silicon,qwen3_32b,a100_sxm,SILICON,decode,3.5469,3.1795199999999997,1.1155457427536233,3.1795199999999997,3.18,0.00015096618357503022,456.709,13.574,73.671,101.745,101.745,1,1,1,3.941,tp8pp1dp1etp1ep1,16,16,3,1.152,tp8pp1dp1etp1ep1,32
qwen3_32b__a100_sxm__silicon,qwen3_32b,a100_sxm,SILICON,decode,3.5469,2.72412,1.3020351526364478,2.72412,2.724,4.40509228667966e-05,456.709,12.879,77.647,87.172,87.172,1,1,1,3.941,tp8pp1dp1etp1ep1,13,13,3,0.987,tp8pp1dp1etp1ep1,32
qwen3_32b__a100_sxm__silicon,qwen3_32b,a100_sxm,SILICON,decode,3.5469,2.0286,1.7484472049689441,2.0286,2.029,0.00019718032140390217,456.709,11.971,83.537,64.915,64.915,1,1,1,3.941,tp8pp1dp1etp1ep1,9,9,3,0.735,tp8pp1dp1etp1ep1,32
qwen3_32b__a100_sxm__silicon,qwen3_32b,a100_sxm,SILICON,decode,3.5469,0.9880799999999998,3.5896890940004864,0.9880799999999998,0.988,8.096510404001495e-05,456.709,10.915,91.615,31.619,31.619,1,1,1,3.941,tp8pp1dp1etp1ep1,4,4,3,0.358,tp8pp1dp1etp1ep1,32
qwen3_32b__a100_sxm__empirical,qwen3_32b,a100_sxm,EMPIRICAL,prefill,2.4345000000000003,2.56312,0.9498189706295453,2.4345000000000003,2.435,0.00020538098172097878,665.422,29.476,33.926,311.616,311.616,1,1,1,2.705,tp4pp1dp1etp1ep1,84,84,1,2.786,tp4pp1dp1etp1ep1,8
qwen3_32b__a100_sxm__empirical,qwen3_32b,a100_sxm,EMPIRICAL,decode,2.4345000000000003,2.2245600000000003,1.0943737188477722,2.2245600000000003,2.225,0.00019779192289701058,665.422,24.258,41.224,284.744,284.744,1,1,1,2.705,tp4pp1dp1etp1ep1,60,60,1,2.418,tp4pp1dp1etp1ep1,8
qwen3_32b__a100_sxm__empirical,qwen3_32b,a100_sxm,EMPIRICAL,prefill,4.1166,4.16484,0.9884173221540323,4.1166,4.117,9.716756546663653e-05,393.489,12.955,77.191,263.462,263.462,1,1,1,4.574,tp8pp1dp1etp1ep1,60,60,1,4.527,tp8pp1dp1etp1ep1,16
qwen3_32b__a100_sxm__empirical,qwen3_32b,a100_sxm,EMPIRICAL,decode,4.1166,3.7379599999999997,1.1012958940170576,3.7379599999999997,3.738,1.0701024088075328e-05,393.489,11.548,86.597,239.229,239.229,1,1,1,4.574,tp8pp1dp1etp1ep1,48,48,1,4.063,tp8pp1dp1etp1ep1,16
qwen3_32b__a100_sxm__empirical,qwen3_32b,a100_sxm,EMPIRICAL,decode,4.1166,3.3902,1.2142646451536783,3.3902,3.39,5.89935697008961e-05,393.489,10.61,94.254,216.973,216.973,1,1,1,4.574,tp8pp1dp1etp1ep1,40,40,1,3.685,tp8pp1dp1etp1ep1,16
qwen3_32b__a100_sxm__empirical,qwen3_32b,a100_sxm,EMPIRICAL,decode,4.1166,2.97528,1.3836008711785108,2.97528,2.975,9.410878976098316e-05,393.489,9.672,103.396,190.418,190.418,1,1,1,4.574,tp8pp1dp1etp1ep1,32,32,1,3.234,tp8pp1dp1etp1ep1,16
qwen3_32b__a100_sxm__empirical,qwen3_32b,a100_sxm,EMPIRICAL,prefill,4.1166,5.2145600000000005,0.7894434046209076,4.1166,4.117,9.716756546663653e-05,393.489,8.968,111.507,175.642,131.73149999999998,1,1,1,4.574,tp8pp1dp1etp1ep1,26,26,2,2.834,tp8pp1dp1etp1ep1,24
qwen3_32b__a100_sxm__empirical,qwen3_32b,a100_sxm,EMPIRICAL,decode,4.1166,3.6910399999999997,1.1152954180935455,3.6910399999999997,3.691,1.0837054055176308e-05,393.489,7.795,128.28,157.484,118.113,1,1,1,4.574,tp8pp1dp1etp1ep1,16,16,2,2.006,tp8pp1dp1etp1ep1,24
qwen3_32b__a100_sxm__empirical,qwen3_32b,a100_sxm,EMPIRICAL,decode,4.1166,3.4803599999999997,1.182808674964659,3.4803599999999997,3.48,0.00010343757542314414,393.489,6.975,143.377,111.372,111.372,1,1,1,4.574,tp8pp1dp1etp1ep1,9,9,3,1.261,tp8pp1dp1etp1ep1,32
qwen3_32b__a100_sxm__analytical,qwen3_32b,a100_sxm,ANALYTICAL,prefill,2.3733,2.38096,0.996782810295007,2.3733,2.373,0.00012640626975087216,682.623,69.502,14.388,303.782,303.782,1,1,1,2.637,tp4pp1dp1etp1ep1,184,184,1,2.588,tp4pp1dp1etp1ep1,8
qwen3_32b__a100_sxm__analytical,qwen3_32b,a100_sxm,ANALYTICAL,decode,2.3733,2.33864,1.0148205794820921,2.33864,2.339,0.00015393562070268961,682.623,64.592,15.482,299.346,299.346,1,1,1,2.637,tp4pp1dp1etp1ep1,168,168,1,2.542,tp4pp1dp1etp1ep1,8
qwen3_32b__a100_sxm__analytical,qwen3_32b,a100_sxm,ANALYTICAL,decode,2.3733,2.2908000000000004,1.0360136196961758,2.2908000000000004,2.291,8.730574471779896e-05,682.623,59.683,16.755,293.222,293.222,1,1,1,2.637,tp4pp1dp1etp1ep1,152,152,1,2.49,tp4pp1dp1etp1ep1,8
qwen3_32b__a100_sxm__analytical,qwen3_32b,a100_sxm,ANALYTICAL,decode,2.3733,2.16384,1.096800133096717,2.16384,2.164,7.394262052654541e-05,682.623,49.865,20.054,276.972,276.972,1,1,1,2.637,tp4pp1dp1etp1ep1,120,120,1,2.352,tp4pp1dp1etp1ep1,8
qwen3_32b__a100_sxm__analytical,qwen3_32b,a100_sxm,ANALYTICAL,decode,2.3733,2.0801200000000004,1.1409437917043246,2.0801200000000004,2.08,5.768897948211739e-05,682.623,44.955,22.244,266.255,266.255,1,1,1,2.637,tp4pp1dp1etp1ep1,104,104,1,2.261,tp4pp1dp1etp1ep1,8
qwen3_32b__a100_sxm__analytical,qwen3_32b,a100_sxm,ANALYTICAL,prefill,3.9501000000000004,4.135400000000001,0.95519175895923,3.9501000000000004,3.95,2.531581478955242e-05,410.162,29.577,33.81,252.806,252.806,1,1,1,4.389,tp8pp1dp1etp1ep1,136,136,1,4.495,tp8pp1dp1etp1ep1,16
qwen3_32b__a100_sxm__analytical,qwen3_32b,a100_sxm,ANALYTICAL,decode,3.9501000000000004,3.83456,1.0301312275723942,3.83456,3.835,0.00011474589001078973,410.162,24.393,40.995,245.412,245.412,1,1,1,4.389,tp8pp1dp1etp1ep1,104,104,1,4.168,tp8pp1dp1etp1ep1,16
qwen3_32b__a100_sxm__analytical,qwen3_32b,a100_sxm,ANALYTICAL,decode,3.9501000000000004,3.44172,1.1477110282068268,3.44172,3.442,8.135467150147542e-05,410.162,19.857,50.36,220.27,220.27,1,1,1,4.389,tp8pp1dp1etp1ep1,76,76,1,3.741,tp8pp1dp1etp1ep1,16
qwen3_32b__a100_sxm__analytical,qwen3_32b,a100_sxm,ANALYTICAL,decode,3.9501000000000004,3.29452,1.1989910518072437,3.29452,3.295,0.00014569648992874106,410.162,18.561,53.877,210.849,210.849,1,1,1,4.389,tp8pp1dp1etp1ep1,68,68,1,3.581,tp8pp1dp1etp1ep1,16
qwen3_32b__a100_sxm__analytical,qwen3_32b,a100_sxm,ANALYTICAL,decode,3.9501000000000004,3.21356,1.2291975254857541,3.21356,3.214,0.00013691980233752408,410.162,17.913,55.826,205.668,205.668,1,1,1,4.389,tp8pp1dp1etp1ep1,64,64,1,3.493,tp8pp1dp1etp1ep1,16
qwen3_32b__a100_sxm__analytical,qwen3_32b,a100_sxm,ANALYTICAL,decode,3.9501000000000004,3.0304800000000003,1.3034568781183178,3.0304800000000003,3.03,0.00015839074998035953,410.162,16.617,60.18,193.951,193.951,1,1,1,4.389,tp8pp1dp1etp1ep1,56,56,1,3.294,tp8pp1dp1etp1ep1,16
qwen3_32b__a100_sxm__analytical,qwen3_32b,a100_sxm,ANALYTICAL,decode,3.9501000000000004,2.92836,1.3489120190140558,2.92836,2.928,0.00012293570462652747,410.162,15.969,62.622,187.415,187.415,1,1,1,4.389,tp8pp1dp1etp1ep1,52,52,1,3.183,tp8pp1dp1etp1ep1,16
qwen3_32b__a100_sxm__analytical,qwen3_32b,a100_sxm,ANALYTICAL,decode,3.9501000000000004,2.69652,1.4648880779671578,2.69652,2.697,0.00017800720929198966,410.162,14.673,68.153,172.577,172.577,1,1,1,4.389,tp8pp1dp1etp1ep1,44,44,1,2.931,tp8pp1dp1etp1ep1,16
qwen3_32b__a100_sxm__analytical,qwen3_32b,a100_sxm,ANALYTICAL,prefill,3.9501000000000004,3.97808,0.9929664561798658,3.9501000000000004,3.95,2.531581478955242e-05,410.162,11.757,85.057,168.538,126.4035,1,1,1,4.389,tp8pp1dp1etp1ep1,26,26,2,2.162,tp8pp1dp1etp1ep1,24
qwen3_32b__a100_sxm__analytical,qwen3_32b,a100_sxm,ANALYTICAL,prefill,3.9501000000000004,4.0572,0.9736024844720498,3.9501000000000004,3.95,2.531581478955242e-05,410.162,9.975,100.253,126.403,126.403,1,1,1,4.389,tp8pp1dp1etp1ep1,15,15,3,1.47,tp8pp1dp1etp1ep1,32
qwen3_32b__a100_sxm__analytical,qwen3_32b,a100_sxm,ANALYTICAL,decode,3.9501000000000004,2.4315599999999997,1.6245126585401968,2.4315599999999997,2.432,0.00018095379098201074,410.162,8.872,112.712,77.81,77.81,1,1,1,4.389,tp8pp1dp1etp1ep1,8,8,3,0.881,tp8pp1dp1etp1ep1,32
qwen3_32b__a100_sxm__analytical,qwen3_32b,a100_sxm,ANALYTICAL,decode,3.9501000000000004,0.68172,5.794314381270904,0.68172,0.682,0.00041072581118356213,410.162,7.925,126.187,21.815,21.815,1,1,1,4.389,tp8pp1dp1etp1ep1,2,2,3,0.247,tp8pp1dp1etp1ep1,32
qwen3_32b__h100_sxm__silicon,qwen3_32b,h100_sxm,SILICON,decode,10.5921,9.991200000000001,1.0601429257746817,9.991200000000001,9.991,2.001761550177258e-05,458.807,30.603,32.676,639.437,639.437,1,1,3,3.923,tp2pp1dp1etp1ep1,68,68,5,2.172,tp2pp1dp1etp1ep1,16
qwen3_32b__h100_sxm__silicon,qwen3_32b,h100_sxm,SILICON,decode,6.1047,4.916480000000001,1.2416810400937255,4.916480000000001,4.916,9.763082530600755e-05,265.361,29.264,34.171,629.309,629.309,1,1,1,6.783,tp4pp1dp1etp1ep1,160,160,1,5.344,tp4pp1dp1etp1ep1,8
qwen3_32b__h100_sxm__silicon,qwen3_32b,h100_sxm,SILICON,prefill,9.2547,9.43644,0.9807406182840139,9.2547,9.255,3.241596161961784e-05,175.048,24.396,40.99,592.301,592.301,1,1,1,10.283,tp8pp1dp1etp1ep1,256,256,1,10.257,tp8pp1dp1etp1ep1,16
qwen3_32b__h100_sxm__silicon,qwen3_32b,h100_sxm,SILICON,prefill,18.3141,19.136000000000003,0.9570495401337791,18.3141,18.314,5.46027377811451e-06,265.361,19.737,50.667,586.051,586.051,1,1,3,6.783,tp4pp1dp1etp1ep1,84,84,5,4.16,tp4pp1dp1etp1ep1,32
qwen3_32b__h100_sxm__silicon,qwen3_32b,h100_sxm,SILICON,decode,18.3141,18.165399999999998,1.00818589186035,18.165399999999998,18.165,2.201988395516024e-05,265.361,18.811,53.16,581.293,581.293,1,1,3,6.783,tp4pp1dp1etp1ep1,76,76,5,3.949,tp4pp1dp1etp1ep1,32
qwen3_32b__h100_sxm__silicon,qwen3_32b,h100_sxm,SILICON,decode,18.3141,17.0246,1.075743336113624,17.0246,17.025,2.3495412520650575e-05,265.361,17.962,55.673,544.787,544.787,1,1,3,6.783,tp4pp1dp1etp1ep1,68,68,5,3.701,tp4pp1dp1etp1ep1,32
qwen3_32b__h100_sxm__silicon,qwen3_32b,h100_sxm,SILICON,decode,9.2547,7.748240000000001,1.1944260890215066,7.748240000000001,7.748,3.0974776207330194e-05,175.048,17.643,56.681,495.887,495.887,1,1,1,10.283,tp8pp1dp1etp1ep1,152,152,1,8.422,tp8pp1dp1etp1ep1,16
qwen3_32b__h100_sxm__silicon,qwen3_32b,h100_sxm,SILICON,decode,9.2547,7.44924,1.2423683489859367,7.44924,7.449,3.221805177438181e-05,175.048,16.419,60.904,476.751,476.751,1,1,1,10.283,tp8pp1dp1etp1ep1,136,136,1,8.097,tp8pp1dp1etp1ep1,16
qwen3_32b__h100_sxm__silicon,qwen3_32b,h100_sxm,SILICON,decode,9.2547,7.38116,1.2538273116962644,7.38116,7.381,2.1676809607183696e-05,175.048,15.596,64.118,472.394,472.394,1,1,1,10.283,tp8pp1dp1etp1ep1,128,128,1,8.023,tp8pp1dp1etp1ep1,16
qwen3_32b__h100_sxm__silicon,qwen3_32b,h100_sxm,SILICON,decode,9.2547,7.0334,1.3158216509796115,7.0334,7.033,5.687149884834588e-05,175.048,14.832,67.422,450.138,450.138,1,1,1,10.283,tp8pp1dp1etp1ep1,116,116,1,7.645,tp8pp1dp1etp1ep1,16
qwen3_32b__h100_sxm__silicon,qwen3_32b,h100_sxm,SILICON,decode,9.2547,6.44184,1.436654744607131,6.44184,6.442,2.4837624032909856e-05,175.048,13.96,71.633,412.278,412.278,1,1,1,10.283,tp8pp1dp1etp1ep1,100,100,1,7.002,tp8pp1dp1etp1ep1,16
qwen3_32b__h100_sxm__silicon,qwen3_32b,h100_sxm,SILICON,prefill,6.1047,6.3894,0.9554418255235233,6.1047,6.105,4.9142464003176076e-05,265.361,13.513,74.006,390.701,390.701,1,1,1,6.783,tp4pp1dp1etp1ep1,32,32,3,2.315,tp4pp1dp1etp1ep1,16
qwen3_32b__h100_sxm__silicon,qwen3_32b,h100_sxm,SILICON,decode,6.1047,5.8594800000000005,1.0418501300456695,5.8594800000000005,5.859,8.191853201998812e-05,265.361,12.892,77.568,375.007,375.007,1,1,1,6.783,tp4pp1dp1etp1ep1,28,28,3,2.123,tp4pp1dp1etp1ep1,16
qwen3_32b__h100_sxm__silicon,qwen3_32b,h100_sxm,SILICON,decode,6.1047,4.95144,1.2329140613639669,4.95144,4.951,8.886303782338431e-05,265.361,11.987,83.422,316.892,316.892,1,1,1,6.783,tp4pp1dp1etp1ep1,22,22,3,1.794,tp4pp1dp1etp1ep1,16
qwen3_32b__h100_sxm__silicon,qwen3_32b,h100_sxm,SILICON,prefill,9.2547,9.882640000000002,0.9364602980580086,9.2547,9.255,3.241596161961784e-05,175.048,11.649,85.847,394.867,296.15025,1,1,1,10.283,tp8pp1dp1etp1ep1,64,64,2,5.371,tp8pp1dp1etp1ep1,24
qwen3_32b__h100_sxm__silicon,qwen3_32b,h100_sxm,SILICON,prefill,9.2547,9.767640000000002,0.9474857795741856,9.2547,9.255,3.241596161961784e-05,175.048,9.943,100.569,296.15,296.15,1,1,1,10.283,tp8pp1dp1etp1ep1,36,36,3,3.539,tp8pp1dp1etp1ep1,32
qwen3_32b__h100_sxm__silicon,qwen3_32b,h100_sxm,SILICON,decode,9.2547,7.289160000000001,1.2696524702434846,7.289160000000001,7.289,2.1950403064420068e-05,175.048,8.885,112.552,233.253,233.253,1,1,1,10.283,tp8pp1dp1etp1ep1,24,24,3,2.641,tp8pp1dp1etp1ep1,32
qwen3_32b__h100_sxm__silicon,qwen3_32b,h100_sxm,SILICON,decode,9.2547,6.17964,1.4976115113501758,6.17964,6.18,5.825582072737148e-05,175.048,7.859,127.246,197.748,197.748,1,1,1,10.283,tp8pp1dp1etp1ep1,18,18,3,2.239,tp8pp1dp1etp1ep1,32
qwen3_32b__h100_sxm__silicon,qwen3_32b,h100_sxm,SILICON,decode,9.2547,3.14916,2.938783675646839,3.14916,3.149,5.080719938020298e-05,175.048,6.854,145.899,100.773,100.773,1,1,1,10.283,tp8pp1dp1etp1ep1,8,8,3,1.141,tp8pp1dp1etp1ep1,32
qwen3_32b__h100_sxm__empirical,qwen3_32b,h100_sxm,EMPIRICAL,decode,6.5052,5.300120000000001,1.2273684369410502,5.300120000000001,5.3,2.2640996807767774e-05,249.034,32.576,30.698,678.415,678.415,1,1,1,7.228,tp4pp1dp1etp1ep1,192,192,1,5.761,tp4pp1dp1etp1ep1,8
qwen3_32b__h100_sxm__empirical,qwen3_32b,h100_sxm,EMPIRICAL,decode,6.5052,5.140960000000001,1.2653667797454171,5.140960000000001,5.141,7.780647972241346e-06,249.034,29.388,34.028,658.043,658.043,1,1,1,7.228,tp4pp1dp1etp1ep1,168,168,1,5.588,tp4pp1dp1etp1ep1,8
qwen3_32b__h100_sxm__empirical,qwen3_32b,h100_sxm,EMPIRICAL,prefill,9.8001,9.9406,0.9858660443031608,9.8001,9.8,1.0203977510409785e-05,165.307,18.818,53.14,627.206,627.206,1,1,1,10.889,tp8pp1dp1etp1ep1,208,208,1,10.805,tp8pp1dp1etp1ep1,16
qwen3_32b__h100_sxm__empirical,qwen3_32b,h100_sxm,EMPIRICAL,decode,9.8001,9.774080000000001,1.0026621431377685,9.774080000000001,9.774,8.184913567548091e-06,165.307,17.666,56.604,625.541,625.541,1,1,1,10.889,tp8pp1dp1etp1ep1,192,192,1,10.624,tp8pp1dp1etp1ep1,16
