model_key,system,mode,model,isl,osl,prefix,concurrency,request_rate,(p)bs,(p)global_bs,(p)workers,(d)bs,(d)global_bs,(d)workers,ttft,tpot,request_latency,seq/s,seq/s/gpu,tokens/s,tokens/s/gpu,tokens/s/user,(p)seq/s/worker,(d)seq/s/worker,num_total_gpus,(p)tp,(p)pp,(p)dp,(p)moe_tp,(p)moe_ep,(p)parallel,(p)gemm,(p)kvcache,(p)fmha,(p)moe,(p)comm,(p)memory,(p)backend,(p)version,(p)system,(d)tp,(d)pp,(d)dp,(d)moe_tp,(d)moe_ep,(d)parallel,(d)gemm,(d)kvcache,(d)fmha,(d)moe,(d)comm,(d)memory,(d)backend,(d)version,(d)system,power_w,tokens/s/gpu_cluster
deepseek_v3,h200_sxm,EMPIRICAL,deepseek-ai/DeepSeek-V3,4096,1024,0,3,1.098,1,1,1,1,1,3,220.964,2.453,2730.383,1.098,0.034,1124.844,35.151,407.592,8.146,0.398,32,8,1,1,1,8,tp8pp1dp1etp1ep8,fp8,bfloat16,bfloat16,fp8_block,half,91.596,sglang,0.5.10,h200_sxm,8,1,1,1,8,tp8pp1dp1etp1ep8,fp8,bfloat16,bfloat16,fp8_block,half,89.727,sglang,0.5.10,h200_sxm,0.0,35.151
deepseek_v3,h200_sxm,ANALYTICAL,deepseek-ai/DeepSeek-V3,4096,1024,0,544,11.492,1,8,1,68,544,1,1127.732,39.399,41432.909,11.492,0.718,11767.91,735.494,25.381,12.769,13.497,16,1,1,8,1,8,tp1pp1dp8etp1ep8,fp8,bfloat16,bfloat16,fp8_block,half,108.87,sglang,0.5.10,h200_sxm,1,1,8,1,8,tp1pp1dp8etp1ep8,fp8,bfloat16,bfloat16,fp8_block,half,124.042,sglang,0.5.10,h200_sxm,0.0,735.494
deepseek_v3,h200_sxm,ANALYTICAL,deepseek-ai/DeepSeek-V3,4096,1024,0,384,10.142,1,8,1,48,384,1,1127.732,34.05,35960.882,10.142,0.634,10385.49,649.093,29.369,12.769,11.024,16,1,1,8,1,8,tp1pp1dp8etp1ep8,fp8,bfloat16,bfloat16,fp8_block,half,108.87,sglang,0.5.10,h200_sxm,1,1,8,1,8,tp1pp1dp8etp1ep8,fp8,bfloat16,bfloat16,fp8_block,half,117.341,sglang,0.5.10,h200_sxm,0.0,649.093
deepseek_v3,h200_sxm,ANALYTICAL,deepseek-ai/DeepSeek-V3,4096,1024,0,256,7.734,1,8,1,32,256,1,1127.732,29.769,31581.419,7.734,0.483,7919.124,494.945,33.592,12.769,8.406,16,1,1,8,1,8,tp1pp1dp8etp1ep8,fp8,bfloat16,bfloat16,fp8_block,half,108.87,sglang,0.5.10,h200_sxm,1,1,8,1,8,tp1pp1dp8etp1ep8,fp8,bfloat16,bfloat16,fp8_block,half,111.979,sglang,0.5.10,h200_sxm,0.0,494.945
deepseek_v3,h200_sxm,ANALYTICAL,deepseek-ai/DeepSeek-V3,4096,1024,0,336,11.492,1,8,1,14,112,3,1127.732,24.953,26654.651,11.492,0.359,11767.91,367.747,40.075,12.769,4.388,32,1,1,8,1,8,tp1pp1dp8etp1ep8,fp8,bfloat16,bfloat16,fp8_block,half,108.87,sglang,0.5.10,h200_sxm,1,1,8,1,8,tp1pp1dp8etp1ep8,fp8,bfloat16,bfloat16,fp8_block,half,105.948,sglang,0.5.10,h200_sxm,0.0,367.747
deepseek_v3,h200_sxm,ANALYTICAL,deepseek-ai/DeepSeek-V3,4096,1024,0,312,11.33,1,8,1,13,104,3,1127.732,24.766,26463.35,11.33,0.354,11601.715,362.554,40.378,12.769,4.105,32,1,1,8,1,8,tp1pp1dp8etp1ep8,fp8,bfloat16,bfloat16,fp8_block,half,108.87,sglang,0.5.10,h200_sxm,1,1,8,2,4,tp1pp1dp8etp2ep4,fp8,bfloat16,bfloat16,fp8_block,half,105.613,sglang,0.5.10,h200_sxm,0.0,362.554
deepseek_v3,h200_sxm,ANALYTICAL,deepseek-ai/DeepSeek-V3,4096,1024,0,42,1.971,1,1,1,14,14,3,272.101,19.172,19885.057,1.971,0.062,2017.935,63.06,52.159,6.615,0.714,32,8,1,1,1,8,tp8pp1dp1etp1ep8,fp8,bfloat16,bfloat16,fp8_block,half,91.596,sglang,0.5.10,h200_sxm,8,1,1,1,8,tp8pp1dp1etp1ep8,fp8,bfloat16,bfloat16,fp8_block,half,94.083,sglang,0.5.10,h200_sxm,0.0,63.06
deepseek_v3,h200_sxm,ANALYTICAL,deepseek-ai/DeepSeek-V3,4096,1024,0,39,1.938,1,1,1,13,13,3,272.101,18.1,18788.401,1.938,0.061,1984.02,62.001,55.25,6.615,0.702,32,8,1,1,1,8,tp8pp1dp1etp1ep8,fp8,bfloat16,bfloat16,fp8_block,half,91.596,sglang,0.5.10,h200_sxm,8,1,1,1,8,tp8pp1dp1etp1ep8,fp8,bfloat16,bfloat16,fp8_block,half,93.748,sglang,0.5.10,h200_sxm,0.0,62.001
deepseek_v3,h200_sxm,ANALYTICAL,deepseek-ai/DeepSeek-V3,4096,1024,0,36,1.902,1,1,1,12,12,3,272.101,17.027,17690.722,1.902,0.059,1947.279,60.852,58.729,6.615,0.689,32,8,1,1,1,8,tp8pp1dp1etp1ep8,fp8,bfloat16,bfloat16,fp8_block,half,91.596,sglang,0.5.10,h200_sxm,8,1,1,1,8,tp8pp1dp1etp1ep8,fp8,bfloat16,bfloat16,fp8_block,half,93.413,sglang,0.5.10,h200_sxm,0.0,60.852
deepseek_v3,h200_sxm,ANALYTICAL,deepseek-ai/DeepSeek-V3,4096,1024,0,33,1.86,1,1,1,11,11,3,272.101,15.955,16594.066,1.86,0.058,1904.886,59.528,62.676,6.615,0.674,32,8,1,1,1,8,tp8pp1dp1etp1ep8,fp8,bfloat16,bfloat16,fp8_block,half,91.596,sglang,0.5.10,h200_sxm,8,1,1,1,8,tp8pp1dp1etp1ep8,fp8,bfloat16,bfloat16,fp8_block,half,93.078,sglang,0.5.10,h200_sxm,0.0,59.528
deepseek_v3,h200_sxm,ANALYTICAL,deepseek-ai/DeepSeek-V3,4096,1024,0,30,1.813,1,1,1,10,10,3,272.101,14.883,15497.41,1.813,0.057,1856.84,58.026,67.192,6.615,0.657,32,8,1,1,1,8,tp8pp1dp1etp1ep8,fp8,bfloat16,bfloat16,fp8_block,half,91.596,sglang,0.5.10,h200_sxm,8,1,1,1,8,tp8pp1dp1etp1ep8,fp8,bfloat16,bfloat16,fp8_block,half,92.743,sglang,0.5.10,h200_sxm,0.0,58.026
deepseek_v3,h200_sxm,ANALYTICAL,deepseek-ai/DeepSeek-V3,4096,1024,0,27,1.758,1,1,1,9,9,3,272.101,13.81,14399.731,1.758,0.055,1800.315,56.26,72.41,6.615,0.637,32,8,1,1,1,8,tp8pp1dp1etp1ep8,fp8,bfloat16,bfloat16,fp8_block,half,91.596,sglang,0.5.10,h200_sxm,8,1,1,1,8,tp8pp1dp1etp1ep8,fp8,bfloat16,bfloat16,fp8_block,half,92.408,sglang,0.5.10,h200_sxm,0.0,56.26
deepseek_v3,h200_sxm,ANALYTICAL,deepseek-ai/DeepSeek-V3,4096,1024,0,24,1.695,1,1,1,8,8,3,272.101,12.738,13303.075,1.695,0.053,1735.311,54.228,78.505,6.615,0.614,32,8,1,1,1,8,tp8pp1dp1etp1ep8,fp8,bfloat16,bfloat16,fp8_block,half,91.596,sglang,0.5.10,h200_sxm,8,1,1,1,8,tp8pp1dp1etp1ep8,fp8,bfloat16,bfloat16,fp8_block,half,92.072,sglang,0.5.10,h200_sxm,0.0,54.228
deepseek_v3,h200_sxm,ANALYTICAL,deepseek-ai/DeepSeek-V3,4096,1024,0,21,1.62,1,1,1,7,7,3,272.101,11.666,12206.419,1.62,0.051,1659.003,51.844,85.722,6.615,0.587,32,8,1,1,1,8,tp8pp1dp1etp1ep8,fp8,bfloat16,bfloat16,fp8_block,half,91.596,sglang,0.5.10,h200_sxm,8,1,1,1,8,tp8pp1dp1etp1ep8,fp8,bfloat16,bfloat16,fp8_block,half,91.737,sglang,0.5.10,h200_sxm,0.0,51.844
deepseek_v3,h200_sxm,ANALYTICAL,deepseek-ai/DeepSeek-V3,4096,1024,0,18,1.529,1,1,1,6,6,3,272.101,10.593,11108.74,1.529,0.048,1565.737,48.929,94.399,6.615,0.554,32,8,1,1,1,8,tp8pp1dp1etp1ep8,fp8,bfloat16,bfloat16,fp8_block,half,91.596,sglang,0.5.10,h200_sxm,8,1,1,1,8,tp8pp1dp1etp1ep8,fp8,bfloat16,bfloat16,fp8_block,half,91.402,sglang,0.5.10,h200_sxm,0.0,48.929
deepseek_v3,h200_sxm,ANALYTICAL,deepseek-ai/DeepSeek-V3,4096,1024,0,15,1.416,1,1,1,5,5,3,272.101,9.521,10012.084,1.416,0.044,1449.861,45.308,105.032,6.615,0.513,32,8,1,1,1,8,tp8pp1dp1etp1ep8,fp8,bfloat16,bfloat16,fp8_block,half,91.596,sglang,0.5.10,h200_sxm,8,1,1,1,8,tp8pp1dp1etp1ep8,fp8,bfloat16,bfloat16,fp8_block,half,91.067,sglang,0.5.10,h200_sxm,0.0,45.308
deepseek_v3,h200_sxm,ANALYTICAL,deepseek-ai/DeepSeek-V3,4096,1024,0,12,1.275,1,1,1,4,4,3,272.101,8.468,8934.865,1.275,0.04,1305.723,40.804,118.095,6.615,0.462,32,8,1,1,1,8,tp8pp1dp1etp1ep8,fp8,bfloat16,bfloat16,fp8_block,half,91.596,sglang,0.5.10,h200_sxm,8,1,1,1,8,tp8pp1dp1etp1ep8,fp8,bfloat16,bfloat16,fp8_block,half,90.732,sglang,0.5.10,h200_sxm,0.0,40.804
deepseek_v3,h200_sxm,ANALYTICAL,deepseek-ai/DeepSeek-V3,4096,1024,0,9,1.096,1,1,1,3,3,3,272.101,7.392,7834.117,1.096,0.034,1122.017,35.063,135.279,6.615,0.397,32,8,1,1,1,8,tp8pp1dp1etp1ep8,fp8,bfloat16,bfloat16,fp8_block,half,91.596,sglang,0.5.10,h200_sxm,8,1,1,1,8,tp8pp1dp1etp1ep8,fp8,bfloat16,bfloat16,fp8_block,half,90.397,sglang,0.5.10,h200_sxm,0.0,35.063
deepseek_v3,h200_sxm,ANALYTICAL,deepseek-ai/DeepSeek-V3,4096,1024,0,6,0.853,1,1,1,2,2,3,272.101,6.325,6742.576,0.853,0.027,873.308,27.291,158.106,6.615,0.309,32,8,1,1,1,8,tp8pp1dp1etp1ep8,fp8,bfloat16,bfloat16,fp8_block,half,91.596,sglang,0.5.10,h200_sxm,8,1,1,1,8,tp8pp1dp1etp1ep8,fp8,bfloat16,bfloat16,fp8_block,half,90.062,sglang,0.5.10,h200_sxm,0.0,27.291
deepseek_v3,h200_sxm,ANALYTICAL,deepseek-ai/DeepSeek-V3,4096,1024,0,3,0.513,1,1,1,1,1,3,272.101,5.257,5650.012,0.513,0.016,525.681,16.428,190.221,6.615,0.186,32,8,1,1,1,8,tp8pp1dp1etp1ep8,fp8,bfloat16,bfloat16,fp8_block,half,91.596,sglang,0.5.10,h200_sxm,8,1,1,1,8,tp8pp1dp1etp1ep8,fp8,bfloat16,bfloat16,fp8_block,half,89.727,sglang,0.5.10,h200_sxm,0.0,16.428
deepseek_v3,b200_sxm,SILICON,deepseek-ai/DeepSeek-V3,4096,1024,0,384,11.408,1,8,1,48,384,1,1136.027,29.022,30825.533,11.408,0.713,11682.202,730.138,34.456,12.676,12.934,16,1,1,8,8,1,tp1pp1dp8etp8ep1,fp8,bfloat16,bfloat16,fp8_block,half,137.045,sglang,0.5.10,b200_sxm,1,1,8,4,2,tp1pp1dp8etp4ep2,fp8,bfloat16,bfloat16,fp8_block,half,117.369,sglang,0.5.10,b200_sxm,0.0,730.138
deepseek_v3,b200_sxm,SILICON,deepseek-ai/DeepSeek-V3,4096,1024,0,288,10.896,1,8,1,36,288,1,1136.027,23.77,25452.737,10.896,0.681,11157.996,697.375,42.07,12.676,11.844,16,1,1,8,8,1,tp1pp1dp8etp8ep1,fp8,bfloat16,bfloat16,fp8_block,half,137.045,sglang,0.5.10,b200_sxm,1,1,8,1,8,tp1pp1dp8etp1ep8,fp8,bfloat16,bfloat16,fp8_block,half,113.32,sglang,0.5.10,b200_sxm,0.0,697.375
deepseek_v3,b200_sxm,SILICON,deepseek-ai/DeepSeek-V3,4096,1024,0,216,11.408,1,8,1,9,72,3,1136.027,16.917,18442.118,11.408,0.357,11682.202,365.069,59.111,12.676,4.16,32,1,1,8,8,1,tp1pp1dp8etp8ep1,fp8,bfloat16,bfloat16,fp8_block,half,137.045,sglang,0.5.10,b200_sxm,1,1,8,8,1,tp1pp1dp8etp8ep1,fp8,bfloat16,bfloat16,fp8_block,half,104.273,sglang,0.5.10,b200_sxm,0.0,365.069
deepseek_v3,b200_sxm,SILICON,deepseek-ai/DeepSeek-V3,4096,1024,0,192,10.267,1,8,1,8,64,3,1136.027,16.816,18338.795,10.267,0.321,10513.613,328.55,59.468,12.676,3.72,32,1,1,8,8,1,tp1pp1dp8etp8ep1,fp8,bfloat16,bfloat16,fp8_block,half,137.045,sglang,0.5.10,b200_sxm,1,1,8,2,4,tp1pp1dp8etp2ep4,fp8,bfloat16,bfloat16,fp8_block,half,103.937,sglang,0.5.10,b200_sxm,0.0,328.55
deepseek_v3,b200_sxm,SILICON,deepseek-ai/DeepSeek-V3,4096,1024,0,144,8.161,1,8,1,6,48,3,1136.027,15.866,17366.945,8.161,0.255,8357.192,261.162,63.029,12.676,2.957,32,1,1,8,8,1,tp1pp1dp8etp8ep1,fp8,bfloat16,bfloat16,fp8_block,half,137.045,sglang,0.5.10,b200_sxm,1,1,8,2,4,tp1pp1dp8etp2ep4,fp8,bfloat16,bfloat16,fp8_block,half,103.267,sglang,0.5.10,b200_sxm,0.0,261.162
deepseek_v3,b200_sxm,SILICON,deepseek-ai/DeepSeek-V3,4096,1024,0,78,4.424,1,1,1,26,26,3,293.35,15.854,16511.992,4.424,0.138,4530.463,141.577,63.077,6.136,1.603,32,8,1,1,2,4,tp8pp1dp1etp2ep4,fp8,bfloat16,bfloat16,fp8_block,half,92.099,sglang,0.5.10,b200_sxm,8,1,1,8,1,tp8pp1dp1etp8ep1,fp8,bfloat16,bfloat16,fp8_block,half,98.104,sglang,0.5.10,b200_sxm,0.0,141.577
deepseek_v3,b200_sxm,SILICON,deepseek-ai/DeepSeek-V3,4096,1024,0,66,3.988,1,1,1,22,22,3,293.35,14.884,15519.682,3.988,0.125,4083.917,127.622,67.188,6.136,1.445,32,8,1,1,2,4,tp8pp1dp1etp2ep4,fp8,bfloat16,bfloat16,fp8_block,half,92.099,sglang,0.5.10,b200_sxm,8,1,1,8,1,tp8pp1dp1etp8ep1,fp8,bfloat16,bfloat16,fp8_block,half,96.764,sglang,0.5.10,b200_sxm,0.0,127.622
deepseek_v3,b200_sxm,SILICON,deepseek-ai/DeepSeek-V3,4096,1024,0,54,3.616,1,1,1,18,18,3,293.35,13.43,14032.24,3.616,0.113,3702.374,115.699,74.462,6.136,1.31,32,8,1,1,2,4,tp8pp1dp1etp2ep4,fp8,bfloat16,bfloat16,fp8_block,half,92.099,sglang,0.5.10,b200_sxm,8,1,1,8,1,tp8pp1dp1etp8ep1,fp8,bfloat16,bfloat16,fp8_block,half,95.423,sglang,0.5.10,b200_sxm,0.0,115.699
deepseek_v3,b200_sxm,SILICON,deepseek-ai/DeepSeek-V3,4096,1024,0,48,3.398,1,1,1,16,16,3,293.35,12.707,13292.611,3.398,0.106,3479.101,108.722,78.694,6.136,1.231,32,8,1,1,2,4,tp8pp1dp1etp2ep4,fp8,bfloat16,bfloat16,fp8_block,half,92.099,sglang,0.5.10,b200_sxm,8,1,1,8,1,tp8pp1dp1etp8ep1,fp8,bfloat16,bfloat16,fp8_block,half,94.753,sglang,0.5.10,b200_sxm,0.0,108.722
deepseek_v3,b200_sxm,SILICON,deepseek-ai/DeepSeek-V3,4096,1024,0,39,2.961,1,1,1,13,13,3,293.35,11.841,12406.693,2.961,0.093,3032.556,94.767,84.454,6.136,1.073,32,8,1,1,2,4,tp8pp1dp1etp2ep4,fp8,bfloat16,bfloat16,fp8_block,half,92.099,sglang,0.5.10,b200_sxm,8,1,1,8,1,tp8pp1dp1etp8ep1,fp8,bfloat16,bfloat16,fp8_block,half,93.748,sglang,0.5.10,b200_sxm,0.0,94.767
deepseek_v3,b200_sxm,SILICON,deepseek-ai/DeepSeek-V3,4096,1024,0,30,2.459,1,1,1,10,10,3,293.35,10.974,11519.752,2.459,0.077,2518.18,78.693,91.124,6.136,0.891,32,8,1,1,2,4,tp8pp1dp1etp2ep4,fp8,bfloat16,bfloat16,fp8_block,half,92.099,sglang,0.5.10,b200_sxm,8,1,1,8,1,tp8pp1dp1etp8ep1,fp8,bfloat16,bfloat16,fp8_block,half,92.743,sglang,0.5.10,b200_sxm,0.0,78.693
deepseek_v3,b200_sxm,SILICON,deepseek-ai/DeepSeek-V3,4096,1024,0,21,2.02,1,1,1,7,7,3,293.35,9.347,9855.331,2.02,0.063,2068.808,64.65,106.99,6.136,0.732,32,8,1,1,2,4,tp8pp1dp1etp2ep4,fp8,bfloat16,bfloat16,fp8_block,half,92.099,sglang,0.5.10,b200_sxm,8,1,1,8,1,tp8pp1dp1etp8ep1,fp8,bfloat16,bfloat16,fp8_block,half,91.737,sglang,0.5.10,b200_sxm,0.0,64.65
deepseek_v3,b200_sxm,SILICON,deepseek-ai/DeepSeek-V3,4096,1024,0,18,1.874,1,1,1,6,6,3,293.35,8.64,9132.07,1.874,0.059,1919.017,59.969,115.741,6.136,0.679,32,8,1,1,2,4,tp8pp1dp1etp2ep4,fp8,bfloat16,bfloat16,fp8_block,half,92.099,sglang,0.5.10,b200_sxm,8,1,1,8,1,tp8pp1dp1etp8ep1,fp8,bfloat16,bfloat16,fp8_block,half,91.402,sglang,0.5.10,b200_sxm,0.0,59.969
deepseek_v3,b200_sxm,SILICON,deepseek-ai/DeepSeek-V3,4096,1024,0,15,1.692,1,1,1,5,5,3,293.35,7.97,8446.66,1.692,0.053,1732.485,54.14,125.478,6.136,0.613,32,8,1,1,2,4,tp8pp1dp1etp2ep4,fp8,bfloat16,bfloat16,fp8_block,half,92.099,sglang,0.5.10,b200_sxm,8,1,1,8,1,tp8pp1dp1etp8ep1,fp8,bfloat16,bfloat16,fp8_block,half,91.067,sglang,0.5.10,b200_sxm,0.0,54.14
deepseek_v3,b200_sxm,SILICON,deepseek-ai/DeepSeek-V3,4096,1024,0,9,1.184,1,1,1,3,3,3,293.35,6.833,7283.509,1.184,0.037,1212.457,37.889,146.345,6.136,0.429,32,8,1,1,2,4,tp8pp1dp1etp2ep4,fp8,bfloat16,bfloat16,fp8_block,half,92.099,sglang,0.5.10,b200_sxm,8,1,1,8,1,tp8pp1dp1etp8ep1,fp8,bfloat16,bfloat16,fp8_block,half,90.397,sglang,0.5.10,b200_sxm,0.0,37.889
deepseek_v3,b200_sxm,SILICON,deepseek-ai/DeepSeek-V3,4096,1024,0,7,0.96,1,1,1,1,1,7,359.611,6.546,7056.169,0.96,0.03,982.589,30.706,152.767,5.005,0.149,32,4,1,1,2,2,tp4pp1dp1etp2ep2,fp8,bfloat16,bfloat16,fp8_block,half,174.918,sglang,0.5.10,b200_sxm,4,1,1,2,2,tp4pp1dp1etp2ep2,fp8,bfloat16,bfloat16,fp8_block,half,171.539,sglang,0.5.10,b200_sxm,0.0,30.706
deepseek_v3,b200_sxm,SILICON,deepseek-ai/DeepSeek-V3,4096,1024,0,3,0.5,1,1,1,1,1,3,293.35,5.399,5816.527,0.5,0.016,511.549,15.986,185.234,6.136,0.181,32,8,1,1,2,4,tp8pp1dp1etp2ep4,fp8,bfloat16,bfloat16,fp8_block,half,92.099,sglang,0.5.10,b200_sxm,8,1,1,8,1,tp8pp1dp1etp8ep1,fp8,bfloat16,bfloat16,fp8_block,half,89.727,sglang,0.5.10,b200_sxm,0.0,15.986
deepseek_v3,b200_sxm,EMPIRICAL,deepseek-ai/DeepSeek-V3,4096,1024,0,960,28.526,1,8,1,120,960,1,454.309,29.756,30894.697,28.526,1.783,29211.034,1825.69,33.607,31.696,31.537,16,1,1,8,1,8,tp1pp1dp8etp1ep8,fp8,bfloat16,bfloat16,fp8_block,half,108.87,sglang,0.5.10,b200_sxm,1,1,8,1,8,tp1pp1dp8etp1ep8,fp8,bfloat16,bfloat16,fp8_block,half,141.486,sglang,0.5.10,b200_sxm,0.0,1825.69
deepseek_v3,b200_sxm,EMPIRICAL,deepseek-ai/DeepSeek-V3,4096,1024,0,928,28.147,1,8,1,116,928,1,454.309,29.65,30786.259,28.147,1.759,28822.938,1801.434,33.727,31.696,30.595,16,1,1,8,1,8,tp1pp1dp8etp1ep8,fp8,bfloat16,bfloat16,fp8_block,half,108.87,sglang,0.5.10,b200_sxm,1,1,8,2,4,tp1pp1dp8etp2ep4,fp8,bfloat16,bfloat16,fp8_block,half,140.252,sglang,0.5.10,b200_sxm,0.0,1801.434
deepseek_v3,b200_sxm,EMPIRICAL,deepseek-ai/DeepSeek-V3,4096,1024,0,800,24.357,1,8,1,100,800,1,454.309,29.538,30671.683,24.357,1.522,24941.568,1558.848,33.855,31.696,26.475,16,1,1,8,1,8,tp1pp1dp8etp1ep8,fp8,bfloat16,bfloat16,fp8_block,half,108.87,sglang,0.5.10,b200_sxm,1,1,8,8,1,tp1pp1dp8etp8ep1,fp8,bfloat16,bfloat16,fp8_block,half,135.435,sglang,0.5.10,b200_sxm,0.0,1558.848
deepseek_v3,b200_sxm,EMPIRICAL,deepseek-ai/DeepSeek-V3,4096,1024,0,576,20.826,1,8,1,72,576,1,454.309,24.873,25899.388,20.826,1.302,21325.865,1332.867,40.204,31.696,22.637,16,1,1,8,1,8,tp1pp1dp8etp1ep8,fp8,bfloat16,bfloat16,fp8_block,half,108.87,sglang,0.5.10,b200_sxm,1,1,8,1,8,tp1pp1dp8etp1ep8,fp8,bfloat16,bfloat16,fp8_block,half,125.383,sglang,0.5.10,b200_sxm,0.0,1332.867
deepseek_v3,b200_sxm,EMPIRICAL,deepseek-ai/DeepSeek-V3,4096,1024,0,544,19.853,1,8,1,68,544,1,454.309,24.643,25664.098,19.853,1.241,20329.144,1270.572,40.58,31.696,21.579,16,1,1,8,1,8,tp1pp1dp8etp1ep8,fp8,bfloat16,bfloat16,fp8_block,half,108.87,sglang,0.5.10,b200_sxm,1,1,8,2,4,tp1pp1dp8etp2ep4,fp8,bfloat16,bfloat16,fp8_block,half,124.042,sglang,0.5.10,b200_sxm,0.0,1270.572
deepseek_v3,b200_sxm,EMPIRICAL,deepseek-ai/DeepSeek-V3,4096,1024,0,576,25.914,1,8,1,24,192,3,454.309,19.99,20904.079,25.914,0.81,26535.567,829.236,50.024,31.696,9.389,32,1,1,8,1,8,tp1pp1dp8etp1ep8,fp8,bfloat16,bfloat16,fp8_block,half,108.87,sglang,0.5.10,b200_sxm,1,1,8,1,8,tp1pp1dp8etp1ep8,fp8,bfloat16,bfloat16,fp8_block,half,109.299,sglang,0.5.10,b200_sxm,0.0,829.236
deepseek_v3,b200_sxm,EMPIRICAL,deepseek-ai/DeepSeek-V3,4096,1024,0,528,23.929,1,8,1,22,176,3,454.309,19.844,20754.721,23.929,0.748,24503.501,765.734,50.393,31.696,8.67,32,1,1,8,1,8,tp1pp1dp8etp1ep8,fp8,bfloat16,bfloat16,fp8_block,half,108.87,sglang,0.5.10,b200_sxm,1,1,8,2,4,tp1pp1dp8etp2ep4,fp8,bfloat16,bfloat16,fp8_block,half,108.629,sglang,0.5.10,b200_sxm,0.0,765.734
deepseek_v3,b200_sxm,EMPIRICAL,deepseek-ai/DeepSeek-V3,4096,1024,0,336,15.925,1,8,1,14,112,3,454.309,18.973,19863.688,15.925,0.498,16307.405,509.606,52.707,31.696,5.77,32,1,1,8,1,8,tp1pp1dp8etp1ep8,fp8,bfloat16,bfloat16,fp8_block,half,108.87,sglang,0.5.10,b200_sxm,1,1,8,1,8,tp1pp1dp8etp1ep8,fp8,bfloat16,bfloat16,fp8_block,half,105.948,sglang,0.5.10,b200_sxm,0.0,509.606
deepseek_v3,b200_sxm,EMPIRICAL,deepseek-ai/DeepSeek-V3,4096,1024,0,312,14.843,1,8,1,13,104,3,454.309,18.905,19794.124,14.843,0.464,15199.519,474.985,52.896,31.696,5.378,32,1,1,8,1,8,tp1pp1dp8etp1ep8,fp8,bfloat16,bfloat16,fp8_block,half,108.87,sglang,0.5.10,b200_sxm,1,1,8,2,4,tp1pp1dp8etp2ep4,fp8,bfloat16,bfloat16,fp8_block,half,105.613,sglang,0.5.10,b200_sxm,0.0,474.985
deepseek_v3,b200_sxm,EMPIRICAL,deepseek-ai/DeepSeek-V3,4096,1024,0,96,4.808,1,8,1,4,32,3,454.309,17.956,18823.297,4.808,0.15,4923.31,153.853,55.693,31.696,1.742,32,1,1,8,1,8,tp1pp1dp8etp1ep8,fp8,bfloat16,bfloat16,fp8_block,half,108.87,sglang,0.5.10,b200_sxm,1,1,8,1,8,tp1pp1dp8etp1ep8,fp8,bfloat16,bfloat16,fp8_block,half,102.597,sglang,0.5.10,b200_sxm,0.0,153.853
deepseek_v3,b200_sxm,EMPIRICAL,deepseek-ai/DeepSeek-V3,4096,1024,0,72,3.616,1,8,1,3,24,3,454.309,17.908,18774.193,3.616,0.113,3702.374,115.699,55.84,31.696,1.31,32,1,1,8,1,8,tp1pp1dp8etp1ep8,fp8,bfloat16,bfloat16,fp8_block,half,108.87,sglang,0.5.10,b200_sxm,1,1,8,8,1,tp1pp1dp8etp8ep1,fp8,bfloat16,bfloat16,fp8_block,half,102.262,sglang,0.5.10,b200_sxm,0.0,115.699
deepseek_v3,b200_sxm,EMPIRICAL,deepseek-ai/DeepSeek-V3,4096,1024,0,49,2.911,1,1,1,7,7,7,184.468,15.135,15667.573,2.911,0.091,2980.741,93.148,66.071,9.758,0.452,32,4,1,1,1,4,tp4pp1dp1etp1ep4,fp8,bfloat16,bfloat16,fp8_block,half,173.911,sglang,0.5.10,b200_sxm,4,1,1,1,4,tp4pp1dp1etp1ep4,fp8,bfloat16,bfloat16,fp8_block,half,173.55,sglang,0.5.10,b200_sxm,0.0,93.148
deepseek_v3,b200_sxm,EMPIRICAL,deepseek-ai/DeepSeek-V3,4096,1024,0,42,2.892,1,1,1,6,6,7,184.468,13.065,13549.963,2.892,0.09,2960.957,92.53,76.539,9.758,0.449,32,4,1,1,1,4,tp4pp1dp1etp1ep4,fp8,bfloat16,bfloat16,fp8_block,half,173.911,sglang,0.5.10,b200_sxm,4,1,1,1,4,tp4pp1dp1etp1ep4,fp8,bfloat16,bfloat16,fp8_block,half,173.214,sglang,0.5.10,b200_sxm,0.0,92.53
deepseek_v3,b200_sxm,EMPIRICAL,deepseek-ai/DeepSeek-V3,4096,1024,0,35,2.866,1,1,1,5,5,7,184.468,10.995,11432.353,2.866,0.09,2934.579,91.706,90.947,9.758,0.445,32,4,1,1,1,4,tp4pp1dp1etp1ep4,fp8,bfloat16,bfloat16,fp8_block,half,173.911,sglang,0.5.10,b200_sxm,4,1,1,1,4,tp4pp1dp1etp1ep4,fp8,bfloat16,bfloat16,fp8_block,half,172.879,sglang,0.5.10,b200_sxm,0.0,91.706
deepseek_v3,b200_sxm,EMPIRICAL,deepseek-ai/DeepSeek-V3,4096,1024,0,28,2.821,1,1,1,4,4,7,184.468,8.926,9315.766,2.821,0.088,2888.417,90.263,112.037,9.758,0.438,32,4,1,1,1,4,tp4pp1dp1etp1ep4,fp8,bfloat16,bfloat16,fp8_block,half,173.911,sglang,0.5.10,b200_sxm,4,1,1,1,4,tp4pp1dp1etp1ep4,fp8,bfloat16,bfloat16,fp8_block,half,172.544,sglang,0.5.10,b200_sxm,0.0,90.263
