op_category,avg_latency_ms,avg_pct_of_step
context_moe,41.752122682929034,0.5634970382748199
context_mla_block,30.004776090482235,0.3625410961162288
context_shared_ffn,3.0971117514693627,0.03920073288696699
context_other,2.661870466645626,0.03476113272198434
attention_scaled,0.0,0.0
