tag,mapping,alignment_class,step,op_category,latency_ms,step_latency_ms,step_count,weighted_latency_ms,aic_mix_step_latency_ms,aic_genonly_step_latency_ms,aic_ttft,aic_tpot,aic_request_latency,decode_batch_size,decode_prefix_len,prefill_batch_size,prefill_fresh_len,prefill_prefix_len,first_formal_prefill_req_count,first_formal_decode_req_count,first_formal_sum_prefill_fresh_tokens,first_formal_sum_decode_kv_tokens,aic_isl,aic_prefix,pct_of_step,pct_of_weighted_total
agg_aic_p0_small_b8_isl512_ctx2048,observed_first_batch,strict_prefix0,mix_step,context_shared_ffn,0.9138142035794385,33.00234534010323,2.0,1.827628407158877,33.00234534010324,4.960978442716675,64.35457341320132,6.830402902542446,166.81061695133803,4,512,4,512,0,3,1,1536,512,512,0,0.0276893715935093,0.013492175879942628
agg_aic_prefix_probe_b12_isl1024_prefix512_ctx4096,intended_case,prefix_probe,genonly_step,generation_mla_block,0.8191872050790149,9.073927262121916,13.0,10.649433666027193,39.5064582430875,9.073927262121916,79.012916486175,11.24767947504803,247.72810861189544,8,1024,4,512,512,5,3,5120,3072,1024,512,0.09027923427363356,0.04503304440412926
agg_aic_prefix_probe_b12_isl1024_prefix512_ctx4096,intended_case,prefix_probe,genonly_step,generation_moe,7.593465971549352,9.073927262121916,13.0,98.71505763014157,39.5064582430875,9.073927262121916,79.012916486175,11.24767947504803,247.72810861189544,8,1024,4,512,512,5,3,5120,3072,1024,512,0.8368444833415645,0.4174343644015326
agg_aic_prefix_probe_b12_isl1024_prefix512_ctx4096,intended_case,prefix_probe,genonly_step,generation_other,0.6612740854935502,9.073927262121916,13.0,8.59656311141615,39.5064582430875,9.073927262121916,79.012916486175,11.24767947504803,247.72810861189544,8,1024,4,512,512,5,3,5120,3072,1024,512,0.07287628238480201,0.03635211227750884
agg_aic_prefix_probe_b12_isl1024_prefix512_ctx4096,intended_case,prefix_probe,mix_step,attention_scaled,0.0,39.5064582430875,3.0,0.0,39.5064582430875,9.073927262121916,79.012916486175,11.24767947504803,247.72810861189544,8,1024,4,512,512,5,3,5120,3072,1024,512,0.0,0.0
agg_aic_prefix_probe_b12_isl1024_prefix512_ctx4096,intended_case,prefix_probe,mix_step,context_mla_block,9.6726028563576,39.5064582430875,3.0,29.0178085690728,39.5064582430875,9.073927262121916,79.012916486175,11.24767947504803,247.72810861189544,8,1024,4,512,512,5,3,5120,3072,1024,512,0.24483599103825077,0.12270701924462704
agg_aic_prefix_probe_b12_isl1024_prefix512_ctx4096,intended_case,prefix_probe,mix_step,context_moe,27.29593341350555,39.5064582430875,3.0,81.88780024051665,39.5064582430875,9.073927262121916,79.012916486175,11.24767947504803,247.72810861189544,8,1024,4,512,512,5,3,5120,3072,1024,512,0.6909233231070911,0.34627728196961916
agg_aic_prefix_probe_b12_isl1024_prefix512_ctx4096,intended_case,prefix_probe,mix_step,context_other,1.3439987674309943,39.5064582430875,3.0,4.031996302292983,39.5064582430875,9.073927262121916,79.012916486175,11.24767947504803,247.72810861189544,8,1024,4,512,512,5,3,5120,3072,1024,512,0.03401972303265519,0.017050021082124018
agg_aic_prefix_probe_b12_isl1024_prefix512_ctx4096,intended_case,prefix_probe,mix_step,context_shared_ffn,1.1939232057933546,39.5064582430875,3.0,3.581769617380064,39.5064582430875,9.073927262121916,79.012916486175,11.24767947504803,247.72810861189544,8,1024,4,512,512,5,3,5120,3072,1024,512,0.03022096282200283,0.015146156620459072
agg_aic_prefix_probe_b12_isl1024_prefix512_ctx4096,observed_first_batch,prefix_probe,genonly_step,generation_mla_block,0.7470169006678048,7.624413421835356,14.0,10.458236609349267,62.30935309658879,7.624413421835356,121.50323853834811,11.270076066818918,290.5543795406319,8,1024,4,512,512,5,3,5120,3072,1024,0,0.0979769667956938,0.04520320830953927
