tag,batch_size,kv_len,s,num_heads,real_fa3_prepare_ms,real_fa3_attention_ms,real_fa3_combine_ms,real_kernel_ms,real_rotary_ms,real_set_mla_kv_buffer_ms,real_with_support_ms,aic_latency_ms,aic_attention_s_eq_kv_len_ms,gap_pct,gap_vs_support_pct,attention_s_eq_kv_len_gap_pct,aic_over_real_fa3_ratio,aic_over_real_with_support_ratio,support_reduces_gap_pct_points,s_eq_kv_len_delta_pct_of_aic,trace_lookup_method,trace_z_left,trace_z_right
decode_b1p512_cg_on,1,512,513,128,0.003136,0.0148416,0.00272,0.0206976,0.001856,0.0012672,0.0238208,0.0256214217457454,0.0256191998720169,23.7893366658234,7.559031374871811,23.77860173168341,1.237893366658231,1.0755903137487155,16.230305290951588,-0.008671937687951985,3d_bilinear_h:exact_b:exact_s:interpolate,512.0,1024.0
decode_b4p512_cg_on,4,512,513,128,0.0031808,0.014835200000000002,0.0035456000000000003,0.0215616,0.0019327999999999997,0.0013504,0.0248447999999999,0.0290724773949477,0.0290623992681503,34.83450854736097,17.016347062354697,34.787767457657736,1.3483450854736059,1.1701634706235435,17.81816148500627,-0.03466552458031178,3d_bilinear_h:exact_b:exact_s:interpolate,512.0,1024.0
decode_b32p512_cg_on,32,512,513,128,0.0036224,0.0239104,0.00928,0.0368128,0.0022464,0.0014848,0.040544,0.0720138439093716,0.0719392001628875,95.62175088385465,77.61899148917632,95.41898514344894,1.9562175088385454,1.7761899148917621,18.00275939467832,-0.10365194028249115,3d_bilinear_h:exact_b:exact_s:interpolate,512.0,1024.0
decode_b4p2048_cg_on,4,2048,2049,128,0.0031551999999999995,0.0194242,0.004128,0.0267073999999999,0.0018432000000000001,0.0013632,0.0299137999999999,0.0444457258752663,0.0444352000951766,66.41726965285474,48.57933754744133,66.37785817854551,1.6641726965285453,1.4857933754744115,17.837932105413415,-0.02368232238844215,3d_bilinear_h:exact_b:exact_s:interpolate,2048.0,4096.0
decode_b16p2048_cg_on,16,2048,2049,128,0.0033599999999999997,0.032530800000000006,0.0069504,0.0428411999999999,0.0019456,0.0014144000000000001,0.0462011999999999,0.1064164151845034,0.1063807964324951,148.39737258644408,130.33257834104668,148.3142312365092,2.48397372586444,2.3033257834104663,18.064794245397394,-0.03347110682740879,3d_bilinear_h:exact_b:exact_s:interpolate,2048.0,4096.0
decode_b4p4096_cg_on,4,4096,4097,128,0.0033535999999999996,0.0239936,0.0043648,0.0317119999999999,0.0020736,0.0013824,0.0351679999999999,0.0660012110020034,0.065991997718811,108.1269267217571,87.67405312216671,108.09787373489922,2.081269267217571,1.8767405312216672,20.45287359959039,-0.013959263856668786,3d_bilinear_h:exact_b:exact_s:interpolate,4096.0,8192.0
decode_b8p4096_cg_on,8,4096,4097,128,0.0034687999999999997,0.033202999999999996,0.0058496,0.0425213999999998,0.0019648,0.0014592000000000001,0.0459453999999998,0.1044897409126861,0.104472005367279,145.7344793743541,127.42155017191396,145.69276968133585,2.4573447937435406,2.2742155017191394,18.31292920244013,-0.016973480125554042,3d_bilinear_h:exact_b:exact_s:interpolate,4096.0,8192.0
decode_b4p8192_cg_on,4,8192,8193,128,0.0031744,0.032928200000000005,0.005183999999999999,0.0412865999999998,0.0018943999999999999,0.0014016,0.0445825999999997,0.1037387394637335,0.1037296056747436,151.26491274101951,132.6888505016172,151.24278985129297,2.512649127410201,2.3268885050161767,18.57606223940232,-0.008804607649052056,3d_bilinear_h:exact_b:exact_s:interpolate,8192.0,16384.0
decode_b2p16384_cg_on,2,16384,16385,128,0.0031808,0.0328252,0.0051456,0.0411515999999999,0.0019584,0.001248,0.0443579999999999,0.104854080381483,0.1048496007919311,154.7995226953097,136.3814427645139,154.78863711722303,2.5479952269531014,2.363814427645143,18.418079930795784,-0.00427221290350476,3d_bilinear_h:exact_b:exact_s:interpolate,16384.0,32768.0
