tag,batch_size,kv_len,s,tp_size,num_heads,op_name,op_label,op_order,real_kernel_ms,real_with_support_ms,real_components_json,aic_latency_ms,aic_source,delta_ms,gap_pct,delta_vs_support_ms,gap_vs_support_pct,aic_corrected_op_latency_ms,corrected_delta_ms,corrected_gap_pct,aic_attention_s_eq_kv_len_ms,attention_s_eq_kv_len_delta_vs_aic_ms,attention_s_eq_kv_len_gap_pct,aic_combined_diagnostic_latency_ms,diagnostic_note,trace_query_kind,trace_database_file,trace_lookup_method,trace_axis_x,trace_axis_y,trace_axis_z,trace_x,trace_y,trace_z,trace_x_left,trace_x_right,trace_neighbor_latencies_json,trace_quant_mode_lookup,aic_attention_s_eq_kv_len_source,attention_s_eq_kv_len_trace_lookup_method,attention_s_eq_kv_len_trace_x,attention_s_eq_kv_len_trace_y,attention_s_eq_kv_len_trace_z,trace_y_left,trace_y_right,trace_z_left,trace_z_right,aic_corrected_source,corrected_trace_lookup_method,corrected_trace_x,corrected_trace_y,corrected_trace_z,corrected_trace_neighbor_latencies_json
decode_b4p4096_cg_on,4,4096,4097,1,128,generation_downscale_gemm,downscale GEMM,1,0.0152063999999999,0.0152063999999999,"[""qkv_downscale_quant"", ""qkv_downscale_gemm""]",0.016420756338911404,silicon,0.0012143563389115045,7.985823988001845,0.0012143563389115045,7.985823988001845,0.016420756338911404,0.0012143563389115045,7.985823988001845,,,,0.016420756338911404,,gemm,src/aiconfigurator/systems/data/h100_sxm/sglang/0.5.9/gemm_perf.txt,3d_cubic_exact,m,n,k,4,2112,7168,4,4,{},,,,,,,,,,,,,,,,
decode_b4p4096_cg_on,4,4096,4097,1,128,generation_q_b_proj_gemm,q_b GEMM,2,0.0185408,0.0185408,"[""q_b_proj_quant"", ""q_b_proj_gemm""]",0.01981892840924606,silicon,0.0012781284092460606,6.893599031573936,0.0012781284092460606,6.893599031573936,0.01981892840924606,0.0012781284092460606,6.893599031573936,,,,0.01981892840924606,,gemm,src/aiconfigurator/systems/data/h100_sxm/sglang/0.5.9/gemm_perf.txt,exact,m,n,k,4,24576,1536,4,4,"{""4"": 0.01981892840924606}",,,,,,,,,,,,,,,,
decode_b4p4096_cg_on,4,4096,4097,1,128,generation_bmm_pre,q_w_kc BMM,3,0.00816,0.00816,"[""q_w_kc_bmm""]",0.009644799679517747,silicon,0.001484799679517746,18.196074503893946,0.001484799679517746,18.196074503893946,0.009644799679517747,0.001484799679517746,18.196074503893946,,,,0.009644799679517747,,mla_bmm,src/aiconfigurator/systems/data/h100_sxm/sglang/0.5.9/mla_bmm_perf.txt,1d_tokens_exact,num_tokens,num_heads,if_pre,4,128,1,4,4,"{""4"": 0.009644799679517747}",fp8,,,,,,,,,,,,,,,
decode_b4p4096_cg_on,4,4096,4097,1,128,generation_attention,attention,4,0.0317119999999999,0.0351679999999999,"[""fa3_prepare"", ""fa3_attention"", ""fa3_combine""]",0.0660012110020034,silicon,0.0342892110020035,108.1269267217571,0.0308332110020035,87.67405312216671,0.0660012110020034,0.0342892110020035,108.1269267217571,0.06599199771881104,-9.213283192366362e-06,108.09787373489922,0.06599199771881104,attention_query_s_changed_from_kv_len_plus_1_to_kv_len,generation_mla,src/aiconfigurator/systems/data/h100_sxm/sglang/0.5.9/generation_mla_perf.txt,3d_bilinear_h:exact_b:exact_s:interpolate,num_heads,batch_size,s,128,4,4097,128,128,{},,silicon,exact,128.0,4.0,4096.0,4.0,4.0,4096.0,8192.0,,,,,,
decode_b4p4096_cg_on,4,4096,4097,1,128,generation_bmm_post,s_w_vc BMM,5,0.0085824,0.0085824,"[""s_w_vc_bmm""]",0.009667199850082398,silicon,0.0010847998500823977,12.639819282279987,0.0010847998500823977,12.639819282279987,0.009667199850082398,0.0010847998500823977,12.639819282279987,,,,0.009667199850082398,,mla_bmm,src/aiconfigurator/systems/data/h100_sxm/sglang/0.5.9/mla_bmm_perf.txt,1d_tokens_exact,num_tokens,num_heads,if_pre,4,128,0,4,4,"{""4"": 0.009667199850082398}",fp8,,,,,,,,,,,,,,,
decode_b4p4096_cg_on,4,4096,4097,1,128,generation_proj_gemm,o_proj GEMM,6,0.0505211999999999,0.0505211999999999,"[""o_proj_quant"", ""o_proj_gemm""]",0.024686222275098164,silicon,-0.025834977724901734,-51.13690435876778,-0.025834977724901734,-51.13690435876778,0.0497573349210951,-0.0007638650789047949,-1.5119693888997023,,,,0.0497573349210951,o_proj_shape_corrected_to_7168x16384_over_tp,gemm,src/aiconfigurator/systems/data/h100_sxm/sglang/0.5.9/gemm_perf.txt,exact,m,n,k,4,7168,7168,4,4,"{""4"": 0.024686222275098164}",,,,,,,,,,,silicon,exact,4.0,7168.0,16384.0,"{""4"": 0.0497573349210951}"
decode_b8p4096_cg_on,8,4096,4097,1,128,generation_downscale_gemm,downscale GEMM,1,0.011488,0.011488,"[""qkv_downscale_quant"", ""qkv_downscale_gemm""]",0.012985891592101177,silicon,0.0014978915921011766,13.038749931242833,0.0014978915921011766,13.038749931242833,0.012985891592101177,0.0014978915921011766,13.038749931242833,,,,0.012985891592101177,,gemm,src/aiconfigurator/systems/data/h100_sxm/sglang/0.5.9/gemm_perf.txt,3d_cubic_exact,m,n,k,8,2112,7168,8,8,{},,,,,,,,,,,,,,,,
decode_b8p4096_cg_on,8,4096,4097,1,128,generation_q_b_proj_gemm,q_b GEMM,2,0.0189952,0.0189952,"[""q_b_proj_quant"", ""q_b_proj_gemm""]",0.02166415702283772,silicon,0.002668957022837721,14.050691873935103,0.002668957022837721,14.050691873935103,0.02166415702283772,0.002668957022837721,14.050691873935103,,,,0.02166415702283772,,gemm,src/aiconfigurator/systems/data/h100_sxm/sglang/0.5.9/gemm_perf.txt,exact,m,n,k,8,24576,1536,8,8,"{""8"": 0.02166415702283772}",,,,,,,,,,,,,,,,
decode_b8p4096_cg_on,8,4096,4097,1,128,generation_bmm_pre,q_w_kc BMM,3,0.00816,0.00816,"[""q_w_kc_bmm""]",0.010329599678516387,silicon,0.0021695996785163867,26.58823135436748,0.0021695996785163867,26.58823135436748,0.010329599678516387,0.0021695996785163867,26.58823135436748,,,,0.010329599678516387,,mla_bmm,src/aiconfigurator/systems/data/h100_sxm/sglang/0.5.9/mla_bmm_perf.txt,1d_tokens_exact,num_tokens,num_heads,if_pre,8,128,1,8,8,"{""8"": 0.010329599678516387}",fp8,,,,,,,,,,,,,,,
decode_b8p4096_cg_on,8,4096,4097,1,128,generation_attention,attention,4,0.0425213999999998,0.0459453999999998,"[""fa3_prepare"", ""fa3_attention"", ""fa3_combine""]",0.1044897409126861,silicon,0.061968340912686305,145.7344793743541,0.0585443409126863,127.42155017191395,0.1044897409126861,0.061968340912686305,145.7344793743541,0.10447200536727905,-1.7735545407057685e-05,145.69276968133585,0.10447200536727905,attention_query_s_changed_from_kv_len_plus_1_to_kv_len,generation_mla,src/aiconfigurator/systems/data/h100_sxm/sglang/0.5.9/generation_mla_perf.txt,3d_bilinear_h:exact_b:exact_s:interpolate,num_heads,batch_size,s,128,8,4097,128,128,{},,silicon,exact,128.0,8.0,4096.0,8.0,8.0,4096.0,8192.0,,,,,,
decode_b8p4096_cg_on,8,4096,4097,1,128,generation_bmm_post,s_w_vc BMM,5,0.0088127999999999,0.0088127999999999,"[""s_w_vc_bmm""]",0.010147199779748917,silicon,0.001334399779749017,15.141609701219046,0.001334399779749017,15.141609701219046,0.010147199779748917,0.001334399779749017,15.141609701219046,,,,0.010147199779748917,,mla_bmm,src/aiconfigurator/systems/data/h100_sxm/sglang/0.5.9/mla_bmm_perf.txt,1d_tokens_exact,num_tokens,num_heads,if_pre,8,128,0,8,8,"{""8"": 0.010147199779748917}",fp8,,,,,,,,,,,,,,,
decode_b8p4096_cg_on,8,4096,4097,1,128,generation_proj_gemm,o_proj GEMM,6,0.051378400000000005,0.051378400000000005,"[""o_proj_quant"", ""o_proj_gemm""]",0.02404088940885332,silicon,-0.027337510591146686,-53.20817812766977,-0.027337510591146686,-53.20817812766977,0.04823377728462219,-0.0031446227153778122,-6.120515071270829,,,,0.04823377728462219,o_proj_shape_corrected_to_7168x16384_over_tp,gemm,src/aiconfigurator/systems/data/h100_sxm/sglang/0.5.9/gemm_perf.txt,exact,m,n,k,8,7168,7168,8,8,"{""8"": 0.02404088940885332}",,,,,,,,,,,silicon,exact,8.0,7168.0,16384.0,"{""8"": 0.04823377728462219}"
decode_b4p8192_cg_on,4,8192,8193,1,128,generation_downscale_gemm,downscale GEMM,1,0.0153407999999999,0.0153407999999999,"[""qkv_downscale_quant"", ""qkv_downscale_gemm""]",0.016420756338911404,silicon,0.0010799563389115047,7.039765454940497,0.0010799563389115047,7.039765454940497,0.016420756338911404,0.0010799563389115047,7.039765454940497,,,,0.016420756338911404,,gemm,src/aiconfigurator/systems/data/h100_sxm/sglang/0.5.9/gemm_perf.txt,3d_cubic_exact,m,n,k,4,2112,7168,4,4,{},,,,,,,,,,,,,,,,
decode_b4p8192_cg_on,4,8192,8193,1,128,generation_q_b_proj_gemm,q_b GEMM,2,0.0182911999999999,0.0182911999999999,"[""q_b_proj_quant"", ""q_b_proj_gemm""]",0.01981892840924606,silicon,0.0015277284092461603,8.352259060346881,0.0015277284092461603,8.352259060346881,0.01981892840924606,0.0015277284092461603,8.352259060346881,,,,0.01981892840924606,,gemm,src/aiconfigurator/systems/data/h100_sxm/sglang/0.5.9/gemm_perf.txt,exact,m,n,k,4,24576,1536,4,4,"{""4"": 0.01981892840924606}",,,,,,,,,,,,,,,,
decode_b4p8192_cg_on,4,8192,8193,1,128,generation_bmm_pre,q_w_kc BMM,3,0.0082496,0.0082496,"[""q_w_kc_bmm""]",0.009644799679517747,silicon,0.0013951996795177474,16.91233125870039,0.0013951996795177474,16.91233125870039,0.009644799679517747,0.0013951996795177474,16.91233125870039,,,,0.009644799679517747,,mla_bmm,src/aiconfigurator/systems/data/h100_sxm/sglang/0.5.9/mla_bmm_perf.txt,1d_tokens_exact,num_tokens,num_heads,if_pre,4,128,1,4,4,"{""4"": 0.009644799679517747}",fp8,,,,,,,,,,,,,,,
decode_b4p8192_cg_on,4,8192,8193,1,128,generation_attention,attention,4,0.041286599999999896,0.04458259999999979,"[""fa3_prepare"", ""fa3_attention"", ""fa3_combine""]",0.1037387394637335,silicon,0.06245213946373361,151.26491274101951,0.059156139463733715,132.6888505016172,0.1037387394637335,0.06245213946373361,151.26491274101951,0.10372960567474365,-9.133788989854064e-06,151.24278985129297,0.10372960567474365,attention_query_s_changed_from_kv_len_plus_1_to_kv_len,generation_mla,src/aiconfigurator/systems/data/h100_sxm/sglang/0.5.9/generation_mla_perf.txt,3d_bilinear_h:exact_b:exact_s:interpolate,num_heads,batch_size,s,128,4,8193,128,128,{},,silicon,exact,128.0,4.0,8192.0,4.0,4.0,8192.0,16384.0,,,,,,
decode_b4p8192_cg_on,4,8192,8193,1,128,generation_bmm_post,s_w_vc BMM,5,0.0086848,0.0086848,"[""s_w_vc_bmm""]",0.009667199850082398,silicon,0.0009823998500823987,11.31171529663779,0.0009823998500823987,11.31171529663779,0.009667199850082398,0.0009823998500823987,11.31171529663779,,,,0.009667199850082398,,mla_bmm,src/aiconfigurator/systems/data/h100_sxm/sglang/0.5.9/mla_bmm_perf.txt,1d_tokens_exact,num_tokens,num_heads,if_pre,4,128,0,4,4,"{""4"": 0.009667199850082398}",fp8,,,,,,,,,,,,,,,
decode_b4p8192_cg_on,4,8192,8193,1,128,generation_proj_gemm,o_proj GEMM,6,0.051462,0.051462,"[""o_proj_quant"", ""o_proj_gemm""]",0.024686222275098164,silicon,-0.026775777724901837,-52.030192617663204,-0.026775777724901837,-52.030192617663204,0.0497573349210951,-0.0017046650789048975,-3.3124734345825995,,,,0.0497573349210951,o_proj_shape_corrected_to_7168x16384_over_tp,gemm,src/aiconfigurator/systems/data/h100_sxm/sglang/0.5.9/gemm_perf.txt,exact,m,n,k,4,7168,7168,4,4,"{""4"": 0.024686222275098164}",,,,,,,,,,,silicon,exact,4.0,7168.0,16384.0,"{""4"": 0.0497573349210951}"
decode_b2p16384_cg_on,2,16384,16385,1,128,generation_downscale_gemm,downscale GEMM,1,0.0159359999999999,0.0159359999999999,"[""qkv_downscale_quant"", ""qkv_downscale_gemm""]",0.01695322932714086,silicon,0.0010172293271409581,6.3832161592681,0.0010172293271409581,6.3832161592681,0.01695322932714086,0.0010172293271409581,6.3832161592681,,,,0.01695322932714086,,gemm,src/aiconfigurator/systems/data/h100_sxm/sglang/0.5.9/gemm_perf.txt,3d_cubic_exact,m,n,k,2,2112,7168,2,2,{},,,,,,,,,,,,,,,,
decode_b2p16384_cg_on,2,16384,16385,1,128,generation_q_b_proj_gemm,q_b GEMM,2,0.0178754,0.0178754,"[""q_b_proj_quant"", ""q_b_proj_gemm""]",0.0188813598619567,silicon,0.0010059598619567012,5.627621546688193,0.0010059598619567012,5.627621546688193,0.0188813598619567,0.0010059598619567012,5.627621546688193,,,,0.0188813598619567,,gemm,src/aiconfigurator/systems/data/h100_sxm/sglang/0.5.9/gemm_perf.txt,exact,m,n,k,2,24576,1536,2,2,"{""2"": 0.0188813598619567}",,,,,,,,,,,,,,,,
decode_b2p16384_cg_on,2,16384,16385,1,128,generation_bmm_pre,q_w_kc BMM,3,0.0080512,0.0080512,"[""q_w_kc_bmm""]",0.009440000355243682,silicon,0.0013888003552436825,17.249606956027456,0.0013888003552436825,17.249606956027456,0.009440000355243682,0.0013888003552436825,17.249606956027456,,,,0.009440000355243682,,mla_bmm,src/aiconfigurator/systems/data/h100_sxm/sglang/0.5.9/mla_bmm_perf.txt,1d_tokens_exact,num_tokens,num_heads,if_pre,2,128,1,2,2,"{""2"": 0.009440000355243682}",fp8,,,,,,,,,,,,,,,
decode_b2p16384_cg_on,2,16384,16385,1,128,generation_attention,attention,4,0.041151599999999997,0.044357999999999995,"[""fa3_prepare"", ""fa3_attention"", ""fa3_combine""]",0.10485408038148306,silicon,0.06370248038148306,154.7995226953097,0.06049608038148306,136.3814427645139,0.10485408038148306,0.06370248038148306,154.7995226953097,0.10484960079193115,-4.479589551908969e-06,154.78863711722303,0.10484960079193115,attention_query_s_changed_from_kv_len_plus_1_to_kv_len,generation_mla,src/aiconfigurator/systems/data/h100_sxm/sglang/0.5.9/generation_mla_perf.txt,3d_bilinear_h:exact_b:exact_s:interpolate,num_heads,batch_size,s,128,2,16385,128,128,{},,silicon,exact,128.0,2.0,16384.0,2.0,2.0,16384.0,32768.0,,,,,,
decode_b2p16384_cg_on,2,16384,16385,1,128,generation_bmm_post,s_w_vc BMM,5,0.0087104,0.0087104,"[""s_w_vc_bmm""]",0.00942080020904541,silicon,0.0007104002090454094,8.155770217732933,0.0007104002090454094,8.155770217732933,0.00942080020904541,0.0007104002090454094,8.155770217732933,,,,0.00942080020904541,,mla_bmm,src/aiconfigurator/systems/data/h100_sxm/sglang/0.5.9/mla_bmm_perf.txt,1d_tokens_exact,num_tokens,num_heads,if_pre,2,128,0,2,2,"{""2"": 0.00942080020904541}",fp8,,,,,,,,,,,,,,,
decode_b2p16384_cg_on,2,16384,16385,1,128,generation_proj_gemm,o_proj GEMM,6,0.0507194,0.0507194,"[""o_proj_quant"", ""o_proj_gemm""]",0.023918223049905565,silicon,-0.026801176950094433,-52.842062307705596,-0.026801176950094433,-52.842062307705596,0.048206223381890186,-0.0025131766181098122,-4.955059835309196,,,,0.048206223381890186,o_proj_shape_corrected_to_7168x16384_over_tp,gemm,src/aiconfigurator/systems/data/h100_sxm/sglang/0.5.9/gemm_perf.txt,exact,m,n,k,2,7168,7168,2,2,"{""2"": 0.023918223049905565}",,,,,,,,,,,silicon,exact,2.0,7168.0,16384.0,"{""2"": 0.048206223381890186}"
