framework,version,device,op_name,kernel_source,allreduce_dtype,num_gpus,message_size,latency,backend
SGLang,0.5.9,NVIDIA H100 80GB HBM3,all_reduce,SGLang_CustomAllReduce_eager,bfloat16,8,2097152,0.04293856143951416,sglang_eager
SGLang,0.5.9,NVIDIA H100 80GB HBM3,all_reduce,SGLang_CustomAllReduce_graph,bfloat16,8,4194304,0.06102047920227051,sglang_graph
SGLang,0.5.9,NVIDIA H100 80GB HBM3,all_reduce,SGLang_CustomAllReduce_eager,bfloat16,8,4194304,0.07613728046417237,sglang_eager
SGLang,0.5.9,NVIDIA H100 80GB HBM3,all_reduce,SGLang_CustomAllReduce_graph,bfloat16,8,8388608,0.1225001621246338,sglang_graph
SGLang,0.5.9,NVIDIA H100 80GB HBM3,all_reduce,SGLang_CustomAllReduce_eager,bfloat16,8,8388608,0.12966176033020022,sglang_eager
SGLang,0.5.9,NVIDIA H100 80GB HBM3,all_reduce,SGLang_CustomAllReduce_graph,bfloat16,8,16777216,0.19736543655395508,sglang_graph
SGLang,0.5.9,NVIDIA H100 80GB HBM3,all_reduce,SGLang_CustomAllReduce_eager,bfloat16,8,16777216,0.21182367324829104,sglang_eager
SGLang,0.5.9,NVIDIA H100 80GB HBM3,all_reduce,SGLang_CustomAllReduce_graph,bfloat16,8,33554432,0.3201593780517578,sglang_graph
SGLang,0.5.9,NVIDIA H100 80GB HBM3,all_reduce,SGLang_CustomAllReduce_eager,bfloat16,8,33554432,0.361695671081543,sglang_eager
SGLang,0.5.9,NVIDIA H100 80GB HBM3,all_reduce,SGLang_CustomAllReduce_graph,bfloat16,8,67108864,0.5745171356201172,sglang_graph
SGLang,0.5.9,NVIDIA H100 80GB HBM3,all_reduce,SGLang_CustomAllReduce_eager,bfloat16,8,67108864,0.6640780639648438,sglang_eager
SGLang,0.5.9,NVIDIA H100 80GB HBM3,all_reduce,SGLang_CustomAllReduce_graph,bfloat16,8,134217728,1.089978256225586,sglang_graph
SGLang,0.5.9,NVIDIA H100 80GB HBM3,all_reduce,SGLang_CustomAllReduce_eager,bfloat16,8,134217728,1.2696953582763673,sglang_eager
SGLang,0.5.9,NVIDIA H100 80GB HBM3,all_reduce,SGLang_CustomAllReduce_graph,bfloat16,8,268435456,2.113794860839844,sglang_graph
SGLang,0.5.9,NVIDIA H100 80GB HBM3,all_reduce,SGLang_CustomAllReduce_eager,bfloat16,8,268435456,2.4698214721679688,sglang_eager
SGLang,0.5.9,NVIDIA H100 80GB HBM3,all_reduce,SGLang_CustomAllReduce_graph,bfloat16,8,536870912,4.007294311523437,sglang_graph
SGLang,0.5.9,NVIDIA H100 80GB HBM3,all_reduce,SGLang_CustomAllReduce_eager,bfloat16,8,536870912,4.728719482421875,sglang_eager
