framework,version,device,op_name,kernel_source,phase,batch_size,seq_len,num_tokens,d_model,d_conv,num_k_heads,head_k_dim,num_v_heads,head_v_dim,model_name,latency
SGLang,0.5.9,NVIDIA H100 80GB HBM3,gdn,fused_recurrent_gated_delta_rule,generation,1,1,1,4096,4,16,128,32,128,Qwen/Qwen3.5-9B,0.005049600079655647
SGLang,0.5.9,NVIDIA H100 80GB HBM3,gdn,causal_conv1d_update,generation,2,1,2,4096,4,16,128,32,128,Qwen/Qwen3.5-9B,0.005049600079655647
SGLang,0.5.9,NVIDIA H100 80GB HBM3,gdn,fused_recurrent_gated_delta_rule,generation,2,1,2,4096,4,16,128,32,128,Qwen/Qwen3.5-9B,0.005587200075387955
SGLang,0.5.9,NVIDIA H100 80GB HBM3,gdn,causal_conv1d_fn,context,64,256,16384,4096,4,16,128,32,128,Qwen/Qwen3.5-9B,0.17020479440689087
SGLang,0.5.9,NVIDIA H100 80GB HBM3,gdn,causal_conv1d_fn,context,64,512,32768,4096,4,16,128,32,128,Qwen/Qwen3.5-9B,0.1866752028465271
SGLang,0.5.9,NVIDIA H100 80GB HBM3,gdn,causal_conv1d_update,generation,4,1,4,4096,4,16,128,32,128,Qwen/Qwen3.5-9B,0.005075199902057648
SGLang,0.5.9,NVIDIA H100 80GB HBM3,gdn,fused_recurrent_gated_delta_rule,generation,4,1,4,4096,4,16,128,32,128,Qwen/Qwen3.5-9B,0.0068960003554821014
SGLang,0.5.9,NVIDIA H100 80GB HBM3,gdn,causal_conv1d_update,generation,8,1,8,4096,4,16,128,32,128,Qwen/Qwen3.5-9B,0.005177599936723709
SGLang,0.5.9,NVIDIA H100 80GB HBM3,gdn,fused_recurrent_gated_delta_rule,generation,8,1,8,4096,4,16,128,32,128,Qwen/Qwen3.5-9B,0.009536000341176987
SGLang,0.5.9,NVIDIA H100 80GB HBM3,gdn,causal_conv1d_fn,context,64,1024,65536,4096,4,16,128,32,128,Qwen/Qwen3.5-9B,0.2753439903259277
SGLang,0.5.9,NVIDIA H100 80GB HBM3,gdn,causal_conv1d_update,generation,16,1,16,4096,4,16,128,32,128,Qwen/Qwen3.5-9B,0.005036799982190132
SGLang,0.5.9,NVIDIA H100 80GB HBM3,gdn,fused_recurrent_gated_delta_rule,generation,16,1,16,4096,4,16,128,32,128,Qwen/Qwen3.5-9B,0.02476799935102463
SGLang,0.5.9,NVIDIA H100 80GB HBM3,gdn,causal_conv1d_update,generation,32,1,32,4096,4,16,128,32,128,Qwen/Qwen3.5-9B,0.005305600166320801
SGLang,0.5.9,NVIDIA H100 80GB HBM3,gdn,fused_recurrent_gated_delta_rule,generation,32,1,32,4096,4,16,128,32,128,Qwen/Qwen3.5-9B,0.04628799855709076
SGLang,0.5.9,NVIDIA H100 80GB HBM3,gdn,causal_conv1d_fn,context,64,2048,131072,4096,4,16,128,32,128,Qwen/Qwen3.5-9B,0.5093152046203613
SGLang,0.5.9,NVIDIA H100 80GB HBM3,gdn,causal_conv1d_update,generation,64,1,64,4096,4,16,128,32,128,Qwen/Qwen3.5-9B,0.005212799832224846
SGLang,0.5.9,NVIDIA H100 80GB HBM3,gdn,fused_recurrent_gated_delta_rule,generation,64,1,64,4096,4,16,128,32,128,Qwen/Qwen3.5-9B,0.08872320055961609
SGLang,0.5.9,NVIDIA H100 80GB HBM3,gdn,causal_conv1d_update,generation,128,1,128,4096,4,16,128,32,128,Qwen/Qwen3.5-9B,0.006041600182652473
SGLang,0.5.9,NVIDIA H100 80GB HBM3,gdn,fused_recurrent_gated_delta_rule,generation,128,1,128,4096,4,16,128,32,128,Qwen/Qwen3.5-9B,0.17343039512634278
SGLang,0.5.9,NVIDIA H100 80GB HBM3,gdn,causal_conv1d_update,generation,256,1,256,4096,4,16,128,32,128,Qwen/Qwen3.5-9B,0.00854720026254654
SGLang,0.5.9,NVIDIA H100 80GB HBM3,gdn,fused_recurrent_gated_delta_rule,generation,256,1,256,4096,4,16,128,32,128,Qwen/Qwen3.5-9B,0.34250240325927733
SGLang,0.5.9,NVIDIA H100 80GB HBM3,gdn,causal_conv1d_update,generation,512,1,512,4096,4,16,128,32,128,Qwen/Qwen3.5-9B,0.013471999764442444
SGLang,0.5.9,NVIDIA H100 80GB HBM3,gdn,fused_recurrent_gated_delta_rule,generation,512,1,512,4096,4,16,128,32,128,Qwen/Qwen3.5-9B,0.6797311782836915
SGLang,0.5.9,NVIDIA H100 80GB HBM3,gdn,causal_conv1d_update,generation,1024,1,1024,4096,4,16,128,32,128,Qwen/Qwen3.5-9B,0.023366400599479677
SGLang,0.5.9,NVIDIA H100 80GB HBM3,gdn,causal_conv1d_fn,context,1,1,1,5120,4,16,128,48,128,Qwen/Qwen3.5-27B,0.007427199929952622
SGLang,0.5.9,NVIDIA H100 80GB HBM3,gdn,fused_recurrent_gated_delta_rule,generation,1024,1,1024,4096,4,16,128,32,128,Qwen/Qwen3.5-9B,1.3600095748901366
SGLang,0.5.9,NVIDIA H100 80GB HBM3,gdn,causal_conv1d_update,generation,1,1,1,5120,4,16,128,48,128,Qwen/Qwen3.5-27B,0.00517439991235733
SGLang,0.5.9,NVIDIA H100 80GB HBM3,gdn,fused_recurrent_gated_delta_rule,generation,1,1,1,5120,4,16,128,48,128,Qwen/Qwen3.5-27B,0.005833600088953972
SGLang,0.5.9,NVIDIA H100 80GB HBM3,gdn,causal_conv1d_update,generation,2,1,2,5120,4,16,128,48,128,Qwen/Qwen3.5-27B,0.005244800075888634
SGLang,0.5.9,NVIDIA H100 80GB HBM3,gdn,causal_conv1d_fn,context,1,2,2,5120,4,16,128,48,128,Qwen/Qwen3.5-27B,0.007196799665689468
SGLang,0.5.9,NVIDIA H100 80GB HBM3,gdn,fused_recurrent_gated_delta_rule,generation,2,1,2,5120,4,16,128,48,128,Qwen/Qwen3.5-27B,0.006204799935221672
SGLang,0.5.9,NVIDIA H100 80GB HBM3,gdn,causal_conv1d_fn,context,1,4,4,5120,4,16,128,48,128,Qwen/Qwen3.5-27B,0.007078400254249573
SGLang,0.5.9,NVIDIA H100 80GB HBM3,gdn,causal_conv1d_update,generation,4,1,4,5120,4,16,128,48,128,Qwen/Qwen3.5-27B,0.005311999842524529
SGLang,0.5.9,NVIDIA H100 80GB HBM3,gdn,causal_conv1d_fn,context,1,8,8,5120,4,16,128,48,128,Qwen/Qwen3.5-27B,0.00589120015501976
SGLang,0.5.9,NVIDIA H100 80GB HBM3,gdn,causal_conv1d_fn,context,1,16,16,5120,4,16,128,48,128,Qwen/Qwen3.5-27B,0.00570559985935688
SGLang,0.5.9,NVIDIA H100 80GB HBM3,gdn,causal_conv1d_fn,context,1,32,32,5120,4,16,128,48,128,Qwen/Qwen3.5-27B,0.006006399914622307
SGLang,0.5.9,NVIDIA H100 80GB HBM3,gdn,causal_conv1d_fn,context,1,64,64,5120,4,16,128,48,128,Qwen/Qwen3.5-27B,0.005980800092220307
SGLang,0.5.9,NVIDIA H100 80GB HBM3,gdn,causal_conv1d_fn,context,1,128,128,5120,4,16,128,48,128,Qwen/Qwen3.5-27B,0.006041600182652473
SGLang,0.5.9,NVIDIA H100 80GB HBM3,gdn,causal_conv1d_fn,context,1,256,256,5120,4,16,128,48,128,Qwen/Qwen3.5-27B,0.005984000116586685
SGLang,0.5.9,NVIDIA H100 80GB HBM3,gdn,causal_conv1d_fn,context,1,512,512,5120,4,16,128,48,128,Qwen/Qwen3.5-27B,0.006073600053787232
SGLang,0.5.9,NVIDIA H100 80GB HBM3,gdn,causal_conv1d_fn,context,1,1024,1024,5120,4,16,128,48,128,Qwen/Qwen3.5-27B,0.00626240000128746
SGLang,0.5.9,NVIDIA H100 80GB HBM3,gdn,causal_conv1d_fn,context,1,2048,2048,5120,4,16,128,48,128,Qwen/Qwen3.5-27B,0.007929600030183791
SGLang,0.5.9,NVIDIA H100 80GB HBM3,gdn,causal_conv1d_fn,context,1,4096,4096,5120,4,16,128,48,128,Qwen/Qwen3.5-27B,0.011289600282907486
SGLang,0.5.9,NVIDIA H100 80GB HBM3,gdn,causal_conv1d_fn,context,1,8192,8192,5120,4,16,128,48,128,Qwen/Qwen3.5-27B,0.02364480048418045
SGLang,0.5.9,NVIDIA H100 80GB HBM3,gdn,causal_conv1d_fn,context,1,16384,16384,5120,4,16,128,48,128,Qwen/Qwen3.5-27B,0.06001600027084351
SGLang,0.5.9,NVIDIA H100 80GB HBM3,gdn,causal_conv1d_fn,context,1,32768,32768,5120,4,16,128,48,128,Qwen/Qwen3.5-27B,0.126528000831604
SGLang,0.5.9,NVIDIA H100 80GB HBM3,gdn,fused_recurrent_gated_delta_rule,generation,4,1,4,5120,4,16,128,48,128,Qwen/Qwen3.5-27B,0.00814720019698143
SGLang,0.5.9,NVIDIA H100 80GB HBM3,gdn,causal_conv1d_fn,context,2,1,2,5120,4,16,128,48,128,Qwen/Qwen3.5-27B,0.011171200126409531
SGLang,0.5.9,NVIDIA H100 80GB HBM3,gdn,causal_conv1d_update,generation,8,1,8,5120,4,16,128,48,128,Qwen/Qwen3.5-27B,0.005471999943256378
SGLang,0.5.9,NVIDIA H100 80GB HBM3,gdn,causal_conv1d_fn,context,2,2,4,5120,4,16,128,48,128,Qwen/Qwen3.5-27B,0.011126399785280228
SGLang,0.5.9,NVIDIA H100 80GB HBM3,gdn,causal_conv1d_fn,context,2,4,8,5120,4,16,128,48,128,Qwen/Qwen3.5-27B,0.011030399799346923
SGLang,0.5.9,NVIDIA H100 80GB HBM3,gdn,causal_conv1d_fn,context,2,8,16,5120,4,16,128,48,128,Qwen/Qwen3.5-27B,0.008451200276613235
SGLang,0.5.9,NVIDIA H100 80GB HBM3,gdn,causal_conv1d_fn,context,2,16,32,5120,4,16,128,48,128,Qwen/Qwen3.5-27B,0.008377599716186523
SGLang,0.5.9,NVIDIA H100 80GB HBM3,gdn,causal_conv1d_fn,context,2,32,64,5120,4,16,128,48,128,Qwen/Qwen3.5-27B,0.008377599716186523
SGLang,0.5.9,NVIDIA H100 80GB HBM3,gdn,causal_conv1d_fn,context,2,64,128,5120,4,16,128,48,128,Qwen/Qwen3.5-27B,0.00843520015478134
SGLang,0.5.9,NVIDIA H100 80GB HBM3,gdn,causal_conv1d_fn,context,2,128,256,5120,4,16,128,48,128,Qwen/Qwen3.5-27B,0.00835840031504631
SGLang,0.5.9,NVIDIA H100 80GB HBM3,gdn,causal_conv1d_fn,context,2,256,512,5120,4,16,128,48,128,Qwen/Qwen3.5-27B,0.008399999886751174
SGLang,0.5.9,NVIDIA H100 80GB HBM3,gdn,causal_conv1d_fn,context,2,512,1024,5120,4,16,128,48,128,Qwen/Qwen3.5-27B,0.008489599823951722
SGLang,0.5.9,NVIDIA H100 80GB HBM3,gdn,causal_conv1d_fn,context,2,1024,2048,5120,4,16,128,48,128,Qwen/Qwen3.5-27B,0.008643200248479843
SGLang,0.5.9,NVIDIA H100 80GB HBM3,gdn,causal_conv1d_fn,context,2,2048,4096,5120,4,16,128,48,128,Qwen/Qwen3.5-27B,0.011711999773979187
SGLang,0.5.9,NVIDIA H100 80GB HBM3,gdn,causal_conv1d_fn,context,2,4096,8192,5120,4,16,128,48,128,Qwen/Qwen3.5-27B,0.024073599278926848
SGLang,0.5.9,NVIDIA H100 80GB HBM3,gdn,causal_conv1d_fn,context,2,8192,16384,5120,4,16,128,48,128,Qwen/Qwen3.5-27B,0.05611519813537598
SGLang,0.5.9,NVIDIA H100 80GB HBM3,gdn,causal_conv1d_fn,context,2,16384,32768,5120,4,16,128,48,128,Qwen/Qwen3.5-27B,0.11799039840698242
SGLang,0.5.9,NVIDIA H100 80GB HBM3,gdn,causal_conv1d_fn,context,2,32768,65536,5120,4,16,128,48,128,Qwen/Qwen3.5-27B,0.23098878860473632
SGLang,0.5.9,NVIDIA H100 80GB HBM3,gdn,causal_conv1d_fn,context,4,1,4,5120,4,16,128,48,128,Qwen/Qwen3.5-27B,0.018889600038528444
SGLang,0.5.9,NVIDIA H100 80GB HBM3,gdn,causal_conv1d_fn,context,4,2,8,5120,4,16,128,48,128,Qwen/Qwen3.5-27B,0.0190528005361557
SGLang,0.5.9,NVIDIA H100 80GB HBM3,gdn,causal_conv1d_fn,context,4,4,16,5120,4,16,128,48,128,Qwen/Qwen3.5-27B,0.018681600689888
SGLang,0.5.9,NVIDIA H100 80GB HBM3,gdn,causal_conv1d_fn,context,4,8,32,5120,4,16,128,48,128,Qwen/Qwen3.5-27B,0.0135903999209404
SGLang,0.5.9,NVIDIA H100 80GB HBM3,gdn,causal_conv1d_fn,context,4,16,64,5120,4,16,128,48,128,Qwen/Qwen3.5-27B,0.013526399433612824
SGLang,0.5.9,NVIDIA H100 80GB HBM3,gdn,causal_conv1d_fn,context,4,32,128,5120,4,16,128,48,128,Qwen/Qwen3.5-27B,0.013596799969673157
SGLang,0.5.9,NVIDIA H100 80GB HBM3,gdn,causal_conv1d_fn,context,4,64,256,5120,4,16,128,48,128,Qwen/Qwen3.5-27B,0.013593600690364837
SGLang,0.5.9,NVIDIA H100 80GB HBM3,gdn,causal_conv1d_fn,context,4,128,512,5120,4,16,128,48,128,Qwen/Qwen3.5-27B,0.013580800592899322
SGLang,0.5.9,NVIDIA H100 80GB HBM3,gdn,causal_conv1d_fn,context,4,256,1024,5120,4,16,128,48,128,Qwen/Qwen3.5-27B,0.013593600690364837
SGLang,0.5.9,NVIDIA H100 80GB HBM3,gdn,causal_conv1d_fn,context,4,512,2048,5120,4,16,128,48,128,Qwen/Qwen3.5-27B,0.01361600011587143
SGLang,0.5.9,NVIDIA H100 80GB HBM3,gdn,causal_conv1d_fn,context,4,1024,4096,5120,4,16,128,48,128,Qwen/Qwen3.5-27B,0.013948799669742584
SGLang,0.5.9,NVIDIA H100 80GB HBM3,gdn,fused_recurrent_gated_delta_rule,generation,8,1,8,5120,4,16,128,48,128,Qwen/Qwen3.5-27B,0.017103999853134155
SGLang,0.5.9,NVIDIA H100 80GB HBM3,gdn,causal_conv1d_fn,context,4,2048,8192,5120,4,16,128,48,128,Qwen/Qwen3.5-27B,0.02678079903125763
SGLang,0.5.9,NVIDIA H100 80GB HBM3,gdn,causal_conv1d_fn,context,4,4096,16384,5120,4,16,128,48,128,Qwen/Qwen3.5-27B,0.057948797941207886
SGLang,0.5.9,NVIDIA H100 80GB HBM3,gdn,causal_conv1d_fn,context,4,8192,32768,5120,4,16,128,48,128,Qwen/Qwen3.5-27B,0.11934720277786255
SGLang,0.5.9,NVIDIA H100 80GB HBM3,gdn,causal_conv1d_update,generation,16,1,16,5120,4,16,128,48,128,Qwen/Qwen3.5-27B,0.00533440001308918
SGLang,0.5.9,NVIDIA H100 80GB HBM3,gdn,causal_conv1d_fn,context,4,16384,65536,5120,4,16,128,48,128,Qwen/Qwen3.5-27B,0.2295072078704834
SGLang,0.5.9,NVIDIA H100 80GB HBM3,gdn,causal_conv1d_fn,context,4,32768,131072,5120,4,16,128,48,128,Qwen/Qwen3.5-27B,0.45414080619812014
SGLang,0.5.9,NVIDIA H100 80GB HBM3,gdn,causal_conv1d_fn,context,8,1,8,5120,4,16,128,48,128,Qwen/Qwen3.5-27B,0.03434560000896454
SGLang,0.5.9,NVIDIA H100 80GB HBM3,gdn,causal_conv1d_fn,context,8,2,16,5120,4,16,128,48,128,Qwen/Qwen3.5-27B,0.03424319922924042
SGLang,0.5.9,NVIDIA H100 80GB HBM3,gdn,causal_conv1d_fn,context,8,4,32,5120,4,16,128,48,128,Qwen/Qwen3.5-27B,0.03370560109615326
SGLang,0.5.9,NVIDIA H100 80GB HBM3,gdn,causal_conv1d_fn,context,8,8,64,5120,4,16,128,48,128,Qwen/Qwen3.5-27B,0.023654399812221526
SGLang,0.5.9,NVIDIA H100 80GB HBM3,gdn,causal_conv1d_fn,context,8,16,128,5120,4,16,128,48,128,Qwen/Qwen3.5-27B,0.023580799996852874
SGLang,0.5.9,NVIDIA H100 80GB HBM3,gdn,causal_conv1d_fn,context,8,32,256,5120,4,16,128,48,128,Qwen/Qwen3.5-27B,0.023632000386714935
SGLang,0.5.9,NVIDIA H100 80GB HBM3,gdn,causal_conv1d_fn,context,8,64,512,5120,4,16,128,48,128,Qwen/Qwen3.5-27B,0.02358720004558563
SGLang,0.5.9,NVIDIA H100 80GB HBM3,gdn,causal_conv1d_fn,context,8,128,1024,5120,4,16,128,48,128,Qwen/Qwen3.5-27B,0.02351039946079254
SGLang,0.5.9,NVIDIA H100 80GB HBM3,gdn,causal_conv1d_fn,context,8,256,2048,5120,4,16,128,48,128,Qwen/Qwen3.5-27B,0.023574399948120116
SGLang,0.5.9,NVIDIA H100 80GB HBM3,gdn,causal_conv1d_fn,context,8,512,4096,5120,4,16,128,48,128,Qwen/Qwen3.5-27B,0.023747199773788454
SGLang,0.5.9,NVIDIA H100 80GB HBM3,gdn,causal_conv1d_fn,context,8,1024,8192,5120,4,16,128,48,128,Qwen/Qwen3.5-27B,0.030793601274490358
SGLang,0.5.9,NVIDIA H100 80GB HBM3,gdn,causal_conv1d_fn,context,8,2048,16384,5120,4,16,128,48,128,Qwen/Qwen3.5-27B,0.06110720038414001
SGLang,0.5.9,NVIDIA H100 80GB HBM3,gdn,causal_conv1d_fn,context,8,4096,32768,5120,4,16,128,48,128,Qwen/Qwen3.5-27B,0.12382400035858154
SGLang,0.5.9,NVIDIA H100 80GB HBM3,gdn,causal_conv1d_fn,context,8,8192,65536,5120,4,16,128,48,128,Qwen/Qwen3.5-27B,0.2288896083831787
SGLang,0.5.9,NVIDIA H100 80GB HBM3,gdn,fused_recurrent_gated_delta_rule,generation,16,1,16,5120,4,16,128,48,128,Qwen/Qwen3.5-27B,0.03568960130214691
SGLang,0.5.9,NVIDIA H100 80GB HBM3,gdn,causal_conv1d_fn,context,8,16384,131072,5120,4,16,128,48,128,Qwen/Qwen3.5-27B,0.4467520236968994
SGLang,0.5.9,NVIDIA H100 80GB HBM3,gdn,causal_conv1d_update,generation,32,1,32,5120,4,16,128,48,128,Qwen/Qwen3.5-27B,0.005654399842023849
SGLang,0.5.9,NVIDIA H100 80GB HBM3,gdn,causal_conv1d_fn,context,16,1,16,5120,4,16,128,48,128,Qwen/Qwen3.5-27B,0.06556159853935242
SGLang,0.5.9,NVIDIA H100 80GB HBM3,gdn,causal_conv1d_fn,context,16,2,32,5120,4,16,128,48,128,Qwen/Qwen3.5-27B,0.06508479714393615
SGLang,0.5.9,NVIDIA H100 80GB HBM3,gdn,causal_conv1d_fn,context,16,4,64,5120,4,16,128,48,128,Qwen/Qwen3.5-27B,0.06411839723587036
SGLang,0.5.9,NVIDIA H100 80GB HBM3,gdn,causal_conv1d_fn,context,16,8,128,5120,4,16,128,48,128,Qwen/Qwen3.5-27B,0.044038400053977966
SGLang,0.5.9,NVIDIA H100 80GB HBM3,gdn,causal_conv1d_fn,context,16,16,256,5120,4,16,128,48,128,Qwen/Qwen3.5-27B,0.044038400053977966
SGLang,0.5.9,NVIDIA H100 80GB HBM3,gdn,causal_conv1d_fn,context,16,32,512,5120,4,16,128,48,128,Qwen/Qwen3.5-27B,0.04405440092086792
SGLang,0.5.9,NVIDIA H100 80GB HBM3,gdn,causal_conv1d_fn,context,16,64,1024,5120,4,16,128,48,128,Qwen/Qwen3.5-27B,0.04402880072593689
SGLang,0.5.9,NVIDIA H100 80GB HBM3,gdn,causal_conv1d_fn,context,16,128,2048,5120,4,16,128,48,128,Qwen/Qwen3.5-27B,0.0440416008234024
SGLang,0.5.9,NVIDIA H100 80GB HBM3,gdn,causal_conv1d_fn,context,16,256,4096,5120,4,16,128,48,128,Qwen/Qwen3.5-27B,0.043993601202964784
SGLang,0.5.9,NVIDIA H100 80GB HBM3,gdn,causal_conv1d_fn,context,16,512,8192,5120,4,16,128,48,128,Qwen/Qwen3.5-27B,0.048240000009536745
SGLang,0.5.9,NVIDIA H100 80GB HBM3,gdn,causal_conv1d_fn,context,16,1024,16384,5120,4,16,128,48,128,Qwen/Qwen3.5-27B,0.06797760128974914
SGLang,0.5.9,NVIDIA H100 80GB HBM3,gdn,causal_conv1d_fn,context,16,2048,32768,5120,4,16,128,48,128,Qwen/Qwen3.5-27B,0.1324288010597229
SGLang,0.5.9,NVIDIA H100 80GB HBM3,gdn,causal_conv1d_fn,context,16,4096,65536,5120,4,16,128,48,128,Qwen/Qwen3.5-27B,0.2409280061721802
SGLang,0.5.9,NVIDIA H100 80GB HBM3,gdn,causal_conv1d_fn,context,16,8192,131072,5120,4,16,128,48,128,Qwen/Qwen3.5-27B,0.453107213973999
SGLang,0.5.9,NVIDIA H100 80GB HBM3,gdn,fused_recurrent_gated_delta_rule,generation,32,1,32,5120,4,16,128,48,128,Qwen/Qwen3.5-27B,0.06726400256156921
SGLang,0.5.9,NVIDIA H100 80GB HBM3,gdn,causal_conv1d_update,generation,64,1,64,5120,4,16,128,48,128,Qwen/Qwen3.5-27B,0.005340800061821938
SGLang,0.5.9,NVIDIA H100 80GB HBM3,gdn,causal_conv1d_fn,context,32,1,32,5120,4,16,128,48,128,Qwen/Qwen3.5-27B,0.1264863967895508
SGLang,0.5.9,NVIDIA H100 80GB HBM3,gdn,causal_conv1d_fn,context,32,2,64,5120,4,16,128,48,128,Qwen/Qwen3.5-27B,0.1257472038269043
SGLang,0.5.9,NVIDIA H100 80GB HBM3,gdn,causal_conv1d_fn,context,32,4,128,5120,4,16,128,48,128,Qwen/Qwen3.5-27B,0.12495039701461792
SGLang,0.5.9,NVIDIA H100 80GB HBM3,gdn,causal_conv1d_fn,context,32,8,256,5120,4,16,128,48,128,Qwen/Qwen3.5-27B,0.08473920226097106
SGLang,0.5.9,NVIDIA H100 80GB HBM3,gdn,causal_conv1d_fn,context,32,16,512,5120,4,16,128,48,128,Qwen/Qwen3.5-27B,0.08457279801368714
SGLang,0.5.9,NVIDIA H100 80GB HBM3,gdn,causal_conv1d_fn,context,32,32,1024,5120,4,16,128,48,128,Qwen/Qwen3.5-27B,0.08464319705963134
SGLang,0.5.9,NVIDIA H100 80GB HBM3,gdn,causal_conv1d_fn,context,32,64,2048,5120,4,16,128,48,128,Qwen/Qwen3.5-27B,0.08466560244560242
SGLang,0.5.9,NVIDIA H100 80GB HBM3,gdn,causal_conv1d_fn,context,32,128,4096,5120,4,16,128,48,128,Qwen/Qwen3.5-27B,0.0846015989780426
SGLang,0.5.9,NVIDIA H100 80GB HBM3,gdn,causal_conv1d_fn,context,32,256,8192,5120,4,16,128,48,128,Qwen/Qwen3.5-27B,0.08670719861984252
SGLang,0.5.9,NVIDIA H100 80GB HBM3,gdn,causal_conv1d_fn,context,32,512,16384,5120,4,16,128,48,128,Qwen/Qwen3.5-27B,0.09597759842872619
SGLang,0.5.9,NVIDIA H100 80GB HBM3,gdn,causal_conv1d_fn,context,32,1024,32768,5120,4,16,128,48,128,Qwen/Qwen3.5-27B,0.14236479997634888
SGLang,0.5.9,NVIDIA H100 80GB HBM3,gdn,causal_conv1d_fn,context,32,2048,65536,5120,4,16,128,48,128,Qwen/Qwen3.5-27B,0.2616096019744873
SGLang,0.5.9,NVIDIA H100 80GB HBM3,gdn,causal_conv1d_fn,context,32,4096,131072,5120,4,16,128,48,128,Qwen/Qwen3.5-27B,0.48291840553283694
SGLang,0.5.9,NVIDIA H100 80GB HBM3,gdn,fused_recurrent_gated_delta_rule,generation,64,1,64,5120,4,16,128,48,128,Qwen/Qwen3.5-27B,0.13065279722213746
SGLang,0.5.9,NVIDIA H100 80GB HBM3,gdn,causal_conv1d_update,generation,128,1,128,5120,4,16,128,48,128,Qwen/Qwen3.5-27B,0.006095999851822853
SGLang,0.5.9,NVIDIA H100 80GB HBM3,gdn,causal_conv1d_fn,context,64,1,64,5120,4,16,128,48,128,Qwen/Qwen3.5-27B,0.24888958930969238
SGLang,0.5.9,NVIDIA H100 80GB HBM3,gdn,causal_conv1d_fn,context,64,2,128,5120,4,16,128,48,128,Qwen/Qwen3.5-27B,0.24873600006103516
SGLang,0.5.9,NVIDIA H100 80GB HBM3,gdn,causal_conv1d_fn,context,64,4,256,5120,4,16,128,48,128,Qwen/Qwen3.5-27B,0.24576959609985352
SGLang,0.5.9,NVIDIA H100 80GB HBM3,gdn,causal_conv1d_fn,context,64,8,512,5120,4,16,128,48,128,Qwen/Qwen3.5-27B,0.16605440378189087
SGLang,0.5.9,NVIDIA H100 80GB HBM3,gdn,causal_conv1d_fn,context,64,16,1024,5120,4,16,128,48,128,Qwen/Qwen3.5-27B,0.166048002243042
SGLang,0.5.9,NVIDIA H100 80GB HBM3,gdn,causal_conv1d_fn,context,64,32,2048,5120,4,16,128,48,128,Qwen/Qwen3.5-27B,0.16607999801635742
SGLang,0.5.9,NVIDIA H100 80GB HBM3,gdn,causal_conv1d_fn,context,64,64,4096,5120,4,16,128,48,128,Qwen/Qwen3.5-27B,0.16615359783172606
SGLang,0.5.9,NVIDIA H100 80GB HBM3,gdn,causal_conv1d_fn,context,64,128,8192,5120,4,16,128,48,128,Qwen/Qwen3.5-27B,0.1682047963142395
SGLang,0.5.9,NVIDIA H100 80GB HBM3,gdn,causal_conv1d_fn,context,64,256,16384,5120,4,16,128,48,128,Qwen/Qwen3.5-27B,0.1705664038658142
SGLang,0.5.9,NVIDIA H100 80GB HBM3,gdn,causal_conv1d_fn,context,64,512,32768,5120,4,16,128,48,128,Qwen/Qwen3.5-27B,0.19195519685745238
SGLang,0.5.9,NVIDIA H100 80GB HBM3,gdn,causal_conv1d_fn,context,64,1024,65536,5120,4,16,128,48,128,Qwen/Qwen3.5-27B,0.27842559814453127
SGLang,0.5.9,NVIDIA H100 80GB HBM3,gdn,fused_recurrent_gated_delta_rule,generation,128,1,128,5120,4,16,128,48,128,Qwen/Qwen3.5-27B,0.2597055912017822
SGLang,0.5.9,NVIDIA H100 80GB HBM3,gdn,causal_conv1d_fn,context,64,2048,131072,5120,4,16,128,48,128,Qwen/Qwen3.5-27B,0.504636812210083
SGLang,0.5.9,NVIDIA H100 80GB HBM3,gdn,causal_conv1d_update,generation,256,1,256,5120,4,16,128,48,128,Qwen/Qwen3.5-27B,0.0084927998483181
SGLang,0.5.9,NVIDIA H100 80GB HBM3,gdn,causal_conv1d_fn,context,1,1,1,2048,4,16,128,32,128,Qwen/Qwen3.5-35B-A3B,0.007552000135183335
SGLang,0.5.9,NVIDIA H100 80GB HBM3,gdn,causal_conv1d_fn,context,1,2,2,2048,4,16,128,32,128,Qwen/Qwen3.5-35B-A3B,0.007356800138950348
SGLang,0.5.9,NVIDIA H100 80GB HBM3,gdn,causal_conv1d_fn,context,1,4,4,2048,4,16,128,32,128,Qwen/Qwen3.5-35B-A3B,0.007254400104284286
SGLang,0.5.9,NVIDIA H100 80GB HBM3,gdn,causal_conv1d_fn,context,1,8,8,2048,4,16,128,32,128,Qwen/Qwen3.5-35B-A3B,0.006032000109553337
SGLang,0.5.9,NVIDIA H100 80GB HBM3,gdn,causal_conv1d_fn,context,1,16,16,2048,4,16,128,32,128,Qwen/Qwen3.5-35B-A3B,0.0059935998171567915
SGLang,0.5.9,NVIDIA H100 80GB HBM3,gdn,causal_conv1d_fn,context,1,32,32,2048,4,16,128,32,128,Qwen/Qwen3.5-35B-A3B,0.0059935998171567915
SGLang,0.5.9,NVIDIA H100 80GB HBM3,gdn,causal_conv1d_fn,context,1,64,64,2048,4,16,128,32,128,Qwen/Qwen3.5-35B-A3B,0.005984000116586685
SGLang,0.5.9,NVIDIA H100 80GB HBM3,gdn,causal_conv1d_fn,context,1,128,128,2048,4,16,128,32,128,Qwen/Qwen3.5-35B-A3B,0.005977600067853928
SGLang,0.5.9,NVIDIA H100 80GB HBM3,gdn,causal_conv1d_fn,context,1,256,256,2048,4,16,128,32,128,Qwen/Qwen3.5-35B-A3B,0.006150399893522262
