framework,version,device,op_name,kernel_source,batch_size,seq_len,hidden_size,tp_size,latency
SGLang,0.5.10,NVIDIA H100 80GB HBM3,scale_residual,sglang_mul_add,1,47190,5120,1,0.5744095802307129
SGLang,0.5.10,NVIDIA H100 80GB HBM3,scale_residual,sglang_mul_add,1,47190,5120,2,0.5744095802307129
SGLang,0.5.10,NVIDIA H100 80GB HBM3,scale_residual,sglang_mul_add,1,47190,5120,4,0.5741343975067139
SGLang,0.5.10,NVIDIA H100 80GB HBM3,scale_residual,sglang_mul_add,1,47190,5120,8,0.5744383811950684
SGLang,0.5.10,NVIDIA H100 80GB HBM3,scale_residual,sglang_mul_add,1,71280,5120,1,0.8618559837341309
SGLang,0.5.10,NVIDIA H100 80GB HBM3,scale_residual,sglang_mul_add,1,71280,5120,2,0.8618847846984863
SGLang,0.5.10,NVIDIA H100 80GB HBM3,scale_residual,sglang_mul_add,1,71280,5120,4,0.862003231048584
SGLang,0.5.10,NVIDIA H100 80GB HBM3,scale_residual,sglang_mul_add,1,71280,5120,8,0.8619168281555176
SGLang,0.5.10,NVIDIA H100 80GB HBM3,scale_residual,sglang_mul_add,1,106480,5120,1,1.2826047897338868
SGLang,0.5.10,NVIDIA H100 80GB HBM3,scale_residual,sglang_mul_add,1,106480,5120,2,1.2835200309753418
SGLang,0.5.10,NVIDIA H100 80GB HBM3,scale_residual,sglang_mul_add,1,106480,5120,4,1.2835424423217774
SGLang,0.5.10,NVIDIA H100 80GB HBM3,scale_residual,sglang_mul_add,1,106480,5120,8,1.2833279609680175
SGLang,0.5.10,NVIDIA H100 80GB HBM3,fp32_layernorm_modulation,torch_layernorm_modulation,1,19110,5120,1,1.4959391593933105
SGLang,0.5.10,NVIDIA H100 80GB HBM3,fp32_layernorm_modulation,torch_layernorm_modulation,1,19110,5120,2,1.4962047576904296
SGLang,0.5.10,NVIDIA H100 80GB HBM3,fp32_layernorm_modulation,torch_layernorm_modulation,1,19110,5120,4,1.496393585205078
SGLang,0.5.10,NVIDIA H100 80GB HBM3,fp32_layernorm_modulation,torch_layernorm_modulation,1,19110,5120,8,1.4983039855957032
SGLang,0.5.10,NVIDIA H100 80GB HBM3,fp32_layernorm_modulation,torch_layernorm_modulation,1,31590,5120,1,2.463734436035156
SGLang,0.5.10,NVIDIA H100 80GB HBM3,fp32_layernorm_modulation,torch_layernorm_modulation,1,31590,5120,2,2.46363525390625
SGLang,0.5.10,NVIDIA H100 80GB HBM3,fp32_layernorm_modulation,torch_layernorm_modulation,1,31590,5120,4,2.463734436035156
SGLang,0.5.10,NVIDIA H100 80GB HBM3,fp32_layernorm_modulation,torch_layernorm_modulation,1,31590,5120,8,2.4636831283569336
SGLang,0.5.10,NVIDIA H100 80GB HBM3,fp32_layernorm_modulation,torch_layernorm_modulation,1,43120,5120,1,3.3580577850341795
SGLang,0.5.10,NVIDIA H100 80GB HBM3,fp32_layernorm_modulation,torch_layernorm_modulation,1,43120,5120,2,3.3573951721191406
SGLang,0.5.10,NVIDIA H100 80GB HBM3,fp32_layernorm_modulation,torch_layernorm_modulation,1,43120,5120,4,3.3580001831054687
SGLang,0.5.10,NVIDIA H100 80GB HBM3,fp32_layernorm_modulation,torch_layernorm_modulation,1,43120,5120,8,3.3579742431640627
SGLang,0.5.10,NVIDIA H100 80GB HBM3,fp32_layernorm_modulation,torch_layernorm_modulation,1,47190,5120,1,3.6731712341308596
SGLang,0.5.10,NVIDIA H100 80GB HBM3,fp32_layernorm_modulation,torch_layernorm_modulation,1,47190,5120,2,3.6717567443847656
SGLang,0.5.10,NVIDIA H100 80GB HBM3,fp32_layernorm_modulation,torch_layernorm_modulation,1,47190,5120,4,3.6722782135009764
SGLang,0.5.10,NVIDIA H100 80GB HBM3,fp32_layernorm_modulation,torch_layernorm_modulation,1,47190,5120,8,3.672038269042969
SGLang,0.5.10,NVIDIA H100 80GB HBM3,fp32_layernorm_modulation,torch_layernorm_modulation,1,71280,5120,1,5.53917121887207
SGLang,0.5.10,NVIDIA H100 80GB HBM3,fp32_layernorm_modulation,torch_layernorm_modulation,1,71280,5120,2,5.538931274414063
SGLang,0.5.10,NVIDIA H100 80GB HBM3,fp32_layernorm_modulation,torch_layernorm_modulation,1,71280,5120,4,5.5392097473144535
SGLang,0.5.10,NVIDIA H100 80GB HBM3,fp32_layernorm_modulation,torch_layernorm_modulation,1,71280,5120,8,5.539104080200195
SGLang,0.5.10,NVIDIA H100 80GB HBM3,fp32_layernorm_modulation,torch_layernorm_modulation,1,106480,5120,1,8.276582336425781
SGLang,0.5.10,NVIDIA H100 80GB HBM3,fp32_layernorm_modulation,torch_layernorm_modulation,1,106480,5120,2,8.277069091796875
SGLang,0.5.10,NVIDIA H100 80GB HBM3,fp32_layernorm_modulation,torch_layernorm_modulation,1,106480,5120,4,8.277436828613281
SGLang,0.5.10,NVIDIA H100 80GB HBM3,fp32_layernorm_modulation,torch_layernorm_modulation,1,106480,5120,8,8.277910614013672
SGLang,0.5.10,NVIDIA H100 80GB HBM3,fp32_layernorm_modulation,torch_layernorm_modulation,1,19110,5120,1,1.4962559700012208
SGLang,0.5.10,NVIDIA H100 80GB HBM3,fp32_layernorm_modulation,torch_layernorm_modulation,1,19110,5120,2,1.496070384979248
SGLang,0.5.10,NVIDIA H100 80GB HBM3,fp32_layernorm_modulation,torch_layernorm_modulation,1,19110,5120,4,1.4960607528686523
SGLang,0.5.10,NVIDIA H100 80GB HBM3,fp32_layernorm_modulation,torch_layernorm_modulation,1,19110,5120,8,1.498703956604004
SGLang,0.5.10,NVIDIA H100 80GB HBM3,fp32_layernorm_modulation,torch_layernorm_modulation,1,31590,5120,1,2.4660480499267576
SGLang,0.5.10,NVIDIA H100 80GB HBM3,fp32_layernorm_modulation,torch_layernorm_modulation,1,31590,5120,2,2.4670783996582033
SGLang,0.5.10,NVIDIA H100 80GB HBM3,fp32_layernorm_modulation,torch_layernorm_modulation,1,31590,5120,4,2.4683296203613283
SGLang,0.5.10,NVIDIA H100 80GB HBM3,fp32_layernorm_modulation,torch_layernorm_modulation,1,31590,5120,8,2.4662591934204103
SGLang,0.5.10,NVIDIA H100 80GB HBM3,fp32_layernorm_modulation,torch_layernorm_modulation,1,43120,5120,1,3.3584705352783204
SGLang,0.5.10,NVIDIA H100 80GB HBM3,fp32_layernorm_modulation,torch_layernorm_modulation,1,43120,5120,2,3.3600128173828123
SGLang,0.5.10,NVIDIA H100 80GB HBM3,fp32_layernorm_modulation,torch_layernorm_modulation,1,43120,5120,4,3.361280059814453
SGLang,0.5.10,NVIDIA H100 80GB HBM3,fp32_layernorm_modulation,torch_layernorm_modulation,1,43120,5120,8,3.3609310150146485
SGLang,0.5.10,NVIDIA H100 80GB HBM3,fp32_layernorm_modulation,torch_layernorm_modulation,1,47190,5120,1,3.675404739379883
SGLang,0.5.10,NVIDIA H100 80GB HBM3,fp32_layernorm_modulation,torch_layernorm_modulation,1,47190,5120,2,3.6751136779785156
SGLang,0.5.10,NVIDIA H100 80GB HBM3,fp32_layernorm_modulation,torch_layernorm_modulation,1,47190,5120,4,3.6756927490234377
SGLang,0.5.10,NVIDIA H100 80GB HBM3,fp32_layernorm_modulation,torch_layernorm_modulation,1,47190,5120,8,3.6744033813476564
SGLang,0.5.10,NVIDIA H100 80GB HBM3,fp32_layernorm_modulation,torch_layernorm_modulation,1,71280,5120,1,5.54521598815918
SGLang,0.5.10,NVIDIA H100 80GB HBM3,fp32_layernorm_modulation,torch_layernorm_modulation,1,71280,5120,2,5.543667221069336
SGLang,0.5.10,NVIDIA H100 80GB HBM3,fp32_layernorm_modulation,torch_layernorm_modulation,1,71280,5120,4,5.545078277587891
SGLang,0.5.10,NVIDIA H100 80GB HBM3,fp32_layernorm_modulation,torch_layernorm_modulation,1,71280,5120,8,5.543580627441406
SGLang,0.5.10,NVIDIA H100 80GB HBM3,fp32_layernorm_modulation,torch_layernorm_modulation,1,106480,5120,1,8.282972717285157
SGLang,0.5.10,NVIDIA H100 80GB HBM3,fp32_layernorm_modulation,torch_layernorm_modulation,1,106480,5120,2,8.282982635498048
