framework,version,device,op_name,kernel_source,model,task,attn_kind,backend,batch_size,q_seq_len,kv_seq_len,num_heads,head_dim,tp_size,sp_size,sp_algorithm,latency
SGLang,0.5.10.post1,NVIDIA H100 80GB HBM3,wan_attention,sdpa,Wan2.2-TI2V-5B,ti2v,cross_attn_text,sdpa,1,17820,512,5,128,8,4,ring,0.08984959721565247
SGLang,0.5.10.post1,NVIDIA H100 80GB HBM3,wan_attention,sdpa,Wan2.2-TI2V-5B,ti2v,cross_attn_image,sdpa,1,17820,257,5,128,8,4,ring,0.0631168007850647
SGLang,0.5.10.post1,NVIDIA H100 80GB HBM3,wan_attention,flash_attn,Wan2.2-TI2V-5B,ti2v,self_attn,flash_attn,1,17820,17820,5,128,8,4,ring,1.1636320114135743
SGLang,0.5.10.post1,NVIDIA H100 80GB HBM3,wan_attention,flash_attn,Wan2.2-TI2V-5B,ti2v,cross_attn_text,flash_attn,1,17820,512,5,128,8,4,ring,0.06436480283737182
SGLang,0.5.10.post1,NVIDIA H100 80GB HBM3,wan_attention,flash_attn,Wan2.2-TI2V-5B,ti2v,cross_attn_image,flash_attn,1,17820,257,5,128,8,4,ring,0.051932799816131595
SGLang,0.5.10.post1,NVIDIA H100 80GB HBM3,wan_attention,sdpa,Wan2.2-TI2V-5B,ti2v,self_attn,sdpa,1,8910,8910,5,128,8,8,ring,0.6669983863830566
SGLang,0.5.10.post1,NVIDIA H100 80GB HBM3,wan_attention,sdpa,Wan2.2-TI2V-5B,ti2v,cross_attn_text,sdpa,1,8910,512,5,128,8,8,ring,0.04699200093746185
SGLang,0.5.10.post1,NVIDIA H100 80GB HBM3,wan_attention,sdpa,Wan2.2-TI2V-5B,ti2v,cross_attn_image,sdpa,1,8910,257,5,128,8,8,ring,0.032953599095344545
SGLang,0.5.10.post1,NVIDIA H100 80GB HBM3,wan_attention,flash_attn,Wan2.2-TI2V-5B,ti2v,self_attn,flash_attn,1,8910,8910,5,128,8,8,ring,0.30511040687561036
SGLang,0.5.10.post1,NVIDIA H100 80GB HBM3,wan_attention,flash_attn,Wan2.2-TI2V-5B,ti2v,cross_attn_text,flash_attn,1,8910,512,5,128,8,8,ring,0.03683840036392212
SGLang,0.5.10.post1,NVIDIA H100 80GB HBM3,wan_attention,flash_attn,Wan2.2-TI2V-5B,ti2v,cross_attn_image,flash_attn,1,8910,257,5,128,8,8,ring,0.031590399146080014
SGLang,0.5.10.post1,NVIDIA H100 80GB HBM3,wan_attention,sdpa,Wan2.2-TI2V-5B,ti2v,cross_attn_text,sdpa,1,43120,512,10,128,1,4,ulysses,0.35516479015350344
SGLang,0.5.10.post1,NVIDIA H100 80GB HBM3,wan_attention,sdpa,Wan2.2-TI2V-5B,ti2v,cross_attn_image,sdpa,1,43120,257,10,128,1,4,ulysses,0.24068160057067872
SGLang,0.5.10.post1,NVIDIA H100 80GB HBM3,wan_attention,flash_attn,Wan2.2-TI2V-5B,ti2v,cross_attn_text,flash_attn,1,43120,512,10,128,1,4,ulysses,0.24190080165863037
SGLang,0.5.10.post1,NVIDIA H100 80GB HBM3,wan_attention,flash_attn,Wan2.2-TI2V-5B,ti2v,cross_attn_image,flash_attn,1,43120,257,10,128,1,4,ulysses,0.18936320543289184
SGLang,0.5.10.post1,NVIDIA H100 80GB HBM3,wan_attention,sdpa,Wan2.2-TI2V-5B,ti2v,cross_attn_text,sdpa,1,10780,512,40,128,1,4,ring,0.35507519245147706
SGLang,0.5.10.post1,NVIDIA H100 80GB HBM3,wan_attention,sdpa,Wan2.2-TI2V-5B,ti2v,cross_attn_image,sdpa,1,10780,257,40,128,1,4,ring,0.241593599319458
SGLang,0.5.10.post1,NVIDIA H100 80GB HBM3,wan_attention,flash_attn,Wan2.2-TI2V-5B,ti2v,cross_attn_text,flash_attn,1,10780,512,40,128,1,4,ring,0.24223999977111815
SGLang,0.5.10.post1,NVIDIA H100 80GB HBM3,wan_attention,flash_attn,Wan2.2-TI2V-5B,ti2v,cross_attn_image,flash_attn,1,10780,257,40,128,1,4,ring,0.19077759981155396
SGLang,0.5.10.post1,NVIDIA H100 80GB HBM3,wan_attention,sdpa,Wan2.2-TI2V-5B,ti2v,cross_attn_text,sdpa,1,43120,512,5,128,1,8,ulysses,0.18545600175857543
SGLang,0.5.10.post1,NVIDIA H100 80GB HBM3,wan_attention,sdpa,Wan2.2-TI2V-5B,ti2v,cross_attn_image,sdpa,1,43120,257,5,128,1,8,ulysses,0.12778879404067994
SGLang,0.5.10.post1,NVIDIA H100 80GB HBM3,wan_attention,flash_attn,Wan2.2-TI2V-5B,ti2v,cross_attn_text,flash_attn,1,43120,512,5,128,1,8,ulysses,0.12734400033950805
SGLang,0.5.10.post1,NVIDIA H100 80GB HBM3,wan_attention,flash_attn,Wan2.2-TI2V-5B,ti2v,cross_attn_image,flash_attn,1,43120,257,5,128,1,8,ulysses,0.10172799825668336
